,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,"('得票数', '得票数_NHKから国民を守る党')","('得票数', '得票数_かがやけ十勝')","('得票数', '得票数_みんなの党')","('得票数', '得票数_保守党北海道')","('得票数', '得票数_公明党')","('得票数', '得票数_国民民主党')","('得票数', '得票数_地域政党かがやけ十勝')","('得票数', '得票数_大日本愛国党札幌支部')","('得票数', '得票数_市民ネットワーク北海道')","('得票数', '得票数_幸福実現党')","('得票数', '得票数_憲法の風')","('得票数', '得票数_改革札幌')","('得票数', '得票数_政治団体北守会')","('得票数', '得票数_新党大地')","('得票数', '得票数_新社会党')","('得票数', '得票数_新自由クラブ')","('得票数', '得票数_新進')","('得票数', '得票数_日本共産党')","('得票数', '得票数_日本社会党')","('得票数', '得票数_日本維新の会')","('得票数', '得票数_民主党')","('得票数', '得票数_民社')","('得票数', '得票数_無所属')","('得票数', '得票数_生長の家政治連合')","('得票数', '得票数_社会民主党')","('得票数', '得票数_立憲民主党')","('得票数', '得票数_維新の党')","('得票数', '得票数_自由党')","('得票数', '得票数_自由民主党')","('得票数', '得票数_道民党')","('得票数', '得票数_sum_v')","('得票率', '得票率_NHKから国民を守る党')","('得票率', '得票率_かがやけ十勝')","('得票率', '得票率_みんなの党')","('得票率', '得票率_保守党北海道')","('得票率', '得票率_公明党')","('得票率', '得票率_国民民主党')","('得票率', '得票率_地域政党かがやけ十勝')","('得票率', '得票率_大日本愛国党札幌支部')","('得票率', '得票率_市民ネットワーク北海道')","('得票率', '得票率_幸福実現党')","('得票率', '得票率_憲法の風')","('得票率', '得票率_改革札幌')","('得票率', '得票率_政治団体北守会')","('得票率', '得票率_新党大地')","('得票率', '得票率_新社会党')","('得票率', '得票率_新自由クラブ')","('得票率', '得票率_新進')","('得票率', '得票率_日本共産党')","('得票率', '得票率_日本社会党')","('得票率', '得票率_日本維新の会')","('得票率', '得票率_民主党')","('得票率', '得票率_民社')","('得票率', '得票率_無所属')","('得票率', '得票率_生長の家政治連合')","('得票率', '得票率_社会民主党')","('得票率', '得票率_立憲民主党')","('得票率', '得票率_維新の党')","('得票率', '得票率_自由党')","('得票率', '得票率_自由民主党')","('得票率', '得票率_道民党')","('得票率', '得票率_sum_v')","('一人あたり得票率', '一人あたり得票率_NHKから国民を守る党')","('一人あたり得票率', '一人あたり得票率_かがやけ十勝')","('一人あたり得票率', '一人あたり得票率_みんなの党')","('一人あたり得票率', '一人あたり得票率_保守党北海道')","('一人あたり得票率', '一人あたり得票率_公明党')","('一人あたり得票率', '一人あたり得票率_国民民主党')","('一人あたり得票率', '一人あたり得票率_地域政党かがやけ十勝')","('一人あたり得票率', '一人あたり得票率_大日本愛国党札幌支部')","('一人あたり得票率', '一人あたり得票率_市民ネットワーク北海道')","('一人あたり得票率', '一人あたり得票率_幸福実現党')","('一人あたり得票率', '一人あたり得票率_憲法の風')","('一人あたり得票率', '一人あたり得票率_改革札幌')","('一人あたり得票率', '一人あたり得票率_政治団体北守会')","('一人あたり得票率', '一人あたり得票率_新党大地')","('一人あたり得票率', '一人あたり得票率_新社会党')","('一人あたり得票率', '一人あたり得票率_新自由クラブ')","('一人あたり得票率', '一人あたり得票率_新進')","('一人あたり得票率', '一人あたり得票率_日本共産党')","('一人あたり得票率', '一人あたり得票率_日本社会党')","('一人あたり得票率', '一人あたり得票率_日本維新の会')","('一人あたり得票率', '一人あたり得票率_民主党')","('一人あたり得票率', '一人あたり得票率_民社')","('一人あたり得票率', '一人あたり得票率_無所属')","('一人あたり得票率', '一人あたり得票率_生長の家政治連合')","('一人あたり得票率', '一人あたり得票率_社会民主党')","('一人あたり得票率', '一人あたり得票率_立憲民主党')","('一人あたり得票率', '一人あたり得票率_維新の党')","('一人あたり得票率', '一人あたり得票率_自由党')","('一人あたり得票率', '一人あたり得票率_自由民主党')","('一人あたり得票率', '一人あたり得票率_道民党')","('立候補者数', '立候補者数_NHKから国民を守る党')","('立候補者数', '立候補者数_かがやけ十勝')","('立候補者数', '立候補者数_みんなの党')","('立候補者数', '立候補者数_保守党北海道')","('立候補者数', '立候補者数_公明党')","('立候補者数', '立候補者数_国民民主党')","('立候補者数', '立候補者数_地域政党かがやけ十勝')","('立候補者数', '立候補者数_大日本愛国党札幌支部')","('立候補者数', '立候補者数_市民ネットワーク北海道')","('立候補者数', '立候補者数_幸福実現党')","('立候補者数', '立候補者数_憲法の風')","('立候補者数', '立候補者数_改革札幌')","('立候補者数', '立候補者数_政治団体北守会')","('立候補者数', '立候補者数_新党大地')","('立候補者数', '立候補者数_新社会党')","('立候補者数', '立候補者数_新自由クラブ')","('立候補者数', '立候補者数_新進')","('立候補者数', '立候補者数_日本共産党')","('立候補者数', '立候補者数_日本社会党')","('立候補者数', '立候補者数_日本維新の会')","('立候補者数', '立候補者数_民主党')","('立候補者数', '立候補者数_民社')","('立候補者数', '立候補者数_無所属')","('立候補者数', '立候補者数_生長の家政治連合')","('立候補者数', '立候補者数_社会民主党')","('立候補者数', '立候補者数_立憲民主党')","('立候補者数', '立候補者数_維新の党')","('立候補者数', '立候補者数_自由党')","('立候補者数', '立候補者数_自由民主党')","('立候補者数', '立候補者数_道民党')","('当選者数', '当選者数_NHKから国民を守る党')","('当選者数', '当選者数_かがやけ十勝')","('当選者数', '当選者数_みんなの党')","('当選者数', '当選者数_保守党北海道')","('当選者数', '当選者数_公明党')","('当選者数', '当選者数_国民民主党')","('当選者数', '当選者数_地域政党かがやけ十勝')","('当選者数', '当選者数_大日本愛国党札幌支部')","('当選者数', '当選者数_市民ネットワーク北海道')","('当選者数', '当選者数_幸福実現党')","('当選者数', '当選者数_憲法の風')","('当選者数', '当選者数_改革札幌')","('当選者数', '当選者数_政治団体北守会')","('当選者数', '当選者数_新党大地')","('当選者数', '当選者数_新社会党')","('当選者数', '当選者数_新自由クラブ')","('当選者数', '当選者数_新進')","('当選者数', '当選者数_日本共産党')","('当選者数', '当選者数_日本社会党')","('当選者数', '当選者数_日本維新の会')","('当選者数', '当選者数_民主党')","('当選者数', '当選者数_民社')","('当選者数', '当選者数_無所属')","('当選者数', '当選者数_生長の家政治連合')","('当選者数', '当選者数_社会民主党')","('当選者数', '当選者数_立憲民主党')","('当選者数', '当選者数_維新の党')","('当選者数', '当選者数_自由党')","('当選者数', '当選者数_自由民主党')","('当選者数', '当選者数_道民党')"
八雲町議会議員選挙（2017年10月15日投票）,八雲町議会議員選挙,北海道,八雲町,20171015.0,2017.0,10.0,15.0,20171010.0,,16.0,17.0,1.0625,14510.0,,,,任期満了,70.59,,,,八雲町議会議員選挙（2017年10月15日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.8823529411764706,0.11764705882352941,0.0,0.9375,0.0625,0.0,0.9091732957406102,0.0908267042593898,,0.06061155304937402,0.0454133521296949,,9931.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
共和町議会議員選挙（1999年11月07日投票）,共和町議会議員選挙,北海道,共和町,19991107.0,1999.0,11.0,7.0,19991102.0,91.14,18.0,20.0,1.1111111111111112,5778.0,,,,任期満了,,,,,共和町議会議員選挙（1999年11月07日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.85,0.1,0.05,0.8888888888888888,0.05555555555555555,0.05555555555555555,0.8716138878290729,0.08698969858832507,0.04139641358260206,0.051271405166416054,0.04349484929416254,0.04139641358260206,5242.0,2.0,56.75,6.187689391040892,46.0,51.75,56.0,61.75,67.0,56.77777777777778,5.503085554239908,47.0,52.5,56.0,60.75,66.0,,,,,,,,,,,,,,,,,,149.0,,,,,5093.0,,,,,,,,5242.0,,,,,,,,,,,,,,,,,,0.028424265547500955,,,,,0.971575734452499,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.028424265547500955,,,,,0.051135564971184155,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,18.0,,,,,,,
共和町議会議員選挙（2003年11月02日投票）,共和町議会議員選挙,北海道,共和町,20031102.0,2003.0,11.0,2.0,20031028.0,89.21,16.0,18.0,1.125,5670.0,,,-108.0,任期満了,91.14,,,,共和町議会議員選挙（2003年11月02日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.875,0.125,0.0,0.8769383697813121,0.12306163021868788,,0.05480864811133201,0.06153081510934394,,5030.0,1.0,59.388888888888886,7.181294288240873,38.0,56.5,60.0,63.25,70.0,58.6875,7.182607030180615,38.0,55.75,60.0,61.75,70.0,,,,,,,,,,,,,,,,,,,,,,,5030.0,,,,,,,,5030.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,
共和町議会議員選挙（2007年11月11日投票）,共和町議会議員選挙,北海道,共和町,20071111.0,2007.0,11.0,11.0,20071106.0,84.87,14.0,15.0,1.0714285714285714,5540.0,,,-130.0,任期満了,89.21,,,,共和町議会議員選挙（2007年11月11日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.26666666666666666,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7241010273972602,0.2758989726027397,,0.06582736612702365,0.06897474315068493,,4672.0,1.0,62.2,4.102032016777375,55.0,58.5,62.0,64.5,69.0,62.285714285714285,4.233009254294015,55.0,58.25,63.0,64.75,69.0,,,,,,,,,,,,,,,,,,,,,,,4672.0,,,,,,,,4672.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,
共和町議会議員選挙（2011年11月06日投票）,共和町議会議員選挙,北海道,共和町,20111106.0,2011.0,11.0,6.0,20111101.0,無投票,13.0,13.0,1.0,,,,,任期満了,84.87,,,,共和町議会議員選挙（2011年11月06日投票）,1.0,13.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8461538461538461,0.15384615384615385,0.0,0.8461538461538461,0.15384615384615385,0.0,,,,,,,0.0,1.0,65.0,6.324555320336759,49.0,62.0,66.0,69.0,73.0,65.0,6.324555320336759,49.0,62.0,66.0,69.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,
共和町議会議員選挙（2015年11月08日投票）,共和町議会議員選挙,北海道,共和町,20151108.0,2015.0,11.0,8.0,20151103.0,無投票,13.0,13.0,1.0,,,,,任期満了,,,,,共和町議会議員選挙（2015年11月08日投票）,1.0,13.0,13.0,1.0,1.0,1.0,0.0,0.07692307692307693,0.07692307692307693,0.8461538461538461,0.15384615384615385,0.0,0.8461538461538461,0.15384615384615385,0.0,,,,,,,0.0,1.0,66.6923076923077,6.672384136061981,53.0,63.0,66.0,72.0,77.0,66.6923076923077,6.672384136061981,53.0,63.0,66.0,72.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,
共和町議会議員選挙（2019年11月10日投票）,共和町議会議員選挙,北海道,共和町,20191110.0,2019.0,11.0,10.0,20191105.0,76.88,11.0,12.0,1.0909090909090908,,,,,任期満了/小林けんじ氏とふじき恵子氏は同票のため、くじ引きで当選が決まった,,,,,共和町議会議員選挙（2019年11月10日投票）,1.0,12.0,11.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.0,0.75,0.25,0.0,0.7272727272727273,0.2727272727272727,0.0,0.6842790213430505,0.3157209786569495,,0.07603100237145005,0.10524032621898316,,3842.0,1.0,63.166666666666664,12.04736024566747,39.0,60.0,66.5,70.25,80.0,62.90909090909091,12.551381998913293,39.0,59.0,67.0,70.5,80.0,,,,,,,,,,,,,,,,,,,,,,,3842.0,,,,,,,,3842.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,
函館市議会議員選挙（2007年04月22日投票）,函館市議会議員選挙,北海道,函館市,20070422.0,2007.0,4.0,22.0,20070415.0,,38.0,51.0,1.3421052631578947,239983.0,,,,任期満了,,,,,函館市議会議員選挙（2007年04月22日投票）,5.0,51.0,38.0,1.3421052631578947,0.0,0.0,0.0,0.1568627450980392,0.21052631578947367,0.6862745098039216,0.2549019607843137,0.058823529411764705,0.7894736842105263,0.15789473684210525,0.05263157894736842,0.7208883599508599,0.2135752875809694,0.06553635246817065,0.02059681028431028,0.016428868275459182,0.021845450822723548,143264.0,5.0,56.15686274509804,8.785845454690751,28.0,50.5,57.0,60.5,78.0,56.68421052631579,8.85290693607679,37.0,50.0,56.5,61.75,78.0,,,,,16826.0,,,,,,,,,,,,,12876.0,,,25497.350000000002,,75826.65,,,,,,12238.0,,143264.0,,,,,0.11744750949296404,,,,,,,,,,,,,0.08987603305785125,,,0.1779745784007148,,0.5292791629439356,,,,,,0.08542271610453428,,1.0,,,,,0.023489501898592807,,,,,,,,,,,,,0.02246900826446281,,,0.025424939771530684,,0.016539973841997988,,,,,,0.028474238701511428,,,,,,5.0,,,,,,,,,,,,,4.0,,,7.0,,32.0,,,,,,3.0,,,,,,5.0,,,,,,,,,,,,,4.0,,,7.0,,19.0,,,,,,3.0,
函館市議会議員選挙（2011年04月24日投票）,函館市議会議員選挙,北海道,函館市,20110424.0,2011.0,4.0,24.0,20110417.0,55.64,30.0,37.0,1.2333333333333334,233385.0,,,-6598.0,任期満了,,,,,函館市議会議員選挙（2011年04月24日投票）,1.0,37.0,30.0,1.2333333333333334,0.0,0.0,0.0,0.1891891891891892,0.2,0.6486486486486487,0.24324324324324326,0.10810810810810811,0.8,0.16666666666666666,0.03333333333333333,0.7051777044538211,0.2184187483523535,0.07640354719382551,0.029382404352242545,0.024268749816928167,0.01910088679845638,127188.99000000002,5.0,,,,,,,,56.833333333333336,9.736814445985685,32.0,52.25,57.5,62.75,74.0,,,,,16044.0,,,,,,,,,,,,,11023.0,,,20264.6,,59938.369999999995,,,,,,19919.02,,127188.99,,,,,0.1261429939808469,,,,,,,,,,,,,0.08666630657260506,,,0.1593266838584063,,0.47125439080851256,,,,,,0.15660962477962911,,1.0,,,,,0.03153574849521173,,,,,,,,,,,,,0.02888876885753502,,,0.031865336771681255,,0.023562719540425627,,,,,,0.031321924955925826,,,,,,4.0,,,,,,,,,,,,,3.0,,,5.0,,20.0,,,,,,5.0,,,,,,4.0,,,,,,,,,,,,,3.0,,,5.0,,13.0,,,,,,5.0,
函館市議会議員選挙（2015年04月26日投票）,函館市議会議員選挙,北海道,函館市,20150426.0,2015.0,4.0,26.0,20150419.0,51.86,30.0,33.0,1.1,226122.0,,,-7263.0,任期満了,55.64,,,,函館市議会議員選挙（2015年04月26日投票）,1.0,33.0,30.0,1.1,0.0,0.0,0.0,0.2727272727272727,0.3,0.7878787878787878,0.18181818181818182,0.030303030303030304,0.8333333333333334,0.13333333333333333,0.03333333333333333,0.8015103706876208,0.16653410133818145,0.03195552797419783,0.030827321949523874,0.027755683556363573,0.03195552797419783,114409.0,5.0,59.54545454545455,9.658065899267854,36.0,55.0,60.0,66.0,78.0,59.5,8.928419046318709,36.0,55.25,60.0,65.75,75.0,,,,,14930.0,,,,,,,,,,,,,11991.0,,,17537.059999999998,,52009.0,,,,,,17941.94,,114409.0,,,,,0.13049672665611972,,,,,,,,,,,,,0.10480818816701483,,,0.1532839199713309,,0.4545883628036256,,,,,,0.15682280240190893,,1.0,,,,,0.03262418166402993,,,,,,,,,,,,,0.034936062722338276,,,0.03065678399426618,,0.0284117726752266,,,,,,0.03136456048038179,,,,,,4.0,,,,,,,,,,,,,3.0,,,5.0,,16.0,,,,,,5.0,,,,,,4.0,,,,,,,,,,,,,3.0,,,5.0,,13.0,,,,,,5.0,
函館市議会議員選挙（2019年04月21日投票）,函館市議会議員選挙,北海道,函館市,20190421.0,2019.0,4.0,21.0,20190414.0,49.3,27.0,33.0,1.2222222222222223,221166.0,,,-4956.0,任期満了,51.86,,,,函館市議会議員選挙（2019年04月21日投票）,1.0,33.0,27.0,1.2222222222222223,0.0,0.0,0.0,0.30303030303030304,0.3333333333333333,0.7272727272727273,0.24242424242424243,0.030303030303030304,0.8518518518518519,0.1111111111111111,0.037037037037037035,0.8090897346162496,0.1479805451881375,0.042929720195612926,0.03371207227567707,0.018497568148517187,0.042929720195612926,106685.997,7.0,59.93939393939394,10.654176571681614,40.0,53.0,62.0,67.0,79.0,61.370370370370374,10.089041169242877,40.0,56.5,63.0,67.5,79.0,,,,,14922.547,,,,,588.0,,,,,,,,10198.0,,1364.0,,,32109.449999999997,,,29126.0,,,18378.0,,106685.997,,,,,0.13987352998163385,,,,,0.005511501195419302,,,,,,,,0.09558892719538441,,0.012785183045156339,,,0.3009715511211841,,,0.27300677520031047,,,0.17226253226091143,,1.0,,,,,0.034968382495408463,,,,,0.005511501195419302,,,,,,,,0.0318629757317948,,0.012785183045156339,,,0.02508096259343201,,,0.03412584690003881,,,0.04306563306522786,,,,,,4.0,,,,,1.0,,,,,,,,3.0,,1.0,,,12.0,,,8.0,,,4.0,,,,,,4.0,,,,,0.0,,,,,,,,3.0,,0.0,,,8.0,,,8.0,,,4.0,
初山別村議会議員選挙（1999年04月25日投票）,初山別村議会議員選挙,北海道,初山別村,19990425.0,1999.0,4.0,25.0,19990420.0,94.68,11.0,12.0,1.0909090909090908,1485.0,,,,任期満了,,,,,初山別村議会議員選挙（1999年04月25日投票）,1.0,12.0,11.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.7272727272727273,0.2727272727272727,0.0,0.7236936292054402,0.2763063707945598,,0.08041040324504892,0.09210212359818659,,1397.0,1.0,60.416666666666664,8.88311444383231,43.0,53.25,63.0,67.25,72.0,60.18181818181818,9.242374565191879,43.0,52.5,63.0,67.5,72.0,,,,,,,,,,,,,,,,,,,,,,,1397.0,,,,,,,,1397.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,
初山別村議会議員選挙（2003年04月27日投票）,初山別村議会議員選挙,北海道,初山別村,20030427.0,2003.0,4.0,27.0,20030422.0,無投票,10.0,10.0,1.0,1379.0,,,-106.0,任期満了,94.68,,,,初山別村議会議員選挙（2003年04月27日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.6,0.4,0.0,0.6,0.4,0.0,,,,,,,0.0,1.0,59.7,7.389857914736926,47.0,53.75,60.5,66.5,69.0,59.7,7.389857914736926,47.0,53.75,60.5,66.5,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,
初山別村議会議員選挙（2007年04月22日投票）,初山別村議会議員選挙,北海道,初山別村,20070422.0,2007.0,4.0,22.0,20070417.0,91.71,8.0,9.0,1.125,1266.0,,,-113.0,任期満了,,,,,初山別村議会議員選挙（2007年04月22日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.75,0.125,0.125,0.7389418907198613,0.15871639202081528,0.1023417172593235,0.10556312724569447,0.15871639202081528,0.1023417172593235,1153.0,1.0,60.44444444444444,5.964918013986465,51.0,57.0,60.0,62.0,71.0,59.125,4.9355217555999085,51.0,56.5,59.5,60.5,69.0,,,,,,,,,,,,,,,,,,,,,,,1153.0,,,,,,,,1153.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,
初山別村議会議員選挙（2011年04月24日投票）,初山別村議会議員選挙,北海道,初山別村,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,8.0,8.0,1.0,1206.0,,,-60.0,任期満了,91.71,,,,初山別村議会議員選挙（2011年04月24日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.125,0.125,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,63.125,4.9355217555999085,55.0,60.5,63.5,64.5,73.0,63.125,4.9355217555999085,55.0,60.5,63.5,64.5,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,
初山別村議会議員選挙（2015年04月26日投票）,初山別村議会議員選挙,北海道,初山別村,20150426.0,2015.0,4.0,26.0,20150421.0,88.98,8.0,9.0,1.125,1080.0,,,-126.0,任期満了,,,,,初山別村議会議員選挙（2015年04月26日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.2222222222222222,0.25,0.7777777777777778,0.2222222222222222,0.0,0.875,0.125,0.0,0.8282722513089005,0.17172774869109947,,0.11832460732984293,0.08586387434554973,,955.0,1.0,67.66666666666667,4.714045207910318,59.0,65.0,68.0,70.0,77.0,67.25,4.841229182759271,59.0,64.75,67.5,68.5,77.0,,,,,,,,,,,,,,,,,,,,,,,955.0,,,,,,,,955.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,
初山別村議会議員選挙（2019年04月21日投票）,初山別村議会議員選挙,北海道,初山別村,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,8.0,8.0,1.0,,,,,任期満了,88.98,,,,初山別村議会議員選挙（2019年04月21日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.25,0.25,0.5,0.5,0.0,0.5,0.5,0.0,,,,,,,0.0,1.0,64.75,9.820259670701178,41.0,62.75,68.0,69.75,75.0,64.75,9.820259670701178,41.0,62.75,68.0,69.75,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,
別海町議会議員選挙（2007年04月22日投票）,別海町議会議員選挙,北海道,別海町,20070422.0,2007.0,4.0,22.0,20070417.0,88.63,18.0,21.0,1.1666666666666667,12794.0,,,,その他,,,,,別海町議会議員選挙（2007年04月22日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.05555555555555555,0.8571428571428571,0.14285714285714285,0.0,0.8888888888888888,0.1111111111111111,0.0,0.8735325506937033,0.1264674493062967,,0.04852958614965018,0.04215581643543223,,11244.0,4.0,59.61904761904762,7.58115577616595,39.0,58.0,60.0,63.0,70.0,60.77777777777778,5.662307691662626,44.0,59.0,61.0,63.0,70.0,,,,,556.0,,,,,,,,,,,,,1031.0,,,287.52,,9369.48,,,,,,,,11244.0,,,,,0.049448594806118816,,,,,,,,,,,,,0.09169334756314479,,,0.0255709711846318,,0.8332870864461045,,,,,,,,1.0,,,,,0.049448594806118816,,,,,,,,,,,,,0.045846673781572395,,,0.0255709711846318,,0.04901688743800615,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,1.0,,17.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,0.0,,15.0,,,,,,,
別海町議会議員選挙（2011年04月24日投票）,別海町議会議員選挙,北海道,別海町,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,18.0,18.0,1.0,,,,,任期満了,88.63,,,,別海町議会議員選挙（2011年04月24日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,0.05555555555555555,0.05555555555555555,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.7222222222222222,0.2222222222222222,0.05555555555555555,,,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,15.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,15.0,,,,,,,
別海町議会議員選挙（2015年04月26日投票）,別海町議会議員選挙,北海道,別海町,20150426.0,2015.0,4.0,26.0,20150421.0,80.63,16.0,17.0,1.0625,12280.0,,,,任期満了,,,,,別海町議会議員選挙（2015年04月26日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.8235294117647058,0.17647058823529413,0.0,0.8125,0.1875,0.0,0.8340159737866066,0.1659840262133934,,0.059572569556186186,0.0553280087377978,,9766.0,3.0,,,,,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,985.0,,,,,8276.0,,,,,,,,9766.0,,,,,0.05171001433544952,,,,,,,,,,,,,0.10086012697112431,,,,,0.8474298586934261,,,,,,,,1.0,,,,,0.05171001433544952,,,,,,,,,,,,,0.05043006348556216,,,,,0.06053070419238758,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,14.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,13.0,,,,,,,
