ele_ymd,election,prefecture,municipality,district,name_kanji,name_kana,age,gen,status,job,circle,win,n_votes,voting_ymd,year,month,day,kokuji_ymd,e_voting_rate,e_seats_target,e_n_candidates,e_competitive_ratio,e_all_voter,e_male_all_voter,e_female_all_voter,e_change_all_voter,e_reason,e_pre_v_rate,e_pre_seats_t,e_pre_n_cand,e_pre_compe_rate,d_voting_rate,d_seats_target,d_n_candidates,d_competitive_ratio,d_all_voter,d_male_all_voter,d_female_all_voter,d_change_all_voter,d_reason,d_pre_v_rate,d_pre_seats_t,d_pre_n_cand,d_pre_compe_rate
岐阜市議会議員選挙（2019年04月21日投票）,岐阜市議会議員選挙,岐阜県,岐阜市,岐阜市,和田 直也,ワダ ナオヤ,38,男,現職,岐阜市議会議員,自由民主党,True,5201.0,20190421,2019,4,21,20190414,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan
岐阜市議会議員選挙（2019年04月21日投票）,岐阜市議会議員選挙,岐阜県,岐阜市,岐阜市,浅野 まさき,アサノ マサキ,32,男,新人,無職,無所属,True,3711.113,20190421,2019,4,21,20190414,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan
岐阜市議会議員選挙（2019年04月21日投票）,岐阜市議会議員選挙,岐阜県,岐阜市,岐阜市,竹市 いさお,タケイチ イサオ,57,男,現職,会社役員,自由民主党,True,3680.0,20190421,2019,4,21,20190414,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan
岐阜市議会議員選挙（2019年04月21日投票）,岐阜市議会議員選挙,岐阜県,岐阜市,岐阜市,石原 ひろき,イシハラ ヒロキ,52,男,新人,会社員,無所属,True,3666.0,20190421,2019,4,21,20190414,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan
岐阜市議会議員選挙（2019年04月21日投票）,岐阜市議会議員選挙,岐阜県,岐阜市,岐阜市,まつばら 和生,マツバラ カズオ,54,男,現職,名古屋鉄道株式会社社員,立憲民主党,True,3439.126,20190421,2019,4,21,20190414,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan
岐阜市議会議員選挙（2019年04月21日投票）,岐阜市議会議員選挙,岐阜県,岐阜市,岐阜市,えさき 洋子,エサキ ヨウコ,63,女,現職,岐阜市議会議員,公明党,True,3414.0,20190421,2019,4,21,20190414,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan
岐阜市議会議員選挙（2019年04月21日投票）,岐阜市議会議員選挙,岐阜県,岐阜市,岐阜市,こぼり 将大,コボリ マサヒロ,47,男,現職,政党役員,公明党,True,3368.0,20190421,2019,4,21,20190414,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan
岐阜市議会議員選挙（2019年04月21日投票）,岐阜市議会議員選挙,岐阜県,岐阜市,岐阜市,はっとり 勝弘,ハットリ カツヒロ,74,男,現職,岐阜市議会議員,無所属,True,3340.0,20190421,2019,4,21,20190414,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan
岐阜市議会議員選挙（2019年04月21日投票）,岐阜市議会議員選挙,岐阜県,岐阜市,岐阜市,道家 やすなり,ドウケ ヤスナリ,50,男,元職,無職,無所属,True,3246.0,20190421,2019,4,21,20190414,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan
岐阜市議会議員選挙（2019年04月21日投票）,岐阜市議会議員選挙,岐阜県,岐阜市,岐阜市,西垣 のぶやす,ニシガキ ノブヤス,53,男,現職,政党役員,公明党,True,3233.0,20190421,2019,4,21,20190414,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan
岐阜市議会議員選挙（2019年04月21日投票）,岐阜市議会議員選挙,岐阜県,岐阜市,岐阜市,辻 のりこ,ツジ ノリコ,62,女,現職,岐阜市議会議員,公明党,True,3228.0,20190421,2019,4,21,20190414,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan
岐阜市議会議員選挙（2019年04月21日投票）,岐阜市議会議員選挙,岐阜県,岐阜市,岐阜市,杉山 利夫,スギヤマ トシオ,65,男,現職,生花販売業,自由民主党,True,3129.0,20190421,2019,4,21,20190414,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan
岐阜市議会議員選挙（2019年04月21日投票）,岐阜市議会議員選挙,岐阜県,岐阜市,岐阜市,長屋 ちとせ,ナガヤ チトセ,58,女,現職,岐阜市議会議員　2021年5月20日逝去（60歳）,自由民主党,True,3114.0,20190421,2019,4,21,20190414,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan,38.27,38,52,1.368421052631579,333674,nan,nan,nan,任期満了,40.87,nan,nan,nan
