ele_ymd,prefecture,ele_ymd,ncand_inc,ncand_new,ncand_form,ratio_inc_cand,ratio_new_cand,ratio_form_cand,nwins_inc,nwins_new,nwins_form,ratio_inc_wins,ratio_new_wins,ratio_form_wins,n_b_inc_cand,n_b_new_cand,n_b_form_cand,n_b_notinc_cand,n_inc_votes,n_new_votes,n_form_votes,n_notinc_votes,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_notinc_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,ratio_notinc_votes_percand,all_votes,n_battle,n_forfeit_deposit,ratio_forfeit_deposit
富山市議会議員選挙（2021年04月18日投票）,富山県,富山市議会議員選挙（2021年04月18日投票）,31.0,15.0,2.0,0.6458333333333334,0.3125,0.041666666666666664,27.0,9.0,2.0,0.7105263157894737,0.23684210526315788,0.05263157894736842,31.0,15.0,2.0,17.0,111976.99599999998,41981.0,6127.0,48108.0,0.6994846412714405,0.26224194052514455,0.03827341820341489,0.30051535872855945,0.0225640206861755,0.017482796035009636,0.019136709101707446,0.017677374042856436,160084.99599999998,48,1.0,0.020833333333333332
富山市議会議員選挙（2017年04月16日投票）,富山県,富山市議会議員選挙（2017年04月16日投票）,36.0,21.0,1.0,0.6206896551724138,0.3620689655172414,0.017241379310344827,31.0,7.0,0.0,0.8157894736842105,0.18421052631578946,0.0,36.0,21.0,1.0,22.0,116468.075,43298.918999999994,1413.0,44711.918999999994,0.7225963477824673,0.2686370555392873,0.008766596678245316,0.2774036522175326,0.020072120771735202,0.012792240739966062,0.008766596678245316,0.012609256918978755,161179.994,58,1.0,0.017241379310344827
富山市議会議員補欠選挙（2016年11月06日投票）,富山県,富山市議会議員補欠選挙（2016年11月06日投票）,0.0,25.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,25.0,0.0,89543.0,0.0,89543.0,,1.0,,1.0,,0.04,,0.04,89543.0,25,0.0,0.0
富山市議会議員選挙（2013年04月14日投票）,富山県,富山市議会議員選挙（2013年04月14日投票）,34.0,10.0,0.0,0.7727272727272727,0.22727272727272727,0.0,33.0,7.0,0.0,0.825,0.175,0.0,34.0,10.0,0.0,10.0,141627.99,34212.0,0.0,34212.0,0.8054367496267487,0.19456325037325128,,0.19456325037325128,0.023689316165492608,0.01945632503732513,,0.01945632503732513,175839.99,44,0.0,0.0
富山市議会議員補欠選挙（2011年07月03日投票）,富山県,富山市議会議員補欠選挙（2011年07月03日投票）,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,18992.0,0.0,18992.0,,1.0,,1.0,,0.25,,0.25,18992.0,4,0.0,0.0
富山市議会議員選挙（2009年04月19日投票）,富山県,富山市議会議員選挙（2009年04月19日投票）,39.0,12.0,0.0,0.7647058823529411,0.23529411764705882,0.0,37.0,5.0,0.0,0.8809523809523809,0.11904761904761904,0.0,39.0,12.0,0.0,12.0,159182.0,33589.0,0.0,33589.0,0.8257569862686815,0.1742430137313185,,0.1742430137313185,0.021173256058171323,0.014520251144276542,,0.014520251144276542,192771.0,51,,
富山市議会議員選挙（2005年04月24日投票）,富山県,富山市議会議員選挙（2005年04月24日投票）,0.0,69.0,0.0,0.0,1.0,0.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0,68.0,0.0,68.0,0.0,201391.0,0.0,201391.0,,1.0,,1.0,,0.014705882352941176,,0.014705882352941176,201391.0,68,,
富山市議会議員選挙（2003年04月27日投票）,富山県,富山市議会議員選挙（2003年04月27日投票）,42.0,0.0,0.0,1.0,0.0,0.0,40.0,0,0.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,139821.0,0.0,0.0,0.0,1.0,,,,0.023809523809523808,,,,139821.0,42,0.0,0.0
富山市議会議員補欠選挙（2002年01月20日投票）,富山県,富山市議会議員補欠選挙（2002年01月20日投票）,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,94870.0,0.0,0.0,0.0,1.0,,,,0.3333333333333333,,,,94870.0,3,0.0,0.0
高岡市議会議員選挙（2017年10月22日投票）,富山県,高岡市議会議員選挙（2017年10月22日投票）,22.0,12.0,0.0,0.6470588235294118,0.35294117647058826,0.0,18.0,9.0,0.0,0.6666666666666666,0.3333333333333333,0.0,22.0,12.0,0.0,12.0,57053.79,30262.21,0.0,30262.21,0.6534173576435017,0.3465826423564982,,0.3465826423564982,0.029700788983795533,0.02888188686304152,,0.02888188686304152,87316.0,34,0.0,0.0
