ele_ymd,prefecture,ele_ymd,ncand_inc,ncand_new,ncand_form,ratio_inc_cand,ratio_new_cand,ratio_form_cand,nwins_inc,nwins_new,nwins_form,ratio_inc_wins,ratio_new_wins,ratio_form_wins,n_b_inc_cand,n_b_new_cand,n_b_form_cand,n_b_notinc_cand,n_inc_votes,n_new_votes,n_form_votes,n_notinc_votes,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_notinc_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,ratio_notinc_votes_percand,all_votes,n_battle,n_forfeit_deposit,ratio_forfeit_deposit
横浜市議会議員選挙（2019年04月07日投票）,神奈川県,横浜市議会議員選挙（2019年04月07日投票）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195060.9980000001,127,4.0,0.031496062992125984
横浜市議会議員補欠選挙（2017年07月30日投票）,神奈川県,横浜市議会議員補欠選挙（2017年07月30日投票）,0.0,2.0,0.0,0.0,1.0,0.0,0.0,True,0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,53887.0,0.0,53887.0,,1.0,,1.0,,0.5,,0.5,53887.0,2,0.0,0.0
横浜市議会議員選挙（2015年04月12日投票）,神奈川県,横浜市議会議員選挙（2015年04月12日投票）,80.0,42.0,6.0,0.625,0.328125,0.046875,70.0,14.0,2.0,0.813953488372093,0.16279069767441862,0.023255813953488372,80.0,42.0,6.0,48.0,895758.312,284163.686,43564.0,327727.686,0.7321361367962299,0.2322574074934366,0.03560645571033335,0.2678638632037699,0.009151701709952874,0.005529938273653253,0.005934409285055558,0.00558049715007854,1223485.9980000001,128,,
横浜市議会議員補欠選挙（2013年02月03日投票）,神奈川県,横浜市議会議員補欠選挙（2013年02月03日投票）,0.0,3.0,1.0,0.0,0.75,0.25,0.0,True,0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,27819.0,7252.0,35071.0,,0.7932194690770152,0.2067805309229848,1.0,,0.26440648969233843,0.2067805309229848,0.25,35071.0,4,1.0,0.25
横浜市議会議員補欠選挙（2012年12月16日投票）,神奈川県,横浜市議会議員補欠選挙（2012年12月16日投票）,0.0,3.0,0.0,0.0,1.0,0.0,0.0,True,0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,40748.0,0.0,40748.0,,1.0,,1.0,,0.3333333333333333,,0.3333333333333333,40748.0,3,0.0,0.0
横浜市議会議員補欠選挙（2011年12月18日投票）,神奈川県,横浜市議会議員補欠選挙（2011年12月18日投票）,0.0,5.0,0.0,0.0,1.0,0.0,0.0,True,0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,26577.05,0.0,26577.05,,1.0,,1.0,,0.2,,0.2,26577.05,5,2.0,0.4
横浜市議会議員選挙（2011年04月10日投票）,神奈川県,横浜市議会議員選挙（2011年04月10日投票）,75.0,63.0,4.0,0.528169014084507,0.44366197183098594,0.028169014084507043,59.0,24.0,3.0,0.686046511627907,0.27906976744186046,0.03488372093023256,75.0,63.0,4.0,67.0,832572.7000000001,477449.27,35684.0,513133.27,0.6186884197296085,0.3547946435877073,0.026516936682684105,0.3813115802703914,0.008249178929728113,0.005631661009328688,0.006629234170671026,0.005691217615975991,1345705.97,142,,
横浜市議会議員補欠選挙（2010年07月11日投票）,神奈川県,横浜市議会議員補欠選挙（2010年07月11日投票）,0.0,3.0,1.0,0.0,0.75,0.25,0.0,True,0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,54261.99,14680.0,68941.98999999999,,0.7870673590942183,0.21293264090578184,1.0,,0.26235578636473944,0.21293264090578184,0.25,68941.99,4,1.0,0.25
横浜市議会議員補欠選挙（2010年06月06日投票）,神奈川県,横浜市議会議員補欠選挙（2010年06月06日投票）,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,39706.0,0.0,0.0,0.0,1.0,,,,0.3333333333333333,,,,39706.0,3,0.0,0.0
横浜市議会議員補欠選挙（2009年10月25日投票）,神奈川県,横浜市議会議員補欠選挙（2009年10月25日投票）,0.0,5.0,0.0,0.0,1.0,0.0,0.0,True,0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,38209.0,0.0,38209.0,,1.0,,1.0,,0.2,,0.2,38209.0,5,1.0,0.2
