ele_ymd,prefecture,ele_ymd,ncand_inc,ncand_new,ncand_form,ratio_inc_cand,ratio_new_cand,ratio_form_cand,nwins_inc,nwins_new,nwins_form,ratio_inc_wins,ratio_new_wins,ratio_form_wins,n_b_inc_cand,n_b_new_cand,n_b_form_cand,n_b_notinc_cand,n_inc_votes,n_new_votes,n_form_votes,n_notinc_votes,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_notinc_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,ratio_notinc_votes_percand,all_votes,n_battle,n_forfeit_deposit,ratio_forfeit_deposit
佐賀市議会議員選挙（2017年10月15日投票）,佐賀県,佐賀市議会議員選挙（2017年10月15日投票）,34.0,9.0,0.0,0.7906976744186046,0.20930232558139536,0.0,31.0,5.0,0,0.8611111111111112,0.1388888888888889,0.0,34.0,9.0,0.0,9.0,81749.43,16329.53,0.0,16329.53,0.8335062892184012,0.16649371078159886,,0.16649371078159886,0.02451489085936474,0.01849930119795543,,0.01849930119795543,98078.95999999999,43,0.0,0.0
佐賀市議会議員選挙（2013年10月20日投票）,佐賀県,佐賀市議会議員選挙（2013年10月20日投票）,29.0,12.0,2.0,0.6744186046511628,0.27906976744186046,0.046511627906976744,29.0,6.0,1.0,0.8055555555555556,0.16666666666666666,0.027777777777777776,29.0,12.0,2.0,14.0,2851807.3200000003,22260.21,4223.95,26484.16,0.9907986525395266,0.007733827569124443,0.0014675198913488773,0.009201347460473321,0.03416547077722505,0.0006444856307603702,0.0007337599456744387,0.000657239104319523,2878291.48,43,42.0,0.9767441860465116
佐賀市議会議員選挙（2009年10月18日投票）,佐賀県,佐賀市議会議員選挙（2009年10月18日投票）,37.0,16.0,0.0,0.6981132075471698,0.3018867924528302,0.0,30.0,8.0,0,0.7894736842105263,0.21052631578947367,0.0,37.0,16.0,0.0,16.0,86679.25,30107.739999999998,0.0,30107.739999999998,0.742199537808107,0.2578004621918931,,0.2578004621918931,0.020059446967786675,0.01611252888699332,,0.01611252888699332,116786.98999999999,53,0.0,0.0
佐賀市議会議員増員選挙（2007年10月28日投票）,佐賀県,佐賀市議会議員増員選挙（2007年10月28日投票）,0.0,18.0,0.0,0.0,1.0,0.0,0.0,6.0,0,0.0,1.0,0.0,0.0,18.0,0.0,18.0,0.0,19562.0,0.0,19562.0,,1.0,,1.0,,0.05555555555555555,,0.05555555555555555,19562.0,18,,
佐賀市議会議員選挙（2005年10月23日投票）,佐賀県,佐賀市議会議員選挙（2005年10月23日投票）,0.0,52.0,0.0,0.0,1.0,0.0,0.0,38.0,0,0.0,1.0,0.0,0.0,52.0,0.0,52.0,0.0,107851.96999999999,0.0,107851.96999999999,,1.0,,1.0,,0.019230769230769232,,0.019230769230769232,107851.97,52,0.0,0.0
唐津市議会議員選挙（2021年01月31日投票）,佐賀県,唐津市議会議員選挙（2021年01月31日投票）,25.0,8.0,0.0,0.7575757575757576,0.24242424242424243,0.0,23.0,5.0,0,0.8214285714285714,0.17857142857142858,0.0,25.0,8.0,0.0,8.0,42716.995,13253.0,0.0,13253.0,0.7632124140800799,0.2367875859199201,,0.2367875859199201,0.030528496563203195,0.029598448239990013,,0.029598448239990013,55969.994999999995,33,0.0,0.0
唐津市議会議員選挙（2017年01月29日投票）,佐賀県,唐津市議会議員選挙（2017年01月29日投票）,22.0,9.0,1.0,0.6875,0.28125,0.03125,22.0,7.0,1.0,0.7333333333333333,0.23333333333333334,0.03333333333333333,22.0,9.0,1.0,10.0,45877.263999999996,15012.715,2949.0,17961.715,0.7186403153471487,0.23516533683911206,0.04619434781373932,0.2813596846528514,0.03266546887941585,0.026129481871012453,0.04619434781373932,0.028135968465285138,63838.979,32,0.0,0.0
唐津市議会議員選挙（2013年01月27日投票）,佐賀県,唐津市議会議員選挙（2013年01月27日投票）,26.0,8.0,0.0,0.7647058823529411,0.23529411764705882,0.0,26.0,6.0,0,0.8125,0.1875,0.0,26.0,8.0,0.0,8.0,55928.0,14378.0,0.0,14378.0,0.7954939834438028,0.20450601655619718,,0.20450601655619718,0.030595922440146264,0.025563252069524648,,0.025563252069524648,70306.0,34,0.0,0.0
唐津市議会議員選挙（2009年01月25日投票）,佐賀県,唐津市議会議員選挙（2009年01月25日投票）,37.0,7.0,0.0,0.8409090909090909,0.1590909090909091,0.0,30.0,4.0,0,0.8823529411764706,0.11764705882352941,0.0,37.0,7.0,0.0,7.0,64316.73000000001,10287.0,0.0,10287.0,0.8621114520681473,0.1378885479318527,,0.1378885479318527,0.023300309515355333,0.019698363990264672,,0.019698363990264672,74603.73,44,0.0,0.0
唐津市議会議員増員選挙（2006年02月05日投票）,佐賀県,唐津市議会議員増員選挙（2006年02月05日投票）,0.0,2.0,0.0,0.0,1.0,0.0,0.0,True,0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1914.0,0.0,1914.0,,1.0,,1.0,,0.5,,0.5,1914.0,2,0.0,0.0
