ele_ymd,prefecture,ele_ymd,ncand_inc,ncand_new,ncand_form,ratio_inc_cand,ratio_new_cand,ratio_form_cand,nwins_inc,nwins_new,nwins_form,ratio_inc_wins,ratio_new_wins,ratio_form_wins,n_b_inc_cand,n_b_new_cand,n_b_form_cand,n_b_notinc_cand,n_inc_votes,n_new_votes,n_form_votes,n_notinc_votes,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_notinc_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,ratio_notinc_votes_percand,all_votes,n_battle,n_forfeit_deposit,ratio_forfeit_deposit
鹿児島市議会議員補欠選挙（2020年11月29日投票）,鹿児島県,鹿児島市議会議員補欠選挙（2020年11月29日投票）,0.0,4.0,3.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0,True,0.0,0.0,1.0,0.0,4.0,3.0,7.0,0.0,86187.0,87872.0,174059.0,,0.49515968723249015,0.5048403127675098,1.0,,0.12378992180812254,0.16828010425583662,0.14285714285714285,174059.0,7,2.0,0.2857142857142857
鹿児島市議会議員選挙（2020年04月19日投票）,鹿児島県,鹿児島市議会議員選挙（2020年04月19日投票）,42.0,18.0,0.0,0.7,0.3,0.0,39.0,6.0,0,0.8666666666666667,0.13333333333333333,0.0,42.0,18.0,0.0,18.0,142734.078,37779.916,0.0,37779.916,0.7907092122730386,0.20929078772696147,,0.20929078772696147,0.01882640981602473,0.011627265984831194,,0.011627265984831194,180513.99399999998,60,4.0,0.06666666666666667
鹿児島市議会議員選挙（2016年04月17日投票）,鹿児島県,鹿児島市議会議員選挙（2016年04月17日投票）,48.0,7.0,1.0,0.8571428571428571,0.125,0.017857142857142856,45.0,4.0,1.0,0.9,0.08,0.02,48.0,7.0,1.0,8.0,175653.0,21872.0,3410.0,25282.0,0.8741782168362904,0.10885112100928161,0.016970662154428048,0.12582178316370965,0.01821204618408938,0.015550160144183088,0.016970662154428048,0.015727722895463706,200935.0,56,0.0,0.0
鹿児島市議会議員選挙（2012年04月15日投票）,鹿児島県,鹿児島市議会議員選挙（2012年04月15日投票）,44.0,15.0,1.0,0.7333333333333333,0.25,0.016666666666666666,41.0,9.0,0,0.82,0.18,0.0,44.0,15.0,1.0,16.0,181382.97999999998,42593.01,2344.0,44937.01,0.8014448038814423,0.1881981790472861,0.010357017071271521,0.19855519611855765,0.018214654633669145,0.012546545269819074,0.010357017071271521,0.012409699757409853,226319.99000000002,60,0.0,0.0
鹿児島市議会議員選挙（2008年04月13日投票）,鹿児島県,鹿児島市議会議員選挙（2008年04月13日投票）,45.0,11.0,2.0,0.7758620689655172,0.1896551724137931,0.034482758620689655,44.0,4.0,2.0,0.88,0.08,0.04,45.0,11.0,2.0,13.0,191975.76,31313.680000000004,10942.560000000001,42256.240000000005,0.8195966392294819,0.13368660131835106,0.046716759452167085,0.18040336077051813,0.018213258649544043,0.012153327392577368,0.023358379726083543,0.013877181597732165,234232.0,58,0.0,0.0
鹿児島市議会議員補欠選挙（2005年12月11日投票）,鹿児島県,鹿児島市議会議員補欠選挙（2005年12月11日投票）,0.0,2.0,0.0,0.0,1.0,0.0,0.0,True,0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,4916.0,0.0,4916.0,,1.0,,1.0,,0.5,,0.5,4916.0,2,0.0,0.0
鹿児島市議会議員増員選挙（2004年11月28日投票）,鹿児島県,鹿児島市議会議員増員選挙（2004年11月28日投票）,0.0,14.0,0.0,0.0,1.0,0.0,0.0,5.0,0,0.0,1.0,0.0,0.0,13.0,0.0,13.0,0.0,22449.0,0.0,22449.0,,1.0,,1.0,,0.07692307692307693,,0.07692307692307693,22449.0,13,,
鹿児島市議会議員選挙（2004年04月18日投票）,鹿児島県,鹿児島市議会議員選挙（2004年04月18日投票）,40.0,12.0,4.0,0.7142857142857143,0.21428571428571427,0.07142857142857142,39.0,8.0,3.0,0.78,0.16,0.06,40.0,12.0,4.0,16.0,167756.64,36970.35,15255.0,52225.35,0.7625926104223351,0.16806080352305203,0.06934658605461291,0.23740738957766494,0.019064815260558376,0.014005066960254336,0.01733664651365323,0.014837961848604059,219981.99,56,0.0,0.0
鹿児島市議会議員選挙（2000年04月16日投票）,鹿児島県,鹿児島市議会議員選挙（2000年04月16日投票）,43.0,30.0,1.0,0.581081081081081,0.40540540540540543,0.013513513513513514,34.0,15.0,1.0,0.68,0.3,0.02,43.0,30.0,1.0,31.0,166257.71,83064.29,4325.0,87389.29,0.6554688602664333,0.3274798834600843,0.01705125627348244,0.3445311397335667,0.015243461866661239,0.010915996115336142,0.01705125627348244,0.011113907733340861,253647.0,74,4.0,0.05405405405405406
鹿屋市議会議員選挙（2018年04月22日投票）,鹿児島県,鹿屋市議会議員選挙（2018年04月22日投票）,19.0,10.0,2.0,0.6129032258064516,0.3225806451612903,0.06451612903225806,18.0,9.0,1.0,0.6428571428571429,0.32142857142857145,0.03571428571428571,19.0,10.0,2.0,12.0,27710.0,13891.0,2214.0,16105.0,0.6324318155882689,0.31703754422001595,0.050530640191715166,0.36756818441173117,0.03328588503096152,0.031703754422001594,0.025265320095857583,0.030630682034310932,43815.0,31,0.0,0.0
鹿屋市議会議員選挙（2014年04月20日投票）,鹿児島県,鹿屋市議会議員選挙（2014年04月20日投票）,20.0,8.0,3.0,0.6451612903225806,0.25806451612903225,0.0967741935483871,19.0,6.0,3.0,0.6785714285714286,0.21428571428571427,0.10714285714285714,20.0,8.0,3.0,11.0,30104.446,11400.552,4587.0,15987.552,0.6531382301977884,0.24734341088880546,0.09951835891340619,0.3468617698022117,0.03265691150988942,0.030917926361100682,0.03317278630446873,0.031532888163837425,46091.998,31,0.0,0.0
鹿屋市議会議員選挙（2010年04月25日投票）,鹿児島県,鹿屋市議会議員選挙（2010年04月25日投票）,26.0,14.0,3.0,0.6046511627906976,0.32558139534883723,0.06976744186046512,20.0,8.0,2.0,0.6666666666666666,0.26666666666666666,0.06666666666666667,26.0,14.0,3.0,17.0,35351.0,16802.0,3425.0,20227.0,0.6360610313433372,0.3023138651984598,0.061625103458202886,0.3639389686566627,0.024463885820897587,0.0215938475141757,0.020541701152734296,0.021408174626862512,55578.0,43,1.0,0.023255813953488372
鹿屋市議会議員選挙（2006年04月23日投票）,鹿児島県,鹿屋市議会議員選挙（2006年04月23日投票）,39.0,13.0,0.0,0.75,0.25,0.0,24.0,10.0,0,0.7058823529411765,0.29411764705882354,0.0,39.0,13.0,0.0,13.0,42486.0,15236.0,0.0,15236.0,0.736045182079623,0.263954817920377,,0.263954817920377,0.018872953386657,0.020304216763105922,,0.020304216763105922,57722.0,52,,
枕崎市議会議員選挙（2019年04月21日投票）,鹿児島県,枕崎市議会議員選挙（2019年04月21日投票）,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0,,
