ele_ymd,prefecture,ele_ymd,ncand_inc,ncand_new,ncand_form,ratio_inc_cand,ratio_new_cand,ratio_form_cand,nwins_inc,nwins_new,nwins_form,ratio_inc_wins,ratio_new_wins,ratio_form_wins,n_b_inc_cand,n_b_new_cand,n_b_form_cand,n_b_notinc_cand,n_inc_votes,n_new_votes,n_form_votes,n_notinc_votes,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_notinc_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,ratio_notinc_votes_percand,all_votes,n_battle,n_forfeit_deposit,ratio_forfeit_deposit
長崎市議会議員選挙（2019年04月21日投票）,長崎県,長崎市議会議員選挙（2019年04月21日投票）,32.0,12.0,1.0,0.7111111111111111,0.26666666666666666,0.022222222222222223,32.0,8.0,0,0.8,0.2,0.0,32.0,12.0,1.0,13.0,125763.5,33034.123,1806.372,34840.495,0.7830658259777411,0.2056868074794777,0.011247366542781205,0.21693417402225892,0.02447080706180441,0.017140567289956474,0.011247366542781205,0.01668724415555838,160603.995,45,0.0,0.0
長崎市議会議員選挙（2015年04月26日投票）,長崎県,長崎市議会議員選挙（2015年04月26日投票）,33.0,17.0,4.0,0.6111111111111112,0.3148148148148148,0.07407407407407407,27.0,10.0,3.0,0.675,0.25,0.075,33.0,17.0,4.0,21.0,103742.02,43930.0,12338.98,56268.979999999996,0.6483430514152152,0.27454362512577263,0.07711332345901219,0.35165694858478475,0.0196467591337944,0.016149625007398388,0.019278330864753047,0.016745568980227846,160011.0,54,0.0,0.0
長崎市議会議員選挙（2011年04月24日投票）,長崎県,長崎市議会議員選挙（2011年04月24日投票）,33.0,17.0,2.0,0.6346153846153846,0.3269230769230769,0.038461538461538464,29.0,10.0,1.0,0.725,0.25,0.025,33.0,17.0,2.0,19.0,129465.00000000001,49564.72,7930.26,57494.98,0.6924744001363287,0.2651087147099609,0.042416885153710435,0.30752559986367134,0.0209840727314039,0.015594630277056524,0.021208442576855217,0.01618555788756165,186959.97999999998,52,0.0,0.0
長崎市議会議員選挙（2007年04月22日投票）,長崎県,長崎市議会議員選挙（2007年04月22日投票）,36.0,24.0,2.0,0.5806451612903226,0.3870967741935484,0.03225806451612903,36.0,14.0,1.0,0.7058823529411765,0.27450980392156865,0.0196078431372549,35.0,24.0,2.0,26.0,124802.45,63203.55,5970.0,69173.55,0.6433911927248732,0.3258318039345074,0.030777003340619457,0.35660880727512684,0.01838260550642495,0.013576325163937808,0.015388501670309728,0.013715723356735647,193976.0,61,,
長崎市議会議員増員選挙（2006年02月05日投票）,長崎県,長崎市議会議員増員選挙（2006年02月05日投票）,0.0,2.0,0.0,0.0,1.0,0.0,0.0,True,0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,6075.0,0.0,6075.0,,1.0,,1.0,,0.5,,0.5,6075.0,2,0.0,0.0
長崎市議会議員増員選挙（2005年02月06日投票）,長崎県,長崎市議会議員増員選挙（2005年02月06日投票）,0.0,14.0,0.0,0.0,1.0,0.0,0.0,6.0,0,0.0,1.0,0.0,0.0,13.0,0.0,13.0,0.0,12046.0,0.0,12046.0,,1.0,,1.0,,0.07692307692307693,,0.07692307692307693,12046.0,13,,
長崎市議会議員選挙（2003年04月27日投票）,長崎県,長崎市議会議員選挙（2003年04月27日投票）,33.0,20.0,3.0,0.5892857142857143,0.35714285714285715,0.05357142857142857,33.0,8.0,3.0,0.75,0.18181818181818182,0.06818181818181818,33.0,20.0,3.0,23.0,129259.07,46335.07,10761.85,57096.92,0.6936137121216228,0.24863740628889902,0.057748881589478294,0.3063862878783773,0.021018597337018875,0.01243187031444495,0.019249627196492765,0.013321142951233796,186355.99,56,1.0,0.017857142857142856
長崎市議会議員選挙（1999年04月25日投票）,長崎県,長崎市議会議員選挙（1999年04月25日投票）,42.0,13.0,0.0,0.7636363636363637,0.23636363636363636,0.0,40.0,6.0,0,0.8695652173913043,0.13043478260869565,0.0,42.0,13.0,0.0,13.0,166456.08999999997,39247.89,0.0,39247.89,0.8092020873879056,0.19079791261209433,,0.19079791261209433,0.019266716366378705,0.014676762508622642,,0.014676762508622642,205703.98,55,1.0,0.01818181818181818
佐世保市議会議員選挙（2019年04月21日投票）,長崎県,佐世保市議会議員選挙（2019年04月21日投票）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100528.99500000001,44,1.0,0.022727272727272728
佐世保市議会議員選挙（2015年04月26日投票）,長崎県,佐世保市議会議員選挙（2015年04月26日投票）,29.0,10.0,1.0,0.725,0.25,0.025,28.0,5.0,0,0.8484848484848485,0.15151515151515152,0.0,29.0,10.0,1.0,11.0,83288.94,21316.059999999998,849.0,22165.059999999998,0.7898129990327536,0.20213609725567544,0.008050903711570922,0.21018700096724635,0.027234931001129434,0.020213609725567544,0.008050903711570922,0.019107909178840577,105454.0,40,0.0,0.0
佐世保市議会議員選挙（2011年04月24日投票）,長崎県,佐世保市議会議員選挙（2011年04月24日投票）,30.0,12.0,4.0,0.6521739130434783,0.2608695652173913,0.08695652173913043,28.0,6.0,2.0,0.7777777777777778,0.16666666666666666,0.05555555555555555,30.0,12.0,4.0,16.0,88129.98999999999,26448.93,9558.080000000002,36007.01,0.7099413551157189,0.21306242296817227,0.07699622191610883,0.29005864488428107,0.02366471183719063,0.017755201914014355,0.019249055479027208,0.018128665305267567,124137.00000000001,46,0.0,0.0
佐世保市議会議員選挙（2007年04月22日投票）,長崎県,佐世保市議会議員選挙（2007年04月22日投票）,28.0,20.0,2.0,0.56,0.4,0.04,22.0,12.0,2.0,0.6111111111111112,0.3333333333333333,0.05555555555555555,28.0,20.0,2.0,22.0,81487.02,47247.98,5548.0,52795.98,0.6068304997654208,0.35185377151240294,0.0413157287221763,0.39316950023457925,0.02167251784876503,0.017592688575620147,0.02065786436108815,0.017871340919753603,134283.0,50,1.0,0.02
佐世保市議会議員選挙（2003年04月27日投票）,長崎県,佐世保市議会議員選挙（2003年04月27日投票）,29.0,14.0,1.0,0.6590909090909091,0.3181818181818182,0.022727272727272728,26.0,9.0,1.0,0.7222222222222222,0.25,0.027777777777777776,29.0,14.0,1.0,15.0,79498.79000000001,28038.03,3338.18,31376.21,0.717012762119504,0.2528796392333709,0.03010759864712514,0.28298723788049607,0.02472457800412083,0.01806283137381221,0.03010759864712514,0.018865815858699737,110875.0,44,0.0,0.0
佐世保市議会議員選挙（1999年04月25日投票）,長崎県,佐世保市議会議員選挙（1999年04月25日投票）,26.0,19.0,0.0,0.5777777777777777,0.4222222222222222,0.0,25.0,11.0,0,0.6944444444444444,0.3055555555555556,0.0,26.0,19.0,0.0,19.0,74475.0,42306.0,0.0,42306.0,0.6377321653351145,0.36226783466488555,,0.36226783466488555,0.02452816020519671,0.019066728140257134,,0.019066728140257134,116781.0,45,0.0,0.0
島原市議会議員選挙（2019年06月02日投票）,長崎県,島原市議会議員選挙（2019年06月02日投票）,18.0,3.0,0.0,0.8571428571428571,0.14285714285714285,0.0,17.0,2.0,0,0.8947368421052632,0.10526315789473684,0.0,18.0,3.0,0.0,3.0,20544.98,2400.014,0.0,2400.014,0.8954014108698395,0.1045985891301606,,0.1045985891301606,0.04974452282610219,0.0348661963767202,,0.0348661963767202,22944.994,21,0.0,0.0
島原市議会議員選挙（2015年05月31日投票）,長崎県,島原市議会議員選挙（2015年05月31日投票）,17.0,4.0,0.0,0.8095238095238095,0.19047619047619047,0.0,17.0,2.0,0,0.8947368421052632,0.10526315789473684,0.0,17.0,4.0,0.0,4.0,20403.28,4757.71,0.0,4757.71,0.8109092686734505,0.18909073132654958,,0.18909073132654958,0.04770054521608532,0.047272682831637394,,0.047272682831637394,25160.989999999998,21,0.0,0.0
島原市議会議員選挙（2011年05月29日投票）,長崎県,島原市議会議員選挙（2011年05月29日投票）,21.0,5.0,0.0,0.8076923076923077,0.19230769230769232,0.0,18.0,3.0,0,0.8571428571428571,0.14285714285714285,0.0,21.0,5.0,0.0,5.0,24006.0,4213.0,0.0,4213.0,0.8507034267691981,0.14929657323080195,,0.14929657323080195,0.04050968698900943,0.02985931464616039,,0.02985931464616039,28219.0,26,1.0,0.038461538461538464
