,name_1,prefecture,pref_id,data_year,data_ymd,n_staff_all,ave_age_staff_all,salary_staff_all,kimatsu_staff_all,n_staff_gyosei,ave_age_staff_gyosei,salary_staff_gyosei,kimatsu_staff_gyosei,name_2,daisotsu,tandaisotsu,kousotsu,n_newcomer,n_retire,salary_mayor,salary_vice_mayor,salary_chair,salary_vice_chair,salary_assembly_member,salary_education,mayor_sala_apply_ymd,assembly_sala_apply_ymd,education_sala_apply_ymd,ruiji_dantai
0,札幌市,北海道,1,2006,20060401,15260,44.3,3505,12267,6143,43.7,3523,12446,札幌市,166600,144900,135500,346,695,12800,10300,10400,9500,8600,8300,4.12.1,4.12.1,13.4.1,政令指定都市
1,仙台市,宮城県,4,2006,20060401,10218,43.2,3573,11660,3407,43.7,3710,12101,仙台市,180500,154400,143700,227,325,12183,9690,9700,8700,8250,5630,18.4.1,18.4.1,18.1.1,政令指定都市
2,さいたま市,埼玉県,11,2006,20060401,9493,41.9,3455,11944,4014,43.9,3679,12840,さいたま市,176600,-,147800,345,857,11790,9579,9270,8556,8075,8140,16.7.1,16.7.1,13.5.1,政令指定都市
3,千葉市,千葉県,12,2006,20060401,7748,43.6,3615,12858,3747,44.7,3752,13707,千葉市,175800,158700,142000,342,332,11875,9595,9310,8360,7695,7030,15.1.1,15.1.1,15.4.1,政令指定都市
4,横浜市,神奈川県,14,2006,20060401,29854,43.3,3515,12642,10207,43.5,3621,13089,横浜市,179400,156000,146700,408,1492,14800,11900,12000,10800,9700,5174,7.12.1,7.12.1,18.4.1,政令指定都市
5,川崎市,神奈川県,14,2006,20060401,14545,43.0,3557,12731,5070,43.1,3639,13047,川崎市,174100,-,141900,366,669,13300,10600,10800,9600,8700,5536,9.1.1,9.1.1,17.12.1,政令指定都市
6,静岡市,静岡県,22,2006,20060401,6625,42.7,3613,12283,2453,43.4,3685,12818,静岡市,176300,153400,142400,300,352,10780,9020,7990,7120,6430,7790,18.4.1,18.4.1,18.4.1,政令指定都市
7,名古屋市,愛知県,23,2006,20060401,28196,43.1,3461,12134,7876,43.5,3655,12740,名古屋市,178200,157000,147400,735,1282,13446,10647,12250,10780,9900,6415,18.4.1,18.4.1,17.12.1,政令指定都市
8,京都市,京都府,26,2006,20060401,16500,44.0,3559,13875,5425,42.7,3571,12729,京都市,177400,-,142800,666,781,11815,9900,10640,9785,9120,6455,13.3.2,13.4.1,17.10.1,政令指定都市
9,大阪市,大阪府,27,2006,20060401,45051,41.7,3355,11749,11920,41.6,3497,12225,大阪市,176200,155500,146100,1509,3153,12200,10700,12600,11200,10200,6202,18.4.1,18.1.1,17.12.1,政令指定都市
10,堺市,大阪府,27,2006,20060401,6286,44.9,3577,12363,3608,45.1,3627,12630,堺市,176800,159700,148000,277,454,10115,8910,9000,8500,7800,7740,14.4.1,14.4.1,14.4.1,政令指定都市
11,神戸市,兵庫県,28,2006,20060401,18192,44.2,3609,12891,6509,45.3,3738,13499,神戸市,177700,156700,146300,349,799,11280,9435,11400,10400,9300,6558,15.4.1,18.4.1,18.4.1,政令指定都市
12,広島市,広島県,34,2006,20060401,11967,44.0,3552,13103,4676,46.5,3794,14248,広島市,170914,149283,139001,354,447,11135,9240,10600,9300,8600,6952,16.1.1,8.1.1,16.1.1,政令指定都市
13,北九州市,福岡県,40,2006,20060401,9547,43.1,3545,11894,4676,42.3,3556,11918,北九州市,173300,158800,142600,235,361,13400,10600,10900,9800,8800,7000,6.4.1,6.4.1,14.4.1,政令指定都市
14,福岡市,福岡県,40,2006,20060401,10609,42.8,3585,12105,5390,42.8,3648,12364,福岡市,173400,151700,140100,298,304,12150,10260,10600,9700,8800,8360,16.4.1,6.4.1,16.4.1,政令指定都市
15,函館市,北海道,1,2006,20060401,3927,43.5,3457,11067,1527,43.5,3441,11070,函館市,170200,151000,138400,106,199,10170,8188,6300,5600,3047,7268,18.4.1,9.1.1,18.4.1,中核市
16,小樽市,北海道,1,2006,20060401,1957,43.4,3230,10714,662,44.2,3282,11021,小樽市,158700,138100,129000,71,98,7373,6653,5073,4579,4190,5812,18.4.1,17.10.1,18.4.1,III-3
17,旭川市,北海道,1,2006,20060401,3166,41.7,3317,11246,1348,41.6,3266,11199,旭川市,161690,140600,131480,100,132,8400,7699,6250,5550,5150,6319,18.4.1,7.1.1,18.4.1,中核市
18,室蘭市,北海道,1,2006,20060401,1391,43.2,3442,10632,477,45.1,3518,11148,室蘭市,170200,148000,138400,61,102,8550,7020,4800,4500,4150,5805,15.7.1,6.4.1,15.7.1,II-3
19,釧路市,北海道,1,2006,20060401,2797,42.5,3491,10892,962,43.1,3502,10904,釧路市,170200,148000,138400,77,144,9315,7682,6000,5400,3818,6670,16.1.1,17.10.11,16.1.1,IV-3
20,帯広市,北海道,1,2006,20060401,1479,45.0,3422,11543,700,45.7,3459,11794,帯広市,167500,145700,136200,19,60,8755,7425,5800,5100,4700,6390,18.4.1,18.4.1,18.4.1,IV-1
21,北見市,北海道,1,2006,20060401,1208,44.8,3577,10958,791,45.0,3580,11111,北見市,166100,144400,135100,13,75,9700,7750,5000,4550,4300,6500,18.3.5,18.3.5,18.3.5,III-1
22,夕張市,北海道,1,2006,20060401,399,44.2,3253,10449,208,46.3,3410,11235,夕張市,161700,140600,131500,17,20,6990,6150,3710,3210,3010,5480,15.7.1,16.4.1,15.10.1,I-1
23,岩見沢市,北海道,1,2006,20060401,1219,41.9,3351,10453,581,43.4,3325,10710,岩見沢市,170200,148000,138400,75,64,9640,7550,4700,4150,3840,6062,10.4.1,10.4.1,15.1.1,II-1
24,網走市,北海道,1,2006,20060401,382,42.8,3401,12346,246,42.8,3413,12576,網走市,170200,148000,138400,12,26,8550,7220,4710,4150,3800,6320,11.7.1,7.4.1,11.7.1,I-1
25,留萌市,北海道,1,2006,20060401,577,42.0,3265,10079,233,45.1,3322,10568,留萌市,158286,137640,128712,28,68,6300,5760,3890,3420,3140,5270,17.12.1,16.4.1,17.12.1,I-3
26,苫小牧市,北海道,1,2006,20060401,1930,44.4,3432,13034,783,46.0,3496,13592,苫小牧市,165265,143708,134387,49,105,6860,6400,5200,4800,4400,6120,15.6.1,5.12.1,13.4.1,IV-3
27,稚内市,北海道,1,2006,20060401,780,40.6,3298,10422,312,43.7,3366,10741,稚内市,170200,148000,138400,37,49,7450,6450,3800,3450,3150,5480,18.4.1,18.4.1,18.4.1,I-1
28,美唄市,北海道,1,2006,20060401,524,43.6,3478,9484,256,43.3,3507,9586,美唄市,170200,148000,138400,6,30,8150,6550,4090,3510,3230,5780,18.4.1,6.4.1,18.4.1,I-1
29,芦別市,北海道,1,2006,20060401,503,39.9,3156,9151,206,40.7,3167,9232,芦別市,165094,143560,134248,19,38,7120,6130,3850,3360,3150,5540,16.5.1,9.4.1,16.5.1,I-1
30,江別市,北海道,1,2006,20060401,1155,42.7,3462,11325,416,44.9,3600,12141,江別市,170200,148000,138400,24,60,8930,7220,4560,4070,3780,6180,16.4.1,16.4.1,16.4.1,III-3
31,赤平市,北海道,1,2006,20060401,438,42.8,3314,9409,146,43.1,3307,9514,赤平市,165094,143560,134248,8,31,6400,5900,3640,3140,2900,5400,17.4.1,17.4.1,17.4.1,I-1
32,紋別市,北海道,1,2006,20060401,318,43.8,3346,10756,214,44.3,3416,11149,紋別市,170200,148000,138400,-,8,7360,6480,4400,4000,3600,5450,18.1.1,6.12.1,18.1.1,I-1
33,士別市,北海道,1,2006,20060401,642,42.6,3542,11143,259,44.6,3561,11537,士別市,170200,148000,138400,31,56,8360,6793,3800,3340,3100,5890,17.9.1,17.9.1,17.9.1,I-1
34,名寄市,北海道,1,2006,20060401,869,41.8,3539,10773,304,44.0,3491,10949,名寄市,170200,148000,138400,44,61,8620,6900,3840,3360,3100,6020,18.3.27,18.3.27,18.3.27,I-1
35,三笠市,北海道,1,2006,20060401,366,43.6,3452,10509,127,43.3,3424,10799,三笠市,170200,148000,138400,12,30,7055,6075,3400,2950,2700,5348,16.4.1,6.4.1,16.4.1,I-1
36,根室市,北海道,1,2006,20060401,634,43.1,3241,10592,249,43.3,3176,10590,根室市,154882,134680,125944,22,47,7920,6336,3850,3250,3000,5588,17.4.1,17.4.1,17.4.1,I-0
37,千歳市,北海道,1,2006,20060401,1037,41.8,3449,10943,442,44.0,3608,11750,千歳市,170200,151000,138400,26,54,8550,6935,4600,4200,3850,5985,17.4.1,17.4.1,17.4.1,II-3
38,滝川市,北海道,1,2006,20060401,761,41.2,3466,10540,296,44.0,3472,10811,滝川市,165094,143560,134248,44,73,6343,6141,4158,3481,3191,5378,17.12.1,17.12.1,17.12.1,I-1
39,砂川市,北海道,1,2006,20060401,736,39.0,3314,9700,192,41.7,3352,10369,砂川市,170200,148000,138800,62,70,7590,6210,3740,3300,3020,5490,15.10.1,17.4.1,17.4.1,I-1
40,歌志内市,北海道,1,2006,20060401,183,42.5,3073,8603,74,42.8,3128,9029,歌志内市,159988,139120,130096,1,19,6640,5740,3110,2800,2580,5270,18.4.1,18.4.1,18.4.1,I-3
41,深川市,北海道,1,2006,20060401,599,40.8,3504,10259,257,43.5,3462,10461,深川市,170200,148000,138400,33,32,7480,6150,3760,3370,3170,5450,18.1.1,16.4.1,18.1.1,I-1
42,富良野市,北海道,1,2006,20060401,328,42.9,3206,10437,221,43.4,3230,10658,富良野市,168400,146500,137000,5,13,7308,5967,3820,3370,3100,5184,18.4.1,9.6.1,18.4.1,I-1
43,登別市,北海道,1,2006,20060401,502,44.7,3291,10850,276,45.8,3417,11508,登別市,164754,143264,133972,6,19,7830,6510,4000,3500,3200,5580,16.4.1,6.4.1,16.4.1,II-3
44,恵庭市,北海道,1,2006,20060401,598,46.0,3699,11957,383,47.0,3786,12273,恵庭市,170200,148000,138400,7,19,8450,7070,4400,3850,3550,6060,15.12.1,6.4.1,6.4.1,II-1
45,伊達市,北海道,1,2006,20060401,370,44.0,3416,11048,257,44.5,3472,11463,伊達市,170200,148000,138400,9,17,8180,6930,3920,3430,3160,6030,16.1.1,9.10.1,16.1.1,I-1
46,北広島市,北海道,1,2006,20060401,509,44.1,3525,11504,303,46.4,3700,12078,北広島市,170200,148000,138400,15,22,8455,6907,4310,3840,3470,6042,17.4.1,10.10.1,17.4.1,II-3
47,石狩市,北海道,1,2006,20060401,570,43.6,3291,11522,444,43.8,3299,11566,石狩市,159200,138400,129500,1,17,7360,6248,4390,3830,2678,5796,16.4.1,12.10.1,16.4.1,II-1
48,北斗市,北海道,1,2006,20060401,285,43.6,3350,10929,210,43.5,3390,11130,北斗市,170200,151000,138400,3,6,8075,6916,3300,2700,2300,6006,18.2.1,18.2.1,18.2.1,I-1
49,当別町,北海道,1,2006,20060401,224,43.0,3433,10182,161,43.4,3468,10379,当別町,170200,148000,138400,1,8,8500,7000,3100,2600,2400,6100,6.4.1,6.4.1,6.4.1,IV-2
50,新篠津村,北海道,1,2006,20060401,57,43.5,3515,11167,49,43.5,3509,11150,新篠津村,170200,148000,138400,-,5,7740,6510,2700,2350,2000,5960,17.1.1,17.1.1,17.1.1,I-0
51,松前町,北海道,1,2006,20060401,215,45.1,3473,11101,119,44.7,3209,10653,松前町,159988,139120,130096,4,20,6560,5240,2570,2000,1777,4720,17.4.1,17.4.1,17.4.1,III-1
52,福島町,北海道,1,2006,20060401,92,45.7,3403,8456,62,46.6,3511,8760,福島町,161690,143450,131480,-,6,6500,5700,2340,1840,1570,5300,16.4.1,18.4.1,16.4.1,II-1
