,name_1,prefecture,pref_id,data_year,data_ymd,n_staff_all,ave_age_staff_all,salary_staff_all,kimatsu_staff_all,n_staff_gyosei,ave_age_staff_gyosei,salary_staff_gyosei,kimatsu_staff_gyosei,name_2,daisotsu,tandaisotsu,kousotsu,n_newcomer,n_retire,salary_mayor,salary_vice_mayor,salary_chair,salary_vice_chair,salary_assembly_member,salary_education,mayor_sala_apply_ymd,assembly_sala_apply_ymd,education_sala_apply_ymd,ruiji_dantai
0,北海道,北海道,1,2008,20080401,77841,42.4,3425,11474,17261,43.9,3281,11147,北海道,159285,141340,129592,2837,4417,10350,8800,10440,9360,8100,7650,18.4.1,19.8.1,18.4.1,都道府県
1,青森,青森県,2,2008,20080401,21479,43.8,3661,12251,4865,44.3,3503,12028,青森,168756,149744,137298,506,2182,10160,8730,8645,7776,7566,7380,16.1.1,16.1.1,16.1.1,都道府県
2,岩手,岩手県,3,2008,20080401,25117,42.3,3563,11948,4826,42.8,3409,11669,岩手,168756,149744,137298,630,1337,9920,8160,8722,7840,7546,5248,20.4.1,20.4.1,20.4.1,都道府県
3,宮城,宮城県,4,2008,20080401,28916,43.3,3820,12770,5823,42.8,3540,12140,宮城,178800,158700,144500,894,2368,12445,9792,9690,8736,8232,8256,20.1.1,20.4.1,20.1.1,都道府県
4,秋田,秋田県,5,2008,20080401,16788,43.4,3607,11970,4258,43.5,3405,11593,秋田,168756,149744,137298,262,838,9680,7905,8645,7695,7410,6545,19.7.1,19.10.1,19.7.1,都道府県
5,山形,山形県,6,2008,20080401,19842,43.4,3738,11875,4337,43.5,3572,11601,山形,172200,152800,140100,413,2068,9454,8164,8670,7740,7460,7126,20.4.1,18.4.1,20.4.1,都道府県
6,福島,福島県,7,2008,20080401,28783,43.3,3694,12286,6360,43.4,3462,11845,福島,174300,154700,141900,615,3678,10560,8755,9595,8550,7885,8010,19.4.1,19.8.1,19.4.1,都道府県
7,茨城,茨城県,8,2008,20080401,35459,43.4,3683,12519,6548,43.0,3394,11855,茨城,166173,147452,135197,1013,3958,10720,9180,8585,7920,7650,7826,19.4.1,19.4.1,19.4.1,都道府県
8,栃木,栃木県,9,2008,20080401,25420,43.2,3753,12584,5212,44.3,3645,12673,栃木,178800,155700,144500,781,1066,12900,10100,9900,9000,8300,8400,20.1.1,20.1.1,20.1.1,都道府県
9,群馬,群馬県,10,2008,20080401,25264,43.3,3788,12560,4941,43.8,3582,12199,群馬,177300,157200,143400,758,2393,13300,10800,9800,9200,8300,9400,19.4.1,17.10.1,19.4.1,都道府県
10,埼玉,埼玉県,11,2008,20080401,63900,44.1,3822,13226,9644,43.8,3626,12579,埼玉,178800,158700,144500,2665,7840,14200,11340,11440,10160,9270,9370,18.4.1,18.4.1,18.4.1,都道府県
11,千葉,千葉県,12,2008,20080401,63212,43.6,3721,13028,9689,44.5,3597,12925,千葉,178800,158700,144500,2864,5432,11815,9768,10767,9409,8536,7080,15.12.1,19.8.1,20.4.1,都道府県
12,東京,東京都,13,2008,20080401,168293,42.7,3577,15244,19900,43.3,3507,15213,東京,181200,154800,142700,6592,12054,13959,12650,12920,11650,10370,11770,20.4.1,18.4.1,20.1.1,都道府県
13,神奈川,神奈川県,14,2008,20080401,75908,43.0,3760,13746,9770,43.9,3676,13521,神奈川,172200,152800,140100,3588,4382,13630,10904,12000,10800,9700,8648,17.4.1,7.12.1,17.4.1,都道府県
14,新潟,新潟県,15,2008,20080401,35693,42.6,3607,12163,6874,43.0,3406,11883,新潟,178800,158700,144500,1131,3008,11160,8730,9600,8400,7700,7581,20.3.1,19.4.1,20.3.1,都道府県
15,富山,富山県,16,2008,20080401,16119,44.0,3745,12595,3513,43.8,3507,11974,富山,177012,157113,143055,453,1451,11050,9180,9100,8600,7800,7290,20.4.1,20.4.1,20.4.1,都道府県
16,石川,石川県,17,2008,20080401,16260,44.6,3802,12749,3701,43.7,3508,12193,石川,172200,152800,140100,500,865,12350,9690,9100,8600,7800,7770,15.1.1,19.4.30,15.1.1,都道府県
17,福井,福井県,18,2008,20080401,13951,43.0,3750,12653,3188,43.2,3541,12259,福井,178800,155700,144500,406,585,11700,9180,8827,8342,7566,8010,15.8.1,17.4.1,15.8.1,都道府県
18,山梨,山梨県,19,2008,20080401,14745,42.6,3639,12254,3639,43.3,3501,12357,山梨,178800,158700,144500,985,1239,11340,9021,9200,8300,7800,7440,18.1.1,18.1.1,18.1.1,都道府県
19,長野,長野県,20,2008,20080401,29055,43.6,3707,12367,5514,45.2,3616,12489,長野,172200,152800,140100,1155,3357,12820,9880,9880,8640,8070,8170,20.4.1,20.4.1,20.4.1,都道府県
20,岐阜,岐阜県,21,2008,20080401,26990,42.6,3691,12164,5301,42.1,3413,11651,岐阜,178800,158700,144500,1133,2698,12800,10100,9600,8700,8000,8000,19.10.1,15.4.1,13.4.1,都道府県
21,静岡,静岡県,22,2008,20080401,40452,42.8,3818,13142,6868,42.8,3585,12521,静岡,180409,160128,145800,1530,1977,13100,10700,10300,9100,8400,8300,19.4.1,19.4.1,19.4.1,都道府県
22,愛知,愛知県,23,2008,20080401,72014,43.0,3808,13881,10186,44.4,3641,13606,愛知,178800,158700,144500,3130,5704,14030,11120,12090,10640,9770,9210,19.1.1,19.1.1,19.1.1,都道府県
23,三重,三重県,24,2008,20080401,24440,43.3,3761,12642,5066,43.1,3540,12146,三重,178800,158700,144500,830,3182,12160,9595,10200,9000,8300,6987,19.4.1,8.1.1,20.4.1,都道府県
24,滋賀,滋賀県,25,2008,20080401,18608,43.0,3698,12976,3648,43.3,3493,12514,滋賀,178800,158700,144500,668,932,10560,9048,9360,8190,7812,7480,18.7.20,17.4.1,20.4.1,都道府県
25,京都,京都府,26,2008,20080401,29414,43.9,3759,13483,5228,44.5,3623,13262,京都,178800,157200,144500,1365,3695,11628,9719,11200,10300,9600,8091,18.4.1,20.4.1,18.4.1,都道府県
26,大阪,大阪府,27,2008,20080401,88758,43.3,3579,12328,12086,44.0,3457,12057,大阪,178800,158700,144500,4889,5308,14500,11400,11700,10300,9300,9300,17.4.1,15.4.30,17.4.1,都道府県
27,兵庫,兵庫県,28,2008,20080401,62585,43.6,3699,13605,9028,44.3,3501,12830,兵庫,174330,154733,140888,2471,3569,11280,9435,9945,9195,8370,8370,20.4.1,20.4.1,20.4.1,都道府県
28,奈良,奈良県,29,2008,20080401,17239,44.8,3778,13241,3770,44.8,3607,12865,奈良,176118,156320,142333,547,984,11016,9063,9720,8500,7840,4901,18.4.1,18.4.1,20.4.1,都道府県
29,和歌山,和歌山県,30,2008,20080401,16085,44.5,3737,12887,4107,42.8,3427,11931,和歌山,177012,157113,143055,612,1786,11374,8930,8930,7614,7238,6298,18.7.1,18.7.1,18.7.1,都道府県
30,鳥取,鳥取県,31,2008,20080401,11614,42.2,3582,10531,3026,41.8,3363,10197,鳥取,176800,156800,142800,433,537,14460,10200,8649,7623,7192,7450,20.4.1,15.12.1,20.1.1,都道府県
31,島根,島根県,32,2008,20080401,14287,43.4,3499,11234,3855,44.1,3320,10849,島根,161868,143632,131694,398,655,9600,8000,7680,7098,6545,6560,20.4.1,16.4.1,20.4.1,都道府県
32,岡山,岡山県,33,2008,20080401,24156,43.2,3596,12138,5009,42.0,3260,11246,岡山,173794,−,138316,726,2791,10965,9180,9300,8370,7812,8188,18.7.1,20.4.1,18.7.1,都道府県
33,広島,広島県,34,2008,20080401,31907,43.9,3641,12758,6288,43.7,3416,12116,広島,172095,152749,139082,1307,1700,11598,9437,9461,8435,7884,7209,16.4.1,16.4.1,19.4.1,都道府県
34,山口,山口県,35,2008,20080401,21203,44.0,3772,12480,4713,43.7,3503,11852,山口,178800,158700,144500,531,2634,12255,9690,9800,8800,8400,8360,20.4.1,20.4.1,20.4.1,都道府県
35,徳島,徳島県,36,2008,20080401,13873,43.8,3483,12651,3566,43.8,3294,12290,徳島,166284,147591,134385,369,693,9750,8118,8750,8100,7600,7134,19.11.1,19.11.1,19.11.1,都道府県
