,name_1,prefecture,pref_id,data_year,data_ymd,n_staff_all,ave_age_staff_all,salary_staff_all,kimatsu_staff_all,n_staff_gyosei,ave_age_staff_gyosei,salary_staff_gyosei,kimatsu_staff_gyosei,name_2,daisotsu,tandaisotsu,kousotsu,n_newcomer,n_retire,salary_mayor,salary_vice_mayor,salary_chair,salary_vice_chair,salary_assembly_member,salary_education,mayor_sala_apply_ymd,assembly_sala_apply_ymd,education_sala_apply_ymd,ruiji_dantai
0,北海道,北海道,1,2009,20090401,77188,42.6,3410,11998,17282,44.5,3285,11857,北海道,159285,141340,129592,2787,4041,10350,8800,10440,9360,8100,7650,18.4.1,19.8.1,18.4.1,都道府県
1,青森県,青森県,2,2009,20090401,21047,43.9,3703,12160,4673,44.3,3546,11944,青森県,172200,152800,140100,401,2342,10160,8730,8645,7776,7566,7380,16.1.1,16.1.1,16.1.1,都道府県
2,岩手県,岩手県,3,2009,20090401,24661,42.6,3548,11799,4653,43.0,3388,11574,岩手県,168756,149744,137298,677,1604,9920,8160,8722,7840,7546,5248,20.4.1,20.4.1,20.4.1,都道府県
3,宮城県,宮城県,4,2009,20090401,28434,43.6,3591,12800,5718,43.1,3330,12195,宮城県,168966,149972,136553,804,2608,11528,9180,9588,8645,8064,7826,21.4.1,21.4.1,21.4.1,都道府県
4,秋田県,秋田県,5,2009,20090401,16123,43.8,3616,11911,4128,43.8,3413,11583,秋田県,168756,149744,137298,375,1077,9680,7905,8645,7695,7410,6545,19.7.1,19.10.1,19.7.1,都道府県
5,山形県,山形県,6,2009,20090401,19561,43.7,3712,11765,4266,43.8,3551,11452,山形県,172200,152800,140100,508,2042,9454,8164,8670,7740,7460,7126,20.4.1,18.4.1,20.4.1,都道府県
6,福島県,福島県,7,2009,20090401,28423,43.7,3706,11603,6198,43.8,3472,11203,福島県,175100,155400,142500,653,3745,10560,8755,9595,8550,7885,8010,21.4.1,21.4.1,21.4.1,都道府県
7,茨城県,茨城県,8,2009,20090401,35055,43.6,3768,12470,6369,43.0,3470,11756,茨城県,172200,152800,140100,1031,4162,6700,7560,8585,7920,7650,7826,21.4.1,19.4.1,19.4.1,都道府県
8,栃木県,栃木県,9,2009,20090401,25213,43.3,3722,12480,5094,44.3,3592,12542,栃木県,178800,155700,144500,779,1039,10320,8585,9603,8730,8051,7560,21.4.1,21.4.1,21.4.1,都道府県
9,群馬県,群馬県,10,2009,20090401,25153,43.3,3765,12628,4862,43.8,3557,12219,群馬県,177300,157200,143400,734,2550,11970,9720,8820,8464,7885,8648,21.4.1,21.4.1,21.4.1,都道府県
10,埼玉県,埼玉県,11,2009,20090401,63654,43.9,3776,13160,9481,44.1,3599,12503,埼玉県,178800,158700,144500,2833,8118,14200,11340,11440,10160,9270,9370,18.4.1,18.4.1,18.4.1,都道府県
11,千葉県,千葉県,12,2009,20090401,62584,43.6,3688,12892,9402,44.4,3557,12697,千葉県,178800,158700,144500,2949,5688,11815,9768,10767,9409,8536,7080,15.12.1,19.8.1,20.4.1,都道府県
12,東京都,東京都,13,2009,20090401,167062,42.3,3503,15026,19480,43.1,3439,15010,東京都,181200,154800,142700,7393,11690,13779,12490,12920,11650,10370,11620,21.4.1,18.4.1,21.1.1,都道府県
13,神奈川県,神奈川県,14,2009,20090401,75830,42.8,3620,13426,9608,43.7,3489,13123,神奈川県,167034,148216,135897,4121,4156,11600,9860,12000,10800,9700,8096,17.4.1,7.12.1,17.4.1,都道府県
14,新潟県,新潟県,15,2009,20090401,35101,42.8,3697,12031,6731,43.0,3471,11656,新潟県,178800,158700,144500,1127,3126,12400,9700,9600,8400,7700,7980,19.4.1,19.4.1,19.4.1,都道府県
15,富山県,富山県,16,2009,20090401,15949,44.1,3709,12335,3450,43.9,3477,11780,富山県,177012,157113,143055,494,1412,11050,9180,9100,8600,7800,7290,20.4.1,20.4.1,20.4.1,都道府県
16,石川県,石川県,17,2009,20090401,16165,44.5,3736,12550,3657,43.3,3431,11858,石川県,172200,152800,140100,580,818,12350,9690,9100,8600,7800,7770,15.1.1,19.4.30,15.1.1,都道府県
17,福井県,福井県,18,2009,20090401,13765,43.1,3711,12443,3127,42.9,3475,11833,福井県,178800,155700,144500,394,598,11700,9180,8827,8342,7566,8010,15.8.1,17.4.1,15.8.1,都道府県
18,山梨県,山梨県,19,2009,20090401,14547,42.8,3551,12167,3538,43.3,3413,12266,山梨県,175224,155526,141610,978,1188,11088,8827,9200,8300,7800,7280,21.4.1,18.1.1,21.4.1,都道府県
19,長野県,長野県,20,2009,20090401,28723,43.9,3680,12287,5404,45.3,3577,12299,長野県,172200,152800,140100,1028,3333,12820,9880,9880,8640,8070,8170,20.4.1,20.4.1,20.4.1,都道府県
20,岐阜県,岐阜県,21,2009,20090401,26554,42.6,3529,12181,5151,42.3,3255,11597,岐阜県,172542,153146,139443,966,3014,11390,9540,9000,8100,7500,7200,21.4.1,21.4.1,21.4.1,都道府県
21,静岡県,静岡県,22,2009,20090401,38928,43.0,3796,13012,6751,42.8,3544,12404,静岡県,180409,160128,145800,1637,3228,9170,10165,10300,9100,8400,8300,21.3.1,19.4.1,19.4.1,都道府県
22,愛知県,愛知県,23,2009,20090401,72038,42.6,3599,13585,9990,44.1,3430,13298,愛知県,171648,152352,138720,3546,6094,11364,10342,11123,9789,8988,8750,21.4.1,21.4.1,21.4.1,都道府県
23,三重県,三重県,24,2009,20090401,24173,43.4,3737,12618,4985,43.3,3527,12128,三重県,178800,158700,144500,799,3244,12160,9595,10200,9000,8300,6987,19.4.1,8.1.1,20.4.1,都道府県
24,滋賀県,滋賀県,25,2009,20090401,18470,43.0,3678,12590,3555,43.5,3480,12124,滋賀県,178800,158700,144500,822,866,10164,8840,9360,8190,7812,7310,21.4.1,17.4.1,20.4.1,都道府県
25,京都府,京都府,26,2009,20090401,29140,43.8,3703,13284,5041,44.8,3595,12982,京都府,178800,157200,144500,1208,3537,11628,9719,11200,10300,9600,8091,18.4.1,20.4.1,18.4.1,都道府県
26,大阪府,大阪府,27,2009,20090401,87786,42.9,3291,12158,11612,44.1,3183,11895,大阪府,172542,153146,139443,4987,5522,10150,9120,9945,8755,7905,7440,20.8.1,20.8.1,20.8.1,都道府県
27,兵庫県,兵庫県,28,2009,20090401,61584,43.3,3645,12913,8595,44.2,3462,12247,兵庫県,174330,154733,140888,2553,3849,11280,9435,9945,9195,8370,8370,20.4.1,20.4.1,20.4.1,都道府県
28,奈良県,奈良県,29,2009,20090401,16996,44.8,3720,13063,3741,44.5,3535,12716,奈良県,176297,−,142477,734,1005,11016,9063,9720,8500,7840,4923,18.4.1,18.4.1,21.4.1,都道府県
29,和歌山県,和歌山県,30,2009,20090401,15858,44.3,3685,12630,4031,42.7,3381,11686,和歌山県,177012,157113,143055,665,1724,11374,8930,8930,7614,7238,6298,18.7.1,18.7.1,18.7.1,都道府県
30,鳥取県,鳥取県,31,2009,20090401,11560,42.4,3453,9915,3002,42.3,3242,9417,鳥取県,176800,156800,142800,357,453,12440,9280,8649,7623,7192,7150,21.4.1,15.12.1,21.1.1,都道府県
31,島根県,島根県,32,2009,20090401,14180,43.5,3471,10735,3758,44.3,3300,10433,島根県,161868,143632,131694,499,652,9600,8000,7680,7098,6545,6560,20.4.1,16.4.1,20.4.1,都道府県
