,name_1,prefecture,pref_id,data_year,data_ymd,n_staff_all,ave_age_staff_all,salary_staff_all,kimatsu_staff_all,n_staff_gyosei,ave_age_staff_gyosei,salary_staff_gyosei,kimatsu_staff_gyosei,name_2,daisotsu,tandaisotsu,kousotsu,n_newcomer,n_retire,salary_mayor,salary_vice_mayor,salary_chair,salary_vice_chair,salary_assembly_member,salary_education,mayor_sala_apply_ymd,assembly_sala_apply_ymd,education_sala_apply_ymd,ruiji_dantai
0,札幌市,北海道,1,2012,20120401,14272,43.3,3189,9178,6125,42.3,3160,9112,札幌市,172100,156700,143200,480,773,12800,10300,10400,9500,8600,8300,4.12.1,4.12.1,13.4.1,政令指定都市
1,仙台市,宮城県,4,2012,20120401,9535,43.3,3374,10051,3376,43.6,3436,10321,仙台市,179200,156900,142600,406,468,10480,8670,9500,8600,8100,5389,23.5.1,24.4.1,24.1.1,政令指定都市
2,さいたま市,埼玉県,11,2012,20120401,8944,41.0,3245,9724,3732,41.0,3257,9757,さいたま市,177100,−,143600,459,961,11187,9086,8750,7820,7220,7733,22.1.1,23.4.1,22.1.1,政令指定都市
3,千葉市,千葉県,12,2012,20120401,7266,41.8,3229,9994,3213,42.8,3337,10449,千葉市,174722,154922,141091,366,461,9520,8640,8835,7980,7315,6300,21.10.1,22.4.1,22.4.1,政令指定都市
4,横浜市,神奈川県,14,2012,20120401,26801,42.4,3376,10877,10382,41.0,3328,10902,横浜市,177700,161300,149700,991,1254,14280,11480,11790,10610,9530,5827,23.4.1,23.4.1,23.12.1,政令指定都市
5,川崎市,神奈川県,14,2012,20120401,13484,41.9,3272,10151,4826,40.5,3267,10295,川崎市,179600,−,144500,601,732,12500,9900,10300,9200,8300,5224,19.4.1,23.4.10,24.4.1,政令指定都市
6,相模原市,神奈川県,14,2012,20120401,4535,42.7,3299,10387,2446,42.8,3358,10670,相模原市,178800,−,144500,210,186,10620,8700,7790,7130,6700,7480,23.7.1,19.3.11,23.7.1,政令指定都市
7,新潟市,新潟県,15,2012,20120401,7419,42.4,3304,9532,2952,42.9,3319,9622,新潟市,178800,158700,144500,331,421,11630,9390,7780,7000,6530,8170,18.4.1,18.4.1,23.4.1,政令指定都市
8,静岡市,静岡県,22,2012,20120401,6336,41.3,3355,9879,2403,41.5,3385,10068,静岡市,173100,153500,140000,349,376,10000,9400,8240,7350,6630,8120,23.7.7,19.4.1,19.4.1,政令指定都市
9,浜松市,静岡県,22,2012,20120401,5644,41.8,3199,9234,2695,43.1,3304,9604,浜松市,178800,158700,144500,264,269,12770,9280,8030,7170,6480,7370,19.4.1,15.1.1,23.12.1,政令指定都市
10,名古屋市,愛知県,23,2012,20120401,25222,42.3,3272,10052,7472,41.8,3371,10352,名古屋市,174000,153400,144100,847,1485,5000,8800,5000,5000,5000,6100,22.4.1,23.5.1,24.4.1,政令指定都市
11,京都市,京都府,26,2012,20120401,13887,43.7,3413,11477,5339,42.8,3444,10526,京都市,181000,−,145400,367,1061,11120,9680,10080,9270,8640,5818,24.4.1,23.4.1,24.4.1,政令指定都市
12,大阪市,大阪府,27,2012,20120401,36884,43.2,3033,10361,9441,42.6,3154,11051,大阪市,159080,146567,136964,1027,2570,8200,8100,9600,8480,7760,5096,23.1.1,23.1.1,24.1.1,政令指定都市
13,堺市,大阪府,27,2012,20120401,5561,43.1,3287,10083,2878,42.8,3284,10074,堺市,179300,162100,150300,402,1059,11900,9900,9500,8500,7800,7930,20.1.1,9.4.1,23.7.1,政令指定都市
14,神戸市,兵庫県,28,2012,20120401,15246,44.1,3443,10952,5755,44.0,3505,11285,神戸市,179400,158100,147100,431,800,11280,9435,11400,10400,9300,6476,15.4.1,18.4.1,23.4.1,政令指定都市
15,岡山市,岡山県,33,2012,20120401,5785,42.3,3336,9663,2432,44.4,3519,10357,岡山市,178800,155700,144500,226,248,11600,9200,8000,7300,6700,5969,21.8.1,23.10.1,21.8.1,政令指定都市
16,広島市,広島県,34,2012,20120401,11561,42.4,3347,9938,4136,44.8,3564,11457,広島市,173300,151500,141000,571,567,12445,9975,10600,9300,8600,7505,24.4.1,8.1.1,24.4.1,政令指定都市
17,北九州市,福岡県,40,2012,20120401,8549,43.5,3520,10162,4140,43.9,3611,10421,北九州市,175300,160700,144300,304,412,13400,10600,10900,9800,8800,7000,6.4.1,6.4.1,14.4.1,政令指定都市
18,福岡市,福岡県,40,2012,20120401,9545,42.8,3369,10451,4992,42.3,3406,10545,福岡市,172800,152500,139300,403,471,13000,10400,10600,9700,8800,8500,23.4.1,6.4.1,22.4.1,政令指定都市
19,熊本市,熊本県,43,2012,20120401,6454,42.7,3346,9824,2873,41.9,3291,9755,熊本市,172200,−,140100,231,279,11320,8830,8140,7410,6710,7000,24.4.1,24.4.1,24.4.1,政令指定都市
20,函館市,北海道,1,2012,20120401,3345,42.8,3164,9368,1243,44.1,3182,9632,函館市,167034,148216,135897,129,242,5650,7120,6300,5600,5100,6320,23.8.1,9.1.1,24.1.1,中核市
21,小樽市,北海道,1,2012,20120401,1638,43.3,3149,8895,580,43.6,3131,9066,小樽市,168600,148200,135800,91,105,6881,6494,5073,4579,4190,5812,19.8.1,17.10.1,18.4.1,Ⅲ−３
