,name_1,prefecture,pref_id,data_year,data_ymd,n_staff_all,ave_age_staff_all,salary_staff_all,kimatsu_staff_all,n_staff_gyosei,ave_age_staff_gyosei,salary_staff_gyosei,kimatsu_staff_gyosei,name_2,daisotsu,tandaisotsu,kousotsu,n_newcomer,n_retire,salary_mayor,salary_vice_mayor,salary_chair,salary_vice_chair,salary_assembly_member,salary_education,mayor_sala_apply_ymd,assembly_sala_apply_ymd,education_sala_apply_ymd,ruiji_dantai
0,札幌市,北海道,1,2011,20110401,14297,43.7,3237,9553,6035,42.7,3218,9465,札幌市,169200,153900,141100,546,844,12800,10300,10400,9500,8600,8300,4.12.1,4.12.1,13.4.1,政令指定都市
1,仙台市,宮城県,4,2011,20110401,9644,43.9,3398,10029,3320,44.5,3498,10360,仙台市,179200,156900,142600,416,460,12183,9690,9700,8700,8240,5380,18.4.1,19.4.1,22.12.1,政令指定都市
2,さいたま市,埼玉県,11,2011,20110401,8991,41.0,3261,9908,3763,41.3,3294,10108,さいたま市,177100,−,143600,291,1027,11187,9086,8750,7820,7220,7733,22.1.1,23.4.1,22.1.1,政令指定都市
3,千葉市,千葉県,12,2011,20110401,7325,42.3,3259,10079,3253,43.4,3386,10540,千葉市,174042,154341,140580,395,409,9520,8640,8835,7980,7315,6300,21.10.1,22.4.1,22.4.1,政令指定都市
4,横浜市,神奈川県,14,2011,20110401,27242,42.7,3419,11098,10568,41.4,3374,11217,横浜市,177700,161300,149700,1036,909,14280,11480,11790,10610,9530,5817,23.4.1,23.4.1,22.12.1,政令指定都市
5,川崎市,神奈川県,14,2011,20110401,13625,41.6,3283,10193,4793,40.3,3283,10396,川崎市,179600,−,144500,727,702,12500,9900,10300,9200,8300,5152,19.4.1,19.4.1,23.4.1,政令指定都市
6,相模原市,神奈川県,14,2011,20110401,4519,43.0,3329,10261,2421,43.5,3415,10628,相模原市,178800,−,144500,160,210,10850,8880,7790,7130,6700,7640,21.4.1,19.3.11,21.4.1,政令指定都市
7,新潟市,新潟県,15,2011,20110401,7449,42.8,3327,9517,2976,43.2,3346,9599,新潟市,178800,158700,144500,366,441,11630,9390,7780,7000,6530,8170,18.4.1,18.4.1,23.4.1,政令指定都市
8,静岡市,静岡県,22,2011,20110401,6359,41.6,3399,9851,2419,42.0,3443,10098,静岡市,173200,153600,140100,338,389,12500,9400,8240,7350,6630,8120,19.4.1,19.4.1,19.4.1,政令指定都市
9,浜松市,静岡県,22,2011,20110401,5753,41.7,3209,9398,2749,43.0,3319,9844,浜松市,178800,158700,144500,189,320,12770,9280,8030,7170,6480,7400,19.4.1,15.1.1,22.12.1,政令指定都市
