,name_1,prefecture,pref_id,data_year,data_ymd,n_staff_all,ave_age_staff_all,salary_staff_all,kimatsu_staff_all,n_staff_gyosei,ave_age_staff_gyosei,salary_staff_gyosei,kimatsu_staff_gyosei,name_2,daisotsu,tandaisotsu,kousotsu,n_newcomer,n_retire,salary_mayor,salary_vice_mayor,salary_chair,salary_vice_chair,salary_assembly_member,salary_education,mayor_sala_apply_ymd,assembly_sala_apply_ymd,education_sala_apply_ymd,ruiji_dantai
0,北海道,北海道,1,2017,20170401,63986,43.3,3509,10160,15071,44.4,3283,9820,北海道,178200,158800,146100,2820,3509,10350,8800,11600,10400,9000,7650,18.4.1,27.4.30,18.4.1,都道府県
1,青森県,青森県,2,2017,20170401,19344,44.3,3498,9454,4371,43.2,3215,8809,青森県,178200,158800,146100,743,2248,10160,8730,9100,8100,7800,7380,26.4.1,28.4.1,26.4.1,都道府県
2,岩手県,岩手県,3,2017,20170401,23876,43.8,3535,9931,4737,43.6,3268,9276,岩手県,179800,160200,147400,1053,1378,11685,9215,8900,8000,7700,7350,29.4.1,29.4.1,29.4.1,都道府県
3,宮城県,宮城県,4,2017,20170401,22717,43.2,3533,10398,5798,42.3,3204,9526,宮城県,186100,165800,151500,1225,3061,12445,9792,10200,9100,8400,8730,29.4.1,18.4.1,29.4.1,都道府県
4,秋田県,秋田県,5,2017,20170401,14574,45.3,3682,10125,3653,42.8,3320,9234,秋田県,179643,160086,147283,435,642,9680,7905,9100,8100,7800,6545,26.11.1,27.4.30,26.11.1,都道府県
5,山形県,山形県,6,2017,20170401,18125,44.7,3656,10246,3965,44.1,3429,9752,山形県,182100,162300,149300,641,1930,9090,7884,8670,7740,7460,6414,22.12.1,18.4.1,22.12.1,都道府県
6,福島県,福島県,7,2017,20170401,26716,44.5,3697,10328,6369,42.7,3300,9298,福島県,189100,168500,153900,1249,3255,11220,9270,10100,9000,8300,8455,29.4.1,27.11.20,29.4.1,都道府県
7,茨城県,茨城県,8,2017,20170401,33922,43.1,3551,10548,5912,42.7,3330,10161,茨城県,184800,164700,150500,1542,5221,11390,9720,9100,8000,7500,8280,28.4.1,29.1.1,29.4.1,都道府県
8,栃木県,栃木県,9,2017,20170401,23791,43.1,3568,10297,4723,43.1,3366,10031,栃木県,184800,161700,150500,1004,1130,11610,9393,9900,9000,8300,7980,29.1.1,26.4.1,29.1.1,都道府県
9,群馬県,群馬県,10,2017,20170401,24680,43.2,3584,10412,4692,43.7,3390,10032,群馬県,183300,163200,149400,974,3416,13100,10600,9800,9200,8300,9300,26.4.1,26.4.1,26.4.1,都道府県
10,埼玉県,埼玉県,11,2017,20170401,59180,41.3,3415,10390,8765,42.9,3264,9970,埼玉県,184800,164700,150500,3129,10890,14200,11340,11440,10160,9270,9370,18.4.1,18.4.1,18.4.1,都道府県
11,千葉県,千葉県,12,2017,20170401,58222,41.4,3403,10426,8697,41.7,3174,9920,千葉県,184800,164700,150500,3414,6880,13900,11100,11100,9700,8800,7700,26.4.1,26.4.1,29.4.1,都道府県
12,東京都,東京都,13,2017,20170401,170915,40.5,3240,10488,20953,41.5,3148,10144,東京都,182700,156100,144600,8545,11349,5824,11890,10168,9176,8176,11070,29.4.1,29.4.1,28.4.1,都道府県
13,神奈川県,神奈川県,14,2017,20170401,50698,41.5,3404,10441,8539,43.3,3364,10179,神奈川県,178200,158800,146100,3566,3473,14500,11600,12000,10800,9700,9500,7.12.1,7.12.1,28.4.1,都道府県
14,新潟県,新潟県,15,2017,20170401,29539,43.5,3579,10291,6014,43.7,3362,9734,新潟県,184800,164700,150500,1253,2871,12560,9830,9730,8510,7800,8280,29.1.1,29.1.1,29.4.1,都道府県
15,富山県,富山県,16,2017,20170401,15372,43.0,3503,10000,3427,43.9,3335,9776,富山県,184800,164700,150500,813,1630,13000,10200,9100,8600,7800,8500,29.4.1,20.4.1,29.4.1,都道府県
16,石川県,石川県,17,2017,20170401,15782,42.7,3445,9896,3657,41.8,3192,9310,石川県,178200,158800,146100,719,805,13000,10200,9100,8600,7800,8010,26.4.1,19.4.30,28.4.1,都道府県
17,福井県,福井県,18,2017,20170401,13618,42.7,3521,10155,3273,42.4,3284,9461,福井県,184800,161700,150500,646,586,13000,10200,9100,8600,7800,8900,27.4.23,26.4.1,27.4.23,都道府県
18,山梨県,山梨県,19,2017,20170401,13996,42.6,3480,10136,3389,43.3,3357,10216,山梨県,184800,164700,150500,1379,1443,12500,9600,9100,8200,7700,7900,27.4.1,27.4.1,27.4.1,都道府県
19,長野県,長野県,20,2017,20170401,26540,44.7,3603,10305,5606,45.3,3380,9894,長野県,188200,167700,153300,1314,3483,12780,9850,9850,8610,8040,8140,25.7.1,25.7.1,25.7.1,都道府県
20,岐阜県,岐阜県,21,2017,20170401,24234,42.3,3535,10125,4789,42.8,3303,9685,岐阜県,188300,167800,153300,1012,3449,13400,10600,10200,9200,8500,8500,26.4.1,26.4.1,27.4.1,都道府県
21,静岡県,静岡県,22,2017,20170401,32510,42.0,3571,10588,6372,42.5,3360,10043,静岡県,188292,167812,153344,1767,1896,13010,10630,10230,9040,8340,8240,28.4.1,28.4.1,28.4.1,都道府県
22,愛知県,愛知県,23,2017,20170401,62500,40.8,3453,10546,9223,42.0,3263,10075,愛知県,185700,165500,151200,3552,6177,10832,10194,12090,10640,9770,8623,27.4.1,27.4.30,28.4.1,都道府県
23,三重県,三重県,24,2017,20170401,23152,43.0,3575,10564,4801,44.0,3436,10416,三重県,189200,169100,154900,972,3389,10240,8585,10200,9000,8300,6741,29.4.1,26.4.1,29.4.1,都道府県
24,滋賀県,滋賀県,25,2017,20170401,18556,41.9,3466,10534,3388,42.5,3269,10168,滋賀県,184800,164700,150500,1023,1040,12500,9800,9800,8500,8000,8000,27.8.1,27.8.1,27.8.1,都道府県
25,京都府,京都府,26,2017,20170401,22546,42.0,3439,10311,4833,43.2,3259,9873,京都府,187100,165300,152400,1335,4143,11886,9821,11200,10300,9600,7767,29.4.1,25.4.1,29.4.1,都道府県
