,name_1,prefecture,pref_id,data_year,data_ymd,n_staff_all,ave_age_staff_all,salary_staff_all,kimatsu_staff_all,n_staff_gyosei,ave_age_staff_gyosei,salary_staff_gyosei,kimatsu_staff_gyosei,name_2,daisotsu,tandaisotsu,kousotsu,n_newcomer,n_retire,salary_mayor,salary_vice_mayor,salary_chair,salary_vice_chair,salary_assembly_member,salary_education,mayor_sala_apply_ymd,assembly_sala_apply_ymd,education_sala_apply_ymd,ruiji_dantai
0,北海道,北海道,1,2012,20120401,73955,43.0,3435,10175,16202,45.4,3322,10162,北海道,165312,146688,134496,2798,4386,10350,8800,11100,9900,8500,7650,18.4.1,23.8.1,18.4.1,都道府県
1,青森県,青森県,2,2012,20120401,20122,44.2,3618,10249,4380,43.6,3394,9828,青森県,172200,152800,140100,612,2351,10160,8730,8645,7776,7566,7380,16.1.1,23.6.1,16.1.1,都道府県
2,岩手県,岩手県,3,2012,20120401,24273,43.3,3577,9947,4494,43.5,3382,9578,岩手県,172200,152800,140100,864,1134,10540,8640,8455,7600,7315,5357,24.4.1,24.4.1,24.4.1,都道府県
3,宮城県,宮城県,4,2012,20120401,27618,43.5,3685,10779,5570,42.5,3390,10186,宮城県,178800,158700,144500,1338,2874,12445,9792,10200,9100,8400,8342,23.4.1,23.4.30,23.4.1,都道府県
4,秋田県,秋田県,5,2012,20120401,15235,44.4,3728,10439,3813,43.3,3443,9900,秋田県,172200,152800,140100,445,694,9680,7905,8645,7695,7410,6545,19.7.1,19.10.1,19.7.1,都道府県
5,山形県,山形県,6,2012,20120401,18802,44.4,3683,10355,4078,44.2,3489,9945,山形県,172200,152800,140100,548,1788,9090,7884,8670,7740,7460,6414,22.12.1,18.4.1,22.12.1,都道府県
6,福島県,福島県,7,2012,20120401,27753,44.2,3753,10597,5998,43.7,3455,10088,福島県,175100,155400,142500,1110,3778,10560,8755,9090,8100,7470,8010,23.4.1,24.1.1,23.4.1,都道府県
7,茨城県,茨城県,8,2012,20120401,34433,43.8,3673,10840,5957,42.9,3392,10241,茨城県,172200,152800,140100,1118,4675,10720,9180,8585,7920,7650,7826,21.4.1,23.4.1,21.4.1,都道府県
8,栃木県,栃木県,9,2012,20120401,24494,43.6,3497,10532,4866,44.2,3329,10286,栃木県,169860,147915,137275,734,1090,10320,8585,9405,8550,7885,7560,21.4.1,21.4.1,21.4.1,都道府県
9,群馬県,群馬県,10,2012,20120401,25126,43.3,3667,10544,4756,43.5,3456,10181,群馬県,177300,157200,143400,1002,3042,11790,9540,8820,8464,7885,8556,22.4.1,21.4.1,22.4.1,都道府県
10,埼玉県,埼玉県,11,2012,20120401,62429,43.3,3630,10991,8740,43.8,3495,10599,埼玉県,178800,158700,144500,2959,10156,14200,11340,11440,10160,9270,9370,18.4.1,18.4.1,18.4.1,都道府県
11,千葉県,千葉県,12,2012,20120401,62064,42.8,3592,10795,8651,43.3,3438,10452,千葉県,178800,158700,144500,3278,6397,13900,11100,11100,9700,8800,8190,22.7.1,22.4.1,24.4.1,都道府県
