,name_1,prefecture,pref_id,data_year,data_ymd,n_staff_all,ave_age_staff_all,salary_staff_all,kimatsu_staff_all,n_staff_gyosei,ave_age_staff_gyosei,salary_staff_gyosei,kimatsu_staff_gyosei,name_2,daisotsu,tandaisotsu,kousotsu,n_newcomer,n_retire,salary_mayor,salary_vice_mayor,salary_chair,salary_vice_chair,salary_assembly_member,salary_education,mayor_sala_apply_ymd,assembly_sala_apply_ymd,education_sala_apply_ymd,ruiji_dantai
0,札幌市,北海道,1,2019,20190401,22483,41.8,3204,9089,6916,40.3,2994,8482,札幌市,"179,500","161,400","147,400","1,163","1,176","12,800","10,300","10,400","9,500","8,600","8,300",4.12.1,4.12.1,13.4.1,政令指定都市
1,仙台市,宮城県,4,2019,20190401,14465,42.6,3366,9818,3795,42.2,3270,9381,仙台市,"185,700","163,400","149,100",758,763,"12,183","9,690","10,200","9,100","8,400","8,051",31.4.1,28.4.1,31.4.1,政令指定都市
2,さいたま市,埼玉県,11,2019,20190401,14367,40.0,3228,9803,3993,40.1,3161,9720,さいたま市,"179,900",-,"146,400",857,"2,386","12,100","9,510","9,770","8,730","8,070","7,920",28.4.1,25.4.1,28.4.1,政令指定都市
3,千葉市,千葉県,12,2019,20190401,11560,40.0,3198,9898,3346,41.3,3151,9791,千葉市,"178,900","159,400","145,700",530,"1,191","11,195","9,895","9,300","8,400","7,700","7,254",30.4.1,27.4.1,30.4.1,政令指定都市
4,横浜市,神奈川県,14,2019,20190401,43793,41.6,3227,10756,12331,40.4,3135,10889,横浜市,"176,100","155,700","144,800","1,782","3,504","15,990","12,850","11,790","10,610","9,530","9,400",28.4.1,23.4.1,28.4.1,政令指定都市
5,川崎市,神奈川県,14,2019,20190401,18850,41.8,3254,10405,5321,41.5,3228,10477,川崎市,"176,900",-,"143,000",813,843,"12,000","9,500","10,300","9,200","8,300","7,800",29.4.1,19.4.1,29.4.1,政令指定都市
6,相模原市,神奈川県,14,2019,20190401,7604,40.4,3193,9756,2787,40.3,3074,9671,相模原市,"183,600",-,"149,500",308,342,"11,420","9,350","7,790","7,130","6,700","8,040",27.4.22,9.4.1,27.4.22,政令指定都市
7,新潟市,新潟県,15,2019,20190401,11236,42.7,3393,9891,3108,41.7,3190,9222,新潟市,"187,200","167,100","152,900",599,607,"11,670","9,420","7,810","7,030","6,550","8,170",28.4.1,28.4.1,23.4.1,政令指定都市
8,静岡市,静岡県,22,2019,20190401,8771,41.3,3372,9689,2602,41.0,3261,9333,静岡市,"177,400","157,800","144,300",459,461,"12,500","9,400","8,240","7,350","6,630","8,120",19.4.1,15.4.1,15.4.1,政令指定都市
9,浜松市,静岡県,22,2019,20190401,8826,42.3,3421,9912,2723,42.5,3296,9602,浜松市,"190,607","170,243","155,784",361,408,"12,770","9,280","8,030","7,170","6,480","7,660",19.4.1,15.1.1,28.1.1,政令指定都市
10,名古屋市,愛知県,23,2019,20190401,35077,42.0,3241,10095,8335,41.1,3153,9899,名古屋市,"183,500","158,400","148,800","1,269","1,303","5,000","9,468","10,413","9,163","8,415","5,601",30.4.1,28.4.1,30.10.1,政令指定都市
11,京都市,京都府,26,2019,20190401,19487,42.8,3317,10044,5962,43.0,3302,10059,京都市,"185,200",-,"149,700",706,"1,146","11,120","9,680","11,200","10,300","9,600","5,730",24.4.1,31.4.1,27.4.1,政令指定都市
12,大阪市,大阪府,27,2019,20190401,34591,43.3,3145,10033,10206,43.4,3160,10311,大阪市,"168,100","155,200","145,200","1,384","3,215","16,690","9,426","9,500","8,440","7,740","8,163",31.3.22,27.4.30,28.4.1,政令指定都市
13,堺市,大阪府,27,2019,20190401,9365,40.3,3227,9473,3157,42.4,3209,9626,堺市,"183,500","166,200","154,400",534,931,"5,950","7,920","9,500","8,500","7,800","7,137",29.12.1,27.5.1,29.12.1,政令指定都市
14,神戸市,兵庫県,28,2019,20190401,21185,43.0,3356,10493,6328,42.4,3256,10208,神戸市,"184,000","162,700","151,700",746,"1,019","11,280","9,435","11,400","10,400","9,300","8,300",15.4.1,18.4.1,27.4.1,政令指定都市
15,岡山市,岡山県,33,2019,20190401,8468,42.1,3415,9920,2706,44.3,3437,10195,岡山市,"187,000","163,900","152,700",407,406,"11,600","9,200","8,500","7,700","7,100","5,969",21.8.1,27.5.1,27.5.1,政令指定都市
16,広島市,広島県,34,2019,20190401,14591,41.3,3259,10240,4442,41.7,3204,10315,広島市,"179,500","157,700","147,200",660,713,"13,100","10,500","10,070","8,835","8,170","7,900",31.4.1,27.7.1,31.4.1,政令指定都市
17,北九州市,福岡県,40,2019,20190401,11800,44.1,3483,9954,4753,45.3,3502,10145,北九州市,"185,200","166,800","152,600",642,"2,804","12,300","9,800","10,900","9,800","8,800","8,300",26.11.1,6.4.1,27.4.1,政令指定都市
18,福岡市,福岡県,40,2019,20190401,16473,41.3,3269,9640,5673,40.0,3125,9348,福岡市,"178,200","157,100","143,700","1,063",758,"13,000","10,400","10,600","9,700","8,800","8,500",26.12.7,26.4.1,26.4.1,政令指定都市
19,熊本市,熊本県,43,2019,20190401,9764,44.1,3437,9870,3165,42.3,3240,9319,熊本市,"188,000",-,"153,300",376,"1,101","11,900","9,470","8,200","7,460","6,760","7,050",31.4.1,31.4.1,31.4.1,政令指定都市
20,函館市,北海道,1,2019,20190401,3284,42.1,3140,8277,1265,43.0,3177,8864,函館市,"180,700","161,300","148,600",171,189,"10,500","8,300","6,300","5,600","5,100","7,400",27.4.1,9.4.1,27.4.1,中核市
21,小樽市,北海道,1,2019,20190401,1703,41.9,3116,8648,622,42.1,3065,8644,小樽市,"180,700","161,300","148,600",121,123,"7,373","6,732","5,340","4,820","4,410","6,012",30.11.1,27.5.1,31.1.1,III-3
22,旭川市,北海道,1,2019,20190401,2969,41.8,3170,8789,1533,42.8,3152,8630,旭川市,"180,700","161,300","148,600",118,110,"8,610","7,872","6,250","5,550","5,150","6,916",21.12.1,7.1.1,28.12.13,中核市
