,name_1,prefecture,pref_id,data_year,data_ymd,n_staff_all,ave_age_staff_all,salary_staff_all,kimatsu_staff_all,n_staff_gyosei,ave_age_staff_gyosei,salary_staff_gyosei,kimatsu_staff_gyosei,name_2,daisotsu,tandaisotsu,kousotsu,n_newcomer,n_retire,salary_mayor,salary_vice_mayor,salary_chair,salary_vice_chair,salary_assembly_member,salary_education,mayor_sala_apply_ymd,assembly_sala_apply_ymd,education_sala_apply_ymd,ruiji_dantai
0,札幌市,北海道,1,2020,20200401,22631,41.6,3196,9114,6905,40.4,2999,8470,札幌市,"179,500","161,400","147,400","1,205","1,099","12,800","10,300","10,400","9,500","8,600","8,300",4.12.1,4.12.1,13.4.1,政令指定都市
1,仙台市,宮城県,4,2020,20200401,14569,42.4,3347,9657,3856,42.3,3268,9364,仙台市,"187,200","165,200","151,100",859,714,"13,100","10,200","10,200","9,100","8,400","8,300",2.4.1,28.4.1,2.4.1,政令指定都市
2,さいたま市,埼玉県,11,2020,20200401,15210,39.8,3211,9708,4036,40.3,3176,9754,さいたま市,"179,900",-,"146,400",833,"1,244","12,100","9,510","9,770","8,730","8,070","7,920",28.4.1,25.4.1,28.4.1,政令指定都市
3,千葉市,千葉県,12,2020,20200401,11780,39.9,3196,9852,3392,41.3,3151,9701,千葉市,"179,900","160,700","147,200",530,"1,136","12,512","10,640","9,300","8,400","7,700","7,800",31.4.1,27.4.1,31.4.1,政令指定都市
4,横浜市,神奈川県,14,2020,20200401,44745,41.6,3209,10771,12583,40.6,3124,10897,横浜市,"178,100","158,700","147,800","1,787","3,513","15,990","12,850","11,790","10,610","9,530","9,400",28.4.1,23.4.1,28.4.1,政令指定都市
5,川崎市,神奈川県,14,2020,20200401,19305,41.8,3252,10323,5329,41.6,3232,10543,川崎市,"178,900",-,"145,300",820,989,"12,000","9,500","10,300","9,200","8,300","7,800",29.4.1,19.4.1,29.4.1,政令指定都市
6,相模原市,神奈川県,14,2020,20200401,7771,40.3,3181,9686,2850,40.3,3061,9551,相模原市,"185,100",-,"151,500",329,351,"11,420","9,350","7,790","7,130","6,700","8,040",27.4.22,9.4.1,27.4.22,政令指定都市
7,新潟市,新潟県,15,2020,20200401,11230,42.8,3394,9900,3078,41.8,3206,9362,新潟市,"188,700","168,800","154,900",523,507,"11,670","9,420","7,810","7,030","6,550","8,170",28.4.1,28.4.1,23.4.1,政令指定都市
8,静岡市,静岡県,22,2020,20200401,8749,41.2,3352,9649,2615,40.8,3237,9315,静岡市,"178,700","159,100","145,600",429,514,"12,500","9,400","8,240","7,350","6,630","8,120",19.4.1,15.4.1,15.4.1,政令指定都市
9,浜松市,静岡県,22,2020,20200401,8795,42.3,3422,9909,2697,42.7,3306,9673,浜松市,"192,134","171,973","157,719",321,414,"12,770","9,280","8,030","7,170","6,480","7,660",19.4.1,15.1.1,28.1.1,政令指定都市
10,名古屋市,愛知県,23,2020,20200401,35909,42.0,3232,10136,8376,41.2,3158,9895,名古屋市,"183,500","158,400","148,800","1,320","1,342","5,000","9,468","10,413","9,163","8,415","5,685",30.4.1,28.4.1,1.10.1,政令指定都市
11,京都市,京都府,26,2020,20200401,19861,42.8,3283,9965,5982,43.2,3301,9941,京都市,"186,500",-,"151,500",819,"1,040","11,120","9,680","10,080","9,270","8,640","5,731",24.4.1,2.6.1,2.4.1,政令指定都市
12,大阪市,大阪府,27,2020,20200401,35206,43.3,3135,10029,10272,43.6,3171,10329,大阪市,"169,600",-,-,"1,554","2,283","10,014","9,426","9,500","8,440","7,740","8,163",1.7.1,27.4.30,28.4.1,政令指定都市
13,堺市,大阪府,27,2020,20200401,10002,40.6,3211,9215,3234,42.7,3194,9538,堺市,"183,500","166,200","154,400",385,511,"8,330","8,415","9,500","8,500","7,800","7,375",1.7.1,27.5.1,1.7.1,政令指定都市
14,神戸市,兵庫県,28,2020,20200401,21036,42.9,3345,10469,6400,42.5,3262,10341,神戸市,"184,600","163,400","152,500",752,"1,094","11,280","9,435","11,400","10,400","9,300","8,300",15.4.1,18.4.1,27.4.1,政令指定都市
