,name_1,prefecture,pref_id,data_year,data_ymd,n_staff_all,ave_age_staff_all,salary_staff_all,kimatsu_staff_all,n_staff_gyosei,ave_age_staff_gyosei,salary_staff_gyosei,kimatsu_staff_gyosei,name_2,daisotsu,tandaisotsu,kousotsu,n_newcomer,n_retire,salary_mayor,salary_vice_mayor,salary_chair,salary_vice_chair,salary_assembly_member,salary_education,mayor_sala_apply_ymd,assembly_sala_apply_ymd,education_sala_apply_ymd,ruiji_dantai
0,北海道,北海道,1,2016,20160401,71900,43.3,3535,10280,15442,44.8,3331,10078,北海道,176700,157300,144600,3188,4443,10350,8800,11600,10400,9000,7650,18.4.1,27.4.30,18.4.1,都道府県
1,青森県,青森県,2,2016,20160401,19416,44.3,3519,9614,4358,43.4,3260,9097,青森県,176700,157300,144600,727,2239,10160,8730,9100,8100,7800,7380,26.4.1,28.4.1,26.4.1,都道府県
2,岩手県,岩手県,3,2016,20160401,23987,43.8,3549,10036,4742,43.7,3282,9384,岩手県,178300,158700,145900,1030,1294,11070,9025,8900,8000,7700,7275,28.4.1,28.4.1,28.4.1,都道府県
3,宮城県,宮城県,4,2016,20160401,27554,43.3,3573,10507,5965,42.3,3215,9638,宮城県,184400,164200,149900,1253,2892,12445,9792,10200,9100,8400,8730,27.4.1,18.4.1,27.4.1,都道府県
4,秋田県,秋田県,5,2016,20160401,14704,45.1,3695,10204,3657,42.9,3341,9405,秋田県,178201,158637,145829,430,597,9680,7905,9100,8100,7800,6545,26.11.1,27.4.30,26.11.1,都道府県
5,山形県,山形県,6,2016,20160401,18229,44.8,3675,10325,3987,44.3,3453,9875,山形県,180700,160900,147900,615,1871,9090,7884,8670,7740,7460,6414,22.12.1,18.4.1,22.12.1,都道府県
6,福島県,福島県,7,2016,20160401,27119,44.3,3709,10426,6407,42.7,3310,9452,福島県,188400,167800,153200,1192,3301,10560,8755,10100,9000,8300,8010,27.4.1,27.11.20,27.4.1,都道府県
7,茨城県,茨城県,8,2016,20160401,33945,43.3,3568,10560,5849,42.7,3344,10118,茨城県,180100,160200,146800,1518,5321,11390,9720,9100,8000,7500,8280,28.4.1,25.4.1,28.4.1,都道府県
8,栃木県,栃木県,9,2016,20160401,23791,43.2,3589,10366,4718,43.3,3392,10126,栃木県,183300,160200,149000,1014,1414,10320,8585,9900,9000,8300,7560,21.4.1,26.4.1,21.4.1,都道府県
9,群馬県,群馬県,10,2016,20160401,24751,43.2,3608,10493,4694,43.6,3411,10129,群馬県,181800,161700,147900,865,3287,13100,10600,9800,9200,8300,9300,26.4.1,26.4.1,26.4.1,都道府県
