,name_1,prefecture,pref_id,data_year,data_ymd,n_staff_all,ave_age_staff_all,salary_staff_all,kimatsu_staff_all,n_staff_gyosei,ave_age_staff_gyosei,salary_staff_gyosei,kimatsu_staff_gyosei,name_2,daisotsu,tandaisotsu,kousotsu,n_newcomer,n_retire,salary_mayor,salary_vice_mayor,salary_chair,salary_vice_chair,salary_assembly_member,salary_education,mayor_sala_apply_ymd,assembly_sala_apply_ymd,education_sala_apply_ymd,ruiji_dantai
0,札幌市,北海道,1,2009,20090401,14535,43.8,3378,11656,6023,43.0,3362,11719,札幌市,169200,153900,141100,568,905,12800,10300,10400,9500,8600,8300,4.12.1,4.12.1,13.4.1,政令指定都市
1,仙台市,宮城県,4,2009,20090401,9552,43.8,3505,11828,3228,44.6,3646,12293,仙台市,179200,156900,142600,257,501,12183,9690,9700,8700,8240,4487,18.4.1,19.4.1,21.1.1,政令指定都市
2,さいたま市,埼玉県,11,2009,20090401,9211,41.5,3321,11594,3821,42.7,3444,12107,さいたま市,177100,−,143600,400,1056,11684,9575,9770,8730,8070,8140,20.1.1,20.1.1,13.5.1,政令指定都市
3,千葉市,千葉県,12,2009,20090401,7492,43.0,3423,12093,3468,44.4,3589,12747,千葉市,175800,155900,142000,366,498,10710,9120,9300,8400,7700,6650,20.1.1,18.7.1,20.1.1,政令指定都市
4,横浜市,神奈川県,14,2009,20090401,27578,43.1,3504,13118,10256,42.3,3498,13494,横浜市,178400,162000,150400,1017,1750,14530,11680,12000,10800,9700,6258,21.4.1,7.12.1,20.4.1,政令指定都市
5,川崎市,神奈川県,14,2009,20090401,13792,42.5,3353,12288,5011,41.7,3381,12786,川崎市,179600,−,144500,644,858,12500,9900,10300,9200,8300,5395,19.4.1,19.4.1,19.4.1,政令指定都市
6,新潟市,新潟県,15,2009,20090401,7592,43.2,3391,11366,3090,43.4,3393,11446,新潟市,172200,152800,140100,238,432,11630,9390,7780,7000,6530,7970,18.4.1,18.4.1,18.4.1,政令指定都市
7,静岡市,静岡県,22,2009,20090401,6457,42.2,3476,11976,2446,42.7,3527,12321,静岡市,173700,153900,140300,416,444,12500,9400,8240,7350,6630,8120,19.4.1,19.4.1,19.4.1,政令指定都市
8,浜松市,静岡県,22,2009,20090401,5925,42.1,3287,10925,2823,43.3,3407,11395,浜松市,178800,158700,144500,231,321,12770,9280,8030,7170,6480,7430,19.4.1,15.1.1,19.4.1,政令指定都市
9,名古屋市,愛知県,23,2009,20090401,26811,42.7,3358,12121,7610,42.7,3504,12538,名古屋市,177000,156000,146400,1089,1634,13203,10449,11250,9780,8900,6588,19.4.1,21.4.1,20.12.1,政令指定都市
