,name_1,prefecture,pref_id,data_year,data_ymd,n_staff_all,ave_age_staff_all,salary_staff_all,kimatsu_staff_all,n_staff_gyosei,ave_age_staff_gyosei,salary_staff_gyosei,kimatsu_staff_gyosei,name_2,daisotsu,tandaisotsu,kousotsu,n_newcomer,n_retire,salary_mayor,salary_vice_mayor,salary_chair,salary_vice_chair,salary_assembly_member,salary_education,mayor_sala_apply_ymd,assembly_sala_apply_ymd,education_sala_apply_ymd,ruiji_dantai
0,北海道,北海道,1,2010,20100401,75660,42.8,3383,11031,16871,44.9,3281,10987,北海道,159285,141340,129592,2728,4063,10350,8800,10440,9360,8100,7650,18.4.1,19.8.1,18.4.1,都道府県
1,青森県,青森県,2,2010,20100401,20678,44.0,3671,10877,4559,44.0,3481,10654,青森県,172200,152800,140100,572,2288,10160,8730,8645,7776,7566,7380,16.1.1,16.1.1,16.1.1,都道府県
2,岩手県,岩手県,3,2010,20100401,24395,42.8,3519,10610,4532,43.2,3352,10316,岩手県,168756,149744,137298,673,1076,9920,8160,8722,7840,7546,5176,20.4.1,20.4.1,20.4.1,都道府県
3,宮城県,宮城県,4,2010,20100401,28107,43.7,3620,11709,5613,43.0,3353,11152,宮城県,172006,152670,139009,835,2838,11659,9282,9588,8645,8064,7912,21.12.1,21.4.1,21.12.1,都道府県
4,秋田県,秋田県,5,2010,20100401,15752,44.1,3746,10920,3965,43.9,3516,10596,秋田県,172200,152800,140100,365,734,9680,7905,8645,7695,7410,6545,19.7.1,19.10.1,19.7.1,都道府県
5,山形県,山形県,6,2010,20100401,19417,43.9,3683,10753,4174,43.9,3514,10471,山形県,172200,152800,140100,501,1871,9333,8071,8670,7740,7460,6554,21.12.1,18.4.1,22.4.1,都道府県
6,福島県,福島県,7,2010,20100401,28084,43.8,3697,11031,6095,43.8,3449,10602,福島県,171248,151982,139365,733,3748,10560,8755,9595,8550,7885,8010,21.4.1,21.4.1,21.4.1,都道府県
7,茨城県,茨城県,8,2010,20100401,34954,43.8,3725,11583,6257,43.2,3441,10963,茨城県,172200,152800,140100,934,4338,10720,9180,8585,7920,7650,7826,21.4.1,19.4.1,19.4.1,都道府県
8,栃木県,栃木県,9,2010,20100401,24888,43.4,3517,11248,4962,44.2,3370,11208,栃木県,169860,147915,137275,817,1068,10320,8585,9603,8730,8051,7560,21.4.1,21.4.1,21.4.1,都道府県
9,群馬県,群馬県,10,2010,20100401,25100,43.3,3725,11356,4822,43.7,3513,10967,群馬県,177300,157200,143400,867,2644,11790,9540,8820,8464,7885,8556,22.4.1,21.4.1,22.4.1,都道府県
10,埼玉県,埼玉県,11,2010,20100401,63157,43.8,3723,11841,9209,44.1,3556,11315,埼玉県,178800,158700,144500,2681,9249,14200,11340,11440,10160,9270,9370,18.4.1,18.4.1,18.4.1,都道府県
11,千葉県,千葉県,12,2010,20100401,62336,43.3,3685,11786,8978,44.1,3555,11575,千葉県,178800,158700,144500,3028,6174,9730,9990,11100,9700,8800,8050,22.4.1,22.4.1,22.4.1,都道府県
12,東京都,東京都,13,2010,20100401,167117,41.9,3425,13241,19133,42.8,3373,13256,東京都,181200,154800,142700,7951,11406,13599,12330,12860,11600,10330,11480,22.4.1,22.4.1,22.1.1,都道府県
13,神奈川県,神奈川県,14,2010,20100401,73800,42.5,3531,12082,9571,43.4,3430,11756,神奈川県,167034,148216,135897,3844,5841,2900,9860,11400,10260,9215,8096,22.3.26,22.4.1,21.4.1,都道府県
14,新潟県,新潟県,15,2010,20100401,34820,42.9,3662,10762,6544,42.8,3410,10321,新潟県,178800,158700,144500,1007,3111,12400,9700,9600,8400,7700,7980,19.4.1,19.4.1,19.4.1,都道府県
15,富山県,富山県,16,2010,20100401,15714,44.2,3679,11166,3358,44.2,3469,10591,富山県,177012,157113,143055,493,1521,11050,9180,9100,8600,7800,7290,20.4.1,20.4.1,20.4.1,都道府県
16,石川県,石川県,17,2010,20100401,16057,44.4,3675,11241,3622,43.0,3356,10562,石川県,172200,152800,140100,673,802,12350,9690,9100,8600,7800,7770,15.1.1,19.4.30,15.1.1,都道府県
17,福井県,福井県,18,2010,20100401,13662,43.2,3666,11242,3080,42.9,3429,10594,福井県,178800,155700,144500,424,557,11700,9180,8827,8342,7566,8010,15.8.1,17.4.1,15.8.1,都道府県
18,山梨県,山梨県,19,2010,20100401,14398,42.6,3495,11044,3441,43.3,3365,11120,山梨県,175224,155526,141610,1022,1194,11088,8827,9200,8300,7800,7280,21.4.1,18.1.1,21.4.1,都道府県
19,長野県,長野県,20,2010,20100401,27459,44.3,3671,10103,5676,45.6,3528,10061,長野県,175600,155700,142300,1126,4291,12820,9880,9880,8640,8070,8170,20.4.1,20.4.1,20.4.1,都道府県
20,岐阜県,岐阜県,21,2010,20100401,24536,43.1,3433,10826,4917,42.8,3161,10323,岐阜県,168072,149178,135830,996,4619,9380,8480,8160,7360,6800,6400,22.4.1,22.4.1,22.4.1,都道府県
21,静岡県,静岡県,22,2010,20100401,38792,42.9,3757,11304,6683,42.8,3506,10718,静岡県,180319,160048,145728,1593,1765,12980,10600,10210,9020,8320,8220,21.12.1,21.12.1,21.12.1,都道府県
22,愛知県,愛知県,23,2010,20100401,71898,42.3,3572,11917,9787,43.6,3397,11597,愛知県,173436,153939,140165,3827,6216,12627,10342,11123,9789,8988,8750,21.6.1,22.4.1,22.4.1,都道府県
23,三重県,三重県,24,2010,20100401,23896,43.4,3711,11519,4875,43.3,3517,11130,三重県,178800,158700,144500,889,3467,12160,9595,10200,9000,8300,6987,19.4.1,8.1.1,20.4.1,都道府県
24,滋賀県,滋賀県,25,2010,20100401,18358,43.1,3654,11482,3464,43.5,3465,11071,滋賀県,178800,158700,144500,750,879,10164,8840,9360,8190,7812,7310,21.4.1,17.4.1,21.4.1,都道府県
25,京都府,京都府,26,2010,20100401,29104,43.6,3633,11769,5023,44.9,3539,11219,京都府,178800,157200,144500,1117,3607,11628,9719,11200,10300,9600,8091,18.4.1,20.4.1,18.4.1,都道府県
26,大阪府,大阪府,27,2010,20100401,87378,42.5,3262,11074,11342,43.9,3158,10917,大阪府,172542,153146,139443,4524,5389,10150,9120,9945,8755,7905,7626,20.8.1,20.8.1,20.8.1,都道府県
27,兵庫県,兵庫県,28,2010,20100401,61227,43.3,3605,11666,8362,44.2,3427,11102,兵庫県,174330,154733,140888,2562,3266,11280,9435,9945,9195,8370,8370,20.4.1,20.4.1,20.4.1,都道府県
28,奈良県,奈良県,29,2010,20100401,16898,44.5,3656,11808,3672,44.2,3466,11401,奈良県,176655,−,142766,835,986,10980,9035,9690,8470,7810,4911,21.12.1,21.12.1,21.4.1,都道府県
29,和歌山県,和歌山県,30,2010,20100401,15687,44.3,3667,11332,3996,42.8,3388,10497,和歌山県,178800,158700,144500,675,1603,11374,8930,9215,7857,7469,6298,18.7.1,22.4.1,18.7.1,都道府県
30,鳥取県,鳥取県,31,2010,20100401,11530,42.7,3435,8880,2991,42.5,3217,8390,鳥取県,176800,156800,142800,355,461,12070,9000,8649,7623,7192,6960,22.1.1,15.12.1,22.4.1,都道府県
