,name_1,prefecture,pref_id,data_year,data_ymd,n_staff_all,ave_age_staff_all,salary_staff_all,kimatsu_staff_all,n_staff_gyosei,ave_age_staff_gyosei,salary_staff_gyosei,kimatsu_staff_gyosei,name_2,daisotsu,tandaisotsu,kousotsu,n_newcomer,n_retire,salary_mayor,salary_vice_mayor,salary_chair,salary_vice_chair,salary_assembly_member,salary_education,mayor_sala_apply_ymd,assembly_sala_apply_ymd,education_sala_apply_ymd,ruiji_dantai
0,北海道,北海道,1,2018,20180401,63709,43.3,3505,9856,15093,44.2,3267,9305,北海道,179200,−,147100,2971,3350,10350,8800,11600,10400,9000,7650,18.4.1,27.4.30,18.4.1,都道府県
1,青森,青森県,2,2018,20180401,19209,44.4,3487,9387,4377,42.9,3193,8671,青森,179200,159800,147100,674,2162,12600,9700,9100,8100,7800,8100,30.4.1,28.4.1,30.4.1,都道府県
2,岩手,岩手県,3,2018,20180401,23899,43.8,3517,9909,4763,43.3,3243,9192,岩手,180800,161200,148400,1095,1295,11685,9215,8900,8000,7700,7350,29.4.1,28.4.1,28.4.1,都道府県
3,宮城,宮城県,4,2018,20180401,22579,43.2,3523,10251,5755,42.2,3201,9485,宮城,187100,166900,152600,891,2467,12445,9792,10200,9100,8400,8730,29.4.1,18.4.1,29.4.1,都道府県
4,秋田,秋田県,5,2018,20180401,14416,45.3,3657,10074,3689,42.8,3298,9132,秋田,179643,160086,147283,449,730,9680,7905,9100,8100,7800,6545,29.4.28,27.4.30,29.4.28,都道府県
5,山形,山形県,6,2018,20180401,17936,44.6,3633,10160,3962,44.2,3409,9648,山形,182100,162300,149300,720,1997,11034,8496,8860,7910,7620,6717,30.4.1,30.4.1,30.4.1,都道府県
6,福島,福島県,7,2018,20180401,26423,44.5,3679,10305,6380,42.8,3293,9282,福島,190100,169500,154900,969,3437,11220,9270,10100,9000,8300,8455,29.4.1,27.11.20,29.4.1,都道府県
7,茨城,茨城県,8,2018,20180401,33802,42.8,3526,10571,5965,42.8,3322,10175,茨城,185800,165700,151500,1503,5254,13400,10800,9600,8500,8000,9100,30.4.1,29.1.1,30.4.1,都道府県
8,栃木,栃木県,9,2018,20180401,23684,42.9,3544,10240,4742,43.0,3340,9969,栃木,185800,162700,151500,1063,1192,11610,9393,9900,9000,8300,7980,29.1.1,26.4.1,29.1.1,都道府県
9,群馬,群馬県,10,2018,20180401,24385,43.1,3548,10303,4702,43.7,3368,9943,群馬,184300,164200,150400,856,3487,13100,10600,9800,9200,8300,9300,22.4.1,22.4.1,22.4.1,都道府県
10,埼玉,埼玉県,11,2018,20180401,59361,41.1,3395,10265,8803,42.7,3237,9898,埼玉,185800,165700,151500,3179,9723,14200,11340,11440,10160,9270,9370,18.4.1,18.4.1,18.4.1,都道府県
11,千葉,千葉県,12,2018,20180401,58463,41.1,3373,10310,8942,41.3,3121,9765,千葉,185800,165700,151500,3660,6944,13900,11100,11100,9700,8800,7710,26.4.1,26.4.1,30.4.1,都道府県
12,東京,東京都,13,2018,20180401,172517,40.5,3237,10398,21487,41.5,3145,10056,東京,182700,156100,144600,8452,10345,7280,11890,10168,9176,8176,11070,28.4.1,28.4.1,28.4.1,都道府県
13,神奈川,神奈川県,14,2018,20180401,50655,41.3,3378,10395,8657,43.3,3334,10251,神奈川,179200,159800,147100,2240,2514,14500,11600,12000,10800,9700,9500,7.12.1,7.12.1,28.4.1,都道府県
14,新潟,新潟県,15,2018,20180401,29312,43.6,3570,10174,5984,43.8,3348,9772,新潟,185800,165700,151500,951,2423,12660,9910,9810,8580,7860,8350,30.4.1,30.4.1,30.4.1,都道府県
15,富山,富山県,16,2018,20180401,15330,42.8,3474,9907,3434,43.9,3311,9672,富山,185800,165700,151500,752,1558,13000,10200,9100,8600,7800,8500,29.4.1,20.4.1,29.4.1,都道府県
16,石川,石川県,17,2018,20180401,15760,42.4,3424,9773,3699,41.8,3188,9223,石川,179200,159800,147100,774,735,13000,10200,9100,8600,7800,8010,26.4.1,19.4.30,28.4.1,都道府県
17,福井,福井県,18,2018,20180401,13571,42.5,3504,10076,3290,42.3,3268,9350,福井,185800,162700,151500,609,630,13000,10200,9100,8600,7800,8900,27.4.23,26.4.1,27.4.23,都道府県
18,山梨,山梨県,19,2018,20180401,14034,42.4,3450,10087,3402,43.3,3331,10205,山梨,185800,165700,151500,1326,1393,12500,9600,9100,8200,7700,7900,27.4.1,27.4.1,27.4.1,都道府県
19,長野,長野県,20,2018,20180401,26339,44.7,3589,10229,5611,45.3,3375,9796,長野,189200,168700,154200,1281,3907,12780,9850,9850,8610,8040,8140,25.7.1,25.7.1,25.7.1,都道府県
20,岐阜,岐阜県,21,2018,20180401,24351,42.2,3520,10044,4863,42.6,3282,9583,岐阜,189300,168800,154300,1044,3445,13400,10600,10200,9200,8500,8500,26.4.1,26.4.1,27.4.1,都道府県
21,静岡,静岡県,22,2018,20180401,32530,41.8,3552,10423,6401,42.5,3332,10001,静岡,189311,168831,154363,1499,1584,13010,10630,10230,9040,8340,8240,28.4.1,28.4.1,28.4.1,都道府県
22,愛知,愛知県,23,2018,20180401,62507,40.6,3434,10497,9229,41.9,3247,10151,愛知,186700,166500,152200,3104,5464,10832,10194,12090,10640,9770,8623,27.4.1,27.4.30,28.4.1,都道府県
23,三重,三重県,24,2018,20180401,23012,42.9,3561,10510,5082,44.5,3431,10382,三重,189200,169100,154900,944,3523,10240,8585,10200,9000,8300,6741,29.4.1,26.4.1,29.4.1,都道府県
24,滋賀,滋賀県,25,2018,20180401,18578,41.8,3434,10454,3429,42.4,3233,10019,滋賀,185800,165700,151500,1043,1062,11250,9800,9800,8500,8000,8000,27.8.1,27.8.1,27.8.1,都道府県
25,京都,京都府,26,2018,20180401,22413,42.0,3426,10202,4873,43.3,3243,9757,京都,188100,166300,153400,916,2788,11886,9821,11200,10300,9600,7767,29.4.1,25.4.1,29.4.1,都道府県
26,大阪,大阪府,27,2018,20180401,69099,39.9,3350,10249,9585,42.5,3253,10475,大阪,182800,162700,148500,3737,3393,10640,9030,8190,7210,6510,8448,28.4.1,4.4.1,26.4.1,都道府県
27,兵庫,兵庫県,28,2018,20180401,53904,41.8,3460,10285,7209,44.5,3391,10262,兵庫,185800,165700,151500,2293,3079,12730,10190,9996,9235,8400,8620,30.4.1,25.4.1,29.4.1,都道府県
28,奈良,奈良県,29,2018,20180401,15205,41.8,3361,9855,3414,42.8,3224,9538,奈良,185800,−,151500,825,878,10926,8997,8600,7500,7000,7277,23.12.1,27.11.1,25.4.1,都道府県
29,和歌山,和歌山県,30,2018,20180401,14917,42.4,3439,9897,4129,43.7,3309,9759,和歌山,185800,165700,151500,719,1736,11374,8930,9500,8100,7700,7500,18.7.1,26.4.1,27.4.1,都道府県
30,鳥取,鳥取県,31,2018,20180401,11477,43.1,3454,8961,2895,43.9,3238,8482,鳥取,186400,166200,152000,551,606,11510,9060,9580,8360,7790,6930,29.4.1,29.4.1,30.4.1,都道府県
31,島根,島根県,32,2018,20180401,13801,43.4,3456,9118,3714,43.3,3276,8678,島根,180203,160694,147923,633,707,11160,8924,9400,8200,7600,7285,29.4.1,26.4.1,29.4.1,都道府県
32,岡山,岡山県,33,2018,20180401,19991,42.6,3542,10203,4521,43.6,3374,9977,岡山,191900,−,155000,860,2672,10320,9180,10000,9000,8400,8455,26.4.1,27.4.1,26.4.1,都道府県
33,広島,広島県,34,2018,20180401,25534,42.5,3473,10323,5346,44.3,3398,10361,広島,185800,165700,151500,1346,1577,13890,10910,11130,9640,9010,8100,28.4.1,27.8.1,30.4.1,都道府県
34,山口,山口県,35,2018,20180401,18841,44.2,3597,10193,4179,43.7,3334,9621,山口,188700,168300,153900,703,2849,11610,9690,9800,8800,8400,8360,26.4.1,26.4.1,26.4.1,都道府県
35,徳島,徳島県,36,2018,20180401,13086,43.7,3533,10323,3431,44.5,3373,10016,徳島,185800,165700,151500,531,652,9750,8910,9200,8400,7900,7790,19.11.1,29.4.1,26.4.1,都道府県
36,香川,香川県,37,2018,20180401,14332,42.8,3472,10171,3200,43.9,3290,9791,香川,185800,165700,151500,772,843,12850,9800,9400,8500,8000,8100,16.4.1,16.4.1,16.4.1,都道府県
37,愛媛,愛媛県,38,2018,20180401,20464,43.9,3528,9971,3969,44.3,3317,9693,愛媛,186524,166346,152090,1515,1659,11880,9494,9700,8700,8200,8360,30.4.1,30.4.1,30.4.1,都道府県
38,高知,高知県,39,2018,20180401,13507,43.8,3506,9707,3740,43.1,3209,8929,高知,181900,161800,148200,619,1420,10980,9118,9000,8200,7700,7644,30.4.1,30.4.1,30.4.1,都道府県
39,福岡,福岡県,40,2018,20180401,40399,42.9,3452,10263,7971,42.9,3261,9814,福岡,185500,165400,151200,1829,6117,13500,10800,11100,9800,8900,8800,26.4.1,18.4.1,27.4.1,都道府県
40,佐賀,佐賀県,41,2018,20180401,13067,43.6,3541,9943,3236,42.4,3268,9335,佐賀,179800,160100,147100,562,2139,11900,9400,9400,8200,7600,7600,18.4.1,18.4.1,15.4.1,都道府県
41,長崎,長崎県,42,2018,20180401,20237,44.4,3548,10114,4298,43.5,3224,9405,長崎,179200,159800,147100,748,2122,11340,9207,9405,8360,7600,7700,27.4.1,27.4.1,27.4.1,都道府県
