,name_1,prefecture,pref_id,data_year,data_ymd,n_staff_all,ave_age_staff_all,salary_staff_all,kimatsu_staff_all,n_staff_gyosei,ave_age_staff_gyosei,salary_staff_gyosei,kimatsu_staff_gyosei,name_2,daisotsu,tandaisotsu,kousotsu,n_newcomer,n_retire,salary_mayor,salary_vice_mayor,salary_chair,salary_vice_chair,salary_assembly_member,salary_education,mayor_sala_apply_ymd,assembly_sala_apply_ymd,education_sala_apply_ymd,ruiji_dantai
0,北海道,北海道,1,2006,20060401,80598,41.8,3328,12379,17477,42.8,3226,12220,北海道,153180,135900,124560,2941,4263,10350,8800,10440,9360,8100,7650,18.4.1,18.4.1,18.4.1,都道府県
1,青森,青森県,2,2006,20060401,22489,43.4,3723,12460,5263,43.7,3551,12136,青森,166796,147980,135632,506,2029,10160,8730,8645,7776,7566,7380,16.1.1,16.1.1,16.1.1,都道府県
2,岩手,岩手県,3,2006,20060401,25930,41.8,3700,11922,5123,42.0,3514,11599,岩手,170200,151000,138400,579,2001,10540,8640,8900,8000,7700,5470,18.4.1,18.4.1,18.4.1,都道府県
3,宮城,宮城県,4,2006,20060401,29381,42.8,3861,12698,5955,42.1,3562,12073,宮城,176800,153800,142800,986,2189,13100,10200,10200,9100,8400,8600,18.4.1,18.4.1,18.4.1,都道府県
4,秋田,秋田県,5,2006,20060401,17561,42.8,3756,12322,4561,43.1,3563,11846,秋田,170200,151000,138400,378,567,12065,9409,8645,7857,7722,7920,15.7.8,15.7.8,15.7.8,都道府県
5,山形,山形県,6,2006,20060401,20510,42.8,3819,12507,4492,42.9,3639,12248,山形,170200,151000,138400,496,1824,9696,8351,8670,7740,7460,6763,18.4.1,18.4.1,18.4.1,都道府県
6,福島,福島県,7,2006,20060401,30263,42.6,3797,12480,6602,42.7,3561,12021,福島,170200,151000,138400,718,3683,10560,8755,9595,8550,7885,8277,17.4.1,15.9.1,15.4.1,都道府県
7,茨城,茨城県,8,2006,20060401,36011,43.1,3916,13009,6828,42.7,3597,12298,茨城,170200,151000,138400,949,3434,12060,10260,9090,8550,8160,8736,13.11.1,15.4.1,13.11.1,都道府県
8,栃木,栃木県,9,2006,20060401,25777,42.8,3830,12437,5413,43.8,3703,12503,栃木,176800,153800,142800,763,860,11792,9720,9595,8740,8075,8265,17.1.1,15.1.1,17.1.1,都道府県
9,群馬,群馬県,10,2006,20060401,25643,42.9,3842,12631,5193,43.3,3632,12181,群馬,175300,155300,141700,673,2110,11970,9720,9800,9200,8300,8648,18.4.1,17.10.1,18.4.1,都道府県
10,埼玉,埼玉県,11,2006,20060401,64525,44.1,3928,13505,9911,43.6,3710,12735,埼玉,176800,156800,142800,2427,5833,11360,11340,11440,10160,9270,9370,18.4.1,18.4.1,18.4.1,都道府県
11,千葉,千葉県,12,2006,20060401,63957,43.7,3791,13202,10144,44.7,3688,13076,千葉,174148,154448,140658,2835,4590,11815,9768,10434,9118,8272,7120,15.12.1,17.8.1,18.4.1,都道府県
12,東京,東京都,13,2006,20060401,172757,43.1,3711,15214,21129,43.5,3616,14869,東京,179200,156200,144000,6699,14046,14265,12920,12920,11650,10370,12030,18.4.1,18.4.1,18.1.1,都道府県
13,神奈川,神奈川県,14,2006,20060401,76057,43.6,3904,13864,10042,44.5,3802,13494,神奈川,170200,151000,138400,3067,3129,13630,10904,12000,10800,9700,8648,17.4.1,7.12.1,17.4.1,都道府県
14,新潟,新潟県,15,2006,20060401,36392,42.3,3764,12193,7183,43.0,3575,12002,新潟,175032,155232,141372,1038,2748,11160,8730,9312,8148,7469,7581,18.4.1,18.4.1,18.4.1,都道府県
15,富山,富山県,16,2006,20060401,16604,43.7,3757,12550,3697,43.1,3482,11756,富山,171496,152096,138516,432,1360,11700,9486,8190,7998,7410,7533,17.4.1,17.4.1,17.4.1,都道府県
16,石川,石川県,17,2006,20060401,16762,44.6,3920,12642,3838,43.8,3638,11964,石川,170200,151000,138400,420,717,12350,9690,8827,8342,7566,7770,15.1.1,15.1.1,15.1.1,都道府県
