,name_1,prefecture,pref_id,data_year,data_ymd,n_staff_all,ave_age_staff_all,salary_staff_all,kimatsu_staff_all,n_staff_gyosei,ave_age_staff_gyosei,salary_staff_gyosei,kimatsu_staff_gyosei,name_2,daisotsu,tandaisotsu,kousotsu,n_newcomer,n_retire,salary_mayor,salary_vice_mayor,salary_chair,salary_vice_chair,salary_assembly_member,salary_education,mayor_sala_apply_ymd,assembly_sala_apply_ymd,education_sala_apply_ymd,ruiji_dantai
0,札幌市,北海道,1,2016,20160401,14425,41.8,3039,8749,6452,40.6,2994,8637,札幌市,176700,158600,144600,665,723,12800,10300,10400,9500,8600,8300,4.12.1,4.12.1,13.4.1,政令指定都市
1,仙台市,宮城県,4,2016,20160401,9396,42.8,3327,9352,3420,42.8,3357,9443,仙台市,181200,158900,144600,413,560,12183,9690,10200,9100,8400,8051,28.4.1,28.4.1,28.4.1,政令指定都市
2,さいたま市,埼玉県,11,2016,20160401,9094,40.3,3184,9764,3723,40.0,3178,9655,さいたま市,179900,−,146400,440,924,12100,9510,9770,8730,8070,7920,28.4.1,25.4.1,28.4.1,政令指定都市
3,千葉市,千葉県,12,2016,20160401,7488,40.0,3054,9268,3181,41.2,3149,9641,千葉市,177200,157700,144000,556,447,10400,9450,9300,8400,7700,6930,28.4.1,27.4.1,28.4.1,政令指定都市
4,横浜市,神奈川県,14,2016,20160401,27807,42.3,3193,11002,11147,40.8,3170,11130,横浜市,174900,154500,143600,1083,1233,15990,12850,11790,10610,9530,9400,28.4.1,23.4.1,28.4.1,政令指定都市
5,川崎市,神奈川県,14,2016,20160401,13136,42.4,3196,10424,4926,41.2,3211,10665,川崎市,175200,−,141300,609,681,12500,9900,10300,9200,8300,8100,19.4.1,19.4.1,28.4.1,政令指定都市
6,相模原市,神奈川県,14,2016,20160401,4684,41.2,3117,9878,2589,40.9,3132,10023,相模原市,180900,−,146800,226,233,11420,9350,7790,7130,6700,8040,27.4.22,9.4.1,27.4.22,政令指定都市
7,新潟市,新潟県,15,2016,20160401,7413,41.4,3201,9314,2944,42.2,3225,9438,新潟市,183300,163200,149000,457,372,11087,8949,7810,7030,6550,8170,28.4.1,28.4.1,23.4.1,政令指定都市
8,静岡市,静岡県,22,2016,20160401,5976,40.4,3239,9579,2450,41.3,3318,9806,静岡市,176100,156500,143000,424,1028,12500,9400,8240,7350,6630,8120,19.4.1,15.4.1,15.4.1,政令指定都市
9,浜松市,静岡県,22,2016,20160401,5384,41.4,3205,9320,2634,42.5,3274,9573,浜松市,186562,166104,151652,222,268,12770,9280,8030,7170,6480,7660,19.4.1,15.1.1,28.1.1,政令指定都市
10,名古屋市,愛知県,23,2016,20160401,25191,42.3,3124,9792,7775,41.0,3151,9898,名古屋市,175600,155600,145900,1005,964,4400,8868,10413,9163,8415,5697,28.4.1,28.4.1,28.4.1,政令指定都市
11,京都市,京都府,26,2016,20160401,13727,43.7,3328,10110,5647,42.9,3397,10338,京都市,181200,−,149700,501,956,11120,9680,10080,9270,8640,5800,24.4.1,23.4.1,27.4.1,政令指定都市
12,大阪市,大阪府,27,2016,20160401,31605,44.6,3012,10253,9519,43.1,3080,10689,大阪市,163510,150804,141052,1389,2143,10014,9426,9500,8440,7740,8163,28.1.1,27.4.30,28.4.1,政令指定都市
13,堺市,大阪府,27,2016,20160401,5495,41.6,3207,9764,2925,42.2,3243,9948,堺市,182000,164700,152900,434,520,9520,8910,9500,8500,7800,7534,24.7.1,27.5.1,27.4.1,政令指定都市
14,神戸市,兵庫県,28,2016,20160401,14600,43.4,3297,10429,5959,41.8,3232,10349,神戸市,181900,160600,149600,596,668,11280,9435,11400,10400,9300,8300,15.4.1,18.4.1,27.4.1,政令指定都市
15,岡山市,岡山県,33,2016,20160401,5304,42.4,3362,9794,2588,45.2,3548,10484,岡山市,183100,160000,148800,167,221,11600,9200,8500,7700,7100,5969,21.8.1,27.5.1,21.8.1,政令指定都市
16,広島市,広島県,34,2016,20160401,9577,42.1,3243,10706,4296,43.3,3361,11263,広島市,177300,155500,145000,456,505,12445,9975,10070,8835,8170,7505,27.7.1,27.7.1,27.7.1,政令指定都市
17,北九州市,福岡県,40,2016,20160401,8277,43.8,3501,10279,4091,44.8,3595,10634,北九州市,182100,163700,149500,327,388,12300,9800,10900,9800,8800,8300,27.4.1,6.4.1,28.4.1,政令指定都市
18,福岡市,福岡県,40,2016,20160401,9562,41.2,3239,9880,5214,39.9,3214,9797,福岡市,175200,154600,141300,454,422,13000,10400,10600,9700,8800,8500,26.12.7,26.4.1,28.4.1,政令指定都市
19,熊本市,熊本県,43,2016,20160401,6372,42.7,3315,9501,2893,42.3,3294,9484,熊本市,183400,−,149400,306,323,11860,9440,8180,7440,6740,7030,27.4.1,27.4.1,27.4.1,政令指定都市
20,函館市,北海道,1,2016,20160401,3364,41.9,3144,8782,1243,43.2,3203,9018,函館市,176700,157300,144600,175,209,10500,8300,6300,5600,5100,7400,27.4.1,9.1.1,27.4.1,中核市
21,小樽市,北海道,1,2016,20160401,1665,42.3,3161,8921,613,42.3,3102,8938,小樽市,176700,157300,144600,91,110,8356,7207,5340,4820,4410,6246,26.4.1,27.5.1,26.4.1,Ⅲ−３
22,旭川市,北海道,1,2016,20160401,3012,40.9,3120,8828,1538,42.1,3092,8704,旭川市,176700,157300,144600,132,134,8610,7872,6250,5550,5150,6461,21.12.1,7.1.1,21.12.1,中核市
23,室蘭市,北海道,1,2016,20160401,1181,38.8,2979,8590,356,40.2,2947,8873,室蘭市,176700,157300,144600,88,95,8550,7020,4800,4500,4150,5805,27.5.11,6.4.1,27.5.11,Ⅱ−３
