,name_1,prefecture,pref_id,data_year,data_ymd,n_staff_all,ave_age_staff_all,salary_staff_all,kimatsu_staff_all,n_staff_gyosei,ave_age_staff_gyosei,salary_staff_gyosei,kimatsu_staff_gyosei,name_2,daisotsu,tandaisotsu,kousotsu,n_newcomer,n_retire,salary_mayor,salary_vice_mayor,salary_chair,salary_vice_chair,salary_assembly_member,salary_education,mayor_sala_apply_ymd,assembly_sala_apply_ymd,education_sala_apply_ymd,ruiji_dantai
0,札幌市,北海道,1,2017,20170401,22490,41.9,3213,8604,6817,40.5,2987,8475,札幌市,177700,159600,145600,731,580,12800,10300,10400,9500,8600,8300,4.12.1,4.12.1,13.4.1,政令指定都市
1,仙台市,宮城県,4,2017,20170401,14201,43.1,3418,9651,3654,42.4,3307,9691,仙台市,184700,162400,148100,404,479,12183,9690,10200,9100,8400,8051,29.4.1,29.4.1,29.4.1,政令指定都市
2,さいたま市,埼玉県,11,2017,20170401,13766,40.3,3256,9674,3892,40.0,3162,9645,さいたま市,179900,−,146400,480,840,12100,9510,9770,8730,8070,7920,28.4.1,25.4.1,28.4.1,政令指定都市
3,千葉市,千葉県,12,2017,20170401,11685,40.1,3156,8953,3363,41.3,3098,9219,千葉市,177200,157700,144000,530,332,10400,9450,9300,8400,7700,6930,29.4.1,27.4.1,29.4.1,政令指定都市
4,横浜市,神奈川県,14,2017,20170401,43520,41.8,3233,10874,12061,40.6,3128,11003,横浜市,174900,154500,143600,1085,1196,15990,12850,11790,10610,9530,9400,28.4.1,23.4.1,28.4.1,政令指定都市
5,川崎市,神奈川県,14,2017,20170401,18834,41.8,3244,10411,5217,41.2,3201,10652,川崎市,176200,−,142300,886,614,12000,9500,10300,9200,8300,7800,29.4.1,29.4.1,29.4.1,政令指定都市
6,相模原市,神奈川県,14,2017,20170401,7614,40.5,3201,9854,2738,40.5,3083,9958,相模原市,182100,−,148000,418,232,11420,9350,7790,7130,6700,8040,27.4.22,9.4.1,27.4.22,政令指定都市
7,新潟市,新潟県,15,2017,20170401,11321,42.8,3401,9248,3147,41.7,3171,9394,新潟市,184800,164700,150500,422,401,11087,8949,7810,7030,6550,8170,28.4.1,28.4.1,23.4.1,政令指定都市
8,静岡市,静岡県,22,2017,20170401,8775,41.6,3399,9285,2568,41.2,3279,9487,静岡市,176100,156500,143000,606,298,12500,9400,8240,7350,6630,8120,19.4.1,15.4.1,15.4.1,政令指定都市
9,浜松市,静岡県,22,2017,20170401,8897,42.3,3425,9341,2761,42.3,3267,9585,浜松市,188107,167648,153193,244,229,12770,9280,8030,7170,6480,7660,19.4.1,15.1.1,28.1.1,政令指定都市
10,名古屋市,愛知県,23,2017,20170401,34887,41.8,3231,9881,8275,40.8,3129,9942,名古屋市,175300,155300,145700,880,924,5000,9468,10413,9163,8415,5742,28.5.1,28.4.1,29.4.1,政令指定都市
