,name_1,prefecture,pref_id,data_year,data_ymd,n_staff_all,ave_age_staff_all,salary_staff_all,kimatsu_staff_all,n_staff_gyosei,ave_age_staff_gyosei,salary_staff_gyosei,kimatsu_staff_gyosei,name_2,daisotsu,tandaisotsu,kousotsu,n_newcomer,n_retire,salary_mayor,salary_vice_mayor,salary_chair,salary_vice_chair,salary_assembly_member,salary_education,mayor_sala_apply_ymd,assembly_sala_apply_ymd,education_sala_apply_ymd,ruiji_dantai
0,北海道,北海道,1,2013,20130401,73230,43.1,3432,10190,15896,45.3,3307,10168,北海道,165312,146688,134496,2903,4220,10350,8800,11100,9900,8500,7650,18.4.1,23.8.1,18.4.1,都道府県
1,青森,青森県,2,2013,20130401,19850,44.3,3603,9883,4344,43.5,3362,9461,青森,172200,152800,140100,617,2236,10160,8730,8645,7776,7566,7380,16.1.1,23.6.1,16.1.1,都道府県
2,岩手,岩手県,3,2013,20130401,24149,43.5,3569,9863,4603,43.8,3351,9409,岩手,172200,152800,140100,905,1208,10540,8640,8455,7600,7315,5357,25.4.1,25.4.1,25.4.1,都道府県
3,宮城,宮城県,4,2013,20130401,27557,43.5,3645,10763,5743,42.2,3302,10122,宮城,178800,158700,144500,1312,3388,12445,9792,9690,8736,8148,8342,25.4.1,25.4.1,25.4.1,都道府県
4,秋田,秋田県,5,2013,20130401,15131,44.6,3621,10643,3737,43.1,3325,10013,秋田,169617,150508,137999,423,584,9075,7440,8645,7695,7410,6160,24.11.1,19.10.1,24.11.1,都道府県
5,山形,山形県,6,2013,20130401,18613,44.6,3682,10350,4037,44.2,3477,9944,山形,172200,152800,140100,538,1801,9090,7884,8670,7740,7460,6414,22.12.1,18.4.1,22.12.1,都道府県
6,福島,福島県,7,2013,20130401,27573,44.3,3742,10566,6201,43.2,3383,9893,福島,181800,161400,146900,727,3462,10560,8755,9090,8100,7470,8010,25.4.1,24.1.1,25.4.1,都道府県
7,茨城,茨城県,8,2013,20130401,34178,43.8,3658,10745,5859,42.8,3388,10166,茨城,172200,152800,140100,1163,5066,10720,9180,9100,8000,7500,7826,21.4.1,25.4.1,21.4.1,都道府県
8,栃木,栃木県,9,2013,20130401,24358,43.5,3669,10622,4821,43.9,3487,10365,栃木,178800,155700,144500,891,1127,10320,8585,9405,8550,7885,7560,21.4.1,21.4.1,21.4.1,都道府県
9,群馬,群馬県,10,2013,20130401,25083,43.2,3653,10590,4764,43.5,3441,10191,群馬,177300,157200,143400,997,2989,11790,9540,8624,8280,7636,8556,22.4.1,25.4.1,22.4.1,都道府県
10,埼玉,埼玉県,11,2013,20130401,62478,42.8,3579,10827,8789,43.5,3440,10410,埼玉,178800,158700,144500,3225,10689,14200,11340,11440,10160,9270,9370,18.4.1,18.4.1,18.4.1,都道府県
11,千葉,千葉県,12,2013,20130401,61864,42.5,3552,10729,8565,43.1,3393,10367,千葉,178800,158700,144500,3437,6834,13900,11100,11100,9700,8800,7530,22.7.1,22.10.1,25.4.1,都道府県
12,東京,東京都,13,2013,20130401,167081,41.1,3345,10588,18922,41.9,3290,10502,東京,181200,154800,142700,8963,11617,13329,12090,12710,11470,10220,11290,25.4.1,25.4.1,24.12.1,都道府県
13,神奈川,神奈川県,14,2013,20130401,73398,41.8,3384,10895,9282,43.0,3296,10572,神奈川,165312,146688,134496,3767,3976,10875,9280,11160,10044,9021,7820,25.4.1,25.4.1,25.4.1,都道府県
14,新潟,新潟県,15,2013,20130401,34302,43.3,3626,10216,6373,42.8,3342,9647,新潟,178800,158700,144500,1079,3020,12400,9700,9600,8400,7700,7980,19.4.1,19.4.1,19.4.1,都道府県
15,富山,富山県,16,2013,20130401,15558,43.8,3623,10377,3243,44.1,3442,10066,富山,178800,158700,144500,641,1552,11050,9180,9100,8600,7800,7650,20.4.1,20.4.1,23.4.1,都道府県
16,石川,石川県,17,2013,20130401,15807,43.7,3542,10183,3534,42.3,3235,9452,石川,172200,152800,140100,720,843,12350,9690,9100,8600,7800,7770,15.1.1,19.4.30,15.1.1,都道府県
17,福井,福井県,18,2013,20130401,13470,43.1,3599,10355,3144,42.7,3350,9601,福井,178800,155700,144500,546,557,11700,9180,8827,8342,7566,8010,15.8.1,17.4.1,15.8.1,都道府県
18,山梨,山梨県,19,2013,20130401,14113,42.9,3545,10325,3426,43.2,3391,10362,山梨,178800,158700,144500,1084,1246,11250,8928,8645,7872,7469,7347,23.10.1,23.12.1,23.10.1,都道府県
19,長野,長野県,20,2013,20130401,26959,44.7,3675,10439,5673,45.3,3436,10153,長野,178800,158700,144500,1304,3572,12820,9880,9880,8640,8070,8170,20.4.1,20.4.1,20.4.1,都道府県
20,岐阜,岐阜県,21,2013,20130401,24194,42.9,3597,10317,4685,43.3,3370,9860,岐阜,178800,158700,144500,849,3449,13400,10600,10200,9200,8500,8000,25.4.1,25.4.1,25.4.1,都道府県
21,静岡,静岡県,22,2013,20130401,38572,42.7,3676,10798,6584,42.6,3426,10321,静岡,180158,159906,145598,1638,1885,12870,10510,10120,8940,8250,8150,23.12.1,23.12.1,23.12.1,都道府県
22,愛知,愛知県,23,2013,20130401,71354,41.4,3518,10517,9438,42.4,3328,10152,愛知,176734,156849,142881,3345,6111,9821,8896,10760,9470,8695,7829,23.8.1,23.8.1,23.8.1,都道府県
23,三重,三重県,24,2013,20130401,23325,43.3,3628,10672,4801,43.6,3481,10461,三重,178800,158700,144500,851,3826,7680,10100,9404,8298,7652,7480,23.7.1,8.1.1,24.4.1,都道府県
24,滋賀,滋賀県,25,2013,20130401,18365,42.8,3561,10824,3331,43.2,3368,10431,滋賀,178800,158700,144500,889,868,10560,9360,8320,7200,6720,7650,23.4.1,23.7.1,23.4.1,都道府県
25,京都,京都府,26,2013,20130401,28745,42.7,3512,10676,4940,44.2,3395,10439,京都,179700,158100,145400,1526,4184,11628,9719,11200,10300,9600,8091,18.4.1,25.4.1,18.4.1,都道府県
26,大阪,大阪府,27,2013,20130401,85723,41.2,3169,10284,10581,42.9,3073,10452,大阪,173436,153939,140165,4914,5863,9170,8240,8190,7210,6510,6888,24.4.1,24.4.1,24.4.1,都道府県
27,兵庫,兵庫県,28,2013,20130401,60619,42.4,3486,10619,7893,44.2,3384,10304,兵庫,174688,155050,141177,3295,4072,11390,9490,9996,9235,8400,8400,25.4.1,25.4.1,25.4.1,都道府県
28,奈良,奈良県,29,2013,20130401,16732,42.9,3520,10465,3491,43.3,3377,10220,奈良,178800,−,144500,997,996,10926,8997,9650,8430,7780,7277,23.12.1,23.12.1,25.4.1,都道府県
