,name_1,prefecture,pref_id,data_year,data_ymd,n_staff_all,ave_age_staff_all,salary_staff_all,kimatsu_staff_all,n_staff_gyosei,ave_age_staff_gyosei,salary_staff_gyosei,kimatsu_staff_gyosei,name_2,daisotsu,tandaisotsu,kousotsu,n_newcomer,n_retire,salary_mayor,salary_vice_mayor,salary_chair,salary_vice_chair,salary_assembly_member,salary_education,mayor_sala_apply_ymd,assembly_sala_apply_ymd,education_sala_apply_ymd,ruiji_dantai
0,札幌市,北海道,1,2007,20070401,14946,44.3,3475,11738,6157,43.7,3474,11830,札幌市,166000,151200,138700,354,756,12800,10300,10400,9500,8600,8300,4.12.1,4.12.1,13.4.1,政令指定都市
1,仙台市,宮城県,4,2007,20070401,10006,43.5,3581,11811,3330,44.2,3731,12257,仙台市,179800,157400,143100,215,451,12183,9690,9700,8700,8240,4412,18.4.1,18.4.1,19.4.1,政令指定都市
2,さいたま市,埼玉県,11,2007,20070401,9381,41.8,3423,12142,3922,43.7,3620,12992,さいたま市,175900,151000,142600,292,1029,11790,9579,9270,8556,8075,8140,16.7.1,16.7.1,13.5.1,政令指定都市
3,千葉市,千葉県,12,2007,20070401,7641,43.4,3571,12957,3687,44.7,3714,13742,千葉市,175800,151000,142000,317,470,11875,9600,9800,8800,8100,7030,15.1.1,18.7.1,15.1.1,政令指定都市
4,横浜市,神奈川県,14,2007,20070401,29012,43.4,3540,13040,10280,43.3,3609,13659,横浜市,178900,151000,150800,545,1648,14800,11900,12000,10800,9700,6164,7.12.1,7.12.1,19.4.1,政令指定都市
5,川崎市,神奈川県,14,2007,20070401,14207,43.1,3468,12585,4975,43.0,3538,13168,川崎市,178100,151000,144500,375,769,12500,9900,10300,9200,8300,5395,19.4.1,19.4.1,19.4.1,政令指定都市
6,新潟市,新潟県,15,2007,20070401,7974,43.3,3468,11613,3269,43.5,3475,11683,新潟市,170200,151000,138400,168,376,11630,9390,7780,7000,6530,7970,18.4.1,18.4.1,18.4.1,政令指定都市
7,静岡市,静岡県,22,2007,20070401,6519,42.8,3563,11762,2416,43.5,3630,12163,静岡市,173700,151000,140300,285,386,12500,9400,8240,7350,6630,8120,19.4.1,19.4.1,19.4.1,政令指定都市
8,浜松市,静岡県,22,2007,20070401,6216,42.3,3363,11519,2876,43.0,3467,12131,浜松市,176800,151000,142800,128,362,12770,9280,8030,7170,6480,7430,19.4.1,15.1.1,19.4.1,政令指定都市
9,名古屋市,愛知県,23,2007,20070401,27531,43.3,3431,12399,7788,43.6,3598,13017,名古屋市,178200,151000,147400,580,1921,13203,10449,12250,10780,9900,6424,19.4.1,18.4.1,19.4.1,政令指定都市
10,京都市,京都府,26,2007,20070401,16166,43.9,3538,13863,5451,42.4,3530,12673,京都市,177400,151000,142800,440,1130,11815,9900,10640,9785,9120,6515,13.3.2,13.4.1,18.10.1,政令指定都市
11,大阪市,大阪府,27,2007,20070401,42993,42.0,3241,11425,11371,41.8,3414,12016,大阪市,164000,151000,141200,589,2659,13500,10700,12600,11200,10200,5907,19.4.1,18.4.1,18.7.1,政令指定都市
12,堺市,大阪府,27,2007,20070401,6166,44.8,3537,11974,3318,44.5,3538,12111,堺市,176800,151000,148000,396,496,10115,8910,9000,8500,7800,7740,14.4.1,9.4.1,14.4.1,政令指定都市
13,神戸市,兵庫県,28,2007,20070401,17650,44.3,3622,12997,6195,45.8,3782,13598,神戸市,177700,151000,146300,374,1061,11280,9435,11400,10400,9300,6558,15.4.1,18.4.1,19.4.1,政令指定都市
14,広島市,広島県,34,2007,20070401,11945,44.3,3596,12943,4551,46.8,3848,14067,広島市,172653,151000,140447,211,540,11135,9240,10600,9300,8600,6952,16.1.1,8.1.1,16.1.1,政令指定都市
15,北九州市,福岡県,40,2007,20070401,9376,43.3,3552,11849,4615,42.8,3577,11903,北九州市,173300,151000,142600,226,431,13400,10600,10900,9800,8800,7000,6.4.1,6.4.1,14.4.1,政令指定都市
16,福岡市,福岡県,40,2007,20070401,10526,43.1,3573,12198,5328,43.0,3638,12428,福岡市,172900,151000,139700,274,420,12150,10260,10600,9700,8800,8360,16.4.1,6.4.1,16.4.1,政令指定都市
17,函館市,北海道,1,2007,20070401,3814,43.5,3424,11225,1475,43.6,3404,11290,函館市,170200,151000,138400,84,239,10170,8188,6300,5600,3047,7268,19.4.1,9.1.1,19.4.1,中核市
18,小樽市,北海道,1,2007,20070401,1894,43.5,3187,10604,640,44.8,3257,11023,小樽市,163300,143400,131400,52,113,7373,6653,5073,4579,4190,5812,18.4.1,17.10.1,18.4.1,III-1
19,旭川市,北海道,1,2007,20070401,3122,41.6,3296,10956,1335,41.5,3240,10899,旭川市,161690,143450,131480,78,158,8400,7699,6250,5550,5150,6319,18.4.1,7.1.1,18.4.1,中核市
20,室蘭市,北海道,1,2007,20070401,1364,43.3,3450,10720,476,45.4,3533,11129,室蘭市,170200,148000,138400,68,99,8550,7020,4800,4500,4150,5805,15.7.1,6.4.1,15.7.1,II-3
21,釧路市,北海道,1,2007,20070401,2737,42.7,3365,10027,925,43.5,3384,10150,釧路市,165900,147200,134900,117,166,8798,7348,6000,5400,4900,6380,18.10.1,17.10.11,18.10.1,IV-1
22,帯広市,北海道,1,2007,20070401,1449,44.8,3430,11001,673,45.3,3476,11139,帯広市,170200,151000,138400,51,89,8755,7425,5800,5100,4700,6390,18.4.1,18.4.1,18.4.1,IV-1
23,北見市,北海道,1,2007,20070401,1129,45.3,3462,11043,754,45.3,3443,11099,北見市,170200,151000,138400,10,86,6790,6975,5000,4550,4300,5850,18.8.1,18.3.5,18.8.1,III-1
24,夕張市,北海道,1,2007,20070401,165,40.3,2238,6826,98,41.5,2290,7217,夕張市,137900,123400,113800,13,243,4310,4190,2900,2400,2000,4417,18.9.1,18.9.1,18.9.1,I-1
25,岩見沢市,北海道,1,2007,20070401,1209,41.8,3335,10415,559,43.8,3345,10686,岩見沢市,170200,148000,138400,56,77,8380,6950,4700,4150,3840,6062,19.4.1,10.4.1,15.1.1,II-1
26,網走市,北海道,1,2007,20070401,376,42.9,3371,12165,245,43.0,3383,12228,網走市,170200,151000,138400,15,16,7600,6840,4710,4150,3800,6118,18.12.1,7.4.1,18.12.1,I-1
27,留萌市,北海道,1,2007,20070401,552,42.2,3243,10112,202,45.3,3283,10484,留萌市,158286,140430,128712,35,53,6300,5760,3772,3312,3036,5270,17.12.1,18.4.1,17.12.1,I-3
28,苫小牧市,北海道,1,2007,20070401,1903,43.8,3387,12048,753,45.4,3443,12614,苫小牧市,165265,143708,134387,80,132,6860,6400,5200,4800,4400,6120,15.6.1,5.12.1,13.4.1,IV-3
29,稚内市,北海道,1,2007,20070401,755,40.4,3140,10245,282,43.3,3161,10648,稚内市,161860,140748,131618,49,64,7450,6450,3800,3450,3150,5480,18.4.1,18.4.1,18.4.1,I-1
30,美唄市,北海道,1,2007,20070401,505,43.8,3351,11074,253,43.7,3360,11285,美唄市,170200,151000,138400,8,28,8150,6550,4090,3510,3230,5780,18.4.1,6.4.1,18.4.1,I-1
31,芦別市,北海道,1,2007,20070401,494,40.4,3042,9462,199,41.3,2984,9630,芦別市,153180,135900,124560,21,28,7120,6130,3850,3360,3150,5540,16.5.1,9.4.1,16.5.1,I-1
32,江別市,北海道,1,2007,20070401,1057,43.2,3495,11230,403,44.6,3578,11998,江別市,170200,151000,138400,39,130,8930,7220,4560,4070,3780,6180,16.4.1,16.4.1,16.4.1,III-1
33,赤平市,北海道,1,2007,20070401,393,42.3,3053,9235,135,43.3,3053,9303,赤平市,151478,131720,123176,14,58,5760,5360,3090,2660,2460,5000,18.4.1,18.4.1,18.4.1,I-3
34,紋別市,北海道,1,2007,20070401,312,44.6,3361,11011,211,45.2,3428,11295,紋別市,170200,151000,138400,-,8,7360,6480,4400,4000,3600,5450,18.1.1,6.12.1,18.1.1,I-1
35,士別市,北海道,1,2007,20070401,617,42.7,3382,11509,258,44.6,3374,11742,士別市,161690,143450,131480,17,51,7500,6100,3610,3170,2950,5300,19.4.1,19.4.1,19.4.1,I-1
36,名寄市,北海道,1,2007,20070401,867,42.0,3484,10931,300,44.2,3390,11111,名寄市,163392,144960,132864,47,54,6896,6210,3840,3360,3100,5719,18.7.1,18.3.27,18.7.1,I-1
37,三笠市,北海道,1,2007,20070401,339,43.8,3450,10834,124,42.8,3372,10696,三笠市,170200,151000,138400,9,37,8300,6750,3400,2950,2700,5750,19.4.1,6.4.1,19.4.1,I-1
38,根室市,北海道,1,2007,20070401,592,43.3,3371,10885,228,43.2,3334,10776,根室市,163392,144960,132864,16,60,7920,6336,3850,3250,3000,5588,17.4.1,17.4.1,17.4.1,I-0
39,千歳市,北海道,1,2007,20070401,1012,42.3,3435,10972,435,44.2,3567,11799,千歳市,170200,151000,138400,41,63,8550,6935,4600,4200,3850,5985,17.4.1,17.4.1,17.4.1,II-3
40,滝川市,北海道,1,2007,20070401,758,41.2,3417,10625,281,44.2,3475,10981,滝川市,165094,146470,134248,42,57,6343,6141,4158,3481,3191,5378,17.12.1,17.12.1,17.12.1,I-1
41,砂川市,北海道,1,2007,20070401,766,38.3,3210,10406,184,40.8,3240,11080,砂川市,170200,148000,138400,79,60,7590,6210,3740,3300,3020,5490,15.10.1,17.4.1,17.4.1,I-1
42,歌志内市,北海道,1,2007,20070401,168,42.8,2731,8795,69,43.2,2723,9194,歌志内市,142968,126840,116256,3,19,4980,4720,2324,2065,1890,4340,19.4.1,19.4.1,19.4.1,I-3
43,深川市,北海道,1,2007,20070401,569,41.0,3465,10510,249,43.6,3378,10719,深川市,170200,148000,138400,24,54,7480,6150,3760,3370,3170,5450,18.11.1,16.4.1,18.11.1,I-1
44,富良野市,北海道,1,2007,20070401,318,43.3,3243,10421,215,44.0,3278,10573,富良野市,168400,146500,137000,2,14,6983,5702,3820,3370,3100,4954,19.4.1,9.6.1,19.4.1,I-1
45,登別市,北海道,1,2007,20070401,489,44.7,3253,10705,270,45.6,3354,11193,登別市,164754,146168,133972,9,25,7830,6510,4000,3500,3200,5580,16.4.1,6.4.1,16.4.1,II-3
46,恵庭市,北海道,1,2007,20070401,579,46.2,3683,12107,367,47.1,3760,12447,恵庭市,170200,151000,138400,10,32,8450,7070,4400,3850,3550,6060,15.12.1,6.4.1,6.4.1,II-1
47,伊達市,北海道,1,2007,20070401,360,44.3,3426,11423,251,44.9,3476,11714,伊達市,170200,148000,138400,1,15,9090,7300,3920,3430,3160,6350,19.4.1,9.10.1,19.4.1,I-1
48,北広島市,北海道,1,2007,20070401,507,44.1,3519,11706,300,46.6,3697,12300,北広島市,170200,148000,138400,9,15,8455,6907,4310,3840,3470,6042,17.4.1,10.10.1,17.4.1,II-1
49,石狩市,北海道,1,2007,20070401,544,44.0,3403,11137,421,44.2,3404,11199,石狩市,170200,151000,138400,16,26,7360,6248,4390,3830,2678,5796,16.4.1,12.10.1,16.4.1,II-1
50,北斗市,北海道,1,2007,20070401,276,44.3,3345,10997,204,44.1,3372,11157,北斗市,170200,151000,138400,-,11,8075,6916,3300,2700,2300,6006,18.2.1,18.2.1,18.2.1,I-1
51,当別町,北海道,1,2007,20070401,220,42.9,3400,10217,158,43.3,3438,10353,当別町,170200,151000,138400,4,10,8500,7000,3100,2600,2400,6100,6.4.1,6.4.1,6.4.1,IV-2
52,新篠津村,北海道,1,2007,20070401,53,43.3,3510,11027,45,43.1,3493,11019,新篠津村,170200,151000,138400,2,4,7200,6200,2700,2350,2000,5700,19.4.1,17.1.1,19.4.1,I-0
53,松前町,北海道,1,2007,20070401,205,45.3,3440,11247,115,44.8,3172,10615,松前町,159988,139120,130096,8,16,6560,5240,2570,2000,1777,4720,17.4.1,17.4.1,17.4.1,III-1
54,福島町,北海道,1,2007,20070401,90,46.0,3375,8802,61,46.5,3455,9024,福島町,161690,143450,131480,1,3,6500,5700,2340,1840,1570,5300,16.4.1,18.4.1,16.4.1,II-1
55,知内町,北海道,1,2007,20070401,95,42.8,3295,11666,52,44.8,3379,12129,知内町,170200,151000,138400,4,12,6850,5900,2430,1900,1620,5250,18.4.1,19.4.1,18.4.1,II-0
56,木古内町,北海道,1,2007,20070401,191,45.6,3541,11902,75,44.6,3213,11090,木古内町,158286,140430,128712,2,11,4200,4100,2300,1800,1530,4000,19.4.1,19.4.1,19.4.1,II-2
57,七飯町,北海道,1,2007,20070401,167,42.8,3248,11179,109,42.3,3264,11281,七飯町,170200,151000,138400,-,9,8000,6730,3300,2600,2300,5910,17.4.1,12.4.1,17.4.1,V-2
58,鹿部町,北海道,1,2007,20070401,64,41.3,3055,10289,42,43.5,3193,10991,鹿部町,170200,148000,138400,2,5,7290,6045,2390,1850,1580,5487,17.4.1,17.7.1,17.4.1,I-0
59,森町,北海道,1,2007,20070401,368,44.1,3566,11880,157,44.1,3512,11807,森町,170200,148000,138400,7,20,8120,6530,2950,2250,1950,5840,19.1.1,19.4.1,19.1.1,IV-0
60,八雲町,北海道,1,2007,20070401,579,42.1,3385,14355,194,44.6,3289,14258,八雲町,158286,137640,128712,28,40,7128,6030,2700,2100,1800,5418,18.10.1,18.10.1,18.10.1,IV-2
61,長万部町,北海道,1,2007,20070401,152,43.9,3386,10376,69,43.8,3260,10166,長万部町,161690,143450,131480,2,10,6480,5525,2500,2050,1750,5220,17.4.1,4.12.1,17.4.1,II-2
