,municipality,year,prefecture,city,population,salary_chairperson,salary_vicec,salary_council,city_dummy
0,0,2014,北海道,札幌市,1926287.0,1040000.0,950000.0,860000.0,1
1,0,2015,北海道,札幌市,1941832.0,1040000.0,950000.0,860000.0,1
2,0,2016,北海道,札幌市,1947494.0,1040000.0,950000.0,860000.0,1
3,0,2017,北海道,札幌市,1952348.0,1040000.0,950000.0,860000.0,1
4,0,2018,北海道,札幌市,1955457.0,1040000.0,950000.0,860000.0,1
5,0,2019,北海道,札幌市,1959313.0,1040000.0,950000.0,860000.0,1
6,1,2014,北海道,函館市,271479.0,630000.0,560000.0,510000.0,1
7,1,2015,北海道,函館市,268617.0,630000.0,560000.0,510000.0,1
8,1,2016,北海道,函館市,265503.0,630000.0,560000.0,510000.0,1
9,1,2017,北海道,函館市,262519.0,630000.0,560000.0,510000.0,1
10,1,2018,北海道,函館市,258948.0,630000.0,560000.0,510000.0,1
11,1,2019,北海道,函館市,258948.0,630000.0,560000.0,510000.0,1
12,2,2014,北海道,小樽市,124553.0,507300.0,457900.0,418950.0,1
13,2,2015,北海道,小樽市,122895.0,534000.0,482000.0,441000.0,1
14,2,2016,北海道,小樽市,120751.0,534000.0,482000.0,441000.0,1
15,2,2017,北海道,小樽市,118923.0,534000.0,482000.0,441000.0,1
16,2,2018,北海道,小樽市,116516.0,534000.0,482000.0,441000.0,1
17,2,2019,北海道,小樽市,114397.0,534000.0,482000.0,441000.0,1
18,3,2014,北海道,旭川市,347207.0,625000.0,555000.0,515000.0,1
19,3,2015,北海道,旭川市,345288.0,625000.0,555000.0,515000.0,1
20,3,2016,北海道,旭川市,342848.0,625000.0,555000.0,515000.0,1
21,3,2017,北海道,旭川市,340211.0,625000.0,555000.0,515000.0,1
22,3,2018,北海道,旭川市,337392.0,625000.0,555000.0,515000.0,1
23,3,2019,北海道,旭川市,334070.0,625000.0,555000.0,515000.0,1
24,4,2014,北海道,室蘭市,89512.0,480000.0,450000.0,415000.0,1
25,4,2015,北海道,室蘭市,88618.0,480000.0,450000.0,415000.0,1
26,4,2016,北海道,室蘭市,87180.0,480000.0,450000.0,415000.0,1
27,4,2017,北海道,室蘭市,85807.0,480000.0,450000.0,415000.0,1
28,4,2018,北海道,室蘭市,84405.0,480000.0,450000.0,415000.0,1
29,4,2019,北海道,室蘭市,82977.0,480000.0,450000.0,415000.0,1
30,5,2014,北海道,釧路市,177921.0,600000.0,540000.0,490000.0,1
31,5,2015,北海道,釧路市,176576.0,600000.0,540000.0,490000.0,1
32,5,2016,北海道,釧路市,174518.0,600000.0,540000.0,490000.0,1
33,5,2017,北海道,釧路市,172391.0,600000.0,540000.0,490000.0,1
34,5,2018,北海道,釧路市,170364.0,600000.0,540000.0,490000.0,1
35,5,2019,北海道,釧路市,168086.0,600000.0,540000.0,490000.0,1
36,6,2014,北海道,帯広市,168753.0,580000.0,510000.0,470000.0,1
37,6,2015,北海道,帯広市,168539.0,580000.0,510000.0,470000.0,1
38,6,2016,北海道,帯広市,168096.0,580000.0,510000.0,470000.0,1
39,6,2017,北海道,帯広市,167653.0,580000.0,510000.0,470000.0,1
40,6,2018,北海道,帯広市,166889.0,580000.0,510000.0,470000.0,1
41,6,2019,北海道,帯広市,166043.0,580000.0,510000.0,470000.0,1
42,7,2014,北海道,北見市,122198.0,500000.0,455000.0,430000.0,1
43,7,2015,北海道,北見市,121048.0,500000.0,455000.0,430000.0,1
44,7,2016,北海道,北見市,119978.0,500000.0,455000.0,430000.0,1
45,7,2017,北海道,北見市,118787.0,500000.0,455000.0,430000.0,1
46,7,2018,北海道,北見市,117806.0,500000.0,455000.0,430000.0,1
47,7,2019,北海道,北見市,116521.0,500000.0,455000.0,430000.0,1
48,8,2014,北海道,岩見沢市,86054.0,470000.0,415000.0,384000.0,1
49,8,2015,北海道,岩見沢市,84809.0,470000.0,415000.0,384000.0,1
50,8,2016,北海道,岩見沢市,83942.0,470000.0,415000.0,384000.0,1
51,8,2017,北海道,岩見沢市,82823.0,470000.0,415000.0,384000.0,1
52,8,2018,北海道,岩見沢市,81778.0,470000.0,415000.0,384000.0,1
53,8,2019,北海道,岩見沢市,80410.0,470000.0,415000.0,384000.0,1
54,9,2014,北海道,夕張市,9440.0,230000.0,200000.0,180000.0,1
55,9,2015,北海道,夕張市,9056.0,230000.0,200000.0,180000.0,1
56,9,2016,北海道,夕張市,8685.0,230000.0,200000.0,180000.0,1
57,9,2017,北海道,夕張市,8362.0,230000.0,200000.0,180000.0,1
58,9,2018,北海道,夕張市,8087.0,230000.0,200000.0,180000.0,1
59,9,2019,北海道,夕張市,7769.0,230000.0,200000.0,180000.0,1
60,10,2014,北海道,網走市,37530.0,471000.0,415000.0,380000.0,1
61,10,2015,北海道,網走市,37346.0,471000.0,415000.0,380000.0,1
62,10,2016,北海道,網走市,36907.0,471000.0,415000.0,380000.0,1
63,10,2017,北海道,網走市,36320.0,471000.0,415000.0,380000.0,1
64,10,2018,北海道,網走市,35701.0,471000.0,415000.0,380000.0,1
65,10,2019,北海道,網走市,35039.0,471000.0,415000.0,380000.0,1
66,11,2014,北海道,留萌市,22873.0,348500.0,306000.0,280500.0,1
67,11,2015,北海道,留萌市,22508.0,348500.0,306000.0,280500.0,1
68,11,2016,北海道,留萌市,22139.0,380000.0,340000.0,310000.0,1
69,11,2017,北海道,留萌市,21760.0,380000.0,340000.0,310000.0,1
70,11,2018,北海道,留萌市,21312.0,380000.0,340000.0,310000.0,1
71,11,2019,北海道,留萌市,20722.0,380000.0,340000.0,310000.0,1
72,12,2014,北海道,苫小牧市,174064.0,520000.0,480000.0,440000.0,1
73,12,2015,北海道,苫小牧市,173794.0,520000.0,480000.0,440000.0,1
74,12,2016,北海道,苫小牧市,173135.0,520000.0,480000.0,440000.0,1
75,12,2017,北海道,苫小牧市,172373.0,520000.0,480000.0,440000.0,1
76,12,2018,北海道,苫小牧市,171811.0,520000.0,480000.0,440000.0,1
77,12,2019,北海道,苫小牧市,171242.0,520000.0,480000.0,440000.0,1
78,13,2014,北海道,稚内市,36500.0,384460.0,348740.0,318660.0,1
79,13,2015,北海道,稚内市,36184.0,409000.0,371000.0,339000.0,1
80,13,2016,北海道,稚内市,35490.0,409000.0,371000.0,339000.0,1
81,13,2017,北海道,稚内市,34834.0,409000.0,371000.0,339000.0,1
82,13,2018,北海道,稚内市,34249.0,409000.0,371000.0,339000.0,1
83,13,2019,北海道,稚内市,33605.0,409000.0,371000.0,339000.0,1
84,14,2014,北海道,美唄市,23984.0,409000.0,351000.0,323000.0,1
85,14,2015,北海道,美唄市,23390.0,409000.0,351000.0,323000.0,1
86,14,2016,北海道,美唄市,22724.0,409000.0,351000.0,323000.0,1
87,14,2017,北海道,美唄市,22211.0,409000.0,351000.0,323000.0,1
88,14,2018,北海道,美唄市,21602.0,409000.0,351000.0,323000.0,1
89,14,2019,北海道,美唄市,21058.0,409000.0,351000.0,323000.0,1
90,15,2014,北海道,芦別市,15362.0,385000.0,336000.0,315000.0,1
91,15,2015,北海道,芦別市,14974.0,385000.0,336000.0,315000.0,1
92,15,2016,北海道,芦別市,14512.0,385000.0,336000.0,315000.0,1
93,15,2017,北海道,芦別市,14014.0,370000.0,321000.0,300000.0,1
94,15,2018,北海道,芦別市,13635.0,370000.0,321000.0,300000.0,1
95,15,2019,北海道,芦別市,13204.0,346500.0,302400.0,283500.0,1
96,16,2014,北海道,赤平市,11332.0,348000.0,300000.0,277000.0,1
97,16,2015,北海道,赤平市,11029.0,348000.0,300000.0,277000.0,1
98,16,2016,北海道,赤平市,10772.0,357000.0,308000.0,284000.0,1
99,16,2017,北海道,赤平市,10464.0,357000.0,308000.0,284000.0,1
100,16,2018,北海道,赤平市,10186.0,357000.0,308000.0,284000.0,1
101,16,2019,北海道,赤平市,9906.0,350000.0,305000.0,283000.0,1
102,17,2014,北海道,江別市,120225.0,456000.0,407000.0,378000.0,1
103,17,2015,北海道,江別市,119517.0,456000.0,407000.0,378000.0,1
104,17,2016,北海道,江別市,119182.0,456000.0,407000.0,378000.0,1
105,17,2017,北海道,江別市,118999.0,456000.0,407000.0,378000.0,1
106,17,2018,北海道,江別市,118985.0,456000.0,407000.0,378000.0,1
107,17,2019,北海道,江別市,119580.0,456000.0,407000.0,378000.0,1
108,18,2014,北海道,士別市,20637.0,380000.0,334000.0,310000.0,1
109,18,2015,北海道,士別市,20216.0,380000.0,334000.0,310000.0,1
110,18,2016,北海道,士別市,19699.0,380000.0,334000.0,310000.0,1
111,18,2017,北海道,士別市,19348.0,380000.0,334000.0,310000.0,1
112,18,2018,北海道,士別市,18965.0,380000.0,334000.0,310000.0,1
113,18,2019,北海道,士別市,18562.0,380000.0,334000.0,310000.0,1
114,19,2014,北海道,紋別市,23353.0,440000.0,400000.0,360000.0,1
115,19,2015,北海道,紋別市,23275.0,440000.0,400000.0,360000.0,1
116,19,2016,北海道,紋別市,22869.0,440000.0,400000.0,360000.0,1
117,19,2017,北海道,紋別市,22520.0,440000.0,400000.0,360000.0,1
118,19,2018,北海道,紋別市,22041.0,440000.0,400000.0,360000.0,1
119,19,2019,北海道,紋別市,21579.0,440000.0,400000.0,360000.0,1
120,20,2014,北海道,名寄市,29031.0,384000.0,336000.0,310000.0,1
121,20,2015,北海道,名寄市,28633.0,384000.0,336000.0,310000.0,1
122,20,2016,北海道,名寄市,28280.0,384000.0,336000.0,310000.0,1
123,20,2017,北海道,名寄市,27909.0,384000.0,336000.0,310000.0,1
124,20,2018,北海道,名寄市,27569.0,384000.0,336000.0,310000.0,1
125,20,2019,北海道,名寄市,27277.0,384000.0,336000.0,310000.0,1
126,21,2014,北海道,三笠市,9505.0,340000.0,295000.0,270000.0,1
127,21,2015,北海道,三笠市,9246.0,340000.0,295000.0,270000.0,1
128,21,2016,北海道,三笠市,9001.0,340000.0,295000.0,270000.0,1
129,21,2017,北海道,三笠市,8784.0,340000.0,295000.0,270000.0,1
130,21,2018,北海道,三笠市,8562.0,340000.0,295000.0,270000.0,1
131,21,2019,北海道,三笠市,8302.0,340000.0,295000.0,270000.0,1
132,22,2014,北海道,根室市,27793.0,405000.0,340000.0,315000.0,1
133,22,2015,北海道,根室市,27629.0,405000.0,340000.0,315000.0,1
134,22,2016,北海道,根室市,27018.0,405000.0,340000.0,315000.0,1
135,22,2017,北海道,根室市,26399.0,405000.0,340000.0,315000.0,1
136,22,2018,北海道,根室市,25953.0,405000.0,340000.0,315000.0,1
137,22,2019,北海道,根室市,25457.0,405000.0,340000.0,315000.0,1
138,23,2014,北海道,千歳市,95082.0,460000.0,420000.0,385000.0,1
139,23,2015,北海道,千歳市,95895.0,460000.0,420000.0,385000.0,1
140,23,2016,北海道,千歳市,96384.0,460000.0,420000.0,385000.0,1
141,23,2017,北海道,千歳市,96807.0,460000.0,420000.0,385000.0,1
142,23,2018,北海道,千歳市,97021.0,460000.0,420000.0,385000.0,1
143,23,2019,北海道,千歳市,97524.0,460000.0,420000.0,385000.0,1
144,24,2014,北海道,滝川市,41844.0,430000.0,360000.0,330000.0,1
145,24,2015,北海道,滝川市,41560.0,430000.0,360000.0,330000.0,1
146,24,2016,北海道,滝川市,41241.0,430000.0,360000.0,330000.0,1
147,24,2017,北海道,滝川市,40843.0,430000.0,360000.0,330000.0,1
148,24,2018,北海道,滝川市,40365.0,430000.0,360000.0,330000.0,1
149,24,2019,北海道,滝川市,39861.0,430000.0,360000.0,330000.0,1
150,25,2014,北海道,砂川市,18112.0,394000.0,348000.0,318000.0,1
151,25,2015,北海道,砂川市,17792.0,394000.0,348000.0,318000.0,1
152,25,2016,北海道,砂川市,17565.0,394000.0,348000.0,318000.0,1
153,25,2017,北海道,砂川市,17364.0,394000.0,348000.0,318000.0,1
154,25,2018,北海道,砂川市,17137.0,394000.0,348000.0,318000.0,1
155,25,2019,北海道,砂川市,16848.0,394000.0,348000.0,318000.0,1
156,26,2014,北海道,歌志内市,3823.0,298000.0,265000.0,243000.0,1
157,26,2015,北海道,歌志内市,3664.0,298000.0,265000.0,243000.0,1
158,26,2016,北海道,歌志内市,3524.0,298000.0,265000.0,243000.0,1
159,26,2017,北海道,歌志内市,3408.0,298000.0,265000.0,243000.0,1
160,26,2018,北海道,歌志内市,3275.0,332000.0,295000.0,270000.0,1
161,26,2019,北海道,歌志内市,3130.0,332000.0,295000.0,270000.0,1
162,27,2014,北海道,深川市,22278.0,370360.0,331945.0,312245.0,1
163,27,2015,北海道,深川市,21909.0,376000.0,337000.0,317000.0,1
164,27,2016,北海道,深川市,21593.0,376000.0,337000.0,317000.0,1
165,27,2017,北海道,深川市,21232.0,376000.0,337000.0,317000.0,1
166,27,2018,北海道,深川市,20803.0,376000.0,337000.0,317000.0,1
167,27,2019,北海道,深川市,20418.0,400000.0,350000.0,325000.0,1
168,28,2014,北海道,富良野市,20244.0,382000.0,337000.0,310000.0,1
169,28,2015,北海道,富良野市,22973.0,382000.0,337000.0,310000.0,1
170,28,2016,北海道,富良野市,22595.0,382000.0,337000.0,310000.0,1
171,28,2017,北海道,富良野市,22280.0,382000.0,337000.0,310000.0,1
172,28,2018,北海道,富良野市,21907.0,382000.0,337000.0,310000.0,1
173,28,2019,北海道,富良野市,21595.0,382000.0,337000.0,310000.0,1
174,29,2014,北海道,登別市,50571.0,400000.0,350000.0,320000.0,1
175,29,2015,北海道,登別市,50101.0,400000.0,350000.0,320000.0,1
176,29,2016,北海道,登別市,49440.0,400000.0,350000.0,320000.0,1
177,29,2017,北海道,登別市,48852.0,400000.0,350000.0,320000.0,1
178,29,2018,北海道,登別市,48395.0,400000.0,350000.0,320000.0,1
179,29,2019,北海道,登別市,47608.0,400000.0,350000.0,320000.0,1
180,30,2014,北海道,恵庭市,68956.0,440000.0,385000.0,355000.0,1
181,30,2015,北海道,恵庭市,69073.0,440000.0,385000.0,355000.0,1
182,30,2016,北海道,恵庭市,69227.0,440000.0,385000.0,355000.0,1
183,30,2017,北海道,恵庭市,69521.0,440000.0,385000.0,355000.0,1
184,30,2018,北海道,恵庭市,69850.0,440000.0,385000.0,355000.0,1
185,30,2019,北海道,恵庭市,70049.0,440000.0,385000.0,355000.0,1
186,31,2014,北海道,伊達市,35712.0,392000.0,343000.0,316000.0,1
187,31,2015,北海道,伊達市,35551.0,392000.0,343000.0,316000.0,1
188,31,2016,北海道,伊達市,35098.0,392000.0,343000.0,316000.0,1
189,31,2017,北海道,伊達市,34772.0,392000.0,343000.0,316000.0,1
190,31,2018,北海道,伊達市,34365.0,392000.0,343000.0,316000.0,1
191,31,2019,北海道,伊達市,33896.0,392000.0,343000.0,316000.0,1
192,32,2014,北海道,北広島市,59629.0,431000.0,384000.0,347000.0,1
193,32,2015,北海道,北広島市,59348.0,431000.0,384000.0,347000.0,1
194,32,2016,北海道,北広島市,59133.0,431000.0,384000.0,347000.0,1
195,32,2017,北海道,北広島市,58828.0,431000.0,384000.0,347000.0,1
196,32,2018,北海道,北広島市,58630.0,431000.0,384000.0,347000.0,1
197,32,2019,北海道,北広島市,58265.0,431000.0,384000.0,347000.0,1
198,33,2014,北海道,石狩市,59385.0,439000.0,383000.0,336000.0,1
199,33,2015,北海道,石狩市,59202.0,439000.0,383000.0,336000.0,1
200,33,2016,北海道,石狩市,58950.0,439000.0,383000.0,336000.0,1
201,33,2017,北海道,石狩市,58502.0,439000.0,383000.0,336000.0,1
202,33,2018,北海道,石狩市,58345.0,439000.0,383000.0,336000.0,1
203,33,2019,北海道,石狩市,58288.0,450000.0,400000.0,370000.0,1
204,34,2014,北海道,北斗市,47867.0,400000.0,340000.0,300000.0,1
205,34,2015,北海道,北斗市,47603.0,400000.0,340000.0,300000.0,1
206,34,2016,北海道,北斗市,47181.0,400000.0,340000.0,300000.0,1
207,34,2017,北海道,北斗市,46829.0,400000.0,340000.0,300000.0,1
208,34,2018,北海道,北斗市,46487.0,400000.0,340000.0,300000.0,1
209,34,2019,北海道,北斗市,46031.0,450000.0,390000.0,350000.0,1
210,35,2014,青森県,弘前市,178258.0,578000.0,518000.0,490000.0,1
211,35,2015,青森県,弘前市,177189.0,578000.0,518000.0,490000.0,1
212,35,2016,青森県,弘前市,175777.0,578000.0,518000.0,490000.0,1
213,35,2017,青森県,弘前市,174050.0,578000.0,518000.0,490000.0,1
214,35,2018,青森県,弘前市,172031.0,610000.0,547000.0,517000.0,1
215,35,2019,青森県,弘前市,170212.0,610000.0,547000.0,517000.0,1
216,36,2014,青森県,青森市,295062.0,718000.0,658000.0,633000.0,1
217,36,2015,青森県,青森市,293066.0,646200.0,592200.0,569700.0,1
218,36,2016,青森県,青森市,290137.0,646200.0,592200.0,569700.0,1
219,36,2017,青森県,青森市,287574.0,613000.0,562000.0,541000.0,1
220,36,2018,青森県,青森市,284531.0,658000.0,603000.0,580000.0,1
221,36,2019,青森県,青森市,281232.0,658000.0,603000.0,580000.0,1
222,37,2014,青森県,八戸市,236741.0,657000.0,599000.0,571000.0,1
223,37,2015,青森県,八戸市,235878.0,657000.0,599000.0,571000.0,1
224,37,2016,青森県,八戸市,234189.0,657000.0,599000.0,571000.0,1
225,37,2017,青森県,八戸市,232361.0,657000.0,599000.0,571000.0,1
226,37,2018,青森県,八戸市,230042.0,687000.0,626000.0,597000.0,1
227,37,2019,青森県,八戸市,227812.0,687000.0,626000.0,597000.0,1
228,38,2014,青森県,黒石市,35351.0,372600.0,343800.0,310500.0,1
229,38,2015,青森県,黒石市,35002.0,372600.0,343800.0,310500.0,1
230,38,2016,青森県,黒石市,34564.0,372600.0,343800.0,310500.0,1
231,38,2017,青森県,黒石市,34045.0,380880.0,351440.0,317400.0,1
232,38,2018,青森県,黒石市,33499.0,385020.0,355260.0,320850.0,1
233,38,2019,青森県,黒石市,33084.0,389160.0,359080.0,324300.0,1
234,39,2014,青森県,五所川原市,58026.0,425000.0,381000.0,352000.0,1
235,39,2015,青森県,五所川原市,57314.0,425000.0,381000.0,352000.0,1
236,39,2016,青森県,五所川原市,56581.0,425000.0,381000.0,352000.0,1
237,39,2017,青森県,五所川原市,55746.0,425000.0,381000.0,352000.0,1
238,39,2018,青森県,五所川原市,54786.0,425000.0,381000.0,352000.0,1
239,39,2019,青森県,五所川原市,53980.0,425000.0,381000.0,352000.0,1
240,40,2014,青森県,十和田市,64041.0,450000.0,391500.0,362000.0,1
241,40,2015,青森県,十和田市,63444.0,450000.0,391500.0,362000.0,1
242,40,2016,青森県,十和田市,62958.0,450000.0,391500.0,362000.0,1
243,40,2017,青森県,十和田市,62296.0,450000.0,391500.0,362000.0,1
244,40,2018,青森県,十和田市,61717.0,450000.0,391500.0,362000.0,1
245,40,2019,青森県,十和田市,61067.0,450000.0,391500.0,362000.0,1
246,41,2014,青森県,三沢市,41486.0,432000.0,392000.0,357000.0,1
247,41,2015,青森県,三沢市,41006.0,432000.0,392000.0,357000.0,1
248,41,2016,青森県,三沢市,40480.0,432000.0,392000.0,357000.0,1
249,41,2017,青森県,三沢市,40227.0,432000.0,392000.0,357000.0,1
250,41,2018,青森県,三沢市,40051.0,432000.0,392000.0,357000.0,1
251,41,2019,青森県,三沢市,39726.0,432000.0,392000.0,357000.0,1
252,42,2014,青森県,むつ市,61420.0,401000.0,361000.0,340000.0,1
253,42,2015,青森県,むつ市,60689.0,401000.0,361000.0,340000.0,1
254,42,2016,青森県,むつ市,59944.0,401000.0,361000.0,340000.0,1
255,42,2017,青森県,むつ市,58904.0,401000.0,361000.0,340000.0,1
256,42,2018,青森県,むつ市,57993.0,401000.0,361000.0,340000.0,1
257,42,2019,青森県,むつ市,56790.0,401000.0,361000.0,340000.0,1
258,43,2014,青森県,つがる市,34993.0,380000.0,350000.0,320000.0,1
259,43,2015,青森県,つがる市,34399.0,380000.0,350000.0,320000.0,1
260,43,2016,青森県,つがる市,33833.0,380000.0,350000.0,320000.0,1
261,43,2017,青森県,つがる市,33254.0,420000.0,380000.0,350000.0,1
262,43,2018,青森県,つがる市,32625.0,420000.0,380000.0,350000.0,1
263,43,2019,青森県,つがる市,31998.0,420000.0,380000.0,350000.0,1
264,44,2014,青森県,平川市,32828.0,328000.0,293000.0,281000.0,1
265,44,2015,青森県,平川市,32440.0,328000.0,293000.0,281000.0,1
266,44,2016,青森県,平川市,32013.0,328000.0,293000.0,281000.0,1
267,44,2017,青森県,平川市,31708.0,328000.0,293000.0,281000.0,1
268,44,2018,青森県,平川市,31458.0,328000.0,293000.0,281000.0,1
269,44,2019,青森県,平川市,31112.0,420000.0,380000.0,360000.0,1
270,45,2014,岩手県,盛岡市,293815.0,711000.0,645000.0,617000.0,1
271,45,2015,岩手県,盛岡市,294106.0,711000.0,645000.0,617000.0,1
272,45,2016,岩手県,盛岡市,292795.0,711000.0,645000.0,617000.0,1
273,45,2017,岩手県,盛岡市,291859.0,711000.0,645000.0,617000.0,1
274,45,2018,岩手県,盛岡市,290136.0,711000.0,645000.0,617000.0,1
275,45,2019,岩手県,盛岡市,290144.0,711000.0,645000.0,617000.0,1
276,46,2014,岩手県,宮古市,56671.0,401000.0,339000.0,320000.0,1
277,46,2015,岩手県,宮古市,56031.0,401000.0,339000.0,320000.0,1
278,46,2016,岩手県,宮古市,55150.0,401000.0,339000.0,320000.0,1
279,46,2017,岩手県,宮古市,54159.0,401000.0,339000.0,320000.0,1
280,46,2018,岩手県,宮古市,52973.0,401000.0,339000.0,320000.0,1
281,46,2019,岩手県,宮古市,51744.0,401000.0,339000.0,320000.0,1
282,47,2014,岩手県,大船渡市,38896.0,392000.0,339000.0,320000.0,1
283,47,2015,岩手県,大船渡市,38421.0,392000.0,339000.0,320000.0,1
284,47,2016,岩手県,大船渡市,37891.0,392000.0,339000.0,320000.0,1
285,47,2017,岩手県,大船渡市,37264.0,392000.0,339000.0,320000.0,1
286,47,2018,岩手県,大船渡市,36655.0,392000.0,339000.0,320000.0,1
287,47,2019,岩手県,大船渡市,35849.0,392000.0,339000.0,320000.0,1
288,48,2014,岩手県,花巻市,99468.0,431000.0,369000.0,339000.0,1
289,48,2015,岩手県,花巻市,98956.0,431000.0,369000.0,339000.0,1
290,48,2016,岩手県,花巻市,98050.0,431000.0,369000.0,339000.0,1
291,48,2017,岩手県,花巻市,97022.0,431000.0,369000.0,339000.0,1
292,48,2018,岩手県,花巻市,95983.0,431000.0,369000.0,339000.0,1
293,48,2019,岩手県,花巻市,95228.0,431000.0,369000.0,339000.0,1
294,49,2014,岩手県,北上市,93758.0,457000.0,383000.0,351000.0,1
295,49,2015,岩手県,北上市,93696.0,457000.0,383000.0,351000.0,1
296,49,2016,岩手県,北上市,93279.0,457000.0,383000.0,351000.0,1
297,49,2017,岩手県,北上市,92919.0,457000.0,383000.0,351000.0,1
298,49,2018,岩手県,北上市,92748.0,457000.0,383000.0,351000.0,1
299,49,2019,岩手県,北上市,92556.0,457000.0,383000.0,351000.0,1
300,50,2014,岩手県,久慈市,36921.0,386000.0,331000.0,303000.0,1
301,50,2015,岩手県,久慈市,36722.0,386000.0,331000.0,303000.0,1
302,50,2016,岩手県,久慈市,36141.0,386000.0,331000.0,303000.0,1
303,50,2017,岩手県,久慈市,35678.0,386000.0,331000.0,303000.0,1
304,50,2018,岩手県,久慈市,35199.0,386000.0,331000.0,303000.0,1
305,50,2019,岩手県,久慈市,34696.0,386000.0,331000.0,303000.0,1
306,51,2014,岩手県,遠野市,29105.0,375000.0,326000.0,302000.0,1
307,51,2015,岩手県,遠野市,28692.0,375000.0,326000.0,302000.0,1
308,51,2016,岩手県,遠野市,28285.0,375000.0,326000.0,302000.0,1
309,51,2017,岩手県,遠野市,27772.0,375000.0,326000.0,302000.0,1
310,51,2018,岩手県,遠野市,27161.0,375000.0,326000.0,302000.0,1
311,51,2019,岩手県,遠野市,26555.0,375000.0,326000.0,302000.0,1
312,52,2014,岩手県,一関市,123572.0,438000.0,386000.0,360000.0,1
313,52,2015,岩手県,一関市,122633.0,438000.0,386000.0,360000.0,1
314,52,2016,岩手県,一関市,121069.0,438000.0,386000.0,360000.0,1
315,52,2017,岩手県,一関市,119278.0,438000.0,386000.0,360000.0,1
316,52,2018,岩手県,一関市,117515.0,438000.0,386000.0,360000.0,1
317,52,2019,岩手県,一関市,115437.0,438000.0,386000.0,360000.0,1
318,53,2014,岩手県,陸前高田市,20278.0,380000.0,330000.0,300000.0,1
319,53,2015,岩手県,陸前高田市,20199.0,380000.0,330000.0,300000.0,1
320,53,2016,岩手県,陸前高田市,19871.0,380000.0,330000.0,300000.0,1
321,53,2017,岩手県,陸前高田市,19553.0,380000.0,330000.0,300000.0,1
322,53,2018,岩手県,陸前高田市,19201.0,380000.0,330000.0,300000.0,1
323,53,2019,岩手県,陸前高田市,18931.0,380000.0,330000.0,300000.0,1
324,54,2014,岩手県,釜石市,36297.0,392000.0,338000.0,313000.0,1
325,54,2015,岩手県,釜石市,35846.0,392000.0,338000.0,313000.0,1
326,54,2016,岩手県,釜石市,35271.0,392000.0,338000.0,313000.0,1
327,54,2017,岩手県,釜石市,34661.0,392000.0,338000.0,313000.0,1
328,54,2018,岩手県,釜石市,33842.0,392000.0,338000.0,313000.0,1
329,54,2019,岩手県,釜石市,32986.0,392000.0,338000.0,313000.0,1
330,55,2014,岩手県,二戸市,28785.0,380000.0,318000.0,301000.0,1
331,55,2015,岩手県,二戸市,28501.0,380000.0,318000.0,301000.0,1
332,55,2016,岩手県,二戸市,28034.0,380000.0,318000.0,301000.0,1
333,55,2017,岩手県,二戸市,27566.0,380000.0,318000.0,301000.0,1
334,55,2018,岩手県,二戸市,27087.0,380000.0,318000.0,301000.0,1
335,55,2019,岩手県,二戸市,26576.0,380000.0,318000.0,301000.0,1
336,56,2014,岩手県,八幡平市,27521.0,351000.0,284000.0,271000.0,1
337,56,2015,岩手県,八幡平市,27308.0,351000.0,284000.0,271000.0,1
338,56,2016,岩手県,八幡平市,26679.0,351000.0,284000.0,271000.0,1
339,56,2017,岩手県,八幡平市,26287.0,351000.0,284000.0,271000.0,1
340,56,2018,岩手県,八幡平市,25876.0,375000.0,315000.0,300000.0,1
341,56,2019,岩手県,八幡平市,25276.0,375000.0,315000.0,300000.0,1
342,57,2014,岩手県,奥州市,121956.0,399000.0,345000.0,321000.0,1
343,57,2015,岩手県,奥州市,121282.0,399000.0,345000.0,321000.0,1
344,57,2016,岩手県,奥州市,120099.0,399000.0,345000.0,321000.0,1
345,57,2017,岩手県,奥州市,118852.0,399000.0,345000.0,321000.0,1
346,57,2018,岩手県,奥州市,117360.0,447000.0,386000.0,360000.0,1
347,57,2019,岩手県,奥州市,116082.0,447000.0,386000.0,360000.0,1
348,58,2014,岩手県,滝沢市,55062.0,360000.0,303000.0,293000.0,1
349,58,2015,岩手県,滝沢市,55156.0,360000.0,303000.0,293000.0,1
350,58,2016,岩手県,滝沢市,55246.0,360000.0,303000.0,293000.0,1
351,58,2017,岩手県,滝沢市,55152.0,369900.0,316800.0,296100.0,1
352,58,2018,岩手県,滝沢市,55288.0,411000.0,352000.0,329000.0,1
353,58,2019,岩手県,滝沢市,55448.0,411000.0,352000.0,329000.0,1
354,59,2014,宮城県,仙台市,1043233.0,950000.0,860000.0,810000.0,1
355,59,2015,宮城県,仙台市,1056503.0,950000.0,860000.0,810000.0,1
356,59,2016,宮城県,仙台市,1058517.0,1020000.0,910000.0,840000.0,1
357,59,2017,宮城県,仙台市,1060545.0,1020000.0,910000.0,840000.0,1
358,59,2018,宮城県,仙台市,1062585.0,1020000.0,910000.0,840000.0,1
359,59,2019,宮城県,仙台市,1064060.0,1020000.0,910000.0,840000.0,1
360,60,2014,宮城県,石巻市,149874.0,545000.0,481000.0,444000.0,1
361,60,2015,宮城県,石巻市,148798.0,545000.0,481000.0,444000.0,1
362,60,2016,宮城県,石巻市,147627.0,545000.0,481000.0,444000.0,1
