.017 , -.062,.097
.017 , -.062,.095 
.015 , -.063,.093 
.013 , -.065,.091 
.010 , -.069,.090 
.006 , -.075,.088 
.001 , -.084,.086 
-.005,  -.095,.085 
-.013,  -.110,.083 
-.023,  -.127,.081 
-.034,  -.148,.079 
-.047,  -.171,.077 
-.062,  -.198,.074 
-.078,  -.227,.070 
-.096,  -.258,.065 
-.115,  -.290,.059 
-.136,  -.323,.051 
-.158,  -.357,.041
-.180,  -.390,.029 
-.203,  -.421,.016 
-.226,  -.452,-.000 
