,prefecture,municipality,keijyo_syusi_ratio,jissitsu_kousaihi_ratio,kisaiseigen_ratio,zaiseiryoku_index,laspeyres_index,year,syorai_hutan_ratio,muni_code,laspeyres_reference
24791,北海道,積丹町,91.6,9.9,,0.11,99.4,2018,73.9,014052,
24792,北海道,古平町,88.9,9.5,,0.12,95.4,2018,6.6,014061,
24793,北海道,仁木町,88.5,9.4,,0.17,97.5,2018,5.3,014079,
24794,北海道,余市町,96.4,9.9,,0.34,98.2,2018,82.6,014087,
24795,北海道,赤井川村,100.4,5.8,,0.22,97.1,2018,-,014095,
24796,北海道,南幌町,92.5,12.7,,0.29,96.1,2018,73.8,014231,
24797,北海道,奈井江町,93.5,14.1,,0.25,95.6,2018,64.1,014249,
24798,北海道,上砂川町,82.3,8.4,,0.12,93.8,2018,-,014257,
24799,北海道,由仁町,89.2,17.9,,0.21,96.1,2018,150.1,014273,
24800,北海道,長沼町,88.3,11.6,,0.3,95.8,2018,74.6,014281,
24801,北海道,栗山町,97.4,10.6,,0.31,96.4,2018,74.4,014290,
24802,北海道,月形町,84.9,1.2,,0.16,97.1,2018,-,014303,
24803,北海道,浦臼町,80.1,-2.5,,0.15,98.2,2018,-,014311,
24804,北海道,新十津川町,77.2,-0.9,,0.18,96.8,2018,-,014320,
24805,北海道,妹背牛町,81.8,10.2,,0.16,100.7,2018,2.1,014338,
24806,北海道,秩父別町,89.8,7.5,,0.15,98.8,2018,-,014346,
24807,北海道,雨竜町,87.3,8.2,,0.13,99.5,2018,-,014362,
24808,北海道,北竜町,93.5,9.5,,0.12,99.7,2018,10.7,014371,
24809,北海道,沼田町,79.1,0,,0.15,96.6,2018,-,014389,
24810,北海道,鷹栖町,86.6,6,,0.3,96.9,2018,30.3,014524,
24811,北海道,東神楽町,87,8.8,,0.4,98.3,2018,13.6,014532,
24812,北海道,当麻町,86.6,5.3,,0.22,95.3,2018,26.5,014541,
24813,北海道,比布町,84.7,10.1,,0.18,96,2018,26.8,014559,
24814,北海道,愛別町,97.3,6.6,,0.17,96.3,2018,17.7,014567,
24815,北海道,上川町,96.4,12.4,,0.17,101.1,2018,84.2,014575,
24816,北海道,東川町,82.2,13.9,,0.26,100.1,2018,54.6,014583,
24817,北海道,美瑛町,83.5,10.3,,0.21,99.3,2018,79.2,014591,
24818,北海道,上富良野町,91.3,9,,0.3,99.4,2018,55.8,014605,
24819,北海道,中富良野町,82.8,8.8,,0.23,98.5,2018,-,014613,
24820,北海道,南富良野町,96.9,14,,0.13,96.8,2018,59.4,014621,
24821,北海道,占冠村,96,7.8,,0.23,101.2,2018,18.5,014630,
24822,北海道,和寒町,73.2,1.9,,0.15,98.2,2018,-,014648,
24823,北海道,剣淵町,87.6,3.9,,0.16,98.7,2018,6.2,014656,
24824,北海道,下川町,90.6,4.6,,0.15,97.2,2018,41.4,014681,
24825,北海道,美深町,73.1,5.9,,0.16,96.6,2018,-,014699,
24826,北海道,音威子府村,94.2,4.2,,0.11,99.4,2018,26.2,014702,
24827,北海道,中川町,95.1,11.5,,0.11,98.3,2018,-,014711,
24828,北海道,幌加内町,90.4,-0.2,,0.1,97.3,2018,-,014729,
24829,北海道,増毛町,90.3,10.9,,0.15,95.5,2018,-,014818,
24830,北海道,小平町,82.3,10.3,,0.13,95.1,2018,-,014826,
24831,北海道,苫前町,88.5,11.2,,0.15,95,2018,-,014834,
24832,北海道,羽幌町,86.6,10.9,,0.2,95.5,2018,16.1,014842,
24833,北海道,初山別村,83.6,6.3,,0.1,95,2018,-,014851,
24834,北海道,遠別町,78.2,6,,0.13,96,2018,3.9,014869,
24835,北海道,天塩町,85.7,9.3,,0.15,96,2018,3.1,014877,
24836,北海道,猿払村,89.3,9.7,,0.25,97,2018,-,015113,
24837,北海道,浜頓別町,79,9.4,,0.19,95.6,2018,3.3,015121,
24838,北海道,中頓別町,52,-0.8,,0.14,97.5,2018,-,015130,
24839,北海道,枝幸町,80.8,8.2,,0.19,95.7,2018,-,015148,
24840,北海道,豊富町,72.2,14.6,,0.18,97.3,2018,-,015164,
24841,北海道,礼文町,73.2,11.2,,0.14,95.1,2018,-,015172,
24842,北海道,利尻町,73.7,8.9,,0.11,94.1,2018,97.4,015181,
24843,北海道,利尻富士町,80,13.5,,0.12,93.6,2018,47.6,015199,
24844,北海道,幌延町,87.7,10,,0.23,96.6,2018,-,015202,
24845,北海道,美幌町,78.6,8.8,,0.37,96.4,2018,-,015431,
24846,北海道,津別町,81.2,4.3,,0.2,98.2,2018,-,015440,
24847,北海道,斜里町,86.2,9.4,,0.36,96,2018,89.7,015458,
24848,北海道,清里町,79.5,9.4,,0.19,96.7,2018,-,015466,
24849,北海道,小清水町,85.9,11.9,,0.21,98.9,2018,-,015474,
24850,北海道,訓子府町,79.5,6.2,,0.23,96.1,2018,-,015491,
24851,北海道,置戸町,80.9,7.1,,0.14,99,2018,-,015504,
24852,北海道,佐呂間町,85.4,6.1,,0.25,98.6,2018,-,015521,
24853,北海道,遠軽町,96.4,9.2,,0.28,96.9,2018,11.9,015555,
24854,北海道,湧別町,81.1,6.2,,0.26,95.9,2018,-,015598,
24855,北海道,滝上町,81.6,4.7,,0.12,95.8,2018,-,015601,
24856,北海道,興部町,79,9.1,,0.22,98.7,2018,9.8,015610,
24857,北海道,西興部村,105.5,16.7,,0.09,95.5,2018,-,015628,
24858,北海道,雄武町,72.9,7.2,,0.19,98.5,2018,-,015636,
24859,北海道,大空町,92.3,10.7,,0.26,97.2,2018,-,015644,
24860,北海道,豊浦町,78.9,12.1,,0.18,97.1,2018,-,015717,
24861,北海道,壮瞥町,93.4,12.6,,0.19,96.6,2018,0.3,015750,
24862,北海道,白老町,91.3,14.9,,0.38,97.2,2018,68.3,015784,
24863,北海道,厚真町,86.3,10.2,,0.5,99.2,2018,-,015814,
24864,北海道,洞爺湖町,92.6,11.3,,0.28,98.2,2018,58.5,015849,
24865,北海道,安平町,89.6,11.2,,0.45,98.2,2018,87.8,015857,
24866,北海道,むかわ町,89.5,9,,0.21,98.1,2018,5.8,015865,
24867,北海道,日高町,95.2,9.3,,0.26,97.1,2018,77.8,016012,
24868,北海道,平取町,84.4,4.4,,0.18,98.6,2018,38.1,016021,
24869,北海道,新冠町,92.7,7.3,,0.22,97.4,2018,7.9,016047,
24870,北海道,浦河町,79.8,11.3,,0.29,96.9,2018,42.8,016071,
24871,北海道,様似町,90.7,8.2,,0.18,96.6,2018,72.2,016080,
24872,北海道,えりも町,100.8,10.9,,0.17,96.9,2018,17.5,016098,
24873,北海道,新ひだか町,92.7,12.5,,0.32,95.8,2018,71.3,016101,
24874,北海道,音更町,86.6,10,,0.51,98.4,2018,49.1,016314,
24875,北海道,士幌町,88.6,5.1,,0.29,98.4,2018,-,016322,
24876,北海道,上士幌町,86.4,5.8,,0.23,98.7,2018,-,016331,
24877,北海道,鹿追町,81.2,9.8,,0.27,98.6,2018,-,016349,
24878,北海道,新得町,79.6,9.7,,0.25,98.2,2018,-,016357,
24879,北海道,清水町,83.1,5.1,,0.33,98.9,2018,12.5,016365,
24880,北海道,芽室町,84.9,3.7,,0.46,98.4,2018,8.5,016373,
24881,北海道,中札内村,82.7,5.5,,0.28,95.1,2018,-,016381,
24882,北海道,更別村,83.1,9,,0.26,99,2018,-,016390,
24883,北海道,大樹町,87.5,9.3,,0.24,98,2018,11.5,016411,
24884,北海道,広尾町,91.2,12.9,,0.23,96.2,2018,71.8,016420,
24885,北海道,幕別町,85.1,10.4,,0.35,97.8,2018,99,016438,
24886,北海道,池田町,89.5,10.5,,0.22,98.3,2018,86.7,016446,
24887,北海道,豊頃町,84.4,7.5,,0.22,98.4,2018,-,016454,
24888,北海道,本別町,86,9.4,,0.27,96.6,2018,30.1,016462,
24889,北海道,足寄町,88.4,9,,0.19,98.9,2018,-,016471,
24890,北海道,陸別町,78.7,8.2,,0.16,97.2,2018,-,016489,
24891,北海道,浦幌町,88.5,8.6,,0.18,96.7,2018,-,016497,
24892,北海道,釧路町,94.2,8.4,,0.5,98.4,2018,50.3,016616,
24893,北海道,厚岸町,92.6,12.2,,0.23,97.8,2018,63.3,016624,
24894,北海道,浜中町,82.5,10.9,,0.21,98,2018,28.9,016632,
24895,北海道,標茶町,85.2,9.3,,0.21,98,2018,20.5,016641,
24896,北海道,弟子屈町,92.6,14,,0.22,97.2,2018,138.6,016659,
24897,北海道,鶴居村,83.3,6.2,,0.17,97.4,2018,-,016675,
24898,北海道,白糠町,79,8.2,,0.26,96,2018,47.1,016683,
24899,北海道,別海町,93.2,11.7,,0.3,97.3,2018,70.8,016918,
24900,北海道,中標津町,94.9,11.9,,0.41,96.3,2018,87.5,016926,
24901,北海道,標津町,75.4,8,,0.21,93.9,2018,-,016934,
24902,北海道,羅臼町,85.8,7.7,,0.26,94.4,2018,-,016942,
24903,青森県,青森市,94.6,15.2,,0.56,97,2018,97.5,022012,
24904,青森県,弘前市,96.5,7.7,,0.49,94.4,2018,52.2,022021,
24905,青森県,八戸市,91.9,9.3,,0.67,99,2018,128.9,022039,
24906,青森県,黒石市,96.6,18.4,,0.36,90.5,2018,80.4,022047,
24907,青森県,五所川原市,98.3,11.5,,0.33,97.7,2018,128.9,022055,
24908,青森県,十和田市,89.9,9.3,,0.42,96.6,2018,-,022063,
24909,青森県,三沢市,91.2,10.3,,0.5,94.2,2018,78.2,022071,
24910,青森県,むつ市,95.8,16.6,,0.38,96.7,2018,157.8,022080,
24911,青森県,つがる市,90.4,12,,0.23,95.6,2018,119.6,022098,
24912,青森県,平川市,94.9,11.7,,0.28,94.9,2018,-,022101,
24913,青森県,平内町,82.1,10.5,,0.24,98.9,2018,70.1,023019,
24914,青森県,今別町,86.8,6.2,,0.19,96,2018,9.7,023035,
24915,青森県,蓬田村,84.2,1.9,,0.19,97.3,2018,-,023043,
24916,青森県,外ヶ浜町,99.1,10.5,,0.18,96.9,2018,72.3,023078,
24917,青森県,鰺ケ沢町,96.3,14.6,,0.21,93.4,2018,187.8,023213,
24918,青森県,深浦町,98,12.7,,0.17,94.7,2018,52.5,023230,
24919,青森県,西目屋村,94.7,12.1,,0.13,91.9,2018,-,023434,
24920,青森県,藤崎町,87,13.7,,0.28,94.3,2018,67.2,023612,
24921,青森県,大鰐町,95.5,17.7,,0.22,88.5,2018,159.3,023621,
24922,青森県,田舎館村,88.4,7.6,,0.28,95.5,2018,-,023671,
24923,青森県,板柳町,93.7,9.5,,0.27,93.7,2018,0.1,023817,
24924,青森県,鶴田町,91.8,12.5,,0.26,96.1,2018,132.1,023841,
24925,青森県,中泊町,93.9,9.3,,0.2,95.1,2018,92.6,023876,
24926,青森県,野辺地町,99.7,6.9,,0.39,97.2,2018,39.2,024015,
24927,青森県,七戸町,90.4,5.9,,0.36,98,2018,28,024023,
24928,青森県,六戸町,89.5,9.5,,0.39,97.8,2018,9.4,024058,
24929,青森県,横浜町,91.9,5.8,,0.27,99.8,2018,-,024066,
24930,青森県,東北町,89.9,10.9,,0.3,97.2,2018,103.2,024082,
24931,青森県,六ケ所村,75.7,5.4,,1.74,99.6,2018,-,024112,
24932,青森県,おいらせ町,95.1,11.1,,0.46,95.7,2018,14,024121,
24933,青森県,大間町,77.8,16.6,,0.27,98.4,2018,32.9,024236,
24934,青森県,東通村,81.5,20.3,,0.78,94.7,2018,-,024244,
24935,青森県,風間浦村,84.7,12.2,,0.1,95.1,2018,-,024252,
24936,青森県,佐井村,85.1,8.9,,0.11,95.6,2018,-,024261,
24937,青森県,三戸町,94.8,10.3,,0.25,94.9,2018,72,024414,
24938,青森県,五戸町,88.3,10,,0.28,94.4,2018,27.1,024422,
24939,青森県,田子町,93.8,9.1,,0.21,93.3,2018,38.3,024431,
24940,青森県,南部町,84.7,8.2,,0.28,93.7,2018,-,024457,
24941,青森県,階上町,92.5,11.1,,0.36,97,2018,53.6,024465,
24942,青森県,新郷村,83,8,,0.14,92.7,2018,12.1,024503,
24943,岩手県,盛岡市,95.1,9.3,,0.75,99.9,2018,60.6,032018,
24944,岩手県,宮古市,91.8,9.7,,0.38,95.1,2018,18.2,032026,
24945,岩手県,大船渡市,92,11.8,,0.46,96.9,2018,86.2,032034,
24946,岩手県,花巻市,90.6,9.5,,0.47,95.2,2018,91.2,032051,
24947,岩手県,北上市,86.4,13.7,,0.71,99.4,2018,51.1,032069,
24948,岩手県,久慈市,92.8,13.8,,0.42,96.5,2018,125.3,032077,
24949,岩手県,遠野市,87.2,12.6,,0.29,98.6,2018,75.6,032085,
24950,岩手県,一関市,93.5,11.5,,0.37,97.6,2018,75.6,032093,
24951,岩手県,陸前高田市,94.2,15,,0.31,93.5,2018,-,032107,
24952,岩手県,釜石市,97.4,13.3,,0.5,97.2,2018,13.9,032115,
24953,岩手県,二戸市,91.6,11.7,,0.37,97.5,2018,41.8,032131,
24954,岩手県,八幡平市,94.9,14.2,,0.29,96.9,2018,27.3,032140,
24955,岩手県,奥州市,97,16.6,,0.43,98.8,2018,110.4,032158,
24956,岩手県,滝沢市,89.7,6.8,,0.59,96.8,2018,59.8,032166,
24957,岩手県,雫石町,93.7,6.6,,0.4,94,2018,53.1,033014,
24958,岩手県,葛巻町,86.9,6.3,,0.16,97.1,2018,16.2,033022,
24959,岩手県,岩手町,86.9,9.3,,0.33,95.3,2018,39.1,033031,
24960,岩手県,紫波町,94.8,14,,0.46,93.5,2018,128.5,033219,
24961,岩手県,矢巾町,98.5,12.9,,0.67,95.7,2018,119.1,033227,
24962,岩手県,西和賀町,89.8,9.9,,0.15,97.3,2018,85.9,033669,
24963,岩手県,金ケ崎町,85.2,14.7,,0.65,94.6,2018,19.4,033812,
24964,岩手県,平泉町,91.1,9.1,,0.32,98.3,2018,52.7,034029,
24965,岩手県,住田町,90.4,6.9,,0.19,93.8,2018,-,034410,
24966,岩手県,大槌町,92.6,10.7,,0.29,94.3,2018,-,034614,
24967,岩手県,山田町,88.6,7.8,,0.31,95.2,2018,-,034827,
24968,岩手県,岩泉町,88.4,10.8,,0.16,96.7,2018,4.6,034835,
24969,岩手県,田野畑村,89.4,8.4,,0.16,89.9,2018,-,034843,
24970,岩手県,普代村,91.2,10.4,,0.16,93.3,2018,-,034851,
24971,岩手県,軽米町,91.5,9.6,,0.25,92,2018,78.6,035017,
24972,岩手県,野田村,91.4,7.4,,0.2,92.2,2018,-,035033,
24973,岩手県,九戸村,82.2,5.4,,0.21,94.6,2018,-,035068,
24974,岩手県,洋野町,91.6,11.8,,0.25,92.8,2018,20.1,035076,
24975,岩手県,一戸町,93.3,8.4,,0.34,96.5,2018,38.1,035246,
24976,宮城県,仙台市,97.4,7.2,,0.91,102.7,2018,85.5,041009,
24977,宮城県,石巻市,99.9,9.5,,0.53,97.2,2018,-,042021,
24978,宮城県,塩竈市,98.9,7.7,,0.52,96.4,2018,-,042030,
24979,宮城県,気仙沼市,102.1,10.3,,0.45,94.7,2018,-,042056,
24980,宮城県,白石市,92.5,7.9,,0.49,96,2018,-,042064,
24981,宮城県,名取市,93,2.9,,0.82,95.3,2018,-,042072,
24982,宮城県,角田市,103,7.1,,0.51,96.2,2018,105.2,042081,
24983,宮城県,多賀城市,101.9,8.1,,0.69,93.7,2018,-,042099,
24984,宮城県,岩沼市,93.3,-0.5,,0.83,98.3,2018,-,042111,
24985,宮城県,登米市,90.8,7.4,,0.36,93.7,2018,95.7,042129,
24986,宮城県,栗原市,94.7,9.4,,0.31,94.3,2018,47.2,042137,
24987,宮城県,東松島市,88.3,6.6,,0.43,92.7,2018,-,042145,
24988,宮城県,大崎市,91.1,7.8,,0.5,97.4,2018,28.8,042153,
24989,宮城県,富谷市,91.8,-2,,0.82,92.3,2018,-,042161,
24990,宮城県,蔵王町,91,5.1,,0.48,98.3,2018,-,043010,
24991,宮城県,七ケ宿町,85.7,5.1,,0.31,98.3,2018,-,043028,
24992,宮城県,大河原町,91.4,-1,,0.63,95.5,2018,32.5,043214,
24993,宮城県,村田町,94.8,13.6,,0.44,94.5,2018,129.7,043222,
24994,宮城県,柴田町,92.2,2.9,,0.63,96.6,2018,30.3,043231,
24995,宮城県,川崎町,94,4,,0.32,95.2,2018,-,043249,
24996,宮城県,丸森町,88.5,11.4,,0.3,92.4,2018,80.1,043419,
24997,宮城県,亘理町,94.8,4.9,,0.57,90.8,2018,-,043613,
24998,宮城県,山元町,95,10.6,,0.37,88.7,2018,-,043621,
24999,宮城県,松島町,93.3,7.8,,0.47,92.3,2018,28.7,044016,
25000,宮城県,七ケ浜町,97.3,0.7,,0.59,92.1,2018,-,044041,
25001,宮城県,利府町,87.3,8.7,,0.85,93.5,2018,6,044067,
25002,宮城県,大和町,80.2,1.4,,0.92,92.7,2018,-,044211,
25003,宮城県,大郷町,92.5,9.6,,0.45,93.1,2018,8.2,044229,
25004,宮城県,大衡村,98.6,7.9,,0.78,93.1,2018,-,044245,
25005,宮城県,色麻町,87.4,9.2,,0.3,95.9,2018,109.4,044440,
25006,宮城県,加美町,93.3,7.8,,0.34,95.3,2018,47.7,044458,
25007,宮城県,涌谷町,94,12.1,,0.38,93.2,2018,59.6,045012,
25008,宮城県,美里町,91.5,8.9,,0.42,95.3,2018,40.1,045055,
25009,宮城県,女川町,86.5,3.6,,1.01,91.2,2018,-,045811,
25010,宮城県,南三陸町,90.8,6.9,,0.3,92.5,2018,-,046060,
25011,秋田県,秋田市,91.3,9.6,,0.67,99.1,2018,77.1,052019,
25012,秋田県,能代市,92.8,6.5,,0.45,96.6,2018,18.9,052027,
25013,秋田県,横手市,89.3,6.8,,0.32,97.1,2018,12.2,052035,
25014,秋田県,大館市,90.8,8.5,,0.42,98.2,2018,72.9,052043,
25015,秋田県,男鹿市,95.4,10.2,,0.35,95.8,2018,90.5,052060,
25016,秋田県,湯沢市,94.5,12,,0.3,95.1,2018,87.7,052078,
25017,秋田県,鹿角市,92.7,8,,0.33,97.2,2018,44.3,052094,
25018,秋田県,由利本荘市,94.4,10,,0.33,96.5,2018,108.5,052108,
25019,秋田県,潟上市,96.1,6.9,,0.33,93.7,2018,58.4,052116,
25020,秋田県,大仙市,90.9,12.2,,0.34,96.5,2018,128.1,052124,
25021,秋田県,北秋田市,96,10.9,,0.26,97,2018,58.5,052132,
25022,秋田県,にかほ市,89,9.7,,0.37,92.7,2018,72.7,052141,
25023,秋田県,仙北市,99.5,9.3,,0.26,96.2,2018,114.1,052159,
25024,秋田県,小坂町,102.3,14.8,,0.31,95,2018,114.6,053031,
25025,秋田県,上小阿仁村,90.9,5.4,,0.12,92.6,2018,-,053279,
25026,秋田県,藤里町,97.9,9.4,,0.13,95.6,2018,52.1,053465,
25027,秋田県,三種町,87.8,7.7,,0.25,96.2,2018,-,053481,
25028,秋田県,八峰町,93.6,9.4,,0.16,94.3,2018,-,053490,
25029,秋田県,五城目町,95,8.9,,0.26,94,2018,77.5,053619,
25030,秋田県,八郎潟町,92.3,10.1,,0.26,88.3,2018,-,053635,
25031,秋田県,井川町,84.8,8.1,,0.23,90.8,2018,-,053660,
25032,秋田県,大潟村,91.3,8.5,,0.36,94.9,2018,50.7,053686,
25033,秋田県,美郷町,84.6,2.5,,0.25,92.5,2018,-,054348,
25034,秋田県,羽後町,92.5,9.6,,0.25,94.8,2018,45.4,054631,
25035,秋田県,東成瀬村,99.8,12,,0.11,96.7,2018,27.5,054640,
25036,山形県,山形市,91.5,8,,0.78,101.5,2018,84.1,062014,
25037,山形県,米沢市,94.2,8.3,,0.57,99.5,2018,35.9,062022,
25038,山形県,鶴岡市,90.1,6.3,,0.42,101.2,2018,45.7,062031,
25039,山形県,酒田市,95.8,10.6,,0.48,98.6,2018,34.3,062049,
25040,山形県,新庄市,92.6,8.4,,0.52,99.3,2018,26.8,062057,
25041,山形県,寒河江市,89.8,8,,0.55,98.6,2018,38.9,062065,
25042,山形県,上山市,95.2,8.2,,0.49,98.5,2018,102.8,062073,
25043,山形県,村山市,92.9,11.9,,0.37,98.4,2018,105.1,062081,
25044,山形県,長井市,92.9,11.3,,0.44,98.6,2018,144.7,062090,
25045,山形県,天童市,90.7,5.3,,0.7,100.3,2018,6,062103,
25046,山形県,東根市,91.4,7.1,,0.65,97.8,2018,7.7,062111,
25047,山形県,尾花沢市,86.8,7.1,,0.29,97,2018,80.2,062120,
25048,山形県,南陽市,92.1,11.8,,0.47,99.9,2018,128,062138,
25049,山形県,山辺町,94.6,10.5,,0.39,94.4,2018,61.3,063011,
25050,山形県,中山町,95.4,10.5,,0.38,100.6,2018,125.5,063029,
25051,山形県,河北町,92.2,11.2,,0.45,98.6,2018,10.5,063215,
25052,山形県,西川町,95.3,9.1,,0.24,98.7,2018,7.8,063223,
25053,山形県,朝日町,95,4.5,,0.2,101,2018,-,063231,
25054,山形県,大江町,84.7,4.2,,0.28,96.4,2018,29.2,063240,
25055,山形県,大石田町,91.2,9.6,,0.24,98.2,2018,105.9,063410,
25056,山形県,金山町,93.3,9.1,,0.21,99,2018,56.6,063614,
25057,山形県,最上町,93,8,,0.23,100.5,2018,52,063622,
25058,山形県,舟形町,87.6,12.5,,0.21,100.2,2018,27,063631,
25059,山形県,真室川町,87.6,5.8,,0.2,98,2018,0.7,063649,
25060,山形県,大蔵村,86.2,8.1,,0.16,99.6,2018,-,063657,
25061,山形県,鮭川村,82.2,10.1,,0.18,101.5,2018,15,063665,
25062,山形県,戸沢村,81.7,8.3,,0.16,99.1,2018,91.7,063673,
25063,山形県,高畠町,91.4,9.8,,0.39,99.7,2018,122.2,063819,
25064,山形県,川西町,94.1,13.3,,0.25,98.3,2018,125.2,063827,
25065,山形県,小国町,89.8,10.7,,0.26,96.1,2018,92.6,064017,
25066,山形県,白鷹町,89.2,8.2,,0.29,97.1,2018,51.9,064025,
25067,山形県,飯豊町,86.8,7.2,,0.2,99.5,2018,70.2,064033,
25068,山形県,三川町,86.7,11.5,,0.4,97.9,2018,89.5,064262,
25069,山形県,庄内町,98.7,11.2,,0.31,96.3,2018,72.6,064289,
25070,山形県,遊佐町,87.9,8.4,,0.3,97.2,2018,49.3,064611,
25071,福島県,福島市,88.7,1.1,,0.78,102,2018,18.2,072010,
25072,福島県,会津若松市,89.9,6.2,,0.62,100.5,2018,28,072028,
25073,福島県,郡山市,88.3,5,,0.82,101.3,2018,-,072036,
25074,福島県,いわき市,84.6,7.9,,0.79,101.2,2018,17.4,072044,
25075,福島県,白河市,92.7,10.9,,0.61,99.6,2018,63,072052,
25076,福島県,須賀川市,95.5,5.9,,0.59,101.5,2018,40.8,072079,
25077,福島県,喜多方市,94.9,8.6,,0.37,101.4,2018,48.3,072087,
25078,福島県,相馬市,88.3,11.4,,0.67,101.8,2018,67.6,072095,
25079,福島県,二本松市,92.8,10.2,,0.44,98.8,2018,51.6,072109,
25080,福島県,田村市,91.6,8,,0.34,96.7,2018,12.2,072117,
25081,福島県,南相馬市,90.4,8.3,,0.67,93.3,2018,-,072125,
25082,福島県,伊達市,96.6,6.6,,0.4,97.7,2018,39.5,072133,
25083,福島県,本宮市,85.8,7.6,,0.64,99.3,2018,58.3,072141,
25084,福島県,桑折町,89.9,11.4,,0.45,100,2018,3.6,073016,
25085,福島県,国見町,88.6,6.7,,0.32,100.5,2018,60.6,073032,
25086,福島県,川俣町,90.6,3.9,,0.39,100.8,2018,37.8,073083,
25087,福島県,大玉村,88.6,6.9,,0.38,98.5,2018,12.7,073229,
25088,福島県,鏡石町,85.7,8.6,,0.6,99.8,2018,43.7,073423,
25089,福島県,天栄村,84.5,8.7,,0.33,101.3,2018,15.9,073440,
25090,福島県,下郷町,86.2,5.7,,0.38,99,2018,-,073628,
25091,福島県,檜枝岐村,89,-2.1,,0.36,97.9,2018,-,073644,
25092,福島県,只見町,81.4,3.2,,0.25,98.9,2018,-,073679,
25093,福島県,南会津町,90.8,5.2,,0.23,96.4,2018,25,073687,
25094,福島県,北塩原村,96.9,12.7,,0.24,96.1,2018,91.9,074021,
25095,福島県,西会津町,93.6,12.5,,0.21,97.9,2018,115.6,074055,
25096,福島県,磐梯町,96.8,7.9,,0.3,97.9,2018,81.9,074071,
25097,福島県,猪苗代町,90.2,10.3,,0.39,97.4,2018,58.9,074080,
25098,福島県,会津坂下町,90.2,13.7,,0.38,98,2018,97.3,074217,
25099,福島県,湯川村,92,8.2,,0.25,99.2,2018,-,074225,
25100,福島県,柳津町,80,4.3,,0.19,97,2018,-,074233,
25101,福島県,三島町,93,3.5,,0.15,98.5,2018,-,074446,
25102,福島県,金山町,84.4,4.1,,0.23,97.6,2018,-,074454,
25103,福島県,昭和村,88.8,4.4,,0.09,94.3,2018,-,074462,
25104,福島県,会津美里町,90.4,5.6,,0.27,97,2018,-,074471,
25105,福島県,西郷村,85.8,6.9,,0.89,100.7,2018,-,074616,
25106,福島県,泉崎村,81.2,8.6,,0.58,94.5,2018,-,074641,
25107,福島県,中島村,89.3,9.1,,0.32,96,2018,-,074659,
25108,福島県,矢吹町,84.1,12.5,,0.6,101.2,2018,109.2,074667,
25109,福島県,棚倉町,89.5,11.8,,0.56,99.1,2018,25,074811,
25110,福島県,矢祭町,82.3,1.2,,0.37,100.7,2018,-,074829,
25111,福島県,塙町,91.5,7.1,,0.29,97,2018,10.8,074837,
25112,福島県,鮫川村,85.4,6.3,,0.17,100.6,2018,-,074845,
25113,福島県,石川町,85.9,5,,0.43,100.7,2018,12.9,075019,
25114,福島県,玉川村,100.7,9.8,,0.39,98.4,2018,49.3,075027,
25115,福島県,平田村,85.7,8.8,,0.28,99.7,2018,96.1,075035,
25116,福島県,浅川町,84.1,7.1,,0.35,98,2018,9.8,075043,
25117,福島県,古殿町,90.1,7.4,,0.23,96.9,2018,-,075051,
25118,福島県,三春町,92.6,8.5,,0.44,97.1,2018,24.6,075213,
25119,福島県,小野町,86.1,6.7,,0.34,98.5,2018,-,075221,
25120,福島県,広野町,78.9,4.7,,1.29,99.7,2018,-,075418,
25121,福島県,楢葉町,78.8,2.8,,0.85,99.2,2018,-,075426,
25122,福島県,富岡町,99.4,4.6,,0.86,97.3,2018,-,075434,
25123,福島県,川内村,89.1,6.7,,0.3,96.2,2018,-,075442,
25124,福島県,大熊町,62,-2.4,,1.64,94.4,2018,-,075451,
25125,福島県,双葉町,85.9,7.7,,0.71,92.5,2018,-,075469,
25126,福島県,浪江町,95.5,7.7,,0.44,93,2018,-,075477,
25127,福島県,葛尾村,95.2,2.9,,0.19,91.6,2018,-,075485,
25128,福島県,新地町,88.4,9.9,,0.81,94.9,2018,-,075612,
25129,福島県,飯舘村,84.6,5.9,,0.3,100.9,2018,-,075647,
25130,茨城県,水戸市,95.5,9.3,,0.86,100,2018,121.1,082015,
25131,茨城県,日立市,92.9,-1.1,,0.84,98.5,2018,-,082023,
25132,茨城県,土浦市,89.8,6.1,,0.87,94.6,2018,69.6,082031,
25133,茨城県,古河市,91.3,8.6,,0.75,96.8,2018,70.2,082040,
25134,茨城県,石岡市,91.6,8.7,,0.61,95.9,2018,38.4,082058,
25135,茨城県,結城市,91.1,9.2,,0.72,97.8,2018,19.2,082074,
25136,茨城県,龍ケ崎市,95.6,4.8,,0.76,97.2,2018,-,082082,
25137,茨城県,下妻市,89.6,7.8,,0.68,96.3,2018,77.4,082104,
25138,茨城県,常総市,92.2,9.7,,0.73,97.2,2018,85.6,082112,
25139,茨城県,常陸太田市,92.7,2.2,,0.42,96.8,2018,-,082121,
25140,茨城県,高萩市,97.9,10.5,,0.61,98.3,2018,60.2,082147,
25141,茨城県,北茨城市,99.4,8.7,,0.69,97.5,2018,107.5,082155,
25142,茨城県,笠間市,90.2,8.2,,0.61,96.5,2018,7,082163,
25143,茨城県,取手市,96,7.5,,0.69,97.8,2018,31.4,082171,
25144,茨城県,牛久市,93.1,2.1,,0.87,95.3,2018,-,082198,
25145,茨城県,つくば市,93.3,6.3,,1.03,98.2,2018,58.2,082201,
