北九州市議会議員選挙（2001年01月28日投票）, 小倉北区選挙区,"[18, 18, 18, 18, 18, 17]"
福岡市議会議員選挙（2019年04月07日投票）, 東区選挙区,"[17, 17, 17, 17, 17, 16]"
福岡市議会議員選挙（2019年04月07日投票）, 博多区選挙区,"[11, 11, 11, 11, 11, 10]"
福岡市議会議員選挙（2019年04月07日投票）, 南区選挙区,"[16, 16, 16, 16, 16, 15]"
福岡市議会議員選挙（2019年04月07日投票）, 早良区選挙区,"[13, 13, 13, 13, 13, 12]"
筑後市議会議員補欠選挙（2017年11月19日投票）,筑後市,"[1, 1, 1, 1, 1, 0]"
大川市議会議員補欠選挙（2016年10月23日投票）,大川市,"[2, 2, 2, 2, 2, 0]"
行橋市議会議員補欠選挙（2018年02月25日投票）,行橋市,"[3, 3, 3, 3, 3, 0]"
行橋市議会議員選挙（2016年04月10日投票）,行橋市,"[23, 23, 23, 23, 23, 18]"
豊前市議会議員補欠選挙（2017年04月16日投票）,豊前市,"[2, 2, 2, 2, 2, 0]"
豊前市議会議員選挙（2016年03月27日投票）,豊前市,"[15, 15, 15, 15, 15, 11]"
中間市議会議員選挙（2017年06月18日投票）,中間市,"[19, 19, 19, 19, 19, 13]"
太宰府市議会議員選挙（2017年12月03日投票）,太宰府市,"[21, 21, 21, 21, 21, 16]"
宮若市議会議員選挙（2018年03月11日投票）,宮若市,"[20, 20, 20, 20, 20, 15]"
糸島市議会議員選挙（2018年01月28日投票）,糸島市,"[28, 28, 28, 28, 28, 14]"
那珂川町議会議員選挙（2017年03月26日投票）,那珂川町,"[20, 20, 20, 20, 20, 15]"
宇美町議会議員選挙（2018年02月25日投票）,宇美町,"[17, 17, 17, 17, 17, 9]"
篠栗町議会議員選挙（2003年04月27日投票）,篠栗町,"[18, 18, 18, 18, 18, 17]"
久山町議会議員選挙（2017年09月24日投票）,久山町,"[13, 13, 13, 13, 13, 7]"
久山町議会議員補欠選挙（2016年10月16日投票）,久山町,"[2, 2, 2, 2, 2, 0]"
粕屋町議会議員選挙（2017年04月16日投票）,粕屋町,"[19, 19, 19, 19, 19, 10]"
鞍手町議会議員補欠選挙（2010年04月11日投票）,鞍手町,"[3, 3, 3, 3, 3, 0]"
香春町議会議員選挙（2017年03月19日投票）,香春町,"[17, 17, 17, 17, 17, 9]"
赤村議会議員選挙（2017年07月09日投票）,赤村,"[15, 15, 15, 15, 15, 9]"
福智町議会議員補欠選挙（2018年03月04日投票）,福智町,"[5, 5, 5, 5, 5, 0]"
苅田町議会議員補欠選挙（2017年10月29日投票）,苅田町,"[3, 3, 3, 3, 3, 0]"
