都留市議会議員補欠選挙（2017年11月12日投票）,都留市,"[3, 3, 3, 3, 3, 0]"
山梨市議会議員選挙（2017年04月16日投票）,山梨市,"[19, 19, 19, 19, 19, 13]"
甲斐市議会議員補欠選挙（2016年09月18日投票）,甲斐市,"[2, 2, 2, 2, 2, 0]"
甲斐市議会議員選挙（2010年04月16日投票）,甲斐市,"[25, 25, 25, 25, 25, 0]"
上野原市議会議員補欠選挙（2017年02月19日投票）,上野原市,"[2, 2, 2, 2, 2, 0]"
甲州市議会議員選挙（2017年11月12日投票）,甲州市,"[18, 18, 18, 18, 18, 10]"
身延町議会議員選挙（2017年10月22日投票）,身延町,"[15, 15, 15, 15, 15, 11]"
南部町議会議員選挙（2016年10月23日投票）,南部町,"[14, 14, 14, 14, 14, 7]"
富士川町議会議員選挙（2010年04月25日投票）,富士川町,"[18, 18, 18, 18, 18, 16]"
道志村議会議員選挙（2016年04月24日投票）,道志村,"[11, 11, 11, 11, 11, 5]"
西桂町議会議員選挙（2016年11月13日投票）,西桂町,"[12, 12, 12, 12, 12, 6]"
富士河口湖町議会議員選挙（2017年10月01日投票）,富士河口湖町,"[19, 19, 19, 19, 19, 12]"
