鶴岡市議会議員選挙（2017年10月15日投票）,鶴岡市,"[34, 34, 34, 34, 34, 23]"
酒田市議会議員選挙（2017年10月29日投票）,酒田市,"[35, 35, 35, 35, 35, 25]"
新庄市議会議員選挙（2019年04月21日投票）,新庄市,"[20, 20, 20, 20, 20, 0]"
村山市議会議員補欠選挙（2017年09月03日投票）,村山市,"[2, 2, 2, 2, 2, 0]"
南陽市議会議員選挙（2016年03月27日投票）,南陽市,"[18, 18, 18, 18, 18, 15]"
朝日町議会議員補欠選挙（2016年11月27日投票）,朝日町,"[1, 1, 1, 1, 1, 0]"
真室川町議会議員選挙（2017年03月26日投票）,真室川町,"[11, 11, 11, 11, 11, 8]"
鮭川村議会議員補欠選挙（2018年03月25日投票）,鮭川村,"[1, 1, 1, 1, 1, 0]"
高畠町議会議員補欠選挙（2018年04月15日投票）,高畠町,"[1, 1, 1, 1, 1, 0]"
三川町議会議員選挙（2017年02月05日投票）,三川町,"[11, 11, 11, 11, 11, 8]"
