新潟市議会議員選挙（2007年04月08日投票）, 東区選挙区,"[13, 13, 13, 13, 13, 12]"
長岡市議会議員補欠選挙（2016年10月16日投票）,長岡市,"[1, 1, 1, 1, 1, 0]"
長岡市議会議員増員選挙（2010年04月25日投票）,長岡市,"[4, 4, 4, 4, 4, 0]"
三条市議会議員選挙（2018年04月22日投票）,三条市,"[25, 25, 25, 25, 25, 24]"
村上市議会議員選挙（2016年04月17日投票）,村上市,"[30, 30, 30, 30, 30, 21]"
糸魚川市議会議員選挙（2017年04月16日投票）,糸魚川市,"[22, 22, 22, 22, 22, 15]"
五泉市議会議員補欠選挙（2018年01月21日投票）,五泉市,"[1, 1, 1, 1, 1, 0]"
上越市議会議員選挙（2016年04月24日投票）,上越市,"[34, 34, 34, 34, 34, 25]"
佐渡市議会議員選挙（2016年04月10日投票）,佐渡市,"[25, 25, 25, 25, 25, 20]"
魚沼市議会議員選挙（2017年06月25日投票）,魚沼市,"[22, 22, 22, 22, 22, 15]"
南魚沼市議会議員選挙（2017年10月22日投票）,南魚沼市,"[25, 25, 25, 25, 25, 17]"
南魚沼市議会議員補欠選挙（2016年11月20日投票）,南魚沼市,"[4, 4, 4, 4, 4, 0]"
胎内市議会議員補欠選挙（2017年09月17日投票）,胎内市,"[1, 1, 1, 1, 1, 0]"
弥彦村議会議員補欠選挙（2016年07月10日投票）,弥彦村,"[4, 4, 4, 4, 4, 0]"
阿賀町議会議員選挙（2017年04月23日投票）,阿賀町,"[15, 15, 15, 15, 15, 11]"
出雲崎町議会議員選挙（2017年05月21日投票）,出雲崎町,"[10, 10, 10, 10, 10, 7]"
湯沢町議会議員選挙（2019年04月21日投票）,湯沢町,"[12, 12, 12, 12, 12, 9]"
