広島市議会議員補欠選挙（2018年03月18日投票）,広島市,"[2, 2, 2, 2, 2, 0]"
福山市議会議員選挙（2016年04月10日投票）,福山市,"[44, 44, 44, 44, 44, 30]"
三次市議会議員選挙（2016年04月03日投票）,三次市,"[27, 27, 27, 27, 27, 19]"
江田島市議会議員選挙（2017年10月01日投票）,江田島市,"[19, 19, 19, 19, 19, 12]"
府中町議会議員選挙（2016年09月25日投票）,府中町,"[22, 22, 22, 22, 22, 14]"
海田町議会議員選挙（2017年03月26日投票）,海田町,"[17, 17, 17, 17, 17, 13]"
安芸太田町議会議員選挙（2017年03月26日投票）,安芸太田町,"[16, 16, 16, 16, 16, 8]"
北広島町議会議員選挙（2017年03月05日投票）,北広島町,"[17, 17, 17, 17, 17, 11]"
大崎上島町議会議員選挙（2017年03月26日投票）,大崎上島町,"[13, 13, 13, 13, 13, 9]"
世羅町議会議員選挙（2016年10月23日投票）,世羅町,"[15, 15, 15, 15, 15, 8]"
神石高原町議会議員選挙（2016年11月20日投票）,神石高原町,"[12, 12, 12, 12, 12, 10]"
