京都市議会議員選挙（2011年04月10日投票）, 伏見区選挙区,"[20, 20, 20, 20, 20, 19]"
長岡京市議会議員選挙（2017年10月01日投票）,長岡京市,"[29, 29, 29, 29, 29, 16]"
八幡市議会議員補欠選挙（2016年02月14日投票）,八幡市,"[4, 4, 4, 4, 4, 1]"
京丹後市議会議員選挙（2016年04月24日投票）,京丹後市,"[26, 26, 26, 26, 26, 12]"
南丹市議会議員選挙（2018年02月11日投票）,南丹市,"[23, 23, 23, 23, 23, 13]"
宇治田原町議会議員選挙（2016年11月06日投票）,宇治田原町,"[14, 14, 14, 14, 14, 8]"
笠置町議会議員選挙（2016年10月23日投票）,笠置町,"[9, 9, 9, 9, 9, 5]"
笠置町議会議員補欠選挙（2016年03月20日投票）,笠置町,"[1, 1, 1, 1, 1, 0]"
精華町議会議員選挙（2017年05月14日投票）,精華町,"[23, 23, 23, 23, 23, 15]"
南山城村議会議員選挙（2016年03月27日投票）,南山城村,"[11, 11, 11, 11, 11, 5]"
京丹波町議会議員選挙（2017年11月05日投票）,京丹波町,"[17, 17, 17, 17, 17, 11]"
