神戸市議会議員選挙（2019年04月07日投票）, 兵庫区選挙区,"[9, 9, 9, 9, 9, 8]"
神戸市議会議員補欠選挙（2018年02月04日投票）,神戸市,"[5, 5, 5, 5, 5, 0]"
神戸市議会議員補欠選挙（2017年10月22日投票）, 東灘区選挙区,"[5, 5, 5, 5, 5, 0]"
神戸市議会議員補欠選挙（2017年10月22日投票）, 中央区選挙区,"[5, 5, 5, 5, 5, 0]"
神戸市議会議員補欠選挙（2017年10月22日投票）, 垂水区選挙区,"[5, 5, 5, 5, 5, 0]"
神戸市議会議員補欠選挙（2017年10月22日投票）, 神戸市西区,"[10, 10, 10, 10, 10, 0]"
尼崎市議会議員選挙（2017年06月04日投票）,尼崎市,"[61, 61, 61, 61, 61, 37]"
洲本市議会議員選挙（2018年03月11日投票）,洲本市,"[19, 19, 19, 19, 19, 14]"
豊岡市議会議員選挙（2017年10月22日投票）,豊岡市,"[25, 25, 25, 25, 25, 17]"
豊岡市議会議員補欠選挙（2017年04月23日投票）,豊岡市,"[1, 1, 1, 1, 1, 0]"
西脇市議会議員選挙（2017年10月22日投票）,西脇市,"[19, 19, 19, 19, 19, 13]"
川西市議会議員選挙（2014年10月19日投票）,川西市,"[32, 32, 32, 32, 32, 31]"
篠山市議会議員選挙（2016年04月24日投票）,丹波篠山市,"[20, 20, 20, 20, 20, 14]"
朝来市議会議員選挙（2017年10月22日投票）,朝来市,"[19, 19, 19, 19, 19, 11]"
淡路市議会議員選挙（2017年07月02日投票）,淡路市,"[25, 25, 25, 25, 25, 16]"
多可町議会議員選挙（2017年11月19日投票）,多可町,"[14, 14, 14, 14, 14, 9]"
福崎町議会議員選挙（2017年04月23日投票）,福崎町,"[15, 15, 15, 15, 15, 10]"
太子町議会議員補欠選挙（2016年07月10日投票）,太子町,"[3, 3, 3, 3, 3, 0]"
上郡町議会議員選挙（2017年07月02日投票）,上郡町,"[11, 11, 11, 11, 11, 9]"
香美町議会議員選挙（2017年04月30日投票）,香美町,"[16, 16, 16, 16, 16, 14]"
新温泉町議会議員選挙（2017年10月29日投票）,新温泉町,"[18, 18, 18, 18, 18, 9]"
