富山市議会議員補欠選挙（2016年11月06日投票）,富山市,"[25, 25, 25, 25, 25, 0]"
高岡市議会議員選挙（2017年10月22日投票）,高岡市,"[34, 34, 34, 34, 34, 22]"
魚津市議会議員選挙（2004年04月18日投票）,魚津市,"[21, 21, 21, 21, 21, 20]"
魚津市議会議員選挙（2000年04月23日投票）,魚津市,"[27, 27, 27, 27, 27, 26]"
滑川市議会議員選挙（2017年11月12日投票）,滑川市,"[15, 15, 15, 15, 15, 12]"
砺波市議会議員選挙（2009年04月19日投票）,砺波市,"[22, 22, 22, 22, 22, 21]"
砺波市議会議員選挙（2004年04月18日投票）,砺波市,"[20, 20, 20, 20, 20, 19]"
小矢部市議会議員選挙（2006年08月06日投票）,小矢部市,"[18, 18, 18, 18, 18, 17]"
射水市議会議員選挙（2017年11月19日投票）,射水市,"[22, 22, 22, 22, 22, 18]"
上市町議会議員選挙（2017年10月01日投票）,上市町,"[14, 14, 14, 14, 14, 9]"
立山町議会議員選挙（2018年01月28日投票）,立山町,"[16, 16, 16, 16, 16, 12]"
入善町議会議員選挙（2017年10月15日投票）,入善町,"[15, 15, 15, 15, 15, 8]"
