鳴門市議会議員選挙（2017年11月26日投票）,鳴門市,"[26, 26, 26, 26, 26, 20]"
阿南市議会議員選挙（2017年11月12日投票）,阿南市,"[29, 29, 29, 29, 29, 20]"
吉野川市議会議員選挙（2017年05月14日投票）,吉野川市,"[21, 21, 21, 21, 21, 19]"
三好市議会議員選挙（2010年04月11日投票）,三好市,"[28, 28, 28, 28, 28, 0]"
佐那河内村議会議員補欠選挙（2010年07月04日投票）,佐那河内村,"[3, 3, 3, 3, 3, 0]"
那賀町議会議員選挙（2017年10月22日投票）,那賀町,"[17, 17, 17, 17, 17, 12]"
牟岐町議会議員選挙（2007年04月22日投票）,牟岐町,"[10, 10, 10, 10, 10, 4]"
北島町議会議員補欠選挙（2018年01月21日投票）,北島町,"[1, 1, 1, 1, 1, 0]"
藍住町議会議員選挙（2016年02月14日投票）,藍住町,"[19, 19, 19, 19, 19, 12]"
つるぎ町議会議員補欠選挙（2017年03月19日投票）,つるぎ町,"[2, 2, 2, 2, 2, 0]"
