津市議会議員選挙（2018年01月28日投票）,津市,"[40, 40, 40, 40, 40, 30]"
伊勢市議会議員選挙（2017年10月29日投票）,伊勢市,"[30, 30, 30, 30, 30, 22]"
松阪市議会議員選挙（2017年07月23日投票）,松阪市,"[32, 32, 32, 32, 32, 16]"
名張市議会議員選挙（2010年08月29日投票）,名張市,"[26, 26, 26, 26, 26, 20]"
尾鷲市議会議員選挙（2017年06月11日投票）,尾鷲市,"[18, 18, 18, 18, 18, 12]"
亀山市議会議員選挙（2010年10月24日投票）,亀山市,"[26, 26, 26, 26, 26, 22]"
鳥羽市議会議員補欠選挙（2017年04月16日投票）,鳥羽市,"[2, 2, 2, 2, 2, 0]"
いなべ市議会議員選挙（2017年11月19日投票）,いなべ市,"[23, 23, 23, 23, 23, 16]"
志摩市議会議員選挙（2017年10月22日投票）,志摩市,"[23, 23, 23, 23, 23, 13]"
志摩市議会議員補欠選挙（2016年10月23日投票）,志摩市,"[3, 3, 3, 3, 3, 0]"
木曽岬町議会議員選挙（2017年04月23日投票）,木曽岬町,"[10, 10, 10, 10, 10, 5]"
東員町議会議員選挙（2016年02月07日投票）,東員町,"[21, 21, 21, 21, 21, 13]"
菰野町議会議員選挙（2016年10月30日投票）,菰野町,"[22, 22, 22, 22, 22, 16]"
大台町議会議員選挙（2018年01月28日投票）,大台町,"[14, 14, 14, 14, 14, 6]"
大紀町議会議員選挙（2017年02月26日投票）,大紀町,"[17, 17, 17, 17, 17, 16]"
紀北町議会議員補欠選挙（2017年10月22日投票）,紀北町,"[3, 3, 3, 3, 3, 0]"
紀北町議会議員選挙（2010年11月07日投票）,紀北町,"[28, 28, 28, 28, 28, 18]"
御浜町議会議員選挙（2017年11月19日投票）,御浜町,"[11, 11, 11, 11, 11, 10]"
