千葉市議会議員選挙（2011年04月10日投票）, 若葉区,"[11, 11, 11, 11, 11, 10]"
市川市議会議員補欠選挙（2017年11月26日投票）,市川市,"[6, 6, 6, 6, 6, 0]"
船橋市議会議員補欠選挙（2017年06月18日投票）,船橋市,"[6, 6, 6, 6, 6, 0]"
野田市議会議員補欠選挙（2016年06月12日投票）,野田市,"[5, 5, 5, 5, 5, 0]"
茂原市議会議員補欠選挙（2016年04月24日投票）,茂原市,"[7, 7, 7, 7, 7, 2]"
旭市議会議員選挙（2017年12月17日投票）,旭市,"[23, 23, 23, 23, 23, 17]"
富津市議会議員選挙（2016年04月17日投票）,富津市,"[22, 22, 22, 22, 22, 14]"
四街道市議会議員選挙（2016年02月28日投票）,四街道市,"[26, 26, 26, 26, 26, 16]"
袖ヶ浦市議会議員選挙（2016年10月16日投票）,袖ヶ浦市,"[29, 29, 29, 29, 29, 28]"
いすみ市議会議員補欠選挙（2017年11月26日投票）,いすみ市,"[3, 3, 3, 3, 3, 0]"
栄町議会議員選挙（2016年04月17日投票）,栄町,"[16, 16, 16, 16, 16, 12]"
芝山町議会議員選挙（2016年02月14日投票）,芝山町,"[14, 14, 14, 14, 14, 12]"
長南町議会議員補欠選挙（2018年01月21日投票）,長南町,"[2, 2, 2, 2, 2, 0]"
