松江市議会議員選挙（2017年04月16日投票）,松江市,"[41, 41, 41, 41, 41, 29]"
浜田市議会議員選挙（2017年10月15日投票）,浜田市,"[27, 27, 27, 27, 27, 19]"
出雲市議会議員選挙（2017年04月09日投票）,出雲市,"[35, 35, 35, 35, 35, 33]"
益田市議会議員補欠選挙（2016年07月24日投票）,益田市,"[2, 2, 2, 2, 2, 0]"
安来市議会議員選挙（2017年10月29日投票）,安来市,"[23, 23, 23, 23, 23, 14]"
江津市議会議員選挙（2010年05月30日投票）,江津市,"[21, 21, 21, 21, 21, 0]"
奥出雲町議会議員選挙（2017年04月23日投票）,奥出雲町,"[15, 15, 15, 15, 15, 10]"
飯南町議会議員選挙（2017年07月23日投票）,飯南町,"[12, 12, 12, 12, 12, 8]"
川本町議会議員選挙（2016年04月17日投票）,川本町,"[10, 10, 10, 10, 10, 7]"
美郷町議会議員選挙（2017年07月23日投票）,美郷町,"[14, 14, 14, 14, 14, 11]"
美郷町議会議員補欠選挙（2016年10月09日投票）,美郷町,"[2, 2, 2, 2, 2, 0]"
邑南町議会議員選挙（2017年04月16日投票）,邑南町,"[17, 17, 17, 17, 17, 15]"
津和野町議会議員選挙（2010年04月25日投票）,津和野町,"[19, 19, 19, 19, 19, 0]"
吉賀町議会議員選挙（2017年10月22日投票）,吉賀町,"[13, 13, 13, 13, 13, 10]"
西ノ島町議会議員選挙（2017年02月12日投票）,西ノ島町,"[10, 10, 10, 10, 10, 8]"
知夫村議会議員補欠選挙（2016年10月30日投票）,知夫村,"[1, 1, 1, 1, 1, 0]"
隠岐の島町議会議員選挙（2017年04月16日投票）,隠岐の島町,"[17, 17, 17, 17, 17, 11]"
隠岐の島町議会議員補欠選挙（2016年10月16日投票）,隠岐の島町,"[1, 1, 1, 1, 1, 0]"
