奈良市議会議員選挙（2017年07月09日投票）,奈良市,"[50, 50, 50, 50, 50, 35]"
五條市議会議員選挙（2017年11月19日投票）,五條市,"[18, 18, 18, 18, 18, 11]"
葛城市議会議員選挙（2017年10月22日投票）,葛城市,"[19, 19, 19, 19, 19, 11]"
葛城市議会議員補欠選挙（2016年10月23日投票）,葛城市,"[1, 1, 1, 1, 1, 0]"
山添村議会議員選挙（2017年09月03日投票）,山添村,"[11, 11, 11, 11, 11, 7]"
安堵町議会議員補欠選挙（2018年03月04日投票）,安堵町,"[3, 3, 3, 3, 3, 0]"
田原本町議会議員選挙（2017年09月10日投票）,田原本町,"[17, 17, 17, 17, 17, 10]"
御杖村議会議員選挙（2017年04月16日投票）,御杖村,"[8, 8, 8, 8, 8, 4]"
高取町議会議員選挙（2017年06月25日投票）,高取町,"[9, 9, 9, 9, 9, 6]"
明日香村議会議員選挙（2017年06月04日投票）,明日香村,"[10, 10, 10, 10, 10, 8]"
上牧町議会議員選挙（2019年04月21日投票）,上牧町,"[12, 12, 12, 12, 12, 0]"
広陵町議会議員選挙（2016年04月03日投票）,広陵町,"[16, 16, 16, 16, 16, 13]"
天川村議会議員選挙（2016年11月27日投票）,天川村,"[8, 8, 8, 8, 8, 6]"
野迫川村議会議員選挙（2019年04月21日投票）,野迫川村,"[8, 8, 8, 8, 8, 0]"
野迫川村議会議員補欠選挙（2010年05月30日投票）,野迫川村,"[1, 1, 1, 1, 1, 0]"
