宮崎市議会議員補欠選挙（2018年01月28日投票）,宮崎市,"[6, 6, 6, 6, 6, 0]"
宮崎市議会議員補欠選挙（2014年01月26日投票）,宮崎市,"[5, 5, 5, 5, 5, 4]"
宮崎市議会議員選挙（2007年04月22日投票）,宮崎市,"[66, 66, 66, 66, 66, 65]"
都城市議会議員選挙（2018年01月28日投票）,都城市,"[35, 35, 35, 35, 35, 23]"
都城市議会議員補欠選挙（2016年11月13日投票）,都城市,"[4, 4, 4, 4, 4, 0]"
串間市議会議員補欠選挙（2017年10月08日投票）,串間市,"[3, 3, 3, 3, 3, 0]"
えびの市議会議員選挙（2017年09月24日投票）,えびの市,"[18, 18, 18, 18, 18, 11]"
国富町議会議員選挙（2017年04月23日投票）,国富町,"[14, 14, 14, 14, 14, 9]"
高鍋町議会議員選挙（2014年11月16日投票）,高鍋町,"[18, 18, 18, 18, 18, 13]"
新富町議会議員補欠選挙（2018年02月25日投票）,新富町,"[2, 2, 2, 2, 2, 0]"
美郷町議会議員選挙（2018年02月04日投票）,美郷町,"[14, 14, 14, 14, 14, 8]"
高千穂町議会議員選挙（2017年09月13日投票）,高千穂町,"[17, 17, 17, 17, 17, 13]"
五ヶ瀬町議会議員選挙（2017年07月30日投票）,五ヶ瀬町,"[10, 10, 10, 10, 10, 9]"
