石巻市議会議員選挙（2018年05月20日投票）,石巻市,"[38, 38, 38, 38, 38, 37]"
石巻市議会議員選挙（2010年05月23日投票）,石巻市,"[39, 39, 39, 39, 39, 0]"
白石市議会議員補欠選挙（2016年10月23日投票）,白石市,"[2, 2, 2, 2, 2, 0]"
蔵王町議会議員選挙（2016年02月28日投票）,蔵王町,"[16, 16, 16, 16, 16, 11]"
大河原町議会議員選挙（2017年04月16日投票）,大河原町,"[16, 16, 16, 16, 16, 14]"
柴田町議会議員選挙（2017年03月26日投票）,柴田町,"[19, 19, 19, 19, 19, 14]"
川崎町議会議員選挙（2016年03月27日投票）,川崎町,"[17, 17, 17, 17, 17, 12]"
松島町議会議員選挙（2017年12月03日投票）,松島町,"[15, 15, 15, 15, 15, 13]"
利府町議会議員補欠選挙（2018年02月18日投票）,利府町,"[2, 2, 2, 2, 2, 0]"
大和町議会議員選挙（2016年03月27日投票）,大和町,"[19, 19, 19, 19, 19, 14]"
大郷町議会議員補欠選挙（2017年08月27日投票）,大郷町,"[1, 1, 1, 1, 1, 0]"
美里町議会議員選挙（2018年01月21日投票）,美里町,"[17, 17, 17, 17, 17, 14]"
南三陸町議会議員選挙（2017年10月22日投票）,南三陸町,"[16, 16, 16, 16, 16, 12]"
