ele_ymd,election,prefecture,municipality,district,name_kanji,name_kana,age,gen,status,job,circle,win,n_votes,voting_ymd,year,month,day,kokuji_ymd,e_voting_rate,e_seats_target,e_n_candidates,e_competitive_ratio,e_all_voter,e_male_all_voter,e_female_all_voter,e_change_all_voter,e_reason,e_pre_v_rate,e_pre_seats_t,e_pre_n_cand,e_pre_compe_rate,d_voting_rate,d_seats_target,d_n_candidates,d_competitive_ratio,d_all_voter,d_male_all_voter,d_female_all_voter,d_change_all_voter,d_reason,d_pre_v_rate,d_pre_seats_t,d_pre_n_cand,d_pre_compe_rate
秋田市議会議員補欠選挙（2021年04月04日投票）,秋田市議会議員補欠選挙,秋田県,秋田市,秋田市,山崎 宗雄,ヤマザキ ムネオ,67,男,新人,ジャーナリスト,無所属,True,61329.0,20210404,2021,4,4,20210328,52.54,1,2,2.0,259148,120193,138955,nan,辞職,nan,nan,nan,nan,52.54,1,2,2.0,259148,120193,138955,nan,辞職,nan,nan,nan,nan
秋田市議会議員補欠選挙（2021年04月04日投票）,秋田市議会議員補欠選挙,秋田県,秋田市,秋田市,いいむれ かつとし,イイムレ カツトシ,28,男,新人,無職,無所属,False,57501.0,20210404,2021,4,4,20210328,52.54,1,2,2.0,259148,120193,138955,nan,辞職,nan,nan,nan,nan,52.54,1,2,2.0,259148,120193,138955,nan,辞職,nan,nan,nan,nan
秋田市議会議員選挙（2019年04月21日投票）,秋田市議会議員選挙,秋田県,秋田市,秋田市,ごとう 良,ゴトウ リョウ,nan,男,,,無所属,True,4682.0,20190421,2019,4,21,20190414,44.92,36,46,1.2777777777777777,261209,nan,nan,nan,任期満了,47.61,nan,nan,nan,44.92,36,46,1.2777777777777777,261209,nan,nan,nan,任期満了,47.61,nan,nan,nan
秋田市議会議員選挙（2019年04月21日投票）,秋田市議会議員選挙,秋田県,秋田市,秋田市,おぎわら 貴幸,オギワラ タカユキ,nan,男,,,無所属,True,4028.0,20190421,2019,4,21,20190414,44.92,36,46,1.2777777777777777,261209,nan,nan,nan,任期満了,47.61,nan,nan,nan,44.92,36,46,1.2777777777777777,261209,nan,nan,nan,任期満了,47.61,nan,nan,nan
秋田市議会議員選挙（2019年04月21日投票）,秋田市議会議員選挙,秋田県,秋田市,秋田市,小木田 きみお,コギタ キミオ,nan,男,,,無所属,True,3692.0,20190421,2019,4,21,20190414,44.92,36,46,1.2777777777777777,261209,nan,nan,nan,任期満了,47.61,nan,nan,nan,44.92,36,46,1.2777777777777777,261209,nan,nan,nan,任期満了,47.61,nan,nan,nan
秋田市議会議員選挙（2019年04月21日投票）,秋田市議会議員選挙,秋田県,秋田市,秋田市,菅原 たくや,スガワラ タクヤ,nan,男,,,自由民主党,True,3593.0,20190421,2019,4,21,20190414,44.92,36,46,1.2777777777777777,261209,nan,nan,nan,任期満了,47.61,nan,nan,nan,44.92,36,46,1.2777777777777777,261209,nan,nan,nan,任期満了,47.61,nan,nan,nan
秋田市議会議員選挙（2019年04月21日投票）,秋田市議会議員選挙,秋田県,秋田市,秋田市,たけうち 伸文,タケウチ ノブフミ,nan,男,,,無所属,True,3392.0,20190421,2019,4,21,20190414,44.92,36,46,1.2777777777777777,261209,nan,nan,nan,任期満了,47.61,nan,nan,nan,44.92,36,46,1.2777777777777777,261209,nan,nan,nan,任期満了,47.61,nan,nan,nan
秋田市議会議員選挙（2019年04月21日投票）,秋田市議会議員選挙,秋田県,秋田市,秋田市,くまがい 重隆,クマガイ シゲタカ,nan,男,,,自由民主党,True,3384.0,20190421,2019,4,21,20190414,44.92,36,46,1.2777777777777777,261209,nan,nan,nan,任期満了,47.61,nan,nan,nan,44.92,36,46,1.2777777777777777,261209,nan,nan,nan,任期満了,47.61,nan,nan,nan
秋田市議会議員選挙（2019年04月21日投票）,秋田市議会議員選挙,秋田県,秋田市,秋田市,工藤 新一,クドウ シンイチ,nan,男,,,社会民主党,True,3187.0,20190421,2019,4,21,20190414,44.92,36,46,1.2777777777777777,261209,nan,nan,nan,任期満了,47.61,nan,nan,nan,44.92,36,46,1.2777777777777777,261209,nan,nan,nan,任期満了,47.61,nan,nan,nan
秋田市議会議員選挙（2019年04月21日投票）,秋田市議会議員選挙,秋田県,秋田市,秋田市,藤枝 隆博,フジエダ タカヒロ,nan,男,,,無所属,True,3145.0,20190421,2019,4,21,20190414,44.92,36,46,1.2777777777777777,261209,nan,nan,nan,任期満了,47.61,nan,nan,nan,44.92,36,46,1.2777777777777777,261209,nan,nan,nan,任期満了,47.61,nan,nan,nan
