,ele_ID,prefecture_x,municipality_x,ymd,year,month,day,kokuji_dt,time_pm,pres_pm,nendo,kokuji_f1
927,佐賀県伊万里市議会議員選挙（2007年04月22日投票）,佐賀県,伊万里市,20070422.0,2007,4.0,22.0,2007-04-15,佐賀県伊万里市,佐賀県伊万里市,2007.0,2011-04-17
928,宮崎県串間市議会議員選挙（2007年04月22日投票）,宮崎県,串間市,20070422.0,2007,4.0,22.0,2007-04-15,宮崎県串間市,宮崎県串間市,2007.0,2011-04-17
929,長野県諏訪市議会議員選挙（2007年04月22日投票）,長野県,諏訪市,20070422.0,2007,4.0,22.0,2007-04-15,長野県諏訪市,長野県諏訪市,2007.0,2011-04-17
930,東京都練馬区議会議員選挙（2007年04月22日投票）,東京都,練馬区,20070422.0,2007,4.0,22.0,2007-04-15,東京都練馬区,東京都練馬区,2007.0,2011-04-17
931,山形県新庄市議会議員選挙（2007年04月22日投票）,山形県,新庄市,20070422.0,2007,4.0,22.0,2007-04-15,山形県新庄市,山形県新庄市,2007.0,2011-04-17
932,千葉県成田市議会議員選挙（2007年04月22日投票）,千葉県,成田市,20070422.0,2007,4.0,22.0,2007-04-15,千葉県成田市,千葉県成田市,2007.0,2011-04-17
933,埼玉県羽生市議会議員選挙（2007年04月22日投票）,埼玉県,羽生市,20070422.0,2007,4.0,22.0,2007-04-15,埼玉県羽生市,埼玉県羽生市,2007.0,2011-04-17
934,茨城県水戸市議会議員選挙（2007年04月22日投票）,茨城県,水戸市,20070422.0,2007,4.0,22.0,2007-04-15,茨城県水戸市,茨城県水戸市,2007.0,2011-05-22
935,東京都狛江市議会議員選挙（2007年04月22日投票）,東京都,狛江市,20070422.0,2007,4.0,22.0,2007-04-15,東京都狛江市,東京都狛江市,2007.0,2011-04-17
936,北海道三笠市議会議員選挙（2007年04月22日投票）,北海道,三笠市,20070422.0,2007,4.0,22.0,2007-04-15,北海道三笠市,北海道三笠市,2007.0,2011-04-17
937,愛知県江南市議会議員選挙（2007年04月22日投票）,愛知県,江南市,20070422.0,2007,4.0,22.0,2007-04-15,愛知県江南市,愛知県江南市,2007.0,2011-04-17
938,福岡県朝倉市議会議員選挙（2007年04月22日投票）,福岡県,朝倉市,20070422.0,2007,4.0,22.0,2007-04-15,福岡県朝倉市,福岡県朝倉市,2007.0,2011-04-17
939,兵庫県相生市議会議員選挙（2007年04月22日投票）,兵庫県,相生市,20070422.0,2007,4.0,22.0,2007-04-15,兵庫県相生市,兵庫県相生市,2007.0,2011-04-17
940,兵庫県加西市議会議員選挙（2007年04月22日投票）,兵庫県,加西市,20070422.0,2007,4.0,22.0,2007-04-15,兵庫県加西市,兵庫県加西市,2007.0,2011-05-15
941,佐賀県基山町議会議員選挙（2007年04月22日投票）,佐賀県,基山町,20070422.0,2007,4.0,22.0,2007-04-17,佐賀県基山町,佐賀県基山町,2007.0,2011-04-19
942,東京都檜原村議会議員選挙（2007年04月22日投票）,東京都,檜原村,20070422.0,2007,4.0,22.0,2007-04-17,東京都檜原村,東京都檜原村,2007.0,2011-04-19
943,青森県東通村議会議員選挙（2007年04月22日投票）,青森県,東通村,20070422.0,2007,4.0,22.0,2007-04-17,青森県東通村,青森県東通村,2007.0,2011-04-19
944,東京都御蔵島村議会議員選挙（2007年04月22日投票）,東京都,御蔵島村,20070422.0,2007,4.0,22.0,2007-04-17,東京都御蔵島村,東京都御蔵島村,2007.0,2011-04-19
945,東京都小笠原村議会議員選挙（2007年04月22日投票）,東京都,小笠原村,20070422.0,2007,4.0,22.0,2007-04-17,東京都小笠原村,東京都小笠原村,2007.0,2011-04-19
946,広島県坂町議会議員選挙（2007年04月22日投票）,広島県,坂町,20070422.0,2007,4.0,22.0,2007-04-17,広島県坂町,広島県坂町,2007.0,2011-04-19
947,青森県田子町議会議員選挙（2007年04月22日投票）,青森県,田子町,20070422.0,2007,4.0,22.0,2007-04-17,青森県田子町,青森県田子町,2007.0,2011-04-19
948,宮城県富谷町議会議員選挙（2007年04月22日投票）,宮城県,富谷市,20070422.0,2007,4.0,22.0,2007-04-17,宮城県富谷町,宮城県富谷市,2007.0,2011-09-07
949,埼玉県北本市議会議員選挙（2007年04月22日投票）,埼玉県,北本市,20070422.0,2007,4.0,22.0,2007-04-15,埼玉県北本市,埼玉県北本市,2007.0,2011-04-17
950,長崎県長崎市議会議員選挙（2007年04月22日投票）,長崎県,長崎市,20070422.0,2007,4.0,22.0,2007-04-15,長崎県長崎市,長崎県長崎市,2007.0,2011-04-17
951,兵庫県伊丹市議会議員選挙（2007年04月22日投票）,兵庫県,伊丹市,20070422.0,2007,4.0,22.0,2007-04-15,兵庫県伊丹市,兵庫県伊丹市,2007.0,2011-04-17
952,埼玉県蓮田市議会議員選挙（2007年04月22日投票）,埼玉県,蓮田市,20070422.0,2007,4.0,22.0,2007-04-15,埼玉県蓮田市,埼玉県蓮田市,2007.0,2011-04-17
953,福岡県中間市議会議員選挙（2007年04月22日投票）,福岡県,中間市,20070422.0,2007,4.0,22.0,2007-04-15,福岡県中間市,福岡県中間市,2007.0,2011-04-17
954,滋賀県彦根市議会議員選挙（2007年04月22日投票）,滋賀県,彦根市,20070422.0,2007,4.0,22.0,2007-04-15,滋賀県彦根市,滋賀県彦根市,2007.0,2011-04-17
955,愛知県犬山市議会議員選挙（2007年04月22日投票）,愛知県,犬山市,20070422.0,2007,4.0,22.0,2007-04-15,愛知県犬山市,愛知県犬山市,2007.0,2011-04-17
956,東京都渋谷区議会議員選挙（2007年04月22日投票）,東京都,渋谷区,20070422.0,2007,4.0,22.0,2007-04-15,東京都渋谷区,東京都渋谷区,2007.0,2011-04-17
957,大阪府泉大津市議会議員選挙（2007年04月22日投票）,大阪府,泉大津市,20070422.0,2007,4.0,22.0,2007-04-15,大阪府泉大津市,大阪府泉大津市,2007.0,2011-04-17
958,青森県黒石市議会議員選挙（2007年04月22日投票）,青森県,黒石市,20070422.0,2007,4.0,22.0,2007-04-15,青森県黒石市,青森県黒石市,2007.0,2011-04-17
959,岩手県盛岡市議会議員選挙（2007年04月22日投票）,岩手県,盛岡市,20070422.0,2007,4.0,22.0,2007-04-15,岩手県盛岡市,岩手県盛岡市,2007.0,2011-08-21
960,鹿児島県垂水市議会議員選挙（2007年04月22日投票）,鹿児島県,垂水市,20070422.0,2007,4.0,22.0,2007-04-15,鹿児島県垂水市,鹿児島県垂水市,2007.0,2011-04-17
961,大阪府藤井寺市議会議員選挙（2007年04月22日投票）,大阪府,藤井寺市,20070422.0,2007,4.0,22.0,2007-04-15,大阪府藤井寺市,大阪府藤井寺市,2007.0,2011-04-17
962,兵庫県西宮市議会議員選挙（2007年04月22日投票）,兵庫県,西宮市,20070422.0,2007,4.0,22.0,2007-04-15,兵庫県西宮市,兵庫県西宮市,2007.0,2011-04-17
963,大阪府高石市議会議員選挙（2007年04月22日投票）,大阪府,高石市,20070422.0,2007,4.0,22.0,2007-04-15,大阪府高石市,大阪府高石市,2007.0,2011-04-17
964,埼玉県川口市議会議員選挙（2007年04月22日投票）,埼玉県,川口市,20070422.0,2007,4.0,22.0,2007-04-15,埼玉県川口市,埼玉県川口市,2007.0,2011-04-17
965,栃木県栃木市議会議員選挙（2007年04月22日投票）,栃木県,栃木市,20070422.0,2007,4.0,22.0,2007-04-15,栃木県栃木市,栃木県栃木市,2007.0,2010-04-18
966,徳島県小松島市議会議員選挙（2007年04月22日投票）,徳島県,小松島市,20070422.0,2007,4.0,22.0,2007-04-15,徳島県小松島市,徳島県小松島市,2007.0,2011-04-17
967,茨城県結城市議会議員選挙（2007年04月22日投票）,茨城県,結城市,20070422.0,2007,4.0,22.0,2007-04-15,茨城県結城市,茨城県結城市,2007.0,2011-04-17
968,和歌山県新宮市議会議員選挙（2007年04月22日投票）,和歌山県,新宮市,20070422.0,2007,4.0,22.0,2007-04-15,和歌山県新宮市,和歌山県新宮市,2007.0,2011-04-17
969,宮城県多賀城市議会議員選挙（2007年04月22日投票）,宮城県,多賀城市,20070422.0,2007,4.0,22.0,2007-04-15,宮城県多賀城市,宮城県多賀城市,2007.0,2011-09-04
970,山形県米沢市議会議員選挙（2007年04月22日投票）,山形県,米沢市,20070422.0,2007,4.0,22.0,2007-04-15,山形県米沢市,山形県米沢市,2007.0,2011-04-17
971,北海道網走市議会議員選挙（2007年04月22日投票）,北海道,網走市,20070422.0,2007,4.0,22.0,2007-04-15,北海道網走市,北海道網走市,2007.0,2011-04-17
972,宮崎県宮崎市議会議員選挙（2007年04月22日投票）,宮崎県,宮崎市,20070422.0,2007,4.0,22.0,2007-04-15,宮崎県宮崎市,宮崎県宮崎市,2007.0,2011-04-17
973,東京都羽村市議会議員選挙（2007年04月22日投票）,東京都,羽村市,20070422.0,2007,4.0,22.0,2007-04-15,東京都羽村市,東京都羽村市,2007.0,2011-04-17
974,宮城県塩竈市議会議員選挙（2007年04月22日投票）,宮城県,塩竈市,20070422.0,2007,4.0,22.0,2007-04-15,宮城県塩竈市,宮城県塩竈市,2007.0,2011-09-04
975,岐阜県関市議会議員選挙（2007年04月22日投票）,岐阜県,関市,20070422.0,2007,4.0,22.0,2007-04-15,岐阜県関市,岐阜県関市,2007.0,2011-04-17
976,愛知県半田市議会議員選挙（2007年04月22日投票）,愛知県,半田市,20070422.0,2007,4.0,22.0,2007-04-15,愛知県半田市,愛知県半田市,2007.0,2011-04-17
977,宮城県女川町議会議員選挙（2007年04月22日投票）,宮城県,女川町,20070422.0,2007,4.0,22.0,2007-04-17,宮城県女川町,宮城県女川町,2007.0,2011-11-04
978,静岡県沼津市議会議員選挙（2007年04月22日投票）,静岡県,沼津市,20070422.0,2007,4.0,22.0,2007-04-15,静岡県沼津市,静岡県沼津市,2007.0,2011-04-17
979,愛知県常滑市議会議員選挙（2007年04月22日投票）,愛知県,常滑市,20070422.0,2007,4.0,22.0,2007-04-15,愛知県常滑市,愛知県常滑市,2007.0,2011-04-17
980,愛知県高浜市議会議員選挙（2007年04月22日投票）,愛知県,高浜市,20070422.0,2007,4.0,22.0,2007-04-15,愛知県高浜市,愛知県高浜市,2007.0,2011-04-17
981,千葉県山武市議会議員選挙（2007年04月22日投票）,千葉県,山武市,20070422.0,2007,4.0,22.0,2007-04-15,千葉県山武市,千葉県山武市,2007.0,2011-04-17
982,青森県弘前市議会議員選挙（2007年04月22日投票）,青森県,弘前市,20070422.0,2007,4.0,22.0,2007-04-15,青森県弘前市,青森県弘前市,2007.0,2011-04-17
983,千葉県富里市議会議員選挙（2007年04月22日投票）,千葉県,富里市,20070422.0,2007,4.0,22.0,2007-04-15,千葉県富里市,千葉県富里市,2007.0,2011-04-17
984,熊本県荒尾市議会議員選挙（2007年04月22日投票）,熊本県,荒尾市,20070422.0,2007,4.0,22.0,2007-04-15,熊本県荒尾市,熊本県荒尾市,2007.0,2011-04-17
985,北海道名寄市議会議員選挙（2007年04月22日投票）,北海道,名寄市,20070422.0,2007,4.0,22.0,2007-04-15,北海道名寄市,北海道名寄市,2007.0,2011-04-17
986,奈良県大和高田市議会議員選挙（2007年04月22日投票）,奈良県,大和高田市,20070422.0,2007,4.0,22.0,2007-04-15,奈良県大和高田市,奈良県大和高田市,2007.0,2011-04-17
987,兵庫県三木市議会議員選挙（2007年04月22日投票）,兵庫県,三木市,20070422.0,2007,4.0,22.0,2007-04-15,兵庫県三木市,兵庫県三木市,2007.0,2011-04-17
988,兵庫県芦屋市議会議員選挙（2007年04月22日投票）,兵庫県,芦屋市,20070422.0,2007,4.0,22.0,2007-04-15,兵庫県芦屋市,兵庫県芦屋市,2007.0,2011-04-17
989,大阪府池田市議会議員選挙（2007年04月22日投票）,大阪府,池田市,20070422.0,2007,4.0,22.0,2007-04-15,大阪府池田市,大阪府池田市,2007.0,2011-04-17
990,埼玉県ふじみ野市議会議員選挙（2007年04月22日投票）,埼玉県,ふじみ野市,20070422.0,2007,4.0,22.0,2007-04-15,埼玉県ふじみ野市,埼玉県ふじみ野市,2007.0,2011-04-17
991,埼玉県和光市議会議員選挙（2007年04月22日投票）,埼玉県,和光市,20070422.0,2007,4.0,22.0,2007-04-15,埼玉県和光市,埼玉県和光市,2007.0,2011-04-17
992,埼玉県行田市議会議員選挙（2007年04月22日投票）,埼玉県,行田市,20070422.0,2007,4.0,22.0,2007-04-15,埼玉県行田市,埼玉県行田市,2007.0,2011-04-17
993,北海道室蘭市議会議員選挙（2007年04月22日投票）,北海道,室蘭市,20070422.0,2007,4.0,22.0,2007-04-15,北海道室蘭市,北海道室蘭市,2007.0,2011-04-17
994,北海道北広島市議会議員選挙（2007年04月22日投票）,北海道,北広島市,20070422.0,2007,4.0,22.0,2007-04-15,北海道北広島市,北海道北広島市,2007.0,2011-04-17
995,京都府福知山市議会議員選挙（2007年04月22日投票）,京都府,福知山市,20070422.0,2007,4.0,22.0,2007-04-15,京都府福知山市,京都府福知山市,2007.0,2011-04-17
996,東京都江東区議会議員選挙（2007年04月22日投票）,東京都,江東区,20070422.0,2007,4.0,22.0,2007-04-15,東京都江東区,東京都江東区,2007.0,2011-04-17
997,北海道洞爺湖町議会議員選挙（2007年04月22日投票）,北海道,洞爺湖町,20070422.0,2007,4.0,22.0,2007-04-17,北海道洞爺湖町,北海道洞爺湖町,2007.0,2011-04-19
998,北海道栗山町議会議員選挙（2007年04月22日投票）,北海道,栗山町,20070422.0,2007,4.0,22.0,2007-04-17,北海道栗山町,北海道栗山町,2007.0,2011-04-19
999,東京都新宿区議会議員選挙（2007年04月22日投票）,東京都,新宿区,20070422.0,2007,4.0,22.0,2007-04-15,東京都新宿区,東京都新宿区,2007.0,2011-04-17
1000,北海道士幌町議会議員選挙（2007年04月22日投票）,北海道,士幌町,20070422.0,2007,4.0,22.0,2007-04-17,北海道士幌町,北海道士幌町,2007.0,2011-04-19
1001,北海道月形町議会議員選挙（2007年04月22日投票）,北海道,月形町,20070422.0,2007,4.0,22.0,2007-04-17,北海道月形町,北海道月形町,2007.0,2011-04-19
1002,北海道標茶町議会議員選挙（2007年04月22日投票）,北海道,標茶町,20070422.0,2007,4.0,22.0,2007-04-17,北海道標茶町,北海道標茶町,2007.0,2011-04-19
1003,北海道浦河町議会議員選挙（2007年04月22日投票）,北海道,浦河町,20070422.0,2007,4.0,22.0,2007-04-17,北海道浦河町,北海道浦河町,2007.0,2011-04-19
1004,北海道南富良野町議会議員選挙（2007年04月22日投票）,北海道,南富良野町,20070422.0,2007,4.0,22.0,2007-04-17,北海道南富良野町,北海道南富良野町,2007.0,2011-04-19
1005,東京都瑞穂町議会議員選挙（2007年04月22日投票）,東京都,瑞穂町,20070422.0,2007,4.0,22.0,2007-04-17,東京都瑞穂町,東京都瑞穂町,2007.0,2011-04-19
1006,埼玉県川越市議会議員選挙（2007年04月22日投票）,埼玉県,川越市,20070422.0,2007,4.0,22.0,2007-04-15,埼玉県川越市,埼玉県川越市,2007.0,2011-04-17
1007,三重県朝日町議会議員選挙（2007年04月22日投票）,三重県,朝日町,20070422.0,2007,4.0,22.0,2007-04-17,三重県朝日町,三重県朝日町,2007.0,2011-04-19
1008,青森県深浦町議会議員選挙（2007年04月22日投票）,青森県,深浦町,20070422.0,2007,4.0,22.0,2007-04-17,青森県深浦町,青森県深浦町,2007.0,2011-04-19
1009,長崎県時津町議会議員選挙（2007年04月22日投票）,長崎県,時津町,20070422.0,2007,4.0,22.0,2007-04-17,長崎県時津町,長崎県時津町,2007.0,2011-04-19
1010,群馬県みどり市議会議員選挙（2007年04月22日投票）,群馬県,みどり市,20070422.0,2007,4.0,22.0,2007-04-15,群馬県みどり市,群馬県みどり市,2007.0,2011-04-17
1011,大阪府豊中市議会議員選挙（2007年04月22日投票）,大阪府,豊中市,20070422.0,2007,4.0,22.0,2007-04-15,大阪府豊中市,大阪府豊中市,2007.0,2011-04-17
1012,栃木県矢板市議会議員選挙（2007年04月22日投票）,栃木県,矢板市,20070422.0,2007,4.0,22.0,2007-04-15,栃木県矢板市,栃木県矢板市,2007.0,2011-04-17
1013,栃木県真岡市議会議員選挙（2007年04月22日投票）,栃木県,真岡市,20070422.0,2007,4.0,22.0,2007-04-15,栃木県真岡市,栃木県真岡市,2007.0,2011-04-17
1014,兵庫県姫路市議会議員選挙（2007年04月22日投票）,兵庫県,姫路市,20070422.0,2007,4.0,22.0,2007-04-15,兵庫県姫路市,兵庫県姫路市,2007.0,2011-04-17
1015,北海道比布町議会議員選挙（2007年04月22日投票）,北海道,比布町,20070422.0,2007,4.0,22.0,2007-04-17,北海道比布町,北海道比布町,2007.0,2011-04-19
1016,北海道七飯町議会議員選挙（2007年04月22日投票）,北海道,七飯町,20070422.0,2007,4.0,22.0,2007-04-17,北海道七飯町,北海道七飯町,2007.0,2011-04-19
1017,北海道赤井川村議会議員選挙（2007年04月22日投票）,北海道,赤井川村,20070422.0,2007,4.0,22.0,2007-04-17,北海道赤井川村,北海道赤井川村,2007.0,2011-04-19
1018,北海道留寿都村議会議員選挙（2007年04月22日投票）,北海道,留寿都村,20070422.0,2007,4.0,22.0,2007-04-17,北海道留寿都村,北海道留寿都村,2007.0,2011-04-19
1019,宮城県大衡村議会議員選挙（2007年04月22日投票）,宮城県,大衡村,20070422.0,2007,4.0,22.0,2007-04-17,宮城県大衡村,宮城県大衡村,2007.0,2011-09-06
1020,青森県横浜町議会議員選挙（2007年04月22日投票）,青森県,横浜町,20070422.0,2007,4.0,22.0,2007-04-17,青森県横浜町,青森県横浜町,2007.0,2011-04-19
1021,兵庫県宝塚市議会議員選挙（2007年04月22日投票）,兵庫県,宝塚市,20070422.0,2007,4.0,22.0,2007-04-15,兵庫県宝塚市,兵庫県宝塚市,2007.0,2011-04-17
1022,群馬県桐生市議会議員選挙（2007年04月22日投票）,群馬県,桐生市,20070422.0,2007,4.0,22.0,2007-04-15,群馬県桐生市,群馬県桐生市,2007.0,2011-04-17
1023,北海道えりも町議会議員選挙（2007年04月22日投票）,北海道,えりも町,20070422.0,2007,4.0,22.0,2007-04-17,北海道えりも町,北海道えりも町,2007.0,2011-04-19
1024,大分県中津市議会議員選挙（2007年04月22日投票）,大分県,中津市,20070422.0,2007,4.0,22.0,2007-04-15,大分県中津市,大分県中津市,2007.0,2011-04-17
1025,長崎県佐世保市議会議員選挙（2007年04月22日投票）,長崎県,佐世保市,20070422.0,2007,4.0,22.0,2007-04-15,長崎県佐世保市,長崎県佐世保市,2007.0,2011-04-17
1026,東京都福生市議会議員選挙（2007年04月22日投票）,東京都,福生市,20070422.0,2007,4.0,22.0,2007-04-15,東京都福生市,東京都福生市,2007.0,2011-04-17
1027,福島県郡山市議会議員選挙（2007年04月22日投票）,福島県,郡山市,20070422.0,2007,4.0,22.0,2007-04-15,福島県郡山市,福島県郡山市,2007.0,2011-08-28
1028,埼玉県幸手市議会議員選挙（2007年04月22日投票）,埼玉県,幸手市,20070422.0,2007,4.0,22.0,2007-04-15,埼玉県幸手市,埼玉県幸手市,2007.0,2011-04-17
1029,千葉県銚子市議会議員選挙（2007年04月22日投票）,千葉県,銚子市,20070422.0,2007,4.0,22.0,2007-04-15,千葉県銚子市,千葉県銚子市,2007.0,2011-04-17
1030,東京都東村山市議会議員選挙（2007年04月22日投票）,東京都,東村山市,20070422.0,2007,4.0,22.0,2007-04-15,東京都東村山市,東京都東村山市,2007.0,2011-04-17
1031,岐阜県大垣市議会議員選挙（2007年04月22日投票）,岐阜県,大垣市,20070422.0,2007,4.0,22.0,2007-04-15,岐阜県大垣市,岐阜県大垣市,2007.0,2011-04-17
1032,東京都東久留米市議会議員選挙（2007年04月22日投票）,東京都,東久留米市,20070422.0,2007,4.0,22.0,2007-04-15,東京都東久留米市,東京都東久留米市,2007.0,2011-04-17
1033,北海道富良野市議会議員選挙（2007年04月22日投票）,北海道,富良野市,20070422.0,2007,4.0,22.0,2007-04-15,北海道富良野市,北海道富良野市,2007.0,2011-04-17
1034,埼玉県日高市議会議員選挙（2007年04月22日投票）,埼玉県,日高市,20070422.0,2007,4.0,22.0,2007-04-15,埼玉県日高市,埼玉県日高市,2007.0,2011-04-17
1035,茨城県筑西市議会議員選挙（2007年04月22日投票）,茨城県,筑西市,20070422.0,2007,4.0,22.0,2007-04-15,茨城県筑西市,茨城県筑西市,2007.0,2011-04-17
1036,東京都稲城市議会議員選挙（2007年04月22日投票）,東京都,稲城市,20070422.0,2007,4.0,22.0,2007-04-15,東京都稲城市,東京都稲城市,2007.0,2011-04-17
1037,埼玉県東松山市議会議員選挙（2007年04月22日投票）,埼玉県,東松山市,20070422.0,2007,4.0,22.0,2007-04-15,埼玉県東松山市,埼玉県東松山市,2007.0,2011-04-17
1038,千葉県館山市議会議員選挙（2007年04月22日投票）,千葉県,館山市,20070422.0,2007,4.0,22.0,2007-04-15,千葉県館山市,千葉県館山市,2007.0,2011-04-17
1039,北海道小樽市議会議員選挙（2007年04月22日投票）,北海道,小樽市,20070422.0,2007,4.0,22.0,2007-04-15,北海道小樽市,北海道小樽市,2007.0,2011-04-17
1040,京都府京田辺市議会議員選挙（2007年04月22日投票）,京都府,京田辺市,20070422.0,2007,4.0,22.0,2007-04-15,京都府京田辺市,京都府京田辺市,2007.0,2011-04-17
1041,千葉県鎌ヶ谷市議会議員選挙（2007年04月22日投票）,千葉県,鎌ヶ谷市,20070422.0,2007,4.0,22.0,2007-04-15,千葉県鎌ヶ谷市,千葉県鎌ヶ谷市,2007.0,2011-04-17
1042,千葉県流山市議会議員選挙（2007年04月22日投票）,千葉県,流山市,20070422.0,2007,4.0,22.0,2007-04-15,千葉県流山市,千葉県流山市,2007.0,2011-04-17
1043,大阪府高槻市議会議員選挙（2007年04月22日投票）,大阪府,高槻市,20070422.0,2007,4.0,22.0,2007-04-15,大阪府高槻市,大阪府高槻市,2007.0,2011-04-17
1044,東京都板橋区議会議員選挙（2007年04月22日投票）,東京都,板橋区,20070422.0,2007,4.0,22.0,2007-04-15,東京都板橋区,東京都板橋区,2007.0,2011-04-17
1045,埼玉県所沢市議会議員選挙（2007年04月22日投票）,埼玉県,所沢市,20070422.0,2007,4.0,22.0,2007-04-15,埼玉県所沢市,埼玉県所沢市,2007.0,2011-04-17
1046,東京都神津島村議会議員選挙（2007年04月22日投票）,東京都,神津島村,20070422.0,2007,4.0,22.0,2007-04-17,東京都神津島村,東京都神津島村,2007.0,2011-04-19
1047,千葉県木更津市議会議員選挙（2007年04月22日投票）,千葉県,木更津市,20070422.0,2007,4.0,22.0,2007-04-15,千葉県木更津市,千葉県木更津市,2007.0,2011-04-17
1048,京都府城陽市議会議員選挙（2007年04月22日投票）,京都府,城陽市,20070422.0,2007,4.0,22.0,2007-04-15,京都府城陽市,京都府城陽市,2007.0,2011-04-17
1049,東京都墨田区議会議員選挙（2007年04月22日投票）,東京都,墨田区,20070422.0,2007,4.0,22.0,2007-04-15,東京都墨田区,東京都墨田区,2007.0,2011-04-17
1050,北海道新篠津村議会議員選挙（2007年04月22日投票）,北海道,新篠津村,20070422.0,2007,4.0,22.0,2007-04-17,北海道新篠津村,北海道新篠津村,2007.0,2011-04-19
1051,栃木県足利市議会議員選挙（2007年04月22日投票）,栃木県,足利市,20070422.0,2007,4.0,22.0,2007-04-15,栃木県足利市,栃木県足利市,2007.0,2011-04-17
1052,北海道足寄町議会議員選挙（2007年04月22日投票）,北海道,足寄町,20070422.0,2007,4.0,22.0,2007-04-17,北海道足寄町,北海道足寄町,2007.0,2011-04-19
1053,佐賀県大町町議会議員選挙（2007年04月22日投票）,佐賀県,大町町,20070422.0,2007,4.0,22.0,2007-04-17,佐賀県大町町,佐賀県大町町,2007.0,2011-04-19
1054,東京都杉並区議会議員選挙（2007年04月22日投票）,東京都,杉並区,20070422.0,2007,4.0,22.0,2007-04-15,東京都杉並区,東京都杉並区,2007.0,2011-04-17
1055,京都府木津川市議会議員選挙（2007年04月22日投票）,京都府,木津川市,20070422.0,2007,4.0,22.0,2007-04-15,京都府木津川市,京都府木津川市,2007.0,2011-04-17
1056,大阪府吹田市議会議員選挙（2007年04月22日投票）,大阪府,吹田市,20070422.0,2007,4.0,22.0,2007-04-15,大阪府吹田市,大阪府吹田市,2007.0,2011-04-17
1057,大阪府八尾市議会議員選挙（2007年04月22日投票）,大阪府,八尾市,20070422.0,2007,4.0,22.0,2007-04-15,大阪府八尾市,大阪府八尾市,2007.0,2011-04-17
1058,茨城県龍ケ崎市議会議員選挙（2007年04月22日投票）,茨城県,龍ケ崎市,20070422.0,2007,4.0,22.0,2007-04-15,茨城県龍ケ崎市,茨城県龍ケ崎市,2007.0,2011-04-17
1059,岩手県二戸市議会議員選挙（2007年04月22日投票）,岩手県,二戸市,20070422.0,2007,4.0,22.0,2007-04-15,岩手県二戸市,岩手県二戸市,2007.0,2011-07-24
1060,千葉県市川市議会議員選挙（2007年04月22日投票）,千葉県,市川市,20070422.0,2007,4.0,22.0,2007-04-15,千葉県市川市,千葉県市川市,2007.0,2011-04-17
1061,東京都豊島区議会議員選挙（2007年04月22日投票）,東京都,豊島区,20070422.0,2007,4.0,22.0,2007-04-15,東京都豊島区,東京都豊島区,2007.0,2011-04-17
1062,東京都中央区議会議員選挙（2007年04月22日投票）,東京都,中央区,20070422.0,2007,4.0,22.0,2007-04-15,東京都中央区,東京都中央区,2007.0,2011-04-17
1063,東京都昭島市議会議員選挙（2007年04月22日投票）,東京都,昭島市,20070422.0,2007,4.0,22.0,2007-04-15,東京都昭島市,東京都昭島市,2007.0,2011-04-17
1064,東京都国立市議会議員選挙（2007年04月22日投票）,東京都,国立市,20070422.0,2007,4.0,22.0,2007-04-15,東京都国立市,東京都国立市,2007.0,2011-04-17
1065,千葉県白井市議会議員選挙（2007年04月22日投票）,千葉県,白井市,20070422.0,2007,4.0,22.0,2007-04-15,千葉県白井市,千葉県白井市,2007.0,2011-04-17
1066,東京都清瀬市議会議員選挙（2007年04月22日投票）,東京都,清瀬市,20070422.0,2007,4.0,22.0,2007-04-15,東京都清瀬市,東京都清瀬市,2007.0,2011-04-17
1067,滋賀県栗東市議会議員選挙（2007年04月22日投票）,滋賀県,栗東市,20070422.0,2007,4.0,22.0,2007-04-15,滋賀県栗東市,滋賀県栗東市,2007.0,2011-04-17
1068,東京都中野区議会議員選挙（2007年04月22日投票）,東京都,中野区,20070422.0,2007,4.0,22.0,2007-04-15,東京都中野区,東京都中野区,2007.0,2011-04-17
1069,北海道岩見沢市議会議員選挙（2007年04月22日投票）,北海道,岩見沢市,20070422.0,2007,4.0,22.0,2007-04-15,北海道岩見沢市,北海道岩見沢市,2007.0,2011-04-17
1070,三重県鳥羽市議会議員選挙（2007年04月22日投票）,三重県,鳥羽市,20070422.0,2007,4.0,22.0,2007-04-15,三重県鳥羽市,三重県鳥羽市,2007.0,2011-04-17
1071,滋賀県近江八幡市議会議員選挙（2007年04月22日投票）,滋賀県,近江八幡市,20070422.0,2007,4.0,22.0,2007-04-15,滋賀県近江八幡市,滋賀県近江八幡市,2007.0,2011-04-17
1072,鹿児島県枕崎市議会議員選挙（2007年04月22日投票）,鹿児島県,枕崎市,20070422.0,2007,4.0,22.0,2007-04-15,鹿児島県枕崎市,鹿児島県枕崎市,2007.0,2011-04-17
1073,東京都国分寺市議会議員選挙（2007年04月22日投票）,東京都,国分寺市,20070422.0,2007,4.0,22.0,2007-04-15,東京都国分寺市,東京都国分寺市,2007.0,2011-04-17
1074,東京都江戸川区議会議員選挙（2007年04月22日投票）,東京都,江戸川区,20070422.0,2007,4.0,22.0,2007-04-15,東京都江戸川区,東京都江戸川区,2007.0,2011-04-17
1075,東京都八王子市議会議員選挙（2007年04月22日投票）,東京都,八王子市,20070422.0,2007,4.0,22.0,2007-04-15,東京都八王子市,東京都八王子市,2007.0,2011-04-17
