,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_日本第一党,得票数_民主党,得票数_減税日本,得票数_無所属,得票数_燃える市民党,得票数_社会民主党,得票数_自由民主党,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_日本第一党,得票率_民主党,得票率_減税日本,得票率_無所属,得票率_燃える市民党,得票率_社会民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本第一党,一人あたり得票率_民主党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_燃える市民党,一人あたり得票率_社会民主党,一人あたり得票率_自由民主党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本第一党,立候補者数_民主党,立候補者数_減税日本,立候補者数_無所属,立候補者数_燃える市民党,立候補者数_社会民主党,立候補者数_自由民主党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本第一党,当選者数_民主党,当選者数_減税日本,当選者数_無所属,当選者数_燃える市民党,当選者数_社会民主党,当選者数_自由民主党
邑南町議会議員選挙（2017年04月16日投票）,邑南町議会議員選挙,島根県,邑南町,20170416.0,2017.0,4.0,16.0,20170411.0,81.15,15.0,17.0,1.1333333333333333,9518.0,,,-288.0,任期満了,85.25,,,,邑南町議会議員選挙（2017年04月16日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.058823529411764705,0.06666666666666667,0.8823529411764706,0.11764705882352941,0.0,1.0,0.0,0.0,0.9455161626694474,0.05448383733055266,,0.06303441084462982,0.02724191866527633,,7672.0,0.0,60.411764705882355,9.010182628751773,40.0,57.0,62.0,68.0,72.0,62.0,7.805980613179444,43.0,58.0,63.0,68.5,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
邑南町議会議員選挙（2021年04月18日投票）,邑南町議会議員選挙,島根県,邑南町,20210418.0,2021.0,4.0,18.0,20210413.0,78.44,13.0,14.0,1.0769230769230769,8818.0,4155.0,4663.0,-700.0,任期満了,81.15,,,,邑南町議会議員選挙（2021年04月18日投票）,1.0,14.0,13.0,1.0769230769230769,0.0,0.0,0.0,0.21428571428571427,0.15384615384615385,0.6428571428571429,0.35714285714285715,0.0,0.6923076923076923,0.3076923076923077,0.0,0.7147024504084014,0.2852975495915986,,0.07941138337871127,0.05705950991831972,,6856.0,2.0,60.5,10.424901506900266,39.0,53.25,62.0,68.0,74.0,61.61538461538461,9.981047128189903,39.0,54.0,62.0,68.0,74.0,,,,514.0,,,,6342.0,,,,6856.0,,,,0.0749708284714119,,,,0.9250291715285881,,,,1.0,,,,0.0749708284714119,,,,0.0711560901175837,,,,,,,1.0,,,,13.0,,,,,,,1.0,,,,12.0,,,
隠岐の島町議会議員補欠選挙（2008年10月19日投票）,隠岐の島町議会議員補欠選挙,島根県,隠岐の島町,20081019.0,2008.0,10.0,19.0,20081014.0,無投票,1.0,1.0,1.0,13657.0,,,,その他,,,,,隠岐の島町議会議員補欠選挙（2008年10月19日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,72.0,0.0,72.0,72.0,72.0,72.0,72.0,72.0,0.0,72.0,72.0,72.0,72.0,72.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,
隠岐の島町議会議員補欠選挙（2012年10月21日投票）,隠岐の島町議会議員補欠選挙,島根県,隠岐の島町,20121021.0,2012.0,10.0,21.0,20121016.0,無投票,1.0,1.0,1.0,12981.0,,,-676.0,任期満了,,,,,隠岐の島町議会議員補欠選挙（2012年10月21日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
隠岐の島町議会議員補欠選挙（2016年10月16日投票）,隠岐の島町議会議員補欠選挙,島根県,隠岐の島町,20161016.0,2016.0,10.0,16.0,20161011.0,無投票,1.0,1.0,1.0,,,,,任期満了/辞職,,,,,隠岐の島町議会議員補欠選挙（2016年10月16日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
隠岐の島町議会議員選挙（2005年04月17日投票）,隠岐の島町議会議員選挙,島根県,隠岐の島町,20050417.0,2005.0,4.0,17.0,20050412.0,87.12,22.0,26.0,1.181818181818182,14005.0,,,,任期満了,,,,,隠岐の島町議会議員選挙（2005年04月17日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.07692307692307693,0.09090909090909091,0.8076923076923077,0.19230769230769232,0.0,0.7727272727272727,0.22727272727272727,0.0,0.7861396846363411,0.21386031536365885,,0.03743522307792101,0.04277206307273177,,12113.0,2.0,60.61538461538461,7.131063806047254,45.0,55.0,60.5,67.25,73.0,59.04545454545455,6.484087324346586,45.0,55.0,57.5,62.75,71.0,,,,499.32,,,,11613.68,,,,12113.0,,,,0.041221827788326594,,,,0.9587781722116734,,,,1.0,,,,0.020610913894163297,,,,0.03994909050881972,,,,,,,2.0,,,,24.0,,,,,,,0.0,,,,22.0,,,
隠岐の島町議会議員選挙（2009年04月19日投票）,隠岐の島町議会議員選挙,島根県,隠岐の島町,20090419.0,2009.0,4.0,19.0,20090414.0,83.81,16.0,19.0,1.1875,13270.0,,,-735.0,任期満了,87.12,,,,隠岐の島町議会議員選挙（2009年04月19日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.05263157894736842,0.0625,0.7894736842105263,0.10526315789473684,0.10526315789473684,0.8125,0.0625,0.125,0.8294769704099176,0.08437697945887249,0.08614605013120984,0.055298464693994506,0.04218848972943624,0.04307302506560492,11051.000000000002,1.0,61.31578947368421,9.067307565203382,28.0,59.0,61.0,66.0,73.0,60.6875,9.491566980746645,28.0,59.0,61.5,66.0,73.0,,,,,,,,11051.000000000002,,,,11051.000000000002,,,,,,,,1.0,,,,1.0,,,,,,,,0.05263157894736842,,,,,,,,,,,19.0,,,,,,,,,,,16.0,,,
隠岐の島町議会議員選挙（2013年04月20日投票）,隠岐の島町議会議員選挙,島根県,隠岐の島町,20130420.0,2013.0,4.0,20.0,20130415.0,79.86,16.0,17.0,1.0625,12674.0,,,-596.0,任期満了,83.81,,,,隠岐の島町議会議員選挙（2013年04月20日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.8235294117647058,0.11764705882352941,0.058823529411764705,0.875,0.0625,0.0625,0.843759168333335,0.06921936272437865,0.08702146894228636,0.06026851202380964,0.03460968136218932,0.08702146894228636,10054.99,1.0,61.35294117647059,10.857045294459795,32.0,61.0,63.0,70.0,72.0,61.6875,11.105847277448039,32.0,61.75,63.0,70.0,72.0,,,,,,,,10054.99,,,,10054.99,,,,,,,,1.0,,,,1.0,,,,,,,,0.058823529411764705,,,,,,,,,,,17.0,,,,,,,,,,,16.0,,,
隠岐の島町議会議員選挙（2017年04月16日投票）,隠岐の島町議会議員選挙,島根県,隠岐の島町,20170416.0,2017.0,4.0,16.0,20170411.0,77.54,16.0,17.0,1.0625,12225.0,,,-449.0,任期満了,79.86,,,,隠岐の島町議会議員選挙（2017年04月16日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.7058823529411765,0.23529411764705882,0.058823529411764705,0.75,0.1875,0.0625,0.7327723932261156,0.2287740973479604,0.03845350942592395,0.061064366102176304,0.0571935243369901,0.03845350942592395,9389.0,0.0,63.1764705882353,11.892831721956803,36.0,62.0,67.0,68.0,83.0,62.875,12.195670338279893,36.0,61.5,66.0,67.25,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
隠岐の島町議会議員選挙（2021年04月18日投票）,隠岐の島町議会議員選挙,島根県,隠岐の島町,20210418.0,2021.0,4.0,18.0,20210413.0,76.9,16.0,17.0,1.0625,11510.0,5525.0,5985.0,-715.0,任期満了,77.54,,,,隠岐の島町議会議員選挙（2021年04月18日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.17647058823529413,0.1875,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.625,0.3125,0.0625,0.5434856427089527,0.3566625278311328,0.09985182945991446,0.04940778570081388,0.07133250556622656,0.09985182945991446,8772.999,2.0,62.588235294117645,11.20429971840859,40.0,59.0,68.0,71.0,72.0,62.5,11.543396380615196,40.0,56.5,68.5,71.0,72.0,,,406.0,,,,,8366.999,,,,8772.999,,,0.046278359315896425,,,,,0.9537216406841036,,,,1.0,,,0.046278359315896425,,,,,0.059607602542756474,,,,,,1.0,,,,,16.0,,,,,,1.0,,,,,15.0,,,
雲南市議会議員補欠選挙（2007年02月25日投票）,雲南市議会議員補欠選挙,島根県,雲南市,20070225.0,2007.0,2.0,25.0,20070218.0,無投票,4.0,1.0,0.25,3142.0,,,,その他,,,,,雲南市議会議員補欠選挙（2007年02月25日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,29.0,0.0,29.0,29.0,29.0,29.0,29.0,29.0,0.0,29.0,29.0,29.0,29.0,29.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
雲南市議会議員選挙（2004年11月28日投票）,雲南市議会議員選挙,島根県,雲南市,20041128.0,2004.0,11.0,28.0,20041121.0,82.59,0.0,50.0,,37682.0,,,,その他,,,,,雲南市議会議員選挙（2004年11月28日投票）,6.0,50.0,38.0,1.3157894736842106,0.06,0.16666666666666666,0.16666666666666666,0.06,0.05263157894736842,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.02127659574468085,,31105.0,4.0,60.44,5.869105553659773,47.0,57.0,60.5,65.5,71.0,59.6578947368421,5.974843383939356,47.0,55.25,60.0,63.75,70.0,768.0,,,946.0,,,,,,1724.0,,3438.0,0.22338568935427575,,,0.27515997673065734,,,,,,0.5014543339150669,,1.0,0.22338568935427575,,,0.27515997673065734,,,,,,0.25072716695753344,,1.0,,,1.0,,,,46.0,,2.0,,1.0,,,1.0,,,,34.0,,2.0,
雲南市議会議員選挙（2008年11月16日投票）,雲南市議会議員選挙,島根県,雲南市,20081116.0,2008.0,11.0,16.0,20081109.0,84.57,24.0,25.0,1.0416666666666667,36598.0,,,-1084.0,任期満了,82.59,,,,雲南市議会議員選挙（2008年11月16日投票）,1.0,25.0,24.0,1.0416666666666667,0.0,0.0,0.0,0.08,0.08333333333333333,0.68,0.32,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6378754066363045,0.36212459336369546,,0.03752208274331203,0.04526557417046193,,30740.0,4.0,57.64,8.167643478996865,31.0,56.0,58.0,62.0,73.0,57.791666666666664,8.30150170484567,31.0,56.0,58.5,62.25,73.0,1276.0,,,955.0,,,,27111.999999999996,,1397.0,,30739.999999999996,0.041509433962264156,,,0.031067013662979835,,,,0.8819778789850358,,0.04544567338972024,,1.0,0.041509433962264156,,,0.031067013662979835,,,,0.0400899035902289,,0.04544567338972024,,1.0,,,1.0,,,,22.0,,1.0,,1.0,,,1.0,,,,21.0,,1.0,
雲南市議会議員選挙（2012年11月18日投票）,雲南市議会議員選挙,島根県,雲南市,20121118.0,2012.0,11.0,18.0,20121111.0,,22.0,23.0,1.0454545454545454,,,,,任期満了,84.57,,,,雲南市議会議員選挙（2012年11月18日投票）,1.0,23.0,22.0,1.0454545454545454,0.0,0.0,0.0,0.043478260869565216,0.045454545454545456,0.6521739130434783,0.34782608695652173,0.0,0.6818181818181818,0.3181818181818182,0.0,0.6608897435416791,0.3391102564583209,,0.04405931623611194,0.04238878205729011,,28273.989999999998,4.0,59.30434782608695,9.067067895788753,35.0,53.5,61.0,63.5,77.0,59.40909090909091,9.257228580505915,35.0,52.75,61.5,63.75,77.0,1257.0,,,936.0,,,,24607.989999999998,,1473.0,,28273.989999999998,0.044457821481863724,,,0.03310463079317776,,,,0.8703401960600538,,0.05209735166490474,,1.0,0.044457821481863724,,,0.03310463079317776,,,,0.04351700980300269,,0.05209735166490474,,1.0,,,1.0,,,,20.0,,1.0,,1.0,,,1.0,,,,19.0,,1.0,
雲南市議会議員選挙（2016年11月13日投票）,雲南市議会議員選挙,島根県,雲南市,20161113.0,2016.0,11.0,13.0,20161106.0,無投票,22.0,22.0,1.0,,,,,任期満了,,,,,雲南市議会議員選挙（2016年11月13日投票）,1.0,22.0,22.0,1.0,1.0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.8636363636363636,0.09090909090909091,0.045454545454545456,0.8636363636363636,0.09090909090909091,0.045454545454545456,,,,,,,0.0,4.0,63.86363636363637,7.771132212732492,51.0,58.25,64.5,67.75,81.0,63.86363636363637,7.771132212732492,51.0,58.25,64.5,67.75,81.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,19.0,,1.0,,1.0,,,1.0,,,,19.0,,1.0,
雲南市議会議員選挙（2020年11月15日投票）,雲南市議会議員選挙,島根県,雲南市,20201115.0,2020.0,11.0,15.0,20201108.0,75.29,19.0,22.0,1.1578947368421053,,,,,任期満了,,,,,雲南市議会議員選挙（2020年11月15日投票）,1.0,22.0,19.0,1.1578947368421053,0.0,0.0,0.0,0.13636363636363635,0.15789473684210525,0.5909090909090909,0.36363636363636365,0.045454545454545456,0.5789473684210527,0.3684210526315789,0.05263157894736842,0.5602187340894311,0.35397475301599207,0.08580651289457687,0.04309374877611009,0.04424684412699901,0.08580651289457687,23855.998000000003,5.0,61.40909090909091,9.67498691993051,40.0,56.0,62.5,67.5,85.0,60.1578947368421,8.119263370105086,40.0,56.0,62.0,65.5,73.0,1132.0,,,880.578,83.0,,,18694.420000000002,,3066.0,,23855.998000000003,0.04745137889431412,,,0.036912226434626626,0.0034792088765265654,,,0.7836360482592261,,0.1285211375353066,,1.0,0.04745137889431412,,,0.036912226434626626,0.0034792088765265654,,,0.04609623813289565,,0.0642605687676533,,1.0,,,1.0,1.0,,,17.0,,2.0,,1.0,,,1.0,0.0,,,15.0,,2.0,
飯南町議会議員補欠選挙（2013年01月20日投票）,飯南町議会議員補欠選挙,島根県,飯南町,20130120.0,2013.0,1.0,20.0,20130115.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,飯南町議会議員補欠選挙（2013年01月20日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
飯南町議会議員選挙（2005年07月24日投票）,飯南町議会議員選挙,島根県,飯南町,20050724.0,2005.0,7.0,24.0,20050719.0,,0.0,18.0,,5120.0,,,,その他,,,,,飯南町議会議員選挙（2005年07月24日投票）,2.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6428571428571429,0.35714285714285715,0.0,0.5829528158295282,0.4170471841704718,,0.04857940131912735,0.06950786402841197,,4599.0,3.0,59.44444444444444,8.308109975080054,42.0,53.25,59.0,64.75,73.0,59.285714285714285,7.225239209372453,49.0,53.25,57.0,64.75,71.0,,,,250.0,,,,4137.0,,,212.0,4599.0,,,,0.05435964340073929,,,,0.8995433789954338,,,0.046096977603826916,1.0,,,,0.05435964340073929,,,,0.05622146118721461,,,0.046096977603826916,,,,1.0,,,,16.0,,,1.0,,,,1.0,,,,13.0,,,0.0
飯南町議会議員選挙（2009年07月19日投票）,飯南町議会議員選挙,島根県,飯南町,20090719.0,2009.0,7.0,19.0,20090714.0,86.76,12.0,13.0,1.0833333333333333,4802.0,,,-318.0,任期満了,,,,,飯南町議会議員選挙（2009年07月19日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.75,0.16666666666666666,0.08333333333333333,0.7976099387157584,0.11923755548528961,0.08315250579895198,0.07976099387157584,0.059618777742644805,0.08315250579895198,4142.99,2.0,60.61538461538461,8.091196179879818,46.0,57.0,58.0,65.0,75.0,60.25,8.317902379807062,46.0,56.0,58.0,62.75,75.0,,,,345.0,,,,3797.99,,,,4142.99,,,,0.08327319158385611,,,,0.9167268084161438,,,,1.0,,,,0.08327319158385611,,,,0.07639390070134532,,,,,,,1.0,,,,12.0,,,,,,,1.0,,,,11.0,,,
飯南町議会議員選挙（2013年07月21日投票）,飯南町議会議員選挙,島根県,飯南町,20130721.0,2013.0,7.0,21.0,20130716.0,87.57,10.0,13.0,1.3,,,,,任期満了,86.76,,,,飯南町議会議員選挙（2013年07月21日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.23076923076923078,0.0,0.7,0.3,0.0,0.690667335674862,0.309332664325138,,0.0690667335674862,0.10311088810837933,,3986.0,2.0,62.0,6.300183147521007,50.0,59.0,62.0,64.0,79.0,63.2,5.979966555090422,57.0,59.5,62.5,64.75,79.0,,,,252.0,,,,3734.0,,,,3986.0,,,,0.06322127446061214,,,,0.9367787255393879,,,,1.0,,,,0.06322127446061214,,,,0.07806489379494899,,,,,,,1.0,,,,12.0,,,,,,,1.0,,,,9.0,,,
飯南町議会議員選挙（2017年07月23日投票）,飯南町議会議員選挙,島根県,飯南町,20170723.0,2017.0,7.0,23.0,20170718.0,85.88,10.0,12.0,1.2,4348.0,,,,任期満了,87.57,,,,飯南町議会議員選挙（2017年07月23日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.7,0.2,0.1,0.646646916240237,0.15701589011580933,0.1963371936439537,0.08083086453002962,0.07850794505790466,0.09816859682197684,3713.0,0.0,63.416666666666664,4.310033513661917,54.0,61.0,64.5,66.25,69.0,64.1,3.5057096285916205,57.0,61.5,64.5,66.75,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
飯南町議会議員選挙（2021年07月25日投票）,飯南町議会議員選挙,島根県,飯南町,20210725.0,2021.0,7.0,25.0,20210720.0,無投票,10.0,10.0,1.0,4103.0,1901.0,2202.0,-245.0,任期満了/有権者数については選挙人名簿登録者数が表示されています,85.88,,,,飯南町議会議員選挙（2021年07月25日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.7,0.2,0.1,0.7,0.2,0.1,,,,,,,0.0,2.0,63.1,8.688498144098324,41.0,59.5,66.0,68.75,72.0,63.1,8.688498144098324,41.0,59.5,66.0,68.75,72.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,9.0,,,,,,,1.0,,,,9.0,,,
政党名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公明党,国民民主党,幸福実現党,日本共産党,日本第一党,民主党,減税日本,無所属,燃える市民党,社会民主党,自由民主党,sum_v,公明党,国民民主党,幸福実現党,日本共産党,日本第一党,民主党,減税日本,無所属,燃える市民党,社会民主党,自由民主党,sum_v,公明党,国民民主党,幸福実現党,日本共産党,日本第一党,民主党,減税日本,無所属,燃える市民党,社会民主党,自由民主党,公明党,国民民主党,幸福実現党,日本共産党,日本第一党,民主党,減税日本,無所属,燃える市民党,社会民主党,自由民主党,公明党,国民民主党,幸福実現党,日本共産党,日本第一党,民主党,減税日本,無所属,燃える市民党,社会民主党,自由民主党
