,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_日本第一党,得票数_民主党,得票数_減税日本,得票数_無所属,得票数_燃える市民党,得票数_社会民主党,得票数_自由民主党,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_日本第一党,得票率_民主党,得票率_減税日本,得票率_無所属,得票率_燃える市民党,得票率_社会民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本第一党,一人あたり得票率_民主党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_燃える市民党,一人あたり得票率_社会民主党,一人あたり得票率_自由民主党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本第一党,立候補者数_民主党,立候補者数_減税日本,立候補者数_無所属,立候補者数_燃える市民党,立候補者数_社会民主党,立候補者数_自由民主党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本第一党,当選者数_民主党,当選者数_減税日本,当選者数_無所属,当選者数_燃える市民党,当選者数_社会民主党,当選者数_自由民主党
海士町議会議員選挙（2007年04月22日投票）,海士町議会議員選挙,島根県,海士町,20070422.0,2007.0,4.0,22.0,20070417.0,90.35,10.0,11.0,1.1,2001.0,,,,任期満了,,,,,海士町議会議員選挙（2007年04月22日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.8181818181818182,0.18181818181818182,0.0,0.8,0.2,0.0,0.8254847645429363,0.1745152354570637,,0.09172052939365959,0.08725761772853186,,1805.0,1.0,64.0,4.729020655869074,57.0,60.5,64.0,66.5,73.0,63.1,3.961060464067672,57.0,59.25,63.5,66.0,69.0,,,,,,,,1805.0,,,,1805.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.09090909090909091,,,,,,,,,,,11.0,,,,,,,,,,,10.0,,,
海士町議会議員選挙（2011年04月24日投票）,海士町議会議員選挙,島根県,海士町,20110424.0,2011.0,4.0,24.0,20110419.0,89.96,10.0,11.0,1.1,,,,,任期満了,90.35,,,,海士町議会議員選挙（2011年04月24日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.9090909090909091,0.0,0.09090909090909091,0.9,0.0,0.1,0.8507718696397941,,0.14922813036020582,0.08507718696397941,,0.14922813036020582,1749.0,1.0,68.0,4.729020655869074,61.0,64.5,68.0,70.5,77.0,67.7,4.859012245302537,61.0,63.25,67.5,70.0,77.0,,,,,,,,1749.0,,,,1749.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.09090909090909091,,,,,,,,,,,11.0,,,,,,,,,,,10.0,,,
海士町議会議員選挙（2015年04月26日投票）,海士町議会議員選挙,島根県,海士町,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,10.0,10.0,1.0,,,,,任期満了,89.96,,,,海士町議会議員選挙（2015年04月26日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.2,0.2,0.8,0.1,0.1,0.8,0.1,0.1,,,,,,,0.0,1.0,71.1,6.34744042902334,59.0,67.25,72.5,74.75,81.0,71.1,6.34744042902334,59.0,67.25,72.5,74.75,81.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,10.0,,,
海士町議会議員選挙（2019年04月21日投票）,海士町議会議員選挙,島根県,海士町,20190421.0,2019.0,4.0,21.0,20190416.0,,10.0,11.0,1.1,,,,,任期満了,,,,,海士町議会議員選挙（2019年04月21日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.5454545454545454,0.45454545454545453,0.0,0.5,0.5,0.0,0.3521039603960396,0.6478960396039604,,0.05868399339933993,0.12957920792079208,,1616.0,1.0,66.9090909090909,8.500850710953426,48.0,63.0,67.0,72.5,79.0,65.7,7.963039620647383,48.0,63.0,67.0,69.25,78.0,,,,,,,,1616.0,,,,1616.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.09090909090909091,,,,,,,,,,,11.0,,,,,,,,,,,10.0,,,
益田市議会議員補欠選挙（2012年07月29日投票）,益田市議会議員補欠選挙,島根県,益田市,20120729.0,2012.0,7.0,29.0,20120722.0,68.87,1.0,3.0,3.0,41227.0,,,,その他,,,,,益田市議会議員補欠選挙（2012年07月29日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.7224105461393597,0.2775894538606403,,0.36120527306967987,0.2775894538606403,26550.0,2.0,60.0,7.3484692283495345,51.0,55.5,60.0,64.5,69.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,7370.0,,,,19180.0,,,,26550.0,,,,0.2775894538606403,,,,0.7224105461393597,,,,1.0,,,,0.2775894538606403,,,,0.36120527306967987,,,,,,,1.0,,,,2.0,,,,,,,0.0,,,,1.0,,,
益田市議会議員補欠選挙（2016年07月24日投票）,益田市議会議員補欠選挙,島根県,益田市,20160724.0,2016.0,7.0,24.0,20160717.0,68.51,1.0,2.0,2.0,40415.0,,,-812.0,任期満了,68.87,,,,益田市議会議員補欠選挙（2016年07月24日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,25300.0,0.0,57.5,2.5,55.0,56.25,57.5,58.75,60.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
益田市議会議員補欠選挙（2020年07月19日投票）,益田市議会議員補欠選挙,島根県,益田市,20200719.0,2020.0,7.0,19.0,20200712.0,64.0,1.0,2.0,2.0,,,,,辞職/久城恵治氏の益田市長選挙出馬に伴う辞職による。,68.51,,,,益田市議会議員補欠選挙（2020年07月19日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,22380.0,1.0,47.5,3.5,44.0,45.75,47.5,49.25,51.0,51.0,0.0,51.0,51.0,51.0,51.0,51.0,,,,,,,,22380.0,,,,22380.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.5,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,
益田市議会議員選挙（2007年09月09日投票）,益田市議会議員選挙,島根県,益田市,20070909.0,2007.0,9.0,9.0,20070902.0,79.91,28.0,32.0,1.1428571428571428,42040.0,,,,解散,,,,,益田市議会議員選挙（2007年09月09日投票）,1.0,32.0,28.0,1.1428571428571428,0.0,0.0,0.0,0.09375,0.07142857142857142,0.0,0.25,0.0,0.0,0.25,0.0,,0.29079563509907963,,,0.036349454387384954,,33357.0,4.0,57.75,8.215838362577491,32.0,53.75,60.0,63.0,71.0,57.67857142857143,8.531678663447572,32.0,53.75,60.0,63.0,71.0,1377.0,,,1581.07,,,,28348.93,,2050.0,,33357.0,0.04128069070959619,,,0.04739844710255718,,,,0.8498644962076926,,0.06145636598015409,,1.0,0.04128069070959619,,,0.04739844710255718,,,,0.03035230343598902,,0.030728182990077044,,1.0,,,1.0,,,,28.0,,2.0,,1.0,,,1.0,,,,24.0,,2.0,
益田市議会議員選挙（2011年08月28日投票）,益田市議会議員選挙,島根県,益田市,20110828.0,2011.0,8.0,28.0,20110821.0,73.87,26.0,31.0,1.1923076923076923,41465.0,,,-575.0,任期満了,79.91,,,,益田市議会議員選挙（2011年08月28日投票）,1.0,31.0,26.0,1.1923076923076923,0.0,0.0,0.0,0.0967741935483871,0.11538461538461539,0.6129032258064516,0.3548387096774194,0.03225806451612903,0.6923076923076923,0.3076923076923077,0.0,0.6422305690092583,0.33589206286448553,0.021877368126256135,0.03380160889522412,0.030535642078589595,0.021877368126256135,30351.000000000004,4.0,,,,,,,,,,,,,,,1361.0,,,1074.26,,,,25947.050000000003,,1968.69,,30351.000000000004,0.04484201509011235,,,0.03539455042667457,,,,0.854899344337913,,0.06486409014529998,,1.0,0.04484201509011235,,,0.03539455042667457,,,,0.03166293867918196,,0.03243204507264999,,1.0,,,1.0,,,,27.0,,2.0,,1.0,,,1.0,,,,22.0,,2.0,
益田市議会議員選挙（2015年08月30日投票）,益田市議会議員選挙,島根県,益田市,20150830.0,2015.0,8.0,30.0,20150823.0,69.11,22.0,26.0,1.181818181818182,40138.0,,,-1327.0,任期満了,73.87,,,,益田市議会議員選挙（2015年08月30日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.15384615384615385,0.09090909090909091,0.7307692307692307,0.23076923076923078,0.038461538461538464,0.8181818181818182,0.13636363636363635,0.045454545454545456,0.7396628121124709,0.22325702206095202,0.03708016582657712,0.03892962169013005,0.03720950367682534,0.03708016582657712,27480.999,4.0,59.30769230769231,7.9844523475277125,39.0,54.75,61.5,65.5,71.0,59.09090909090909,8.468707591153612,39.0,53.25,62.0,65.5,71.0,1385.0,,,1894.0,,,,21971.999,,2230.0,,27480.999,0.050398458949763796,,,0.06892034747353981,,,,0.7995342163507229,,0.08114697722597349,,1.0,0.050398458949763796,,,0.034460173736769906,,,,0.038073057921463,,0.04057348861298674,,1.0,,,2.0,,,,21.0,,2.0,,1.0,,,1.0,,,,18.0,,2.0,
益田市議会議員選挙（2019年08月25日投票）,益田市議会議員選挙,島根県,益田市,20190825.0,2019.0,8.0,25.0,20190818.0,65.06,22.0,25.0,1.1363636363636365,,,,,任期満了,69.11,,,,益田市議会議員選挙（2019年08月25日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.12,0.13636363636363635,0.76,0.12,0.12,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.7091436864790871,0.1825160156908887,0.10834029783002416,0.03732335191995195,0.060838671896962904,0.03611343261000805,25142.999,5.0,61.84,9.106832599757174,42.0,56.0,65.0,69.0,74.0,60.68181818181818,9.062341477667417,42.0,54.5,63.5,66.75,72.0,1252.0,,,1529.0,,,,20255.999,,1437.0,669.0,25142.999,0.049795173598821685,,,0.06081215689504661,,,,0.8056317784525228,,0.057153086630596456,0.026607804423012544,1.0,0.049795173598821685,,,0.030406078447523306,,,,0.042401672550132774,,0.028576543315298228,0.026607804423012544,1.0,,,2.0,,,,19.0,,2.0,1.0,1.0,,,1.0,,,,18.0,,1.0,1.0
知夫村議会議員補欠選挙（2016年10月30日投票）,知夫村議会議員補欠選挙,島根県,知夫村,20161030.0,2016.0,10.0,30.0,20161025.0,無投票,1.0,1.0,1.0,,,,,任期満了,,,,,知夫村議会議員補欠選挙（2016年10月30日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
知夫村議会議員選挙（2007年04月22日投票）,知夫村議会議員選挙,島根県,知夫村,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,8.0,8.0,1.0,626.0,,,,任期満了,,,,,知夫村議会議員選挙（2007年04月22日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,59.0,10.27131929208707,41.0,55.25,58.5,62.75,76.0,59.0,10.27131929208707,41.0,55.25,58.5,62.75,76.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,8.0,,,
知夫村議会議員選挙（2011年04月24日投票）,知夫村議会議員選挙,島根県,知夫村,20110424.0,2011.0,4.0,24.0,20110419.0,91.65,8.0,9.0,1.125,539.0,,,-87.0,任期満了,,,,,知夫村議会議員選挙（2011年04月24日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.0,0.5555555555555556,0.4444444444444444,0.0,0.625,0.375,0.0,0.5437881873727087,0.45621181262729127,,0.10875763747454174,0.11405295315682282,,491.0,1.0,,,,,,,,,,,,,,,,,,,,,,491.0,,,,491.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.1111111111111111,,,,,,,,,,,9.0,,,,,,,,,,,8.0,,,
知夫村議会議員選挙（2015年04月26日投票）,知夫村議会議員選挙,島根県,知夫村,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,8.0,8.0,1.0,512.0,,,-27.0,任期満了,91.65,,,,知夫村議会議員選挙（2015年04月26日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.125,0.125,0.5,0.5,0.0,0.5,0.5,0.0,,,,,,,0.0,1.0,57.25,11.818946653572814,39.0,46.25,63.0,66.25,71.0,57.25,11.818946653572814,39.0,46.25,63.0,66.25,71.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,8.0,,,
知夫村議会議員選挙（2019年04月21日投票）,知夫村議会議員選挙,島根県,知夫村,20190421.0,2019.0,4.0,21.0,20190416.0,93.84,8.0,9.0,1.125,,,,,任期満了,,,,,知夫村議会議員選挙（2019年04月21日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.5555555555555556,0.4444444444444444,0.0,0.625,0.375,0.0,0.5418326693227091,0.4581673306772908,,0.10836653386454183,0.1145418326693227,,502.0,1.0,62.333333333333336,8.96908269804914,43.0,60.0,63.0,70.0,71.0,62.625,9.472822968893697,43.0,60.25,66.0,70.0,71.0,,,,,,,,502.0,,,,502.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.1111111111111111,,,,,,,,,,,9.0,,,,,,,,,,,8.0,,,
美郷町議会議員補欠選挙（2012年10月14日投票）,美郷町議会議員補欠選挙,島根県,美郷町,20121014.0,2012.0,10.0,14.0,20121009.0,無投票,2.0,2.0,1.0,,,,,その他,,,,,美郷町議会議員補欠選挙（2012年10月14日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,62.0,5.0,57.0,59.5,62.0,64.5,67.0,62.0,5.0,57.0,59.5,62.0,64.5,67.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,
美郷町議会議員補欠選挙（2016年10月09日投票）,美郷町議会議員補欠選挙,島根県,美郷町,20161009.0,2016.0,10.0,9.0,20161004.0,無投票,2.0,2.0,1.0,,,,,その他/原克美議員の町長選出馬による辞職、及び井下慈海議員の死去による,,,,,美郷町議会議員補欠選挙（2016年10月09日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,68.5,0.5,68.0,68.25,68.5,68.75,69.0,68.5,0.5,68.0,68.25,68.5,68.75,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美郷町議会議員選挙（2009年07月19日投票）,美郷町議会議員選挙,島根県,美郷町,20090719.0,2009.0,7.0,19.0,20090714.0,86.69,12.0,13.0,1.0833333333333333,4876.0,,,,任期満了,,,,,美郷町議会議員選挙（2009年07月19日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.15384615384615385,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8232070526566595,0.17679294734334047,,0.07483700478696904,0.08839647367167024,,4197.0,1.0,62.30769230769231,5.67565130636822,54.0,58.0,60.0,66.0,72.0,62.75,5.688072315527174,54.0,58.75,62.0,66.75,72.0,,,,,,,,4197.0,,,,4197.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.07692307692307693,,,,,,,,,,,13.0,,,,,,,,,,,12.0,,,
美郷町議会議員選挙（2013年07月21日投票）,美郷町議会議員選挙,島根県,美郷町,20130721.0,2013.0,7.0,21.0,20130716.0,87.36,12.0,15.0,1.25,,,,,任期満了,86.69,,,,美郷町議会議員選挙（2013年07月21日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.75,0.25,0.0,0.6932655654383736,0.3067344345616264,,0.06932655654383736,0.06134688691232528,,3935.0,1.0,,,,,,,,63.0,4.527692569068709,55.0,58.75,63.5,65.75,70.0,,,,,,,,3935.0,,,,3935.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.06666666666666667,,,,,,,,,,,15.0,,,,,,,,,,,12.0,,,
美郷町議会議員選挙（2017年07月23日投票）,美郷町議会議員選挙,島根県,美郷町,20170723.0,2017.0,7.0,23.0,20170718.0,83.93,12.0,14.0,1.1666666666666667,4206.0,,,,任期満了,87.36,,,,美郷町議会議員選挙（2017年07月23日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.75,0.16666666666666666,0.08333333333333333,0.7689891490576813,0.12935465448315248,0.1016561964591662,0.06990810445978922,0.06467732724157624,0.1016561964591662,3502.0,0.0,68.0,4.503966505838413,59.0,65.5,68.0,71.5,75.0,68.0,4.847679857416329,59.0,64.5,68.0,72.25,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美郷町議会議員選挙（2021年07月18日投票）,美郷町議会議員選挙,島根県,美郷町,20210718.0,2021.0,7.0,18.0,20210713.0,80.43,12.0,13.0,1.0833333333333333,3791.0,1798.0,1993.0,-415.0,任期満了,83.93,,,,美郷町議会議員選挙（2021年07月18日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.6923076923076923,0.3076923076923077,0.0,0.75,0.25,0.0,0.6698691516530778,0.3301308483469223,,0.07442990573923086,0.08253271208673058,,3005.999,2.0,66.92307692307692,9.514859136040755,45.0,66.0,69.0,72.0,79.0,68.75,7.39509972887452,49.0,66.75,70.0,72.0,79.0,,,,222.0,,,,2783.999,,,,3005.999,,,,0.07385231997748502,,,,0.926147680022515,,,,1.0,,,,0.07385231997748502,,,,0.07717897333520958,,,,,,,1.0,,,,12.0,,,,,,,1.0,,,,11.0,,,
西ノ島町議会議員補欠選挙（2007年01月26日投票）,西ノ島町議会議員補欠選挙,島根県,西ノ島町,20070126.0,2007.0,1.0,26.0,20070121.0,無投票,1.0,1.0,1.0,1.0,,,,その他,,,,,西ノ島町議会議員補欠選挙（2007年01月26日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
西ノ島町議会議員補欠選挙（2019年11月03日投票）,西ノ島町議会議員補欠選挙,島根県,西ノ島町,20191103.0,2019.0,11.0,3.0,20191029.0,無投票,2.0,1.0,0.5,,,,,その他/冨谷修司氏の辞職、中上省三氏の死去による/定数2名のところ、1名のみ立候補,,,,,西ノ島町議会議員補欠選挙（2019年11月03日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,72.0,0.0,72.0,72.0,72.0,72.0,72.0,72.0,0.0,72.0,72.0,72.0,72.0,72.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
西ノ島町議会議員選挙（2009年02月13日投票）,西ノ島町議会議員選挙,島根県,西ノ島町,20090213.0,2009.0,2.0,13.0,20090208.0,85.09,10.0,11.0,1.1,2918.0,,,,任期満了,,,,,西ノ島町議会議員選挙（2009年02月13日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453,0.0,0.5,0.5,0.0,0.5829943043124491,0.41700569568755086,,0.09716571738540819,0.08340113913751017,,2458.0,1.0,63.09090909090909,3.80082635643034,58.0,60.0,63.0,65.0,71.0,63.1,3.9862262855989496,58.0,60.0,63.5,65.5,71.0,,,,,,,,2458.0,,,,2458.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.09090909090909091,,,,,,,,,,,11.0,,,,,,,,,,,10.0,,,
西ノ島町議会議員選挙（2013年02月15日投票）,西ノ島町議会議員選挙,島根県,西ノ島町,20130215.0,2013.0,2.0,15.0,20130210.0,83.06,10.0,11.0,1.1,2756.0,,,-162.0,任期満了,85.09,,,,西ノ島町議会議員選挙（2013年02月15日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.5,0.3,0.2,0.41743725231175693,0.35446939674152356,0.2280933509467195,0.06957287538529282,0.11815646558050785,0.11404667547335975,2271.0,1.0,62.36363636363637,8.003098573481369,41.0,61.5,64.0,67.5,71.0,61.8,8.182909018191513,41.0,61.25,63.5,66.25,71.0,,,,,,,,2271.0,,,,2271.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.09090909090909091,,,,,,,,,,,11.0,,,,,,,,,,,10.0,,,
西ノ島町議会議員選挙（2017年02月12日投票）,西ノ島町議会議員選挙,島根県,西ノ島町,20170212.0,2017.0,2.0,12.0,20170207.0,無投票,10.0,10.0,1.0,,,,,任期満了,83.06,,,,西ノ島町議会議員選挙（2017年02月12日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.1,0.1,0.8,0.1,0.1,,,,,,,0.0,0.0,67.2,4.308131845707603,59.0,65.25,67.5,70.25,74.0,67.2,4.308131845707603,59.0,65.25,67.5,70.25,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西ノ島町議会議員選挙（2021年02月21日投票）,西ノ島町議会議員選挙,島根県,西ノ島町,20210221.0,2021.0,2.0,21.0,20210216.0,82.02,10.0,14.0,1.4,2419.0,1202.0,1217.0,,任期満了,,,,,西ノ島町議会議員選挙（2021年02月21日投票）,1.0,14.0,10.0,1.4,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.6,0.4,0.0,0.5462868769074263,0.4537131230925738,,0.06828585961342828,0.0756188538487623,,1966.0,1.0,66.64285714285714,10.430772761793024,34.0,63.75,69.5,72.0,78.0,64.4,11.288932633336069,34.0,60.75,69.0,70.75,76.0,,,,,,,,1966.0,,,,1966.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.07142857142857142,,,,,,,,,,,14.0,,,,,,,,,,,10.0,,,
邑南町議会議員補欠選挙（2008年10月19日投票）,邑南町議会議員補欠選挙,島根県,邑南町,20081019.0,2008.0,10.0,19.0,20081014.0,無投票,1.0,1.0,1.0,10705.0,,,,その他,,,,,邑南町議会議員補欠選挙（2008年10月19日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
邑南町議会議員補欠選挙（2020年10月18日投票）,邑南町議会議員補欠選挙,島根県,邑南町,20201018.0,2020.0,10.0,18.0,20201013.0,無投票,1.0,1.0,1.0,,,,,辞職,,,,,邑南町議会議員補欠選挙（2020年10月18日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
邑南町議会議員選挙（2005年04月17日投票）,邑南町議会議員選挙,島根県,邑南町,20050417.0,2005.0,4.0,17.0,20050412.0,90.32,18.0,27.0,1.5,11115.0,,,,任期満了,,,,,邑南町議会議員選挙（2005年04月17日投票）,1.0,27.0,18.0,1.5,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.05555555555555555,,0.021774193548387097,0.04254032258064516,,0.021774193548387097,0.04254032258064516,9920.0,3.0,60.03703703703704,7.39109314563936,45.0,55.5,60.0,65.0,76.0,58.44444444444444,7.009693464705556,45.0,54.5,58.0,63.75,70.0,,,,567.0,,,,9005.119999999999,,347.88,,9919.999999999998,,,,0.05715725806451614,,,,0.9077741935483872,,0.03506854838709678,,1.0,,,,0.02857862903225807,,,,0.0378239247311828,,0.03506854838709678,,,,,2.0,,,,24.0,,1.0,,,,,1.0,,,,16.0,,1.0,
邑南町議会議員選挙（2009年04月19日投票）,邑南町議会議員選挙,島根県,邑南町,20090419.0,2009.0,4.0,19.0,20090414.0,無投票,15.0,15.0,1.0,10620.0,,,-495.0,任期満了,90.32,,,,邑南町議会議員選挙（2009年04月19日投票）,1.0,15.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7333333333333333,0.26666666666666666,0.0,0.7333333333333333,0.26666666666666666,0.0,,,,,,,0.0,4.0,57.0,8.594571930391103,41.0,52.5,57.0,62.0,74.0,57.0,8.594571930391103,41.0,52.5,57.0,62.0,74.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,12.0,,1.0,1.0,,,,1.0,,,,12.0,,1.0,1.0
邑南町議会議員選挙（2013年04月21日投票）,邑南町議会議員選挙,島根県,邑南町,20130421.0,2013.0,4.0,21.0,20130416.0,85.25,15.0,16.0,1.0666666666666669,9806.0,,,-814.0,任期満了,,,,,邑南町議会議員選挙（2013年04月21日投票）,1.0,16.0,15.0,1.0666666666666667,0.0,0.0,0.0,0.0625,0.06666666666666667,0.625,0.375,0.0,0.6,0.4,0.0,0.5780666907427471,0.4219333092572529,,0.05780666907427471,0.07032221820954215,,8307.0,3.0,57.3125,8.013416484246903,39.0,53.75,58.5,64.25,68.0,58.0,7.805980613179444,39.0,54.0,59.0,64.5,68.0,,,,458.0,,,,7368.0,,,481.0,8307.0,,,,0.05513422414830865,,,,0.8869628024557602,,,0.057902973395931145,1.0,,,,0.05513422414830865,,,,0.06335448588969715,,,0.057902973395931145,,,,1.0,,,,14.0,,,1.0,,,,1.0,,,,13.0,,,1.0
