,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_世直し連合,得票数_公明党,得票数_国民民主党,得票数_尊王義塾蒼龍社,得票数_市役所を改革する会,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自動車販売・修理業,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_世直し連合,得票率_公明党,得票率_国民民主党,得票率_尊王義塾蒼龍社,得票率_市役所を改革する会,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自動車販売・修理業,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_世直し連合,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_尊王義塾蒼龍社,一人あたり得票率_市役所を改革する会,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自動車販売・修理業,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_世直し連合,立候補者数_公明党,立候補者数_国民民主党,立候補者数_尊王義塾蒼龍社,立候補者数_市役所を改革する会,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自動車販売・修理業,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_世直し連合,当選者数_公明党,当選者数_国民民主党,当選者数_尊王義塾蒼龍社,当選者数_市役所を改革する会,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自動車販売・修理業,当選者数_自由民主党
南さつま市議会議員選挙（2013年11月17日投票）,南さつま市議会議員選挙,鹿児島県,南さつま市,20131117.0,2013.0,11.0,17.0,20131110.0,69.12,20.0,23.0,1.15,,,,,任期満了,77.76,,,,南さつま市議会議員選挙（2013年11月17日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.08695652173913043,0.05,0.8260869565217391,0.13043478260869565,0.043478260869565216,0.9,0.05,0.05,0.884417119886498,0.07817450934026957,0.03740837077323244,0.04654826946771042,0.026058169780089856,0.03740837077323244,21145.0,4.0,60.69565217391305,7.45091055193458,43.0,57.0,62.0,64.5,73.0,61.45,6.406832290609767,46.0,58.75,62.0,64.25,73.0,,,,,,,,1644.0,,,17174.0,1145.0,,,1182.0,21145.0,,,,,,,,0.07774887680302672,,,0.8122014660676283,0.05414991723811776,,,0.05589973989122724,1.0,,,,,,,,0.03887443840151336,,,0.04274744558250675,0.05414991723811776,,,0.05589973989122724,,,,,,,,2.0,,,19.0,1.0,,,1.0,,,,,,,,1.0,,,17.0,1.0,,,1.0
南さつま市議会議員選挙（2017年11月19日投票）,南さつま市議会議員選挙,鹿児島県,南さつま市,20171119.0,2017.0,11.0,19.0,20171112.0,67.58,18.0,19.0,1.0555555555555556,29687.0,,,,任期満了,69.12,,,,南さつま市議会議員選挙（2017年11月19日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.8421052631578947,0.15789473684210525,0.0,0.8888888888888888,0.1111111111111111,0.0,0.8489091064987856,0.15109089350121438,,0.0530568191561741,0.05036363116707146,,19709.989999999998,0.0,63.05263157894737,6.621127938656329,50.0,59.5,64.0,67.5,75.0,63.5,6.517071598672384,50.0,60.0,65.0,67.75,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南九州市議会議員選挙（2007年12月23日投票）,南九州市議会議員選挙,鹿児島県,南九州市,20071223.0,2007.0,12.0,23.0,20071216.0,76.02,0.0,34.0,,34528.0,,,,その他,,,,,南九州市議会議員選挙（2007年12月23日投票）,3.0,34.0,24.0,1.4166666666666667,0.0,0.0,0.0,0.11764705882352941,0.08333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.029411764705882353,,26078.11,2.0,56.26470588235294,8.809449550572559,31.0,54.0,56.5,60.75,71.0,56.791666666666664,8.129058815276355,31.0,54.0,55.5,60.25,71.0,,,,,,,,1464.0,,,24614.11,,,,,26078.11,,,,,,,,0.05613903768332904,,,0.9438609623166709,,,,,1.0,,,,,,,,0.02806951884166452,,,0.029495655072395967,,,,,,,,,,,,2.0,,,32.0,,,,,,,,,,,,0.0,,,24.0,,,,
南九州市議会議員選挙（2011年12月11日投票）,南九州市議会議員選挙,鹿児島県,南九州市,20111211.0,2011.0,12.0,11.0,20111204.0,75.53,22.0,27.0,1.2272727272727273,32936.0,,,-1592.0,任期満了,76.02,,,,南九州市議会議員選挙（2011年12月11日投票）,1.0,27.0,22.0,1.2272727272727273,0.0,0.0,0.0,0.14814814814814814,0.13636363636363635,0.5925925925925926,0.4074074074074074,0.0,0.7272727272727273,0.2727272727272727,0.0,0.6292742296576709,0.3707257703423292,,0.03932963935360443,0.03370234275839356,,24566.999999999996,2.0,,,,,,,,,,,,,,,,,,,,,,1520.0,,,23046.999999999996,,,,,24566.999999999996,,,,,,,,0.06187161639597835,,,0.9381283836040216,,,,,1.0,,,,,,,,0.030935808197989176,,,0.03752513534416087,,,,,,,,,,,,2.0,,,25.0,,,,,,,,,,,,1.0,,,21.0,,,,
南九州市議会議員選挙（2015年12月13日投票）,南九州市議会議員選挙,鹿児島県,南九州市,20151213.0,2015.0,12.0,13.0,20151206.0,69.95,20.0,22.0,1.1,,,,,任期満了,75.53,,,,南九州市議会議員選挙（2015年12月13日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.13636363636363635,0.15,0.6363636363636364,0.36363636363636365,0.0,0.65,0.35,0.0,0.6640755911375907,0.3359244088624092,,0.047433970795542194,0.04199055110780115,,21484.0,2.0,59.27272727272727,10.423669822187552,26.0,58.5,62.5,65.0,74.0,58.8,10.777754868245983,26.0,57.25,62.5,65.0,74.0,,,,,,,,1714.19,,,19769.809999999998,,,,,21483.999999999996,,,,,,,,0.0797891454105381,,,0.920210854589462,,,,,1.0,,,,,,,,0.03989457270526905,,,0.046010542729473095,,,,,,,,,,,,2.0,,,20.0,,,,,,,,,,,,2.0,,,18.0,,,,
南九州市議会議員選挙（2019年12月15日投票）,南九州市議会議員選挙,鹿児島県,南九州市,20191215.0,2019.0,12.0,15.0,20191208.0,56.57,20.0,22.0,1.1,,,,,任期満了/最後の1議席を巡り得票数が同数だったため、公選法第95条の2項のくじにより、川畑実道氏が当選となった,69.95,,,,南九州市議会議員選挙（2019年12月15日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.13636363636363635,0.15,0.8181818181818182,0.18181818181818182,0.0,0.85,0.15,0.0,0.815134146224549,0.18486585377545095,,0.04528523034580828,0.04621646344386274,,16584.999,2.0,63.04545454545455,10.433674819924853,30.0,61.0,66.5,69.0,78.0,62.55,10.814226740733709,30.0,60.5,66.0,69.0,78.0,,,,,,,,1407.264,,,15177.735,,,,,16584.999,,,,,,,,0.0848516180193921,,,0.915148381980608,,,,,1.0,,,,,,,,0.04242580900969605,,,0.0457574190990304,,,,,,,,,,,,2.0,,,20.0,,,,,,,,,,,,2.0,,,18.0,,,,
南大隅町議会議員選挙（2005年04月24日投票）,南大隅町議会議員選挙,鹿児島県,南大隅町,20050424.0,2005.0,4.0,24.0,20050419.0,87.1,0.0,26.0,,8773.0,,,,その他,,,,,南大隅町議会議員選挙（2005年04月24日投票）,2.0,26.0,18.0,1.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.038461538461538464,,7558.0,1.0,57.69230769230769,9.894711993978753,29.0,52.0,60.5,64.75,71.0,58.72222222222222,9.054192126398046,42.0,52.25,59.5,66.75,71.0,,,,,,,,,,,7558.0,,,,,7558.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.038461538461538464,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,18.0,,,,
南大隅町議会議員選挙（2009年04月19日投票）,南大隅町議会議員選挙,鹿児島県,南大隅町,20090419.0,2009.0,4.0,19.0,20090414.0,87.95,16.0,20.0,1.25,8132.0,,,-641.0,任期満了,87.1,,,,南大隅町議会議員選挙（2009年04月19日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.6875,0.25,0.0625,0.6342678241070158,0.3035434751672122,0.062188700725772025,0.05285565200891798,0.050590579194535364,0.031094350362886013,7027.000000000001,1.0,59.35,9.04032632154393,33.0,56.0,61.5,65.5,71.0,61.75,6.777720855862979,48.0,56.75,64.0,67.0,71.0,,,,,,,,,,,7027.000000000001,,,,,7027.000000000001,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.05,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,16.0,,,,
南大隅町議会議員選挙（2013年04月14日投票）,南大隅町議会議員選挙,鹿児島県,南大隅町,20130414.0,2013.0,4.0,14.0,20130409.0,83.06,12.0,14.0,1.1666666666666667,,,,,任期満了,87.95,,,,南大隅町議会議員選挙（2013年04月14日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.7629923866269447,0.11982787156570672,0.11717974180734857,0.06936294423881316,0.05991393578285336,0.11717974180734857,6042.0,1.0,63.5,6.737422143732508,53.0,60.0,64.0,68.75,74.0,63.833333333333336,6.542595475463507,53.0,60.0,64.0,68.75,74.0,,,,,,,,,,,6042.0,,,,,6042.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,12.0,,,,
南大隅町議会議員選挙（2017年04月16日投票）,南大隅町議会議員選挙,鹿児島県,南大隅町,20170416.0,2017.0,4.0,16.0,20170411.0,79.5,12.0,15.0,1.25,6755.0,,,,任期満了,83.06,,,,南大隅町議会議員選挙（2017年04月16日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.2,0.25,0.7333333333333333,0.26666666666666666,0.0,0.75,0.25,0.0,0.7286280430269862,0.27137195697301375,,0.0662389130024533,0.06784298924325344,,5299.0,0.0,62.733333333333334,10.227196857182108,38.0,57.0,64.0,70.5,78.0,62.5,6.910137480542627,53.0,57.0,63.5,67.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南大隅町議会議員選挙（2021年04月18日投票）,南大隅町議会議員選挙,鹿児島県,南大隅町,20210418.0,2021.0,4.0,18.0,20210413.0,79.92,12.0,13.0,1.0833333333333333,5921.0,2804.0,3117.0,-834.0,任期満了,79.5,,,,南大隅町議会議員選挙（2021年04月18日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.23076923076923078,0.25,0.6153846153846154,0.38461538461538464,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6394776279169343,0.3605223720830657,,0.07993470348961679,0.07210447441661313,,4671.0,1.0,60.76923076923077,9.496184222775979,42.0,57.0,61.0,67.0,79.0,61.666666666666664,9.3392838174146,42.0,57.0,61.0,67.25,79.0,,,,,,,,,,,4671.0,,,,,4671.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,12.0,,,,
南種子町議会議員選挙（2007年04月22日投票）,南種子町議会議員選挙,鹿児島県,南種子町,20070422.0,2007.0,4.0,22.0,20070417.0,90.62,12.0,15.0,1.25,5372.0,,,,任期満了,,,,,南種子町議会議員選挙（2007年04月22日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.2,0.06666666666666667,0.75,0.16666666666666666,0.08333333333333333,0.7516618437370814,0.1383753617197189,0.10996279454319967,0.06833289488518922,0.046125120573239635,0.10996279454319967,4838.0,2.0,61.8,6.554387843269576,45.0,58.5,63.0,67.5,69.0,62.333333333333336,5.022173057773121,53.0,59.25,62.0,67.25,69.0,,,,,,,,428.0,,,4410.0,,,,,4838.0,,,,,,,,0.08846630839189748,,,0.9115336916081025,,,,,1.0,,,,,,,,0.08846630839189748,,,0.06510954940057875,,,,,,,,,,,,1.0,,,14.0,,,,,,,,,,,,1.0,,,11.0,,,,
南種子町議会議員選挙（2011年04月24日投票）,南種子町議会議員選挙,鹿児島県,南種子町,20110424.0,2011.0,4.0,24.0,20110419.0,89.94,10.0,14.0,1.4,5150.0,,,-222.0,任期満了,90.62,,,,南種子町議会議員選挙（2011年04月24日投票）,1.0,14.0,10.0,1.4,0.0,0.0,0.0,0.07142857142857142,0.1,0.5714285714285714,0.42857142857142855,0.0,0.5,0.5,0.0,0.5263409337676439,0.4736590662323561,,0.06579261672095549,0.07894317770539268,,4604.999999999999,1.0,61.785714285714285,3.5492166425156704,55.0,59.25,61.5,64.0,68.0,61.6,4.1036569057366385,55.0,59.0,61.0,64.75,68.0,,,,,,,,,,,4604.999999999999,,,,,4604.999999999999,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,10.0,,,,
南種子町議会議員選挙（2015年04月26日投票）,南種子町議会議員選挙,鹿児島県,南種子町,20150426.0,2015.0,4.0,26.0,20150421.0,88.32,10.0,16.0,1.6,4844.0,,,-306.0,任期満了,89.94,,,,南種子町議会議員選挙（2015年04月26日投票）,1.0,16.0,10.0,1.6,0.0,0.0,0.0,0.1875,0.0,0.5,0.375,0.125,0.6,0.3,0.1,0.5213897423776885,0.34081777357598675,0.13779248404632474,0.06517371779721107,0.05680296226266446,0.06889624202316237,4231.0,1.0,64.0625,4.408354993645589,56.0,60.75,64.0,67.25,72.0,65.9,3.5341194094144583,60.0,63.25,65.5,67.75,72.0,,,,,,,,,,,4231.0,,,,,4231.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,10.0,,,,
南種子町議会議員選挙（2019年04月21日投票）,南種子町議会議員選挙,鹿児島県,南種子町,20190421.0,2019.0,4.0,21.0,20190416.0,84.37,10.0,12.0,1.2,4709.0,,,-135.0,任期満了,88.32,,,,南種子町議会議員選挙（2019年04月21日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.16666666666666666,0.1,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.6,0.3,0.1,0.5561015372546854,0.3002011251348121,0.14369733761050246,0.07944307675066933,0.07505028128370303,0.14369733761050246,3910.998,1.0,66.75,3.491060010942235,60.0,64.75,67.5,69.25,72.0,66.9,2.6999999999999997,62.0,65.0,67.5,68.75,71.0,,,,,,,,,,,3910.998,,,,,3910.998,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,10.0,,,,
和泊町議会議員選挙（2008年08月31日投票）,和泊町議会議員選挙,鹿児島県,和泊町,20080831.0,2008.0,8.0,31.0,20080826.0,88.82,14.0,18.0,1.2857142857142858,5770.0,,,,任期満了,,,,,和泊町議会議員選挙（2008年08月31日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.6111111111111112,0.2777777777777778,0.1111111111111111,0.6428571428571429,0.21428571428571427,0.14285714285714285,0.5959079283887468,0.2951013181192209,0.10899075349203226,0.054173448035340625,0.05902026362384418,0.05449537674601613,5083.0,1.0,58.55555555555556,7.235884513406638,41.0,57.0,58.0,63.0,74.0,57.57142857142857,6.298687910013887,41.0,57.0,58.0,62.0,67.0,,,,,,,,,,,5083.0,,,,,5083.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.05555555555555555,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,14.0,,,,
和泊町議会議員選挙（2012年09月02日投票）,和泊町議会議員選挙,鹿児島県,和泊町,20120902.0,2012.0,9.0,2.0,20120821.0,83.59,12.0,13.0,1.0833333333333333,5684.0,,,-86.0,任期満了,88.82,,,,和泊町議会議員選挙（2012年09月02日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.5384615384615384,0.0,0.5,0.5,0.0,0.4811401628804115,0.5188598371195885,,0.08019002714673525,0.07412283387422693,,4666.0,1.0,55.07692307692308,8.137865326423505,35.0,54.0,56.0,61.0,67.0,55.166666666666664,8.463975950396415,35.0,53.25,56.5,61.0,67.0,,,,,,,,,,,4666.0,,,,,4666.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,12.0,,,,
和泊町議会議員選挙（2016年08月28日投票）,和泊町議会議員選挙,鹿児島県,和泊町,20160828.0,2016.0,8.0,28.0,20160823.0,83.56,12.0,18.0,1.5,5493.0,,,-191.0,任期満了,83.59,,,,和泊町議会議員選挙（2016年08月28日投票）,1.0,18.0,12.0,1.5,0.0,0.0,0.0,0.05555555555555555,0.08333333333333333,0.5,0.5,0.0,0.5,0.5,0.0,0.47942362480824025,0.5205763751917598,,0.053269291645360026,0.05784181946575109,,4563.0,0.0,59.5,12.824672402140424,33.0,52.75,60.5,65.0,93.0,57.083333333333336,11.419707624200464,33.0,51.25,61.0,65.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
和泊町議会議員選挙（2020年08月30日投票）,和泊町議会議員選挙,鹿児島県,和泊町,20200830.0,2020.0,8.0,30.0,20200825.0,80.48,12.0,14.0,1.1666666666666667,,,,,任期満了,83.56,,,,和泊町議会議員選挙（2020年08月30日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6666666666666666,0.25,0.08333333333333333,0.6875,0.2552884615384615,0.05721153846153846,0.0763888888888889,0.06382211538461538,0.05721153846153846,4160.0,2.0,57.07142857142857,14.704053307624719,25.0,45.5,64.5,68.75,73.0,55.333333333333336,15.200511687293805,25.0,41.75,61.0,69.0,73.0,,,348.0,,,,,,,,3812.0,,,,,4160.0,,,0.08365384615384615,,,,,,,,0.9163461538461538,,,,,1.0,,,0.08365384615384615,,,,,,,,0.07048816568047336,,,,,,,1.0,,,,,,,,13.0,,,,,,,1.0,,,,,,,,11.0,,,,
喜界町議会議員選挙（2000年10月01日投票）,喜界町議会議員選挙,鹿児島県,喜界町,20001001.0,2000.0,10.0,1.0,20000926.0,95.66,20.0,25.0,1.25,7260.0,,,,その他,,,,,喜界町議会議員選挙（2000年10月01日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.0,0.0,0.68,0.32,0.0,0.7,0.3,0.0,0.7146195414049948,0.2853804585950051,,0.04203644361205852,0.03567255732437564,,6847.0,2.0,57.6,10.840664186294122,32.0,51.0,57.0,67.0,75.0,58.8,10.87933821516732,32.0,52.75,60.0,67.0,75.0,,,376.0,,,,,,,,6471.0,,,,,6847.0,,,0.05491456112165912,,,,,,,,0.9450854388783408,,,,,1.0,,,0.05491456112165912,,,,,,,,0.039378559953264204,,,,,,,1.0,,,,,,,,24.0,,,,,,,1.0,,,,,,,,19.0,,,,
喜界町議会議員選挙（2004年09月26日投票）,喜界町議会議員選挙,鹿児島県,喜界町,20040926.0,2004.0,9.0,26.0,20040921.0,92.31,14.0,16.0,1.1428571428571428,7143.0,,,-117.0,その他,95.66,,,,喜界町議会議員選挙（2004年09月26日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.1875,0.7857142857142857,0.0,0.21428571428571427,0.7804164578860832,,0.2195835421139168,0.0600320352220064,,0.07319451403797227,6525.99,2.0,60.375,10.469449603489192,36.0,55.25,60.0,67.25,79.0,59.57142857142857,9.795875850247869,36.0,56.5,60.0,65.75,72.0,,,383.0,,,,,,,,6142.99,,,,,6525.99,,,0.0586884135587091,,,,,,,,0.9413115864412909,,,,,1.0,,,0.0586884135587091,,,,,,,,0.06275410576275273,,,,,,,1.0,,,,,,,,15.0,,,,,,,1.0,,,,,,,,13.0,,,,
喜界町議会議員選挙（2008年09月28日投票）,喜界町議会議員選挙,鹿児島県,喜界町,20080928.0,2008.0,9.0,28.0,20080923.0,89.71,14.0,15.0,1.0714285714285714,7413.0,,,270.0,任期満了,92.31,,,,喜界町議会議員選挙（2008年09月28日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6827361563517915,0.3172638436482085,,0.06827361563517916,0.0634527687296417,,6140.0,2.0,61.86666666666667,6.53061167800451,52.0,57.5,62.0,66.0,76.0,61.642857142857146,6.704019507058465,52.0,57.25,62.0,66.5,76.0,,,475.0,,,,,,,,5665.0,,,,,6140.0,,,0.07736156351791532,,,,,,,,0.9226384364820847,,,,,1.0,,,0.07736156351791532,,,,,,,,0.06590274546300605,,,,,,,1.0,,,,,,,,14.0,,,,,,,1.0,,,,,,,,13.0,,,,
喜界町議会議員選挙（2012年09月23日投票）,喜界町議会議員選挙,鹿児島県,喜界町,20120923.0,2012.0,9.0,23.0,20120918.0,86.59,14.0,15.0,1.0714285714285714,6505.0,,,-908.0,任期満了,89.71,,,,喜界町議会議員選挙（2012年09月23日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7430157593123209,0.2569842406876791,,0.06191797994269341,0.0856614135625597,,5584.0,2.0,61.333333333333336,10.793001847905378,28.0,56.5,64.0,69.0,73.0,60.714285714285715,10.911517973673321,28.0,56.25,63.0,68.25,73.0,,,406.0,,,,,,,,5178.0,,,,,5584.0,,,0.07270773638968481,,,,,,,,0.9272922636103151,,,,,1.0,,,0.07270773638968481,,,,,,,,0.06623516168645108,,,,,,,1.0,,,,,,,,14.0,,,,,,,1.0,,,,,,,,13.0,,,,
喜界町議会議員選挙（2016年09月25日投票）,喜界町議会議員選挙,鹿児島県,喜界町,20160925.0,2016.0,9.0,25.0,20160920.0,84.77,12.0,14.0,1.1666666666666667,6164.0,,,-341.0,任期満了,86.59,,,,喜界町議会議員選挙（2016年09月25日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6666666666666666,0.25,0.08333333333333333,0.6074531762888589,0.29175516508978566,0.10079165862135547,0.06749479736542877,0.07293879127244642,0.10079165862135547,5179.0,0.0,58.5,14.391217559926709,32.0,57.0,62.5,69.5,74.0,57.166666666666664,14.904324502938364,32.0,50.5,62.5,68.5,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
喜界町議会議員選挙（2020年09月27日投票）,喜界町議会議員選挙,鹿児島県,喜界町,20200927.0,2020.0,9.0,27.0,20200922.0,86.59,12.0,14.0,1.1666666666666667,,,,,任期満了,84.77,,,,喜界町議会議員選挙（2020年09月27日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,,,,,,,,,,,,,,,4968.999,3.0,,,,,,,,,,,,,,,,,372.0,,,,,259.0,,,4337.999,,,,,4968.999,,,0.07486417284447029,,,,,0.05212317410408012,,,0.8730126530514496,,,,,1.0,,,0.07486417284447029,,,,,0.05212317410408012,,,0.07275105442095413,,,,,,,1.0,,,,,1.0,,,12.0,,,,,,,1.0,,,,,1.0,,,10.0,,,,
垂水市議会議員補欠選挙（2003年06月12日投票）,垂水市議会議員補欠選挙,鹿児島県,垂水市,20030612.0,2003.0,6.0,12.0,20030604.0,,1.0,2.0,2.0,,,,,その他,,,,,垂水市議会議員補欠選挙（2003年06月12日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.5526932084309133,0.44730679156908665,,0.5526932084309133,0.44730679156908665,,854.0,2.0,55.0,5.0,50.0,52.5,55.0,57.5,60.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,,,,,,,,472.0,,,382.0,,,,,854.0,,,,,,,,0.5526932084309133,,,0.44730679156908665,,,,,1.0,,,,,,,,0.5526932084309133,,,0.44730679156908665,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,0.0,,,,
垂水市議会議員選挙（2003年04月27日投票）,垂水市議会議員選挙,鹿児島県,垂水市,20030427.0,2003.0,4.0,27.0,20030420.0,86.25,20.0,24.0,1.2,16388.0,,,,任期満了,,,,,垂水市議会議員選挙（2003年04月27日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.0,0.0,0.625,0.3333333333333333,0.041666666666666664,0.7,0.25,0.05,0.6708181232553145,0.2853052752129411,0.04387660153174433,0.04472120821702097,0.035663159401617635,0.04387660153174433,13971.0,4.0,54.375,7.787877866701985,36.0,50.0,55.5,59.0,74.0,54.4,8.32706430862642,36.0,50.0,55.5,59.0,74.0,,,,,86.0,,,472.0,,,12911.0,502.0,,,,13971.0,,,,,0.006155608045236562,,,0.03378426741106578,,,0.9241285520005726,0.03593157254312505,,,,1.0,,,,,0.006155608045236562,,,0.03378426741106578,,,0.044006121523836796,0.03593157254312505,,,,,,,,1.0,,,1.0,,,21.0,1.0,,,,,,,,0.0,,,0.0,,,19.0,1.0,,,
