,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_世直し連合,得票数_公明党,得票数_国民民主党,得票数_尊王義塾蒼龍社,得票数_市役所を改革する会,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自動車販売・修理業,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_世直し連合,得票率_公明党,得票率_国民民主党,得票率_尊王義塾蒼龍社,得票率_市役所を改革する会,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自動車販売・修理業,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_世直し連合,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_尊王義塾蒼龍社,一人あたり得票率_市役所を改革する会,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自動車販売・修理業,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_世直し連合,立候補者数_公明党,立候補者数_国民民主党,立候補者数_尊王義塾蒼龍社,立候補者数_市役所を改革する会,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自動車販売・修理業,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_世直し連合,当選者数_公明党,当選者数_国民民主党,当選者数_尊王義塾蒼龍社,当選者数_市役所を改革する会,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自動車販売・修理業,当選者数_自由民主党
姶良市議会議員選挙（2010年04月25日投票）,姶良市議会議員選挙,鹿児島県,姶良市,20100425.0,2010.0,4.0,25.0,20100418.0,,0.0,35.0,,,,,,その他,,,,,姶良市議会議員選挙（2010年04月25日投票）,3.0,35.0,30.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.02857142857142857,,40088.0,4.0,,,,,,,,,,,,,,,,,3949.0,,,,,2353.0,,,32309.0,1477.0,,,,40088.0,,,0.09850828178008382,,,,,0.058695869088006385,,,0.8059519058072241,0.03684394332468569,,,,1.0,,,0.04925414089004191,,,,,0.029347934544003192,,,0.02686506352690747,0.03684394332468569,,,,,,2.0,,,,,2.0,,,30.0,1.0,,,,,,2.0,,,,,2.0,,,25.0,1.0,,,
姶良市議会議員選挙（2014年04月20日投票）,姶良市議会議員選挙,鹿児島県,姶良市,20140420.0,2014.0,4.0,20.0,20140413.0,61.42,24.0,27.0,1.125,,,,,任期満了,,,,,姶良市議会議員選挙（2014年04月20日投票）,1.0,27.0,24.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.7777777777777778,0.18518518518518517,0.037037037037037035,0.7916666666666666,0.16666666666666666,0.041666666666666664,0.7288779168665572,0.20612041817608434,0.0650016649573585,0.03470847223174082,0.04122408363521687,0.0650016649573585,36075.998999999996,3.0,59.148148148148145,10.92975450811599,31.0,54.5,63.0,66.0,73.0,60.208333333333336,10.111788362544427,31.0,57.25,63.0,66.25,73.0,,,3957.0,,,,,2781.0,,,29337.999,,,,,36075.998999999996,,,0.10968511225427188,,,,,0.07708726236520852,,,0.8132276253805197,,,,,1.0,,,0.05484255612713594,,,,,0.03854363118260426,,,0.03535772284263129,,,,,,,2.0,,,,,2.0,,,23.0,,,,,,,2.0,,,,,2.0,,,20.0,,,,
姶良市議会議員選挙（2018年04月22日投票）,姶良市議会議員選挙,鹿児島県,姶良市,20180422.0,2018.0,4.0,22.0,20180415.0,59.91,24.0,28.0,1.1666666666666667,,,,,任期満了,61.42,,,,姶良市議会議員選挙（2018年04月22日投票）,1.0,28.0,24.0,1.1666666666666667,0.0,0.0,0.0,0.10714285714285714,0.125,0.7142857142857143,0.2857142857142857,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7631957442512932,0.2368042557487069,,0.03815978721256466,0.02960053196858836,,36147.998999999996,4.0,59.785714285714285,12.163637680918198,31.0,53.75,65.0,68.0,77.0,61.791666666666664,10.543478105234323,37.0,56.25,66.0,68.0,77.0,,,4183.0,,,,,1642.0,,,26225.999,4097.0,,,,36147.998999999996,,,0.11571871516318236,,,,,0.04542436774992718,,,0.7255173101006228,0.11333960698626777,,,,1.0,,,0.05785935758159118,,,,,0.04542436774992718,,,0.03154423087394012,0.056669803493133886,,,,,,2.0,,,,,1.0,,,23.0,2.0,,,,,,2.0,,,,,1.0,,,19.0,2.0,,,
宇検村議会議員補欠選挙（2011年10月30日投票）,宇検村議会議員補欠選挙,鹿児島県,宇検村,20111030.0,2011.0,10.0,30.0,20111025.0,無投票,2.0,2.0,1.0,1713.0,,,,その他,,,,,宇検村議会議員補欠選挙（2011年10月30日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,58.5,1.5,57.0,57.75,58.5,59.25,60.0,58.5,1.5,57.0,57.75,58.5,59.25,60.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,
宇検村議会議員補欠選挙（2019年01月20日投票）,宇検村議会議員補欠選挙,鹿児島県,宇検村,20190120.0,2019.0,1.0,20.0,20190115.0,無投票,2.0,2.0,1.0,,,,,その他,,,,,宇検村議会議員補欠選挙（2019年01月20日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,0.0,1.0,68.0,6.0,62.0,65.0,68.0,71.0,74.0,68.0,6.0,62.0,65.0,68.0,71.0,74.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,
宇検村議会議員選挙（2000年08月27日投票）,宇検村議会議員選挙,鹿児島県,宇検村,20000827.0,2000.0,8.0,27.0,20000822.0,96.23,14.0,17.0,1.2142857142857142,1934.0,,,,任期満了,,,,,宇検村議会議員選挙（2000年08月27日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.058823529411764705,0.07142857142857142,0.7647058823529411,0.23529411764705882,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7882225823878984,0.21177741761210156,,0.06063250633753065,0.05294435440302539,,1851.0,1.0,56.11764705882353,8.216785924816106,41.0,49.0,58.0,63.0,72.0,55.07142857142857,7.814494643328654,41.0,48.25,57.0,62.5,66.0,,,,,,,,,,,1851.0,,,,,1851.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.058823529411764705,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,14.0,,,,
宇検村議会議員選挙（2004年08月22日投票）,宇検村議会議員選挙,鹿児島県,宇検村,20040822.0,2004.0,8.0,22.0,20040817.0,96.01,12.0,13.0,1.0833333333333333,1853.0,,,-81.0,任期満了,96.23,,,,宇検村議会議員選挙（2004年08月22日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.8461538461538461,0.07692307692307693,0.07692307692307693,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.8402501421262081,0.10005685048322911,0.05969300739056282,0.07638637655692801,0.10005685048322911,0.05969300739056282,1759.0,1.0,57.69230769230769,11.034105278179142,34.0,50.0,60.0,65.0,76.0,56.916666666666664,11.138958159939776,34.0,49.75,58.0,64.25,76.0,,,,,,,,,,,1759.0,,,,,1759.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,12.0,,,,
宇検村議会議員選挙（2008年08月31日投票）,宇検村議会議員選挙,鹿児島県,宇検村,20080831.0,2008.0,8.0,31.0,20080826.0,95.44,8.0,10.0,1.25,1756.0,,,-97.0,任期満了,96.01,,,,宇検村議会議員選挙（2008年08月31日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.1,0.125,0.6,0.3,0.1,0.75,0.125,0.125,0.6792339916217833,0.24536205864751645,0.07540394973070018,0.11320566527029723,0.08178735288250548,0.07540394973070018,1671.0,2.0,59.0,9.736529155710468,38.0,53.25,63.0,66.25,71.0,57.5,10.307764064044152,38.0,52.0,58.5,65.0,71.0,,82.0,,,,,,,,,1589.0,,,,,1671.0,,0.049072411729503294,,,,,,,,,0.9509275882704967,,,,,1.0,,0.049072411729503294,,,,,,,,,0.10565862091894408,,,,,,1.0,,,,,,,,,9.0,,,,,,0.0,,,,,,,,,8.0,,,,
宇検村議会議員選挙（2012年08月26日投票）,宇検村議会議員選挙,鹿児島県,宇検村,20120826.0,2012.0,8.0,26.0,20120821.0,94.02,8.0,10.0,1.25,1639.0,,,-117.0,任期満了,95.44,,,,宇検村議会議員選挙（2012年08月26日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.1,0.125,0.7,0.3,0.0,0.75,0.25,0.0,0.7181164159581426,0.2818835840418574,,0.10258805942259179,0.09396119468061914,,1529.0,1.0,57.0,11.789826122551595,31.0,54.25,59.0,65.5,72.0,58.875,8.402938474129154,42.0,56.75,59.0,62.5,72.0,,,,,,,,,,,1529.0,,,,,1529.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.1,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,8.0,,,,
宇検村議会議員選挙（2016年08月28日投票）,宇検村議会議員選挙,鹿児島県,宇検村,20160828.0,2016.0,8.0,28.0,20160823.0,無投票,8.0,8.0,1.0,,,,,任期満了,94.02,,,,宇検村議会議員選挙（2016年08月28日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.125,0.125,0.75,0.25,0.0,0.75,0.25,0.0,,,,,,,0.0,0.0,56.5,9.886859966642595,35.0,54.25,61.5,62.5,65.0,56.5,9.886859966642595,35.0,54.25,61.5,62.5,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宇検村議会議員選挙（2020年08月30日投票）,宇検村議会議員選挙,鹿児島県,宇検村,20200830.0,2020.0,8.0,30.0,20200825.0,無投票,8.0,8.0,1.0,,,,,任期満了,,,,,宇検村議会議員選挙（2020年08月30日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.625,0.25,0.125,0.625,0.25,0.125,,,,,,,0.0,1.0,57.0,12.288205727444508,39.0,43.25,64.5,66.5,69.0,57.0,12.288205727444508,39.0,43.25,64.5,66.5,69.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,8.0,,,,
屋久島町議会議員補欠選挙（2011年10月30日投票）,屋久島町議会議員補欠選挙,鹿児島県,屋久島町,20111030.0,2011.0,10.0,30.0,20111025.0,86.42,3.0,5.0,1.6666666666666667,11138.0,,,,その他,,,,,屋久島町議会議員補欠選挙（2011年10月30日投票）,1.0,5.0,3.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.2,,9147.0,1.0,50.0,11.50651989091402,34.0,38.0,59.0,59.0,60.0,43.666666666666664,10.96458946893235,34.0,36.0,38.0,48.5,59.0,,,,,,,,,,,9147.0,,,,,9147.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.2,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,3.0,,,,
屋久島町議会議員補欠選挙（2020年05月10日投票）,屋久島町議会議員補欠選挙,鹿児島県,屋久島町,20200510.0,2020.0,5.0,10.0,20200505.0,69.43,3.0,4.0,1.3333333333333333,,,,,"死亡/真辺有次議員逝去、岩川俊広氏、岩川俊広氏の辞職に伴う欠員３/第23投票区は５月８日（金）投票日",86.42,,,,屋久島町議会議員補欠選挙（2020年05月10日投票）,1.0,4.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.3333333333333333,0.6666666666666666,,0.2900059488399762,0.7099940511600238,,0.2900059488399762,0.23666468372000793,6724.0,2.0,60.0,15.700318468107582,42.0,45.75,60.0,74.25,78.0,55.666666666666664,15.923427883328248,42.0,44.5,47.0,62.5,78.0,,,,,,,,1299.0,,,5425.0,,,,,6724.0,,,,,,,,0.1931885782272457,,,0.8068114217727543,,,,,1.0,,,,,,,,0.1931885782272457,,,0.2689371405909181,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,0.0,,,3.0,,,,
屋久島町議会議員選挙（2009年09月20日投票）,屋久島町議会議員選挙,鹿児島県,屋久島町,20090920.0,2009.0,9.0,20.0,20090915.0,88.91,20.0,33.0,1.65,11104.0,,,,任期満了,,,,,屋久島町議会議員選挙（2009年09月20日投票）,1.0,33.0,20.0,1.65,0.0,0.0,0.0,0.0,0.0,0.5151515151515151,0.48484848484848486,0.0,0.7,0.3,0.0,0.9915013764672687,0.00849862353273131,,0.05832361038042757,0.0005311639707957069,,490534.73,2.0,57.72727272727273,7.345469546939377,36.0,53.0,57.0,61.0,73.0,57.65,6.174746958378133,47.0,52.75,57.0,59.75,68.0,,,,,,,,481256.0,,,9278.73,,,,,490534.73,,,,,,,,0.981084458586653,,,0.01891554141334702,,,,,1.0,,,,,,,,0.981084458586653,,,0.0005911106691670944,,,,,,,,,,,,1.0,,,32.0,,,,,,,,,,,,1.0,,,19.0,,,,
屋久島町議会議員選挙（2013年09月22日投票）,屋久島町議会議員選挙,鹿児島県,屋久島町,20130922.0,2013.0,9.0,22.0,20130917.0,83.54,16.0,22.0,1.375,10988.0,,,-116.0,任期満了,88.91,,,,屋久島町議会議員選挙（2013年09月22日投票）,1.0,22.0,16.0,1.375,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.18181818181818182,0.0,0.875,0.125,0.0,0.871792054721979,0.128207945278021,,0.04843289192899883,0.03205198631950525,,9102.009999999998,2.0,56.72727272727273,9.205639665601328,34.0,54.25,60.5,61.75,72.0,58.0625,7.717421444368579,36.0,54.75,60.0,62.25,72.0,,,,,,,,460.06,,,8641.95,,,,,9102.01,,,,,,,,0.05054487964746248,,,0.9494551203525375,,,,,1.0,,,,,,,,0.05054487964746248,,,0.045212148588216074,,,,,,,,,,,,1.0,,,21.0,,,,,,,,,,,,1.0,,,15.0,,,,
屋久島町議会議員選挙（2017年09月17日投票）,屋久島町議会議員選挙,鹿児島県,屋久島町,20170917.0,2017.0,9.0,17.0,20170912.0,82.62,16.0,23.0,1.4375,10556.0,,,-432.0,任期満了,83.54,,,,屋久島町議会議員選挙（2017年09月17日投票）,1.0,23.0,16.0,1.4375,0.0,0.0,0.0,0.08695652173913043,0.125,0.5652173913043478,0.2608695652173913,0.17391304347826086,0.5,0.3125,0.1875,0.5228268388286834,0.29121512566290064,0.18595803550841594,0.04021744914066795,0.048535854277150105,0.046489508877103985,8674.0,0.0,61.04347826086956,8.76990040531206,40.0,58.5,65.0,67.0,76.0,60.9375,8.370101179197299,44.0,58.75,63.5,66.25,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
徳之島町議会議員補欠選挙（2015年07月12日投票）,徳之島町議会議員補欠選挙,鹿児島県,徳之島町,20150712.0,2015.0,7.0,12.0,20150707.0,81.03,1.0,2.0,2.0,,,,,その他,,,,,徳之島町議会議員補欠選挙（2015年07月12日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,7087.0,1.0,50.0,17.0,33.0,41.5,50.0,58.5,67.0,33.0,0.0,33.0,33.0,33.0,33.0,33.0,,,,,,,,,,,7087.0,,,,,7087.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,
徳之島町議会議員選挙（2006年03月26日投票）,徳之島町議会議員選挙,鹿児島県,徳之島町,20060326.0,2006.0,3.0,26.0,20060321.0,84.48,16.0,17.0,1.0625,9946.0,,,,任期満了,,,,,徳之島町議会議員選挙（2006年03月26日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.7058823529411765,0.23529411764705882,0.058823529411764705,0.75,0.1875,0.0625,0.7388634721887792,0.19431736094389598,0.06681916686732482,0.0615719560157316,0.048579340235973996,0.06681916686732482,8306.0,1.0,54.88235294117647,6.969533303146476,43.0,48.0,55.0,61.0,65.0,54.4375,6.9459408110060945,43.0,47.75,54.5,60.25,65.0,,,,,,,,,,,8306.0,,,,,8306.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.058823529411764705,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,16.0,,,,
徳之島町議会議員選挙（2010年03月28日投票）,徳之島町議会議員選挙,鹿児島県,徳之島町,20100328.0,2010.0,3.0,28.0,20100323.0,85.57,16.0,20.0,1.25,9612.0,,,-334.0,任期満了,84.48,,,,徳之島町議会議員選挙（2010年03月28日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.05,0.0625,0.7,0.3,0.0,0.75,0.25,0.0,0.7568661108386464,0.24313388916135362,,0.05406186505990331,0.0405223148602256,,8156.0,2.0,54.6,8.788629017087933,32.0,49.75,54.0,60.0,69.0,53.0625,8.362630791204404,32.0,48.75,52.0,59.25,68.0,,,,,,,,371.0,,,7785.0,,,,,8156.0,,,,,,,,0.04548798430603237,,,0.9545120156939676,,,,,1.0,,,,,,,,0.04548798430603237,,,0.050237474510208824,,,,,,,,,,,,1.0,,,19.0,,,,,,,,,,,,1.0,,,15.0,,,,
徳之島町議会議員選挙（2014年03月30日投票）,徳之島町議会議員選挙,鹿児島県,徳之島町,20140330.0,2014.0,3.0,30.0,20140325.0,,16.0,18.0,1.125,,,,,任期満了,85.57,,,,徳之島町議会議員選挙（2014年03月30日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.6666666666666666,0.3333333333333333,0.0,0.75,0.25,0.0,0.6690214547357405,0.33097854526425957,,0.05575178789464504,0.05516309087737659,,7644.0,3.0,56.05555555555556,6.745139997082856,39.0,52.0,55.5,61.0,66.0,55.5,6.955213871621778,39.0,51.75,54.5,61.5,66.0,,,491.0,,,,,459.0,,,6694.0,,,,,7644.0,,,0.06423338566195709,,,,,0.060047095761381473,,,0.8757195185766614,,,,,1.0,,,0.06423338566195709,,,,,0.060047095761381473,,,0.05473246991104134,,,,,,,1.0,,,,,1.0,,,16.0,,,,,,,1.0,,,,,1.0,,,14.0,,,,
徳之島町議会議員選挙（2018年03月25日投票）,徳之島町議会議員選挙,鹿児島県,徳之島町,20180325.0,2018.0,3.0,25.0,20180320.0,81.26,16.0,17.0,1.0625,8804.0,,,,任期満了,,,,,徳之島町議会議員選挙（2018年03月25日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.7647058823529411,0.11764705882352941,0.11764705882352941,0.8125,0.125,0.0625,0.7548387096774194,0.15792426367461432,0.08723702664796634,0.05806451612903226,0.07896213183730716,0.04361851332398317,7130.0,0.0,57.411764705882355,8.402092341157799,36.0,54.0,58.0,64.0,70.0,57.375,8.659351881058997,36.0,54.0,57.5,64.25,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
志布志市議会議員選挙（2006年02月12日投票）,志布志市議会議員選挙,鹿児島県,志布志市,20060212.0,2006.0,2.0,12.0,20060205.0,82.82,0.0,43.0,,28607.0,,,,その他,,,,,志布志市議会議員選挙（2006年02月12日投票）,3.0,43.0,33.0,1.303030303030303,0.0,0.0,0.0,0.046511627906976744,0.030303030303030304,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.023255813953488372,,23397.0,3.0,58.325581395348834,6.00279365285228,47.0,54.0,57.0,61.5,73.0,57.84848484848485,5.995560034605467,47.0,54.0,57.0,60.0,71.0,,,738.0,,,,,836.0,,,21823.0,,,,,23397.0,,,0.03154250544941659,,,,,0.035731076633756464,,,0.932726417916827,,,,,1.0,,,0.03154250544941659,,,,,0.035731076633756464,,,0.022749424827239684,,,,,,,1.0,,,,,1.0,,,41.0,,,,,,,1.0,,,,,1.0,,,31.0,,,,
志布志市議会議員選挙（2010年01月31日投票）,志布志市議会議員選挙,鹿児島県,志布志市,20100131.0,2010.0,1.0,31.0,20100124.0,80.56,24.0,28.0,1.1666666666666667,27980.0,,,-627.0,任期満了,82.82,,,,志布志市議会議員選挙（2010年01月31日投票）,1.0,28.0,24.0,1.1666666666666667,0.0,0.0,0.0,0.03571428571428571,0.041666666666666664,0.9285714285714286,0.07142857142857142,0.0,0.9583333333333334,0.041666666666666664,0.0,0.9547883087145872,0.04521169128541283,,0.03672262725825336,0.022605845642706415,,22273.0,3.0,60.07142857142857,5.174998767622845,51.0,57.0,59.5,63.0,71.0,59.291666666666664,4.91154394145964,51.0,56.75,58.5,62.0,71.0,,,1175.0,,,,,880.0,,,20218.0,,,,,22273.0,,,0.05275445606788488,,,,,0.039509720289139315,,,0.9077358236429758,,,,,1.0,,,0.05275445606788488,,,,,0.039509720289139315,,,0.03491291629396061,,,,,,,1.0,,,,,1.0,,,26.0,,,,,,,1.0,,,,,1.0,,,22.0,,,,
志布志市議会議員選挙（2014年02月02日投票）,志布志市議会議員選挙,鹿児島県,志布志市,20140202.0,2014.0,2.0,2.0,20140126.0,75.14,20.0,21.0,1.05,,,,,任期満了,80.56,,,,志布志市議会議員選挙（2014年02月02日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.047619047619047616,0.05,0.7142857142857143,0.2857142857142857,0.0,0.7,0.3,0.0,0.7242640795947751,0.27573592040522493,,0.04828427197298501,0.04595598673420415,,20134.99,3.0,58.23809523809524,8.651478056514868,32.0,55.0,61.0,63.0,70.0,57.65,8.445560964198885,32.0,55.0,60.5,62.25,67.0,,,1225.0,,,,,1006.0,,,17903.989999999998,,,,,20134.989999999998,,,0.060839364707904006,,,,,0.04996277624175627,,,0.8891978590503398,,,,,1.0,,,0.060839364707904006,,,,,0.04996277624175627,,,0.04679988731843893,,,,,,,1.0,,,,,1.0,,,19.0,,,,,,,1.0,,,,,1.0,,,18.0,,,,
志布志市議会議員選挙（2018年01月28日投票）,志布志市議会議員選挙,鹿児島県,志布志市,20180128.0,2018.0,1.0,28.0,20180121.0,,20.0,23.0,1.15,26379.0,,,,任期満了,75.14,,,,志布志市議会議員選挙（2018年01月28日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.043478260869565216,0.05,0.7391304347826086,0.2608695652173913,0.0,0.85,0.15,0.0,0.8225922842076048,0.17740771579239523,,0.048387781423976754,0.02956795263206587,,18015.0,0.0,57.130434782608695,11.421963388010445,27.0,52.5,61.0,65.5,70.0,58.65,10.964830140043208,27.0,55.25,62.0,66.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指宿市議会議員選挙（2006年02月12日投票）,指宿市議会議員選挙,鹿児島県,指宿市,20060212.0,2006.0,2.0,12.0,20060205.0,100.39,26.0,40.0,1.5384615384615383,30750.0,,,,その他,,,,,指宿市議会議員選挙（2006年02月12日投票）,1.0,40.0,26.0,1.5384615384615385,0.0,0.0,0.0,0.05,0.038461538461538464,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.025,,30551.0,4.0,57.35,7.0375777082743465,44.0,54.0,56.5,62.25,75.0,55.42307692307692,6.26450978451121,44.0,53.0,55.0,58.0,69.0,,,1208.0,,,,,1756.0,,,26740.0,847.0,,,,30551.0,,,0.039540440574776604,,,,,0.057477660305718305,,,0.8752577657032503,0.027724133416254786,,,,1.0,,,0.039540440574776604,,,,,0.028738830152859152,,,0.024312715713979176,0.027724133416254786,,,,,,1.0,,,,,2.0,,,36.0,1.0,,,,,,1.0,,,,,2.0,,,22.0,1.0,,,
指宿市議会議員選挙（2010年02月07日投票）,指宿市議会議員選挙,鹿児島県,指宿市,20100207.0,2010.0,2.0,7.0,20100131.0,75.6,22.0,29.0,1.318181818181818,37493.0,,,6743.0,任期満了,100.39,,,,指宿市議会議員選挙（2010年02月07日投票）,1.0,29.0,22.0,1.3181818181818181,0.0,0.0,0.0,0.034482758620689655,0.045454545454545456,0.7241379310344828,0.27586206896551724,0.0,0.8636363636363636,0.13636363636363635,0.0,0.8054844482622857,0.1945155517377143,,0.038356402298204084,0.024314443967214286,,27939.0,4.0,59.06896551724138,5.783037231377695,48.0,57.0,59.0,62.0,73.0,58.31818181818182,6.1228808106550305,48.0,55.25,59.0,61.75,73.0,,,1351.0,,,,,1851.0,,,23777.0,960.0,,,,27939.0,,,0.04835534557428684,,,,,0.06625147643079567,,,0.8510326067504206,0.03436057124449694,,,,1.0,,,0.04835534557428684,,,,,0.03312573821539783,,,0.03404130427001682,0.03436057124449694,,,,,,1.0,,,,,2.0,,,25.0,1.0,,,,,,1.0,,,,,1.0,,,19.0,1.0,,,
指宿市議会議員選挙（2014年02月02日投票）,指宿市議会議員選挙,鹿児島県,指宿市,20140202.0,2014.0,2.0,2.0,20140126.0,,20.0,22.0,1.1,,,,,任期満了,75.6,,,,指宿市議会議員選挙（2014年02月02日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.045454545454545456,0.05,0.6818181818181818,0.22727272727272727,0.09090909090909091,0.75,0.15,0.1,0.7086822388717496,0.19215513442044954,0.0991626267078008,0.04724548259144998,0.038431026884089906,0.0495813133539004,24959.0,4.0,57.54545454545455,10.325287901455043,35.0,53.25,62.0,64.0,69.0,59.8,7.833262411026457,37.0,57.75,62.5,64.25,69.0,,,1476.0,,,,,2678.0,607.0,,20198.0,,,,,24959.0,,,0.05913698465483393,,,,,0.1072959653832285,0.02431988461076165,,0.8092471653511759,,,,,1.0,,,0.05913698465483393,,,,,0.05364798269161425,0.02431988461076165,,0.044958175852843105,,,,,,,1.0,,,,,2.0,1.0,,18.0,,,,,,,1.0,,,,,2.0,0.0,,17.0,,,,
