,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_たちあがれ日本,得票数_みんなの党,得票数_公明党,得票数_地域政党きずな庄原,得票数_希望の党,得票数_幸福実現党,得票数_新社会党,得票数_新社民,得票数_日本共産党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_社民党,得票数_福山維新の会,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_たちあがれ日本,得票率_みんなの党,得票率_公明党,得票率_地域政党きずな庄原,得票率_希望の党,得票率_幸福実現党,得票率_新社会党,得票率_新社民,得票率_日本共産党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_社民党,得票率_福山維新の会,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_たちあがれ日本,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_地域政党きずな庄原,一人あたり得票率_希望の党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_新社民,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_社民党,一人あたり得票率_福山維新の会,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_たちあがれ日本,立候補者数_みんなの党,立候補者数_公明党,立候補者数_地域政党きずな庄原,立候補者数_希望の党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_新社民,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_社民党,立候補者数_福山維新の会,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_たちあがれ日本,当選者数_みんなの党,当選者数_公明党,当選者数_地域政党きずな庄原,当選者数_希望の党,当選者数_幸福実現党,当選者数_新社会党,当選者数_新社民,当選者数_日本共産党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_社民党,当選者数_福山維新の会,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
北広島町議会議員選挙（2009年03月08日投票）,北広島町議会議員選挙,広島県,北広島町,20090308.0,2009.0,3.0,8.0,20090303.0,84.44,20.0,24.0,1.2,16564.0,,,-535.0,任期満了,100.0,,,,北広島町議会議員選挙（2009年03月08日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.85,0.15,0.0,0.8364161849710983,0.16358381502890174,,0.04182080924855491,0.040895953757225434,,13840.0,3.0,62.583333333333336,6.537817338803184,49.0,58.75,62.5,68.25,72.0,61.75,6.43331174435065,49.0,58.5,61.5,66.5,72.0,,,,,,,,,,660.0,,,,,12427.0,753.0,,,,,,13840.0,,,,,,,,,,0.0476878612716763,,,,,0.8979046242774567,0.05440751445086705,,,,,,1.0,,,,,,,,,,0.0476878612716763,,,,,0.04081384655806621,0.05440751445086705,,,,,,,,,,,,,,,1.0,,,,,22.0,1.0,,,,,,,,,,,,,,,1.0,,,,,18.0,1.0,,,,,
北広島町議会議員選挙（2013年03月10日投票）,北広島町議会議員選挙,広島県,北広島町,20130310.0,2013.0,3.0,10.0,20130305.0,80.27,18.0,19.0,1.0555555555555556,16030.0,,,-534.0,任期満了,84.44,,,,北広島町議会議員選挙（2013年03月10日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.10526315789473684,0.0,0.8888888888888888,0.1111111111111111,0.0,0.8785832089845284,0.1214167910154716,,0.05168136523438402,0.0607083955077358,,12733.0,3.0,64.21052631578948,5.818110991762306,53.0,60.5,64.0,67.0,75.0,64.05555555555556,5.939250066971813,53.0,60.25,64.0,66.75,75.0,,,,,,,,,,801.0,,,,,11260.0,672.0,,,,,,12733.0,,,,,,,,,,0.06290740595303541,,,,,0.8843163433597738,0.052776250687190766,,,,,,1.0,,,,,,,,,,0.06290740595303541,,,,,0.052018608432927875,0.052776250687190766,,,,,,,,,,,,,,,1.0,,,,,17.0,1.0,,,,,,,,,,,,,,,1.0,,,,,16.0,1.0,,,,,
北広島町議会議員選挙（2017年03月05日投票）,北広島町議会議員選挙,広島県,北広島町,20170305.0,2017.0,3.0,5.0,20170228.0,76.61,16.0,17.0,1.0625,15837.0,,,-193.0,任期満了,80.27,,,,北広島町議会議員選挙（2017年03月05日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.6470588235294118,0.35294117647058826,0.0,0.625,0.375,0.0,0.6200405415346615,0.3799594584653386,,0.056367321957696497,0.06332657641088976,,12002.999,0.0,60.529411764705884,11.777933739981348,32.0,57.0,64.0,69.0,77.0,60.0,11.942570912496187,32.0,56.75,63.5,68.25,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北広島町議会議員選挙（2021年03月07日投票）,北広島町議会議員選挙,広島県,北広島町,20210307.0,2021.0,3.0,7.0,20210302.0,無投票,12.0,12.0,1.0,15275.0,7383.0,7892.0,-562.0,任期満了,76.61,,,,北広島町議会議員選挙（2021年03月07日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.25,0.08333333333333333,0.6666666666666666,0.25,0.08333333333333333,,,,,,,0.0,3.0,58.666666666666664,10.29023269362209,36.0,56.75,61.5,67.0,69.0,58.666666666666664,10.29023269362209,36.0,56.75,61.5,67.0,69.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,10.0,,,,,,,,,,1.0,,,,,,1.0,,,,,10.0,,,,,,
呉市議会議員増員選挙（2004年04月25日投票）,呉市議会議員増員選挙,広島県,呉市,20040425.0,2004.0,4.0,25.0,20040418.0,70.12,2.0,4.0,2.0,8256.0,,,,その他,,,,,呉市議会議員増員選挙（2004年04月25日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,5614.0,1.0,59.5,4.6097722286464435,53.0,57.5,59.5,61.5,66.0,63.0,3.0,60.0,61.5,63.0,64.5,66.0,,,,,,,,,,,,,,,5614.0,,,,,,,5614.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
呉市議会議員増員選挙（2005年04月17日投票）,呉市議会議員増員選挙,広島県,呉市,20050417.0,2005.0,4.0,17.0,20050410.0,,0.0,17.0,,36013.0,,,27757.0,その他,70.12,,,,呉市議会議員増員選挙（2005年04月17日投票）,6.0,17.0,9.0,1.8888888888888888,0.11764705882352941,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.06666666666666667,,22454.0,2.0,59.05882352941177,9.854653055851895,39.0,55.0,61.0,66.0,75.0,58.44444444444444,11.490199796262234,39.0,51.0,58.0,67.0,75.0,,,,,,,,,,693.0,,,,,,,,,,,,693.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,16.0,,,,,,,,,,,,,,,,0.0,,,,,9.0,,,,,,
呉市議会議員補欠選挙（2001年11月04日投票）,呉市議会議員補欠選挙,広島県,呉市,20011104.0,2001.0,11.0,4.0,20011028.0,50.84,1.0,5.0,5.0,165006.0,,,,その他,,,,,呉市議会議員補欠選挙（2001年11月04日投票）,1.0,5.0,1.0,5.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.4,0.0,1.0,0.0,,,,,,,56944.0,2.0,50.6,6.343500610861482,39.0,49.0,54.0,54.0,57.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,,,,,,,,,,7936.0,,,,,,,,,,,,7936.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,
呉市議会議員補欠選挙（2009年11月08日投票）,呉市議会議員補欠選挙,広島県,呉市,20091108.0,2009.0,11.0,8.0,20091101.0,46.88,1.0,4.0,4.0,203325.0,,,38319.0,その他,50.84,,,,呉市議会議員補欠選挙（2009年11月08日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,80211.0,1.0,60.75,3.031088913245535,57.0,58.5,60.5,62.75,65.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,,,80211.0,,,,,,,80211.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
呉市議会議員選挙（1999年04月25日投票）,呉市議会議員選挙,広島県,呉市,19990425.0,1999.0,4.0,25.0,19990418.0,66.06,34.0,45.0,1.3235294117647058,165053.0,,,,任期満了,,,,,呉市議会議員選挙（1999年04月25日投票）,1.0,45.0,34.0,1.3235294117647058,0.0,0.0,0.0,0.17777777777777778,0.14705882352941177,0.6888888888888889,0.26666666666666666,0.044444444444444446,0.7647058823529411,0.20588235294117646,0.029411764705882353,0.7305695716224871,0.2380008968752579,0.03142953150225489,0.02356676037491894,0.01983340807293816,0.015714765751127444,107461.99,6.0,53.31111111111111,10.169283209137916,36.0,47.0,51.0,60.0,76.0,52.294117647058826,9.939610040180906,36.0,46.25,51.0,59.0,74.0,,,,11477.11,,,,2159.0,,4548.0,,,4602.0,,79008.34,5667.54,,,,,,107461.98999999999,,,,0.10680157700411096,,,,0.020090824672053812,,0.04232194099513698,,,0.04282444425233518,,0.7352212628856026,0.05273995019076048,,,,,,1.0,,,,0.02670039425102774,,,,0.020090824672053812,,0.02116097049756849,,,0.02141222212616759,,0.022279432208654627,0.01757998339692016,,,,,,,,,4.0,,,,1.0,,2.0,,,2.0,,33.0,3.0,,,,,,,,,4.0,,,,1.0,,2.0,,,2.0,,22.0,3.0,,,,,
呉市議会議員選挙（2003年04月27日投票）,呉市議会議員選挙,広島県,呉市,20030427.0,2003.0,4.0,27.0,20030420.0,,0.0,45.0,,165066.0,,,13.0,任期満了,66.06,,,,呉市議会議員選挙（2003年04月27日投票）,2.0,45.0,35.0,1.2857142857142858,0.0,0.0,0.0,0.13333333333333333,0.14285714285714285,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.8285714285714286,0.14285714285714285,0.02857142857142857,0.7673231826624156,0.18314114597300438,0.04953567136457992,0.02557743942208052,0.015261762164417032,0.016511890454859974,100683.0,6.0,53.977777777777774,9.774090213732062,40.0,47.0,54.0,58.0,80.0,54.285714285714285,9.110657585084244,40.0,48.0,54.0,58.5,77.0,,,,11043.8,,,,1935.0,,4139.0,,,4284.0,,73480.2,5801.0,,,,,,100683.0,,,,0.10968882532304361,,,,0.019218736032895326,,0.04110922400007946,,,0.04254938768213105,,0.7298173475164625,0.057616479445388,,,,,,1.0,,,,0.027422206330760902,,,,0.019218736032895326,,0.02055461200003973,,,0.021274693841065524,,0.022115677197468563,0.019205493148462666,,,,,,,,,4.0,,,,1.0,,2.0,,,2.0,,33.0,3.0,,,,,,,,,4.0,,,,1.0,,2.0,,,2.0,,24.0,2.0,,,,,
呉市議会議員選挙（2007年04月22日投票）,呉市議会議員選挙,広島県,呉市,20070422.0,2007.0,4.0,22.0,20070415.0,60.18,38.0,43.0,1.131578947368421,205674.0,,,40608.0,任期満了,,,,,呉市議会議員選挙（2007年04月22日投票）,1.0,43.0,38.0,1.131578947368421,0.0,0.0,0.0,0.11627906976744186,0.10526315789473684,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.023255813953488372,,,122129.0,6.0,57.86046511627907,10.222140574419907,39.0,51.0,57.0,63.0,84.0,57.1578947368421,9.571136202115504,39.0,50.5,57.0,62.75,80.0,,,,13966.95,,,,2179.0,,4323.0,,,5217.0,,91666.05,4777.0,,,,,,122129.0,,,,0.11436227267888872,,,,0.017841790238190765,,0.03539699825594249,,,0.04271712697229978,,0.7505674327964693,0.03911437905820894,,,,,,1.0,,,,0.02859056816972218,,,,0.017841790238190765,,0.017698499127971244,,,0.02135856348614989,,0.023455232274889666,0.01955718952910447,,,,,,,,,4.0,,,,1.0,,2.0,,,2.0,,32.0,2.0,,,,,,,,,4.0,,,,1.0,,1.0,,,2.0,,28.0,2.0,,,,,
呉市議会議員選挙（2011年04月24日投票）,呉市議会議員選挙,広島県,呉市,20110424.0,2011.0,4.0,24.0,20110417.0,56.56,34.0,40.0,1.1764705882352942,200006.0,,,-5668.0,任期満了,60.18,,,,呉市議会議員選挙（2011年04月24日投票）,1.0,40.0,34.0,1.1764705882352942,0.0,0.0,0.0,0.075,0.058823529411764705,0.75,0.25,0.0,0.8235294117647058,0.17647058823529413,0.0,0.7803770508037035,0.21962294919629655,,0.026012568360123448,0.021962294919629654,,111384.98999999999,6.0,,,,,,,,57.38235294117647,8.040393266217304,43.0,50.25,58.0,63.0,75.0,,2717.0,,12890.7,,,,,,4270.0,,,4400.0,,83090.29000000001,4017.0,,,,,,111384.99,,0.02439287376153645,,0.11573103341841662,,,,,,0.038335506426853384,,,0.03950262957333838,,0.7459738515934687,0.03606410522638643,,,,,,1.0,,0.02439287376153645,,0.028932758354604154,,,,,,0.019167753213426692,,,0.01975131478666919,,0.025723236261843748,0.018032052613193215,,,,,,,1.0,,4.0,,,,,,2.0,,,2.0,,29.0,2.0,,,,,,,1.0,,4.0,,,,,,1.0,,,2.0,,25.0,1.0,,,,,
呉市議会議員選挙（2015年04月26日投票）,呉市議会議員選挙,広島県,呉市,20150426.0,2015.0,4.0,26.0,20150419.0,50.04,32.0,35.0,1.09375,,,,,任期満了,56.56,,,,呉市議会議員選挙（2015年04月26日投票）,1.0,35.0,32.0,1.09375,0.0,0.0,0.0,0.08571428571428572,0.09375,0.7428571428571429,0.22857142857142856,0.02857142857142857,0.78125,0.1875,0.03125,0.7570570158301037,0.2223395604743751,0.020603423695521317,0.029117577531927064,0.027792445059296886,0.020603423695521317,94693.0,6.0,57.57142857142857,10.142655933617934,28.0,54.0,58.0,64.5,75.0,58.53125,8.83170557919024,28.0,54.0,59.0,64.25,75.0,,,,11436.61,,,,,,5110.0,,1951.0,3024.0,,70453.39,2718.0,,,,,,94693.0,,,,0.12077566451585652,,,,,,0.05396386216510196,,0.020603423695521317,0.03193477870592335,,0.7440189876759634,0.02870328324163349,,,,,,1.0,,,,0.03019391612896413,,,,,,0.02698193108255098,,0.020603423695521317,0.03193477870592335,,0.028616114910613978,0.02870328324163349,,,,,,,,,4.0,,,,,,2.0,,1.0,1.0,,26.0,1.0,,,,,,,,,4.0,,,,,,2.0,,1.0,1.0,,23.0,1.0,,,,,
呉市議会議員選挙（2019年04月21日投票）,呉市議会議員選挙,広島県,呉市,20190421.0,2019.0,4.0,21.0,20190414.0,48.08,32.0,34.0,1.0625,,,,,任期満了,50.04,,,,呉市議会議員選挙（2019年04月21日投票）,1.0,34.0,32.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.09375,,,,,,,,,,,,,89049.0,5.0,59.6764705882353,9.685406208600936,32.0,57.0,59.0,66.0,79.0,59.5,9.918417212438687,32.0,56.75,59.0,66.25,79.0,,,,10777.0,,,1019.0,,,4112.0,,,,,70521.0,2620.0,,,,,,89049.0,,,,0.12102325685858348,,,0.011443138047591775,,,0.046176823995777605,,,,,0.7919347774820604,0.029422003615986705,,,,,,1.0,,,,0.03025581421464587,,,0.011443138047591775,,,0.023088411997888802,,,,,0.03045902990315617,0.029422003615986705,,,,,,,,,4.0,,,1.0,,,2.0,,,,,26.0,1.0,,,,,,,,,4.0,,,0.0,,,1.0,,,,,26.0,1.0,,,,,
坂町議会議員補欠選挙（2021年01月24日投票）,坂町議会議員補欠選挙,広島県,坂町,20210124.0,2021.0,1.0,24.0,20210119.0,無投票,1.0,1.0,1.0,,,,,死亡/尾崎光氏の逝去による,,,,,坂町議会議員補欠選挙（2021年01月24日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,74.0,0.0,74.0,74.0,74.0,74.0,74.0,74.0,0.0,74.0,74.0,74.0,74.0,74.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
坂町議会議員選挙（2007年04月22日投票）,坂町議会議員選挙,広島県,坂町,20070422.0,2007.0,4.0,22.0,20070417.0,66.78,12.0,14.0,1.1666666666666667,10359.0,,,,任期満了,,,,,坂町議会議員選挙（2007年04月22日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.8333333333333334,0.16666666666666666,0.0,0.768120169170191,0.19614991978999563,0.03572991103981333,0.0768120169170191,0.0653833065966652,0.03572991103981333,6857.0,2.0,59.42857142857143,8.641381219906636,32.0,58.0,60.0,64.5,69.0,59.583333333333336,9.30464340471406,32.0,58.0,61.5,65.0,69.0,,,,,,,,,,465.0,,,,,6392.0,,,,,,,6857.0,,,,,,,,,,0.06781391278984979,,,,,0.9321860872101502,,,,,,,1.0,,,,,,,,,,0.06781391278984979,,,,,0.07170662209308848,,,,,,,,,,,,,,,,1.0,,,,,13.0,,,,,,,,,,,,,,,,1.0,,,,,11.0,,,,,,
坂町議会議員選挙（2011年04月24日投票）,坂町議会議員選挙,広島県,坂町,20110424.0,2011.0,4.0,24.0,20110419.0,64.31,12.0,15.0,1.25,10659.0,,,300.0,任期満了,66.78,,,,坂町議会議員選挙（2011年04月24日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.2,0.25,0.5333333333333333,0.4,0.06666666666666667,0.6666666666666666,0.3333333333333333,0.0,0.6103991751362499,0.37207247017233763,0.01752835469141258,0.07629989689203123,0.06201207836205627,0.01752835469141258,6789.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,259.0,,,,,6530.0,,,,,,,6789.0,,,,,,,,,,0.038149948446015616,,,,,0.9618500515539844,,,,,,,1.0,,,,,,,,,,0.038149948446015616,,,,,0.06870357511099888,,,,,,,,,,,,,,,,1.0,,,,,14.0,,,,,,,,,,,,,,,,1.0,,,,,11.0,,,,,,
坂町議会議員選挙（2015年04月26日投票）,坂町議会議員選挙,広島県,坂町,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,12.0,12.0,1.0,,,,,任期満了,64.31,,,,坂町議会議員選挙（2015年04月26日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.25,0.25,0.6666666666666666,0.25,0.08333333333333333,0.6666666666666666,0.25,0.08333333333333333,,,,,,,0.0,1.0,62.166666666666664,11.894209608974538,36.0,63.5,66.0,68.25,76.0,62.166666666666664,11.894209608974538,36.0,63.5,66.0,68.25,76.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,
坂町議会議員選挙（2019年04月21日投票）,坂町議会議員選挙,広島県,坂町,20190421.0,2019.0,4.0,21.0,20190416.0,54.12,12.0,15.0,1.25,,,,,任期満了,,,,,坂町議会議員選挙（2019年04月21日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.2,0.25,,,,,,,,,,,,,5610.0,2.0,67.0,11.159450404627162,40.0,64.5,70.0,73.5,80.0,69.0,9.806460455570434,40.0,68.25,70.5,74.25,80.0,,,,,,,,,,282.0,,,,,5328.0,,,,,,,5610.0,,,,,,,,,,0.05026737967914439,,,,,0.9497326203208556,,,,,,,1.0,,,,,,,,,,0.05026737967914439,,,,,0.06783804430863254,,,,,,,,,,,,,,,,1.0,,,,,14.0,,,,,,,,,,,,,,,,1.0,,,,,11.0,,,,,,
大崎上島町議会議員補欠選挙（2007年04月22日投票）,大崎上島町議会議員補欠選挙,広島県,大崎上島町,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,16.0,2.0,0.125,7709.0,,,,その他,,,,,大崎上島町議会議員補欠選挙（2007年04月22日投票）,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,4003.0,1.0,48.0,11.0,37.0,42.5,48.0,53.5,59.0,37.0,0.0,37.0,37.0,37.0,37.0,37.0,,,,,,,,,,,,,,,4003.0,,,,,,,4003.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
大崎上島町議会議員選挙（2009年03月22日投票）,大崎上島町議会議員選挙,広島県,大崎上島町,20090322.0,2009.0,3.0,22.0,20090317.0,85.2,14.0,17.0,1.2142857142857142,7439.0,,,,任期満了,,,,,大崎上島町議会議員選挙（2009年03月22日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.7647058823529411,0.23529411764705882,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7864170104728657,0.21358298952713425,,0.06049361619022044,0.05339574738178356,,6302.0,3.0,56.0,12.228221937988609,35.0,49.0,55.0,67.0,82.0,54.92857142857143,11.822885106643723,35.0,50.0,54.5,58.5,82.0,,,,,,,,,,61.0,,,,,5743.0,498.0,,,,,,6302.0,,,,,,,,,,0.009679466835925103,,,,,0.9112980006347191,0.07902253252935576,,,,,,1.0,,,,,,,,,,0.009679466835925103,,,,,0.06075320004231461,0.07902253252935576,,,,,,,,,,,,,,,1.0,,,,,15.0,1.0,,,,,,,,,,,,,,,0.0,,,,,13.0,1.0,,,,,
大崎上島町議会議員選挙（2013年03月24日投票）,大崎上島町議会議員選挙,広島県,大崎上島町,20130324.0,2013.0,3.0,24.0,20130319.0,81.95,12.0,14.0,1.1666666666666667,6897.0,,,-542.0,任期満了,85.2,,,,大崎上島町議会議員選挙（2013年03月24日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.75,0.25,0.0,0.7141334999107621,0.2858665000892379,,0.07141334999107621,0.07146662502230948,,5603.0,2.0,54.5,11.236102527122116,28.0,47.0,58.5,62.5,71.0,57.666666666666664,8.229351263752338,39.0,56.0,59.5,63.0,71.0,,,,,,,,,,,,,,,5170.0,433.0,,,,,,5603.0,,,,,,,,,,,,,,,0.9227199714438693,0.07728002855613064,,,,,,1.0,,,,,,,,,,,,,,,0.0709784593418361,0.07728002855613064,,,,,,,,,,,,,,,,,,,,13.0,1.0,,,,,,,,,,,,,,,,,,,,11.0,1.0,,,,,
大崎上島町議会議員選挙（2017年03月26日投票）,大崎上島町議会議員選挙,広島県,大崎上島町,20170326.0,2017.0,3.0,26.0,20170321.0,74.65,12.0,13.0,1.0833333333333333,6655.0,,,-242.0,任期満了,81.95,,,,大崎上島町議会議員選挙（2017年03月26日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.75,0.16666666666666666,0.08333333333333333,0.7244751833045004,0.20766256524609034,0.0678622514494093,0.08049724258938894,0.06922085508203012,0.0678622514494093,4906.999,0.0,61.61538461538461,9.802185482671014,43.0,57.0,67.0,67.0,75.0,61.166666666666664,10.073342157507717,43.0,55.0,65.5,67.5,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大崎上島町議会議員選挙（2021年03月21日投票）,大崎上島町議会議員選挙,広島県,大崎上島町,20210321.0,2021.0,3.0,21.0,20210316.0,74.2,10.0,13.0,1.3,6123.0,2924.0,3199.0,-532.0,任期満了,74.65,,,,大崎上島町議会議員選挙（2021年03月21日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.07692307692307693,0.1,0.6923076923076923,0.3076923076923077,0.0,0.8,0.2,0.0,0.7309147562875584,0.2690852437124416,,0.08121275069861761,0.0672713109281104,,4493.0,1.0,61.84615384615385,10.159089555256218,43.0,53.0,65.0,71.0,73.0,61.4,11.508257904652641,43.0,49.25,67.5,71.0,73.0,,,,,,,,,,,,,,,4493.0,,,,,,,4493.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,
大竹市議会議員補欠選挙（2014年06月15日投票）,大竹市議会議員補欠選挙,広島県,大竹市,20140615.0,2014.0,6.0,15.0,20140608.0,54.14,1.0,2.0,2.0,,,,,その他,,,,,大竹市議会議員補欠選挙（2014年06月15日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,11053.0,1.0,66.5,0.5,66.0,66.25,66.5,66.75,67.0,67.0,0.0,67.0,67.0,67.0,67.0,67.0,,,,,,,,,,,,,,,11053.0,,,,,,,11053.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
