,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_たちあがれ日本,得票数_みんなの党,得票数_公明党,得票数_地域政党きずな庄原,得票数_希望の党,得票数_幸福実現党,得票数_新社会党,得票数_新社民,得票数_日本共産党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_社民党,得票数_福山維新の会,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_たちあがれ日本,得票率_みんなの党,得票率_公明党,得票率_地域政党きずな庄原,得票率_希望の党,得票率_幸福実現党,得票率_新社会党,得票率_新社民,得票率_日本共産党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_社民党,得票率_福山維新の会,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_たちあがれ日本,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_地域政党きずな庄原,一人あたり得票率_希望の党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_新社民,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_社民党,一人あたり得票率_福山維新の会,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_たちあがれ日本,立候補者数_みんなの党,立候補者数_公明党,立候補者数_地域政党きずな庄原,立候補者数_希望の党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_新社民,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_社民党,立候補者数_福山維新の会,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_たちあがれ日本,当選者数_みんなの党,当選者数_公明党,当選者数_地域政党きずな庄原,当選者数_希望の党,当選者数_幸福実現党,当選者数_新社会党,当選者数_新社民,当選者数_日本共産党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_社民党,当選者数_福山維新の会,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
大竹市議会議員補欠選挙（2018年06月17日投票）,大竹市議会議員補欠選挙,広島県,大竹市,20180617.0,2018.0,6.0,17.0,20180610.0,49.7,1.0,3.0,3.0,,,,,辞職/原田博氏の辞職による,54.14,,,,大竹市議会議員補欠選挙（2018年06月17日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,10442.0,1.0,49.0,17.146428199482248,28.0,38.5,49.0,59.5,70.0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,,,,,,,,,,,,,,,10442.0,,,,,,,10442.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
大竹市議会議員選挙（2007年08月12日投票）,大竹市議会議員選挙,広島県,大竹市,20070812.0,2007.0,8.0,12.0,20070805.0,70.79,1.0,21.0,21.0,24435.0,,,,任期満了,,,,,大竹市議会議員選挙（2007年08月12日投票）,1.0,21.0,16.0,1.3125,0.0,0.0,0.0,0.09523809523809523,0.0625,0.6190476190476191,0.38095238095238093,0.0,0.6875,0.3125,0.0,0.6490104772991852,0.3509895227008149,,0.04992388286916809,0.04387369033760186,,17180.0,2.0,56.76190476190476,11.673758777314601,33.0,50.0,59.0,65.0,74.0,57.125,10.552695153371957,33.0,50.75,58.5,63.0,74.0,,,,1123.0,,,,,,,,,,,16057.0,,,,,,,17180.0,,,,0.06536670547147846,,,,,,,,,,,0.9346332945285215,,,,,,,1.0,,,,0.06536670547147846,,,,,,,,,,,0.04673166472642608,,,,,,,,,,1.0,,,,,,,,,,,20.0,,,,,,,,,,1.0,,,,,,,,,,,15.0,,,,,,
大竹市議会議員選挙（2011年08月07日投票）,大竹市議会議員選挙,広島県,大竹市,20110807.0,2011.0,8.0,7.0,20110731.0,66.56,16.0,21.0,1.3125,23798.0,,,-637.0,任期満了,70.79,,,,大竹市議会議員選挙（2011年08月07日投票）,1.0,21.0,16.0,1.3125,0.0,0.0,0.0,0.047619047619047616,0.0625,0.6666666666666666,0.3333333333333333,0.0,0.8125,0.1875,0.0,0.7814810094315575,0.2185189905684425,,0.055820072102254106,0.031216998652634644,,15692.0,2.0,,,,,,,,,,,,,,,,,,1118.0,,,,,,,,,,,14574.0,,,,,,,15692.0,,,,0.0712464950293143,,,,,,,,,,,0.9287535049706857,,,,,,,1.0,,,,0.0712464950293143,,,,,,,,,,,0.04643767524853428,,,,,,,,,,1.0,,,,,,,,,,,20.0,,,,,,,,,,1.0,,,,,,,,,,,15.0,,,,,,
大竹市議会議員選挙（2015年08月09日投票）,大竹市議会議員選挙,広島県,大竹市,20150809.0,2015.0,8.0,9.0,20150802.0,60.66,16.0,19.0,1.1875,,,,,任期満了,66.56,,,,大竹市議会議員選挙（2015年08月09日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.05263157894736842,0.0625,0.631578947368421,0.3157894736842105,0.05263157894736842,0.6875,0.25,0.0625,0.6794623732685992,0.2624196772811652,0.058117949450235615,0.05662186443904993,0.0437366128801942,0.058117949450235615,14006.0,3.0,63.1578947368421,8.387102616798552,41.0,60.5,64.0,68.0,82.0,64.125,8.069038046756255,41.0,62.0,64.5,68.0,82.0,,,,1019.0,,,,,,,,,1704.55,,11282.45,,,,,,,14006.0,,,,0.0727545337712409,,,,,,,,,0.12170141367985149,,0.8055440525489077,,,,,,,1.0,,,,0.0727545337712409,,,,,,,,,0.12170141367985149,,0.04738494426758281,,,,,,,,,,1.0,,,,,,,,,1.0,,17.0,,,,,,,,,,1.0,,,,,,,,,1.0,,14.0,,,,,,
大竹市議会議員選挙（2019年08月04日投票）,大竹市議会議員選挙,広島県,大竹市,20190804.0,2019.0,8.0,4.0,20190728.0,無投票,16.0,16.0,1.0,,,,,任期満了,60.66,,,,大竹市議会議員選挙（2019年08月04日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.0625,0.0625,0.6875,0.3125,0.0,0.6875,0.3125,0.0,,,,,,,0.0,2.0,62.3125,12.790224538685784,29.0,58.75,65.0,69.75,86.0,62.3125,12.790224538685784,29.0,58.75,65.0,69.75,86.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,15.0,,,,,,,,,,1.0,,,,,,,,,,,15.0,,,,,,
安芸太田町議会議員選挙（2009年03月29日投票）,安芸太田町議会議員選挙,広島県,安芸太田町,20090329.0,2009.0,3.0,29.0,20090324.0,83.35,16.0,18.0,1.125,6827.0,,,,任期満了,,,,,安芸太田町議会議員選挙（2009年03月29日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.0625,0.7777777777777778,0.2222222222222222,0.0,0.75,0.25,0.0,0.7428773668377279,0.2571226331622722,,0.053062669059837704,0.06428065829056805,,5651.0,2.0,62.22222222222222,4.637474834379824,55.0,59.0,60.5,66.0,72.0,62.1875,4.759447840873981,55.0,59.0,60.5,66.0,72.0,,,,,,,,,,,,,,,5289.0,362.0,,,,,,5651.0,,,,,,,,,,,,,,,0.9359405414970802,0.06405945850291983,,,,,,1.0,,,,,,,,,,,,,,,0.05505532597041648,0.06405945850291983,,,,,,,,,,,,,,,,,,,,17.0,1.0,,,,,,,,,,,,,,,,,,,,15.0,1.0,,,,,
安芸太田町議会議員選挙（2013年03月24日投票）,安芸太田町議会議員選挙,広島県,安芸太田町,20130324.0,2013.0,3.0,24.0,20130319.0,77.84,12.0,13.0,1.0833333333333333,6286.0,,,-541.0,任期満了,83.35,,,,安芸太田町議会議員選挙（2013年03月24日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.6923076923076923,0.3076923076923077,0.0,0.75,0.25,0.0,0.724845297029703,0.27515470297029704,,0.08053836633663367,0.06878867574257426,,4848.0,2.0,61.15384615384615,7.654522583174692,37.0,60.0,63.0,65.0,70.0,63.166666666666664,3.2871804872193366,57.0,61.5,63.5,65.0,70.0,,,220.0,,,,,,,,,,,,4628.0,,,,,,,4848.0,,,0.04537953795379538,,,,,,,,,,,,0.9546204620462047,,,,,,,1.0,,,0.04537953795379538,,,,,,,,,,,,0.07955170517051706,,,,,,,,,1.0,,,,,,,,,,,,12.0,,,,,,,,,0.0,,,,,,,,,,,,12.0,,,,,,
安芸太田町議会議員選挙（2017年03月26日投票）,安芸太田町議会議員選挙,広島県,安芸太田町,20170326.0,2017.0,3.0,26.0,20170321.0,76.72,12.0,16.0,1.3333333333333333,5897.0,,,-389.0,任期満了,77.84,,,,安芸太田町議会議員選挙（2017年03月26日投票）,1.0,16.0,12.0,1.3333333333333333,0.0,0.0,0.0,0.125,0.08333333333333333,0.5,0.5,0.0,0.4166666666666667,0.5833333333333334,0.0,0.45728055322179895,0.5427194467782012,,0.05716006915272487,0.06783993084727515,,4472.998,0.0,63.3125,6.742762323410191,41.0,61.0,65.5,67.25,69.0,64.0,3.605551275463989,56.0,61.0,64.5,67.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安芸太田町議会議員選挙（2021年03月28日投票）,安芸太田町議会議員選挙,広島県,安芸太田町,20210328.0,2021.0,3.0,28.0,20210323.0,76.99,12.0,16.0,1.3333333333333333,5302.0,2469.0,2833.0,-595.0,任期満了,76.72,,,,安芸太田町議会議員選挙（2021年03月28日投票）,1.0,16.0,12.0,1.3333333333333333,0.0,0.0,0.0,0.1875,0.25,0.75,0.1875,0.0625,0.75,0.16666666666666666,0.08333333333333333,0.6705387223279097,0.24715774769099053,0.08230352998109984,0.05587822686065914,0.08238591589699684,0.08230352998109984,4045.999,2.0,64.875,8.766947872549489,42.0,64.75,67.5,71.0,73.0,66.16666666666667,7.872243785746362,42.0,65.0,68.0,71.0,73.0,,,81.0,,,,,,,,,,,,3964.9990000000003,,,,,,,4045.9990000000003,,,0.020019777562970232,,,,,,,,,,,,0.9799802224370298,,,,,,,1.0,,,0.020019777562970232,,,,,,,,,,,,0.06533201482913532,,,,,,,,,1.0,,,,,,,,,,,,15.0,,,,,,,,,0.0,,,,,,,,,,,,12.0,,,,,,
安芸高田市議会議員補欠選挙（2008年04月06日投票）,安芸高田市議会議員補欠選挙,広島県,安芸高田市,20080406.0,2008.0,4.0,6.0,20080330.0,71.32,2.0,3.0,1.5,27175.0,,,,その他,,,,,安芸高田市議会議員補欠選挙（2008年04月06日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,18406.0,1.0,57.333333333333336,3.8586123009300755,52.0,55.5,59.0,60.0,61.0,56.5,4.5,52.0,54.25,56.5,58.75,61.0,,,,,,,,,,,,,,,18406.0,,,,,,,18406.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
安芸高田市議会議員補欠選挙（2012年04月08日投票）,安芸高田市議会議員補欠選挙,広島県,安芸高田市,20120408.0,2012.0,4.0,8.0,20120401.0,無投票,1.0,1.0,1.0,,,,,その他,71.32,,,,安芸高田市議会議員補欠選挙（2012年04月08日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,58.0,0.0,58.0,58.0,58.0,58.0,58.0,58.0,0.0,58.0,58.0,58.0,58.0,58.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
安芸高田市議会議員補欠選挙（2020年04月12日投票）,安芸高田市議会議員補欠選挙,広島県,安芸高田市,20200412.0,2020.0,4.0,12.0,20200405.0,48.16,1.0,3.0,3.0,,,,,辞職/玉重輝吉氏の県議補選出馬に伴う辞職による,68.66,,,,安芸高田市議会議員補欠選挙（2020年04月12日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,11071.0,1.0,68.0,2.8284271247461903,64.0,67.0,70.0,70.0,70.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,,,,,,,,,,,,,,,11071.0,,,,,,,11071.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
安芸高田市議会議員選挙（2008年11月16日投票）,安芸高田市議会議員選挙,広島県,安芸高田市,20081116.0,2008.0,11.0,16.0,20081109.0,77.6,20.0,25.0,1.25,27160.0,,,,任期満了,,,,,安芸高田市議会議員選挙（2008年11月16日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.04,0.05,0.56,0.32,0.12,0.55,0.35,0.1,0.5456654555884883,0.3595946075150588,0.09473993689645281,0.03897610397060631,0.04494932593938235,0.03157997896548427,20918.0,3.0,60.76,6.906692406644443,49.0,57.0,60.0,64.0,76.0,59.05,6.328309410893244,49.0,54.25,59.0,62.0,76.0,,,,1286.0,,,,,,520.0,,,,,19112.0,,,,,,,20918.0,,,,0.06147815278707333,,,,,,0.02485897313318673,,,,,0.9136628740797399,,,,,,,1.0,,,,0.06147815278707333,,,,,,0.02485897313318673,,,,,0.039724472786075646,,,,,,,,,,1.0,,,,,,1.0,,,,,23.0,,,,,,,,,,1.0,,,,,,0.0,,,,,19.0,,,,,,
安芸高田市議会議員選挙（2012年11月18日投票）,安芸高田市議会議員選挙,広島県,安芸高田市,20121118.0,2012.0,11.0,18.0,20121111.0,73.5,18.0,20.0,1.1111111111111112,25931.0,,,-1229.0,任期満了,77.6,,,,安芸高田市議会議員選挙（2012年11月18日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.2,0.16666666666666666,0.8,0.2,0.0,0.7777777777777778,0.2222222222222222,0.0,0.8045678554395633,0.19543214456043664,,0.05028549096497271,0.04885803614010916,,18871.0,2.0,,,,,,,,,,,,,,,,,,1306.0,,,,,,,,,,,17565.0,,,,,,,18871.0,,,,0.06920671930475332,,,,,,,,,,,0.9307932806952467,,,,,,,1.0,,,,0.06920671930475332,,,,,,,,,,,0.04898912003659193,,,,,,,,,,1.0,,,,,,,,,,,19.0,,,,,,,,,,1.0,,,,,,,,,,,17.0,,,,,,
安芸高田市議会議員選挙（2016年11月13日投票）,安芸高田市議会議員選挙,広島県,安芸高田市,20161113.0,2016.0,11.0,13.0,20161106.0,68.66,18.0,22.0,1.2222222222222223,25187.0,,,-744.0,"任期満了/玉重輝吉氏は広島県議選出馬のため辞職しました（2020）先川和幸、水戸真悟、青原敏治の各氏は、河井克行前法務大臣夫妻が起訴された選挙違反事件に関連し、2020年7月17日付けで辞職しました。",73.5,,,,安芸高田市議会議員選挙（2016年11月13日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.13636363636363635,0.1111111111111111,0.6818181818181818,0.18181818181818182,0.13636363636363635,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.7100584795321637,0.15029239766081873,0.13964912280701755,0.047337231968810914,0.03757309941520468,0.04654970760233918,17100.0,2.0,59.90909090909091,9.44798723590995,28.0,57.25,61.0,66.0,70.0,61.888888888888886,6.657400968420108,44.0,59.25,63.0,67.5,70.0,,,,1120.0,,,,,,,,,,,15980.0,,,,,,,17100.0,,,,0.06549707602339182,,,,,,,,,,,0.9345029239766082,,,,,,,1.0,,,,0.06549707602339182,,,,,,,,,,,0.04450013923698134,,,,,,,,,,1.0,,,,,,,,,,,21.0,,,,,,,,,,1.0,,,,,,,,,,,17.0,,,,,,
安芸高田市議会議員選挙（2020年11月15日投票）,安芸高田市議会議員選挙,広島県,安芸高田市,20201115.0,2020.0,11.0,15.0,20201108.0,63.19,16.0,18.0,1.125,,,,,任期満了,48.16,,,,安芸高田市議会議員選挙（2020年11月15日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.0625,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.75,0.1875,0.0625,0.6443872927930906,0.3066493757445381,0.04896333146237127,0.05369894106609088,0.06132987514890762,0.04896333146237127,14806.999,2.0,64.61111111111111,8.499273752561901,44.0,64.0,65.5,70.75,74.0,64.25,8.863548950617918,44.0,63.75,65.5,70.25,74.0,,,,1160.0,,,,,,,,,,,13646.999,,,,,,,14806.999,,,,0.07834133033979404,,,,,,,,,,,0.9216586696602059,,,,,,,1.0,,,,0.07834133033979404,,,,,,,,,,,0.05421521586236505,,,,,,,,,,1.0,,,,,,,,,,,17.0,,,,,,,,,,1.0,,,,,,,,,,,15.0,,,,,,
尾道市議会議員増員選挙（2005年04月24日投票）,尾道市議会議員増員選挙,広島県,尾道市,20050424.0,2005.0,4.0,24.0,20050417.0,,0.0,18.0,,19948.0,,,,その他,,,,,尾道市議会議員増員選挙（2005年04月24日投票）,2.0,18.0,8.0,2.25,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.05555555555555555,,15700.0,3.0,57.833333333333336,6.139580152131288,48.0,53.0,57.0,60.5,73.0,59.625,6.7256505261573025,48.0,56.0,59.5,62.25,73.0,,,,,,,,,686.0,1496.0,,,,,13518.0,,,,,,,15700.0,,,,,,,,,0.04369426751592357,0.09528662420382165,,,,,0.8610191082802547,,,,,,,1.0,,,,,,,,,0.04369426751592357,0.04764331210191083,,,,,0.05740127388535032,,,,,,,,,,,,,,,1.0,2.0,,,,,15.0,,,,,,,,,,,,,,,0.0,1.0,,,,,7.0,,,,,,
尾道市議会議員増員選挙（2006年02月05日投票）,尾道市議会議員増員選挙,広島県,尾道市,20060205.0,2006.0,2.0,5.0,20060129.0,100.0,0.0,18.0,,31424.0,,,11476.0,その他,,,,,尾道市議会議員増員選挙（2006年02月05日投票）,2.0,18.0,11.0,1.6363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.05555555555555555,,23227.99,3.0,57.77777777777778,8.48237097066325,31.0,57.0,58.5,62.0,69.0,60.54545454545455,5.773979821163788,48.0,57.5,59.0,65.0,69.0,,,,,,,,,,1646.13,,,,,19107.989999999998,,,,,,2473.87,23227.989999999998,,,,,,,,,,0.07086837905475249,,,,,0.8226277865626772,,,,,,0.10650383438257034,1.0,,,,,,,,,,0.07086837905475249,,,,,0.054841852437511815,,,,,,0.05325191719128517,,,,,,,,,,1.0,,,,,15.0,,,,,,2.0,,,,,,,,,,1.0,,,,,9.0,,,,,,1.0
尾道市議会議員選挙（1999年04月25日投票）,尾道市議会議員選挙,広島県,尾道市,19990425.0,1999.0,4.0,25.0,19990418.0,72.97,28.0,31.0,1.1071428571428572,74422.0,,,,任期満了,,,,,尾道市議会議員選挙（1999年04月25日投票）,1.0,31.0,28.0,1.1071428571428572,0.0,0.0,0.0,0.0,0.0,0.8709677419354839,0.12903225806451613,0.0,0.8928571428571429,0.10714285714285714,0.0,0.8702725819047264,0.12972741809527352,,0.0322323178483232,0.03243185452381838,,53782.0,6.0,55.516129032258064,9.731462005143124,31.0,51.0,56.0,62.5,70.0,56.25,8.966704283865154,38.0,51.0,56.5,62.75,70.0,,,,6029.0,,,,3270.0,,3298.0,,,1550.0,,36786.0,2849.0,,,,,,53782.0,,,,0.11210070283738054,,,,0.06080101149083336,,0.06132163177271206,,,0.02882005131828493,,0.6839834888996319,0.052973113681157265,,,,,,1.0,,,,0.037366900945793514,,,,0.03040050574541668,,0.03066081588635603,,,0.02882005131828493,,0.0325706423285539,0.026486556840578632,,,,,,,,,3.0,,,,2.0,,2.0,,,1.0,,21.0,2.0,,,,,,,,,3.0,,,,2.0,,2.0,,,1.0,,19.0,1.0,,,,,
尾道市議会議員選挙（2003年04月27日投票）,尾道市議会議員選挙,広島県,尾道市,20030427.0,2003.0,4.0,27.0,20030420.0,68.71,26.0,31.0,1.1923076923076923,74498.0,,,76.0,任期満了,72.97,,,,尾道市議会議員選挙（2003年04月27日投票）,1.0,31.0,26.0,1.1923076923076923,0.0,0.0,0.0,0.03225806451612903,0.038461538461538464,0.7419354838709677,0.22580645161290322,0.03225806451612903,0.8076923076923077,0.15384615384615385,0.038461538461538464,0.7464136517695279,0.225880822889572,0.027705525340900133,0.03245276746824034,0.032268688984224574,0.027705525340900133,50748.0,6.0,56.96774193548387,9.3273232718328,35.0,53.5,57.0,63.0,74.0,58.42307692307692,7.899235975338554,44.0,54.25,57.5,63.0,74.0,,,,5603.0,,,,2801.0,,3632.0,,,1704.0,,35540.0,1468.0,,,,,,50748.0,,,,0.11040829195239221,,,,0.05519429337116734,,0.07156932292898242,,,0.03357767793804682,,0.7003231654449437,0.028927248364467566,,,,,,1.0,,,,0.03680276398413074,,,,0.02759714668558367,,0.03578466146449121,,,0.03357767793804682,,0.031832871156588345,0.028927248364467566,,,,,,,,,3.0,,,,2.0,,2.0,,,1.0,,22.0,1.0,,,,,,,,,3.0,,,,1.0,,2.0,,,1.0,,18.0,1.0,,,,,
尾道市議会議員選挙（2007年04月22日投票）,尾道市議会議員選挙,広島県,尾道市,20070422.0,2007.0,4.0,22.0,20070415.0,69.8,34.0,43.0,1.2647058823529411,124792.0,,,50294.0,任期満了,68.71,,,,尾道市議会議員選挙（2007年04月22日投票）,1.0,43.0,34.0,1.2647058823529411,0.0,0.0,0.0,0.046511627906976744,0.058823529411764705,0.7674418604651163,0.046511627906976744,0.18604651162790697,0.7941176470588235,0.058823529411764705,0.14705882352941177,0.7964444470371365,0.049436245056060486,0.15411930790680312,0.024134680213246558,0.024718122528030243,0.01926491348835039,85711.0,5.0,58.58139534883721,8.890110936968464,33.0,54.5,59.0,63.5,78.0,57.88235294117647,9.618501491098083,33.0,51.75,58.0,63.75,78.0,,,,7391.23,,,,2171.0,,6487.28,,,,,67923.48999999999,1738.0,,,,,,85710.99999999999,,,,0.08623432231568878,,,,0.025329304289997787,,0.07568783470033019,,,,,0.7924710947252979,0.02027744396868547,,,,,,1.0,,,,0.028744774105229593,,,,0.025329304289997787,,0.025229278233443397,,,,,0.022642031277865654,0.02027744396868547,,,,,,,,,3.0,,,,1.0,,3.0,,,,,35.0,1.0,,,,,,,,,3.0,,,,1.0,,3.0,,,,,26.0,1.0,,,,,
尾道市議会議員選挙（2011年04月24日投票）,尾道市議会議員選挙,広島県,尾道市,20110424.0,2011.0,4.0,24.0,20110417.0,61.82,32.0,36.0,1.125,121619.0,,,-3173.0,任期満了,69.8,,,,尾道市議会議員選挙（2011年04月24日投票）,1.0,36.0,32.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.75,0.16666666666666666,0.08333333333333333,0.78125,0.15625,0.0625,0.7761326860841424,0.16315776699029128,0.06070954692556635,0.028745655040153424,0.027192961165048546,0.02023651564185545,74160.0,6.0,59.22222222222222,8.45284669705719,37.0,52.75,61.5,64.0,74.0,59.1875,8.052319153510993,37.0,52.75,61.5,64.0,74.0,,,,7621.42,,,,1925.0,,5727.0,,,,,54937.58,1645.0,,,,,2304.0,74160.0,,,,0.10276995685005394,,,,0.025957389428263214,,0.07722491909385114,,,,,0.7407980043149947,0.022181769147788567,,,,,0.031067961165048542,1.0,,,,0.03425665228335131,,,,0.025957389428263214,,0.025741639697950378,,,,,0.027436963122777578,0.022181769147788567,,,,,0.031067961165048542,,,,3.0,,,,1.0,,3.0,,,,,27.0,1.0,,,,,1.0,,,,3.0,,,,1.0,,3.0,,,,,23.0,1.0,,,,,1.0
尾道市議会議員選挙（2015年04月26日投票）,尾道市議会議員選挙,広島県,尾道市,20150426.0,2015.0,4.0,26.0,20150419.0,64.5,29.0,32.0,1.1034482758620692,117467.0,,,-4152.0,任期満了,61.82,,,,尾道市議会議員選挙（2015年04月26日投票）,1.0,32.0,29.0,1.103448275862069,0.0,0.0,0.0,0.03125,0.034482758620689655,0.8125,0.1875,0.0,0.8620689655172413,0.13793103448275862,0.0,0.8724142991786724,0.1275857008213276,,0.03355439612225663,0.02126428347022127,,74270.0,5.0,60.4375,9.33051947910726,35.0,55.5,63.0,66.25,77.0,60.206896551724135,9.739288759505111,35.0,54.0,64.0,67.0,77.0,,,,7860.17,,,,,,6949.320000000001,,,,,54948.509999999995,1994.0,,,,,2518.0,74270.0,,,,0.10583236838562003,,,,,,0.09356833176248823,,,,,0.7398479870741888,0.02684798707418877,,,,,0.0339033257035142,1.0,,,,0.03527745612854001,,,,,,0.03118944392082941,,,,,0.03082699946142453,0.02684798707418877,,,,,0.0339033257035142,,,,3.0,,,,,,3.0,,,,,24.0,1.0,,,,,1.0,,,,3.0,,,,,,3.0,,,,,21.0,1.0,,,,,1.0
尾道市議会議員選挙（2019年04月21日投票）,尾道市議会議員選挙,広島県,尾道市,20190421.0,2019.0,4.0,21.0,20190414.0,57.7,28.0,36.0,1.2857142857142858,,,,,任期満了,64.5,,,,尾道市議会議員選挙（2019年04月21日投票）,1.0,36.0,28.0,1.2857142857142858,0.0,0.0,0.0,,,,,,,,,,,,,,,64977.997,5.0,,,,,,,,,,,,,,,,,,6849.852000000001,,,,,,3174.529,,,,,51546.616,1531.0,,,,,1876.0,64977.997,,,,0.10541802327332436,,,,,,0.04885544563646675,,,,,0.7932933974557572,0.023561822011841947,,,,,0.028871311622609724,1.0,,,,0.03513934109110812,,,,,,0.024427722818233376,,,,,0.027354944739853698,0.023561822011841947,,,,,0.028871311622609724,,,,3.0,,,,,,2.0,,,,,29.0,1.0,,,,,1.0,,,,3.0,,,,,,2.0,,,,,21.0,1.0,,,,,1.0
