,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_公共,得票数_公明党,得票数_幸福実現党,得票数_日本共産党,得票数_日本社会党,得票数_日本維新の会,得票数_松本市行革110番,得票数_民主党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_公共,得票率_公明党,得票率_幸福実現党,得票率_日本共産党,得票率_日本社会党,得票率_日本維新の会,得票率_松本市行革110番,得票率_民主党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_公共,一人あたり得票率_公明党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本社会党,一人あたり得票率_日本維新の会,一人あたり得票率_松本市行革110番,一人あたり得票率_民主党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_公共,立候補者数_公明党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本社会党,立候補者数_日本維新の会,立候補者数_松本市行革110番,立候補者数_民主党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_公共,当選者数_公明党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本社会党,当選者数_日本維新の会,当選者数_松本市行革110番,当選者数_民主党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
中川村議会議員選挙（2014年08月10日投票）,中川村議会議員選挙,長野県,中川村,20140810.0,2014.0,8.0,10.0,20140805.0,無投票,10.0,10.0,1.0,,,,,任期満了,,,,,中川村議会議員選挙（2014年08月10日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.7,0.3,0.0,0.7,0.3,0.0,,,,,,,0.0,2.0,65.8,4.6,59.0,61.5,66.5,69.0,73.0,65.8,4.6,59.0,61.5,66.5,69.0,73.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,8.0,,,,,,,,2.0,,,,,,8.0,,,
中川村議会議員選挙（2018年08月05日投票）,中川村議会議員選挙,長野県,中川村,20180805.0,2018.0,8.0,5.0,20180731.0,無投票,10.0,10.0,1.0,,,,,任期満了,,,,,中川村議会議員選挙（2018年08月05日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.7,0.3,0.0,0.7,0.3,0.0,,,,,,,0.0,3.0,66.9,3.8327535793473597,62.0,63.25,66.0,70.75,73.0,66.9,3.8327535793473597,62.0,63.25,66.0,70.75,73.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,7.0,,1.0,,,,,,2.0,,,,,,7.0,,1.0,
中野市議会議員補欠選挙（2008年11月23日投票）,中野市議会議員補欠選挙,長野県,中野市,20081123.0,2008.0,11.0,23.0,20081116.0,無投票,1.0,1.0,1.0,38140.0,,,,その他,,,,,中野市議会議員補欠選挙（2008年11月23日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
中野市議会議員補欠選挙（2012年11月18日投票）,中野市議会議員補欠選挙,長野県,中野市,20121118.0,2012.0,11.0,18.0,20121111.0,無投票,3.0,3.0,1.0,,,,,任期満了,,,,,中野市議会議員補欠選挙（2012年11月18日投票）,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,2.0,64.66666666666667,3.7712361663282534,62.0,62.0,62.0,66.0,70.0,64.66666666666667,3.7712361663282534,62.0,62.0,62.0,66.0,70.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,1.0,,,,,,2.0,,,
中野市議会議員選挙（2006年04月23日投票）,中野市議会議員選挙,長野県,中野市,20060423.0,2006.0,4.0,23.0,20060416.0,71.29,22.0,25.0,1.1363636363636365,37712.0,,,,任期満了,,,,,中野市議会議員選挙（2006年04月23日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.08,0.09090909090909091,0.76,0.24,0.0,0.7727272727272727,0.22727272727272727,0.0,0.760804252282033,0.23919574771796703,,0.04004232906747542,0.0398659579529945,,26621.0,4.0,75.48,4.109695852493223,69.0,71.0,78.0,79.0,80.0,75.27272727272727,4.136113878573573,69.0,71.0,78.0,79.0,80.0,,,1628.0,,2359.0,,,,,,21745.0,889.0,,,26621.0,,,0.061154727470793736,,0.08861425190638969,,,,,,0.8168363322189249,0.03339468840389166,,,1.0,,,0.061154727470793736,,0.044307125953194845,,,,,,0.03889696820090119,0.03339468840389166,,,,,1.0,,2.0,,,,,,21.0,1.0,,,,,1.0,,2.0,,,,,,18.0,1.0,,
中野市議会議員選挙（2010年04月25日投票）,中野市議会議員選挙,長野県,中野市,20100425.0,2010.0,4.0,25.0,20100418.0,67.95,20.0,22.0,1.1,37494.0,,,-218.0,任期満了,71.29,,,,中野市議会議員選挙（2010年04月25日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.045454545454545456,,,25250.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中野市議会議員選挙（2014年04月20日投票）,中野市議会議員選挙,長野県,中野市,20140420.0,2014.0,4.0,20.0,20140413.0,64.27,20.0,23.0,1.15,,,,,任期満了,67.95,,,,中野市議会議員選挙（2014年04月20日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.043478260869565216,0.05,0.6521739130434783,0.34782608695652173,0.0,0.7,0.3,0.0,0.6937841545041324,0.30621584549586767,,0.04625227696694216,0.03827698068698346,,23426.998,4.0,62.0,10.63627917942213,32.0,58.0,63.0,69.0,84.0,61.05,10.758601210194568,32.0,57.0,63.0,65.75,84.0,,,1456.0,,1780.28,,,,,,19446.718,744.0,,,23426.998,,,0.062150515401076994,,0.07599266453175094,,,,,,0.8300985896699185,0.03175823039725363,,,1.0,,,0.062150515401076994,,0.03799633226587547,,,,,,0.0436893994563115,0.03175823039725363,,,,,1.0,,2.0,,,,,,19.0,1.0,,,,,1.0,,2.0,,,,,,17.0,0.0,,
中野市議会議員選挙（2018年04月22日投票）,中野市議会議員選挙,長野県,中野市,20180422.0,2018.0,4.0,22.0,20180415.0,無投票,20.0,20.0,1.0,37363.0,,,,任期満了,64.27,,,,中野市議会議員選挙（2018年04月22日投票）,1.0,20.0,20.0,1.0,1.0,1.0,0.0,0.1,0.1,0.7,0.25,0.05,0.7,0.25,0.05,,,,,,,0.0,3.0,63.2,9.468896451012652,36.0,59.75,65.0,69.5,76.0,63.2,9.468896451012652,36.0,59.75,65.0,69.5,76.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,17.0,,,,,,1.0,,2.0,,,,,,17.0,,,
伊那市議会議員選挙（2006年04月30日投票）,伊那市議会議員選挙,長野県,伊那市,20060430.0,2006.0,4.0,30.0,20060423.0,69.42,0.0,34.0,,63884.0,,,,その他,,,,,伊那市議会議員選挙（2006年04月30日投票）,3.0,34.0,26.0,1.3076923076923077,0.0,0.0,0.0,0.17647058823529413,0.15384615384615385,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.029411764705882353,,38625.0,3.0,61.61764705882353,9.527096668673833,40.0,56.0,63.5,68.75,78.0,62.84615384615385,8.973003560648367,40.0,58.0,64.0,69.0,78.0,,,4497.719999999999,,5015.28,,,,,,29112.0,,,,38625.0,,,0.11644582524271843,,0.12984543689320388,,,,,,0.7537087378640777,,,,1.0,,,0.058222912621359216,,0.025969087378640777,,,,,,0.027915138439410285,,,,,,2.0,,5.0,,,,,,27.0,,,,,,2.0,,3.0,,,,,,21.0,,,
伊那市議会議員選挙（2010年04月29日投票）,伊那市議会議員選挙,長野県,伊那市,20100429.0,2010.0,4.0,29.0,20100418.0,73.38,21.0,24.0,1.1428571428571428,55837.0,,,-8047.0,任期満了,69.42,,,,伊那市議会議員選挙（2010年04月29日投票）,1.0,24.0,21.0,1.1428571428571428,0.0,0.0,0.0,0.16666666666666666,0.19047619047619047,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.041666666666666664,,,40256.0,3.0,,,,,,,,61.285714285714285,8.189091798838007,36.0,58.0,62.0,65.0,73.0,,,4813.23,,5239.18,,,,,,30203.59,,,,40256.0,,,0.11956553060413354,,0.13014656200317964,,,,,,0.7502879073926868,,,,1.0,,,0.05978276530206677,,0.03253664050079491,,,,,,0.041682661521815934,,,,,,2.0,,4.0,,,,,,18.0,,,,,,2.0,,3.0,,,,,,16.0,,,
伊那市議会議員選挙（2014年04月27日投票）,伊那市議会議員選挙,長野県,伊那市,20140427.0,2014.0,4.0,27.0,20140420.0,,21.0,25.0,1.1904761904761905,,,,,任期満了,73.38,,,,伊那市議会議員選挙（2014年04月27日投票）,1.0,25.0,21.0,1.1904761904761905,0.0,0.0,0.0,0.16,0.19047619047619047,0.76,0.24,0.0,0.8095238095238095,0.19047619047619047,0.0,0.7919440514806981,0.20805594851930187,,0.041681265867405164,0.034675991419883645,,36047.99600000001,3.0,62.16,11.312577071560662,35.0,60.0,64.0,68.0,76.0,64.14285714285714,8.447517044533685,35.0,62.0,66.0,68.0,76.0,,,4450.425,,4412.471,,,,,,27185.1,,,,36047.996,,,0.12345831929186855,,0.12240544522918832,,,,,,0.7541362354789432,,,,1.0,,,0.06172915964593428,,0.03060136130729708,,,,,,0.03969138081468122,,,,,,2.0,,4.0,,,,,,19.0,,,,,,2.0,,3.0,,,,,,16.0,,,
伊那市議会議員選挙（2018年04月22日投票）,伊那市議会議員選挙,長野県,伊那市,20180422.0,2018.0,4.0,22.0,20180415.0,無投票,21.0,21.0,1.0,,,,,任期満了,,,,,伊那市議会議員選挙（2018年04月22日投票）,1.0,21.0,21.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.38095238095238093,0.047619047619047616,0.5714285714285714,0.38095238095238093,0.047619047619047616,,,,,,,0.0,3.0,62.857142857142854,9.12498252724075,39.0,64.0,66.0,68.0,73.0,62.857142857142854,9.12498252724075,39.0,64.0,66.0,68.0,73.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,,,,,16.0,,,,,,2.0,,3.0,,,,,,16.0,,,
佐久市議会議員選挙（2005年04月24日投票）,佐久市議会議員選挙,長野県,佐久市,20050424.0,2005.0,4.0,24.0,20050417.0,79.64,34.0,43.0,1.2647058823529411,78478.0,,,,その他,,,,,佐久市議会議員選挙（2005年04月24日投票）,1.0,43.0,34.0,1.2647058823529411,0.0,0.0,0.0,0.18604651162790697,0.14705882352941177,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.023255813953488372,,61355.0,3.0,58.116279069767444,8.210059916291526,31.0,55.0,60.0,63.5,72.0,57.23529411764706,8.544206236252286,31.0,55.0,59.0,62.0,72.0,,,5227.0,,5044.0,,,,,,51084.0,,,,61355.0,,,0.08519273082878331,,0.08221008882731644,,,,,,0.8325971803439003,,,,1.0,,,0.02839757694292777,,0.02740336294243881,,,,,,0.022502626495781088,,,,,,3.0,,3.0,,,,,,37.0,,,,,,3.0,,3.0,,,,,,28.0,,,
佐久市議会議員選挙（2009年04月19日投票）,佐久市議会議員選挙,長野県,佐久市,20090419.0,2009.0,4.0,19.0,20090412.0,77.38,28.0,33.0,1.1785714285714286,79020.0,,,542.0,任期満了,79.64,,,,佐久市議会議員選挙（2009年04月19日投票）,1.0,33.0,28.0,1.1785714285714286,0.0,0.0,0.0,0.12121212121212122,0.14285714285714285,0.696969696969697,0.30303030303030304,0.0,0.6785714285714286,0.32142857142857145,0.0,0.6635129838502585,0.3364870161497416,,0.02884839060218515,0.03364870161497416,,59930.99,3.0,56.96969696969697,10.094957782747057,32.0,53.0,59.0,64.0,71.0,56.642857142857146,10.393041235482952,32.0,53.0,59.0,63.25,71.0,,,5627.0,,5573.12,,,,,,48730.869999999995,,,,59930.98999999999,,,0.09389132400449252,,0.09299228996550868,,,,,,0.8131163860299989,,,,1.0,,,0.03129710800149751,,0.030997429988502894,,,,,,0.030115421704814776,,,,,,3.0,,3.0,,,,,,27.0,,,,,,3.0,,3.0,,,,,,22.0,,,
佐久市議会議員選挙（2013年04月14日投票）,佐久市議会議員選挙,長野県,佐久市,20130414.0,2013.0,4.0,14.0,20130407.0,69.56,28.0,29.0,1.0357142857142858,79366.0,,,346.0,任期満了,77.38,,,,佐久市議会議員選挙（2013年04月14日投票）,1.0,29.0,28.0,1.0357142857142858,0.0,0.0,0.0,0.20689655172413793,0.17857142857142858,0.5862068965517241,0.3793103448275862,0.034482758620689655,0.6071428571428571,0.35714285714285715,0.03571428571428571,0.638782991202346,0.341802776643528,0.01941423215412599,0.03757547007072624,0.03107297969486618,0.01941423215412599,53878.0,5.0,58.241379310344826,10.959660114330228,36.0,51.0,58.0,66.0,75.0,57.92857142857143,11.025712064561285,36.0,50.25,58.0,65.25,75.0,,,5649.35,,4916.63,,1001.0,,,,40299.020000000004,,,2012.0,53878.0,,,0.10485448606110101,,0.09125487211848993,,0.01857901184156799,,,,0.7479680017818034,,,0.03734362819703775,1.0,,,0.03495149535370034,,0.03041829070616331,,0.01857901184156799,,,,0.035617523894371596,,,0.03734362819703775,,,3.0,,3.0,,1.0,,,,21.0,,,1.0,,,3.0,,3.0,,1.0,,,,20.0,,,1.0
佐久市議会議員選挙（2017年04月16日投票）,佐久市議会議員選挙,長野県,佐久市,20170416.0,2017.0,4.0,16.0,20170409.0,66.9,26.0,31.0,1.1923076923076923,81306.0,,,1940.0,任期満了,69.56,,,,佐久市議会議員選挙（2017年04月16日投票）,1.0,31.0,26.0,1.1923076923076923,0.0,0.0,0.0,0.1935483870967742,0.23076923076923078,0.6451612903225806,0.3548387096774194,0.0,0.6923076923076923,0.3076923076923077,0.0,0.6524402983264405,0.34755970167355965,,0.03262201491632202,0.03159633651577815,,53262.996,4.0,59.096774193548384,9.038822499353438,40.0,51.0,61.0,66.5,74.0,59.07692307692308,9.339424611345494,40.0,51.25,61.0,67.0,74.0,,,5599.736,,5318.397000000001,,,,,,40780.863,,,1564.0,53262.996,,,0.10513370295580068,,0.09985163057669533,,,,,,0.7656509408520692,,,0.029363725615434776,1.0,,,0.03504456765193356,,0.03328387685889844,,,,,,0.03190212253550288,,,0.029363725615434776,,,3.0,,3.0,,,,,,24.0,,,1.0,,,3.0,,3.0,,,,,,19.0,,,1.0
佐久市議会議員選挙（2021年04月11日投票）,佐久市議会議員選挙,長野県,佐久市,20210411.0,2021.0,4.0,11.0,20210404.0,無投票,26.0,26.0,1.0,82278.0,40203.0,42075.0,972.0,任期満了,66.9,,,,佐久市議会議員選挙（2021年04月11日投票）,1.0,26.0,26.0,1.0,1.0,1.0,0.0,0.23076923076923078,0.23076923076923078,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.6923076923076923,0.23076923076923078,0.07692307692307693,,,,,,,0.0,5.0,60.07692307692308,10.254166421220344,35.0,53.0,62.5,66.0,78.0,60.07692307692308,10.254166421220344,35.0,53.0,62.5,66.0,78.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,1.0,,,,18.0,,,1.0,,,3.0,,3.0,,1.0,,,,18.0,,,1.0
佐久穂町議会議員選挙（2005年04月17日投票）,佐久穂町議会議員選挙,長野県,佐久穂町,20050417.0,2005.0,4.0,17.0,20050412.0,89.17,18.0,21.0,1.1666666666666667,10640.0,,,,その他,,,,,佐久穂町議会議員選挙（2005年04月17日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.05555555555555555,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.047619047619047616,,9309.99,3.0,62.76190476190476,6.398696012282219,45.0,59.0,65.0,67.0,75.0,62.111111111111114,5.858411700650697,45.0,59.25,64.0,66.75,69.0,,,773.0,,1205.88,,,,,,7331.109999999999,,,,9309.989999999998,,,0.08302909025681017,,0.1295253808006239,,,,,,0.787445528942566,,,,1.0,,,0.08302909025681017,,0.0431751269335413,,,,,,0.04632032523191565,,,,,,1.0,,3.0,,,,,,17.0,,,,,,1.0,,3.0,,,,,,14.0,,,
佐久穂町議会議員選挙（2009年04月12日投票）,佐久穂町議会議員選挙,長野県,佐久穂町,20090412.0,2009.0,4.0,12.0,20090407.0,無投票,14.0,14.0,1.0,10425.0,,,-215.0,任期満了,89.17,,,,佐久穂町議会議員選挙（2009年04月12日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.07142857142857142,0.07142857142857142,0.7857142857142857,0.21428571428571427,0.0,0.7857142857142857,0.21428571428571427,0.0,,,,,,,0.0,3.0,63.285714285714285,6.474439539214091,49.0,60.0,64.5,69.0,71.0,63.285714285714285,6.474439539214091,49.0,60.0,64.5,69.0,71.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,,,,,10.0,,,,,,1.0,,3.0,,,,,,10.0,,,
佐久穂町議会議員選挙（2013年04月14日投票）,佐久穂町議会議員選挙,長野県,佐久穂町,20130414.0,2013.0,4.0,14.0,20130409.0,77.13,14.0,16.0,1.1428571428571428,10037.0,,,-388.0,任期満了,,,,,佐久穂町議会議員選挙（2013年04月14日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.375,0.625,0.0,0.42857142857142855,0.5714285714285714,0.0,0.4003430666492078,0.5996569333507922,,0.06672384444153463,0.059965693335079215,,7637.0,3.0,59.75,7.956915231419774,38.0,56.75,61.5,64.25,71.0,60.0,8.443086774735546,38.0,57.75,62.0,64.75,71.0,,,764.0,,1295.6100000000001,,,,,,5577.389999999999,,,,7637.0,,,0.10003928244074899,,0.1696490768626424,,,,,,0.7303116406966086,,,,1.0,,,0.10003928244074899,,0.05654969228754747,,,,,,0.06085930339138405,,,,,,1.0,,3.0,,,,,,12.0,,,,,,1.0,,3.0,,,,,,10.0,,,
佐久穂町議会議員選挙（2017年04月09日投票）,佐久穂町議会議員選挙,長野県,佐久穂町,20170409.0,2017.0,4.0,9.0,20170404.0,75.37,14.0,15.0,1.0714285714285714,,,,,任期満了,77.13,,,,佐久穂町議会議員選挙（2017年04月09日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.2,0.21428571428571427,0.6,0.4,0.0,0.6428571428571429,0.35714285714285715,0.0,0.5851121318562551,0.41488786814374495,,0.06501245909513946,0.06914797802395749,,7402.0,0.0,60.266666666666666,8.330399483551528,42.0,56.5,62.0,66.0,73.0,60.285714285714285,8.622467093327188,42.0,56.25,63.0,66.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佐久穂町議会議員選挙（2021年04月11日投票）,佐久穂町議会議員選挙,長野県,佐久穂町,20210411.0,2021.0,4.0,11.0,20210406.0,67.43,14.0,15.0,1.0714285714285714,9169.0,4439.0,4730.0,,任期満了,75.37,,,,佐久穂町議会議員選挙（2021年04月11日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.14285714285714285,0.6,0.4,0.0,0.6428571428571429,0.35714285714285715,0.0,0.4936545552788596,0.5063454447211405,,0.05485050614209551,0.08439090745352341,,6110.9980000000005,3.0,63.333333333333336,7.699927849589819,49.0,60.0,64.0,69.0,77.0,64.35714285714286,6.91382820210072,49.0,60.25,64.5,69.5,77.0,,,667.565,,856.172,,,,,,4587.261,,,,6110.9980000000005,,,0.1092399310227233,,0.14010346591506,,,,,,0.7506566030622167,,,,1.0,,,0.1092399310227233,,0.07005173295753,,,,,,0.0625547169218514,,,,,,1.0,,2.0,,,,,,12.0,,,,,,1.0,,2.0,,,,,,11.0,,,
信濃町議会議員選挙（2009年03月22日投票）,信濃町議会議員選挙,長野県,信濃町,20090322.0,2009.0,3.0,22.0,20090317.0,75.35,14.0,15.0,1.0714285714285714,8338.0,,,,任期満了,,,,,信濃町議会議員選挙（2009年03月22日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.2,0.21428571428571427,0.6,0.4,0.0,0.6428571428571429,0.35714285714285715,0.0,0.5400769477396602,0.45992305226033986,,0.060008549748851135,0.07665384204338997,,6238.0,3.0,59.8,8.092795149596544,33.0,58.0,62.0,63.5,71.0,59.785714285714285,8.376656095778241,33.0,57.5,62.0,63.75,71.0,,,419.0,,871.45,,,,,,4947.55,,,,6238.0,,,0.0671689644116704,,0.13970022443090735,,,,,,0.7931308111574222,,,,1.0,,,0.0671689644116704,,0.06985011221545367,,,,,,0.06609423426311851,,,,,,1.0,,2.0,,,,,,12.0,,,,,,1.0,,2.0,,,,,,11.0,,,
信濃町議会議員選挙（2013年03月24日投票）,信濃町議会議員選挙,長野県,信濃町,20130324.0,2013.0,3.0,24.0,20130319.0,無投票,14.0,14.0,1.0,,,,,任期満了,75.35,,,,信濃町議会議員選挙（2013年03月24日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.07142857142857142,0.07142857142857142,0.5,0.5,0.0,0.5,0.5,0.0,,,,,,,0.0,3.0,61.785714285714285,6.2011355115537565,44.0,60.0,62.5,66.75,69.0,61.785714285714285,6.2011355115537565,44.0,60.0,62.5,66.75,69.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,11.0,,,,,,1.0,,2.0,,,,,,11.0,,,
信濃町議会議員選挙（2017年03月26日投票）,信濃町議会議員選挙,長野県,信濃町,20170326.0,2017.0,3.0,26.0,20170321.0,65.55,12.0,13.0,1.0833333333333333,7629.0,,,,任期満了,,,,,信濃町議会議員選挙（2017年03月26日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.6923076923076923,0.3076923076923077,0.0,0.6666666666666666,0.3333333333333333,0.0,0.4682815999705651,0.5317184000294349,,0.052031288885618344,0.13292960000735873,,652287.0,0.0,62.84615384615385,7.036674846787244,48.0,61.0,64.0,66.0,72.0,62.75,7.315793417896198,48.0,61.0,64.5,66.25,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
信濃町議会議員選挙（2021年03月21日投票）,信濃町議会議員選挙,長野県,信濃町,20210321.0,2021.0,3.0,21.0,20210316.0,無投票,12.0,12.0,1.0,7147.0,3519.0,3628.0,-482.0,任期満了,65.55,,,,信濃町議会議員選挙（2021年03月21日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.75,0.25,0.0,0.75,0.25,0.0,,,,,,,0.0,3.0,63.5,10.812801055539063,36.0,60.25,68.5,70.25,75.0,63.5,10.812801055539063,36.0,60.25,68.5,70.25,75.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,,,,,8.0,,,,,,1.0,,3.0,,,,,,8.0,,,
北相木村議会議員補欠選挙（2017年04月23日投票）,北相木村議会議員補欠選挙,長野県,北相木村,20170423.0,2017.0,4.0,23.0,20170418.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,北相木村議会議員補欠選挙（2017年04月23日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北相木村議会議員選挙（2007年04月22日投票）,北相木村議会議員選挙,長野県,北相木村,20070422.0,2007.0,4.0,22.0,20070417.0,91.48,8.0,9.0,1.125,751.0,,,,任期満了,,,,,北相木村議会議員選挙（2007年04月22日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.0,0.4444444444444444,0.5555555555555556,0.0,0.5,0.5,0.0,0.4460856720827179,0.5539143279172821,,0.11152141802067947,0.11078286558345643,,677.0,1.0,56.333333333333336,8.013876853447538,40.0,50.0,58.0,63.0,66.0,58.375,5.893587617063142,49.0,54.5,60.0,63.0,66.0,,,,,,,,,,,677.0,,,,677.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,8.0,,,
北相木村議会議員選挙（2011年04月24日投票）,北相木村議会議員選挙,長野県,北相木村,20110424.0,2011.0,4.0,24.0,20110419.0,92.99,8.0,9.0,1.125,699.0,,,-52.0,任期満了,91.48,,,,北相木村議会議員選挙（2011年04月24日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.75,0.25,0.0,0.6273291925465838,0.37267080745341613,,0.10455486542443064,0.12422360248447205,,644.0,1.0,58.44444444444444,7.514594852849296,45.0,53.0,61.0,66.0,67.0,60.125,6.173279112432873,51.0,53.75,61.5,66.25,67.0,,,,,,,,,,,644.0,,,,644.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,8.0,,,
