,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_新社会党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_新社会党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
高畠町議会議員選挙（2011年08月07日投票）,高畠町議会議員選挙,山形県,高畠町,20110807.0,2011.0,8.0,7.0,20110802.0,61.99,17.0,18.0,1.0588235294117647,20591.0,,,-471.0,任期満了,71.38,,,,高畠町議会議員選挙（2011年08月07日投票）,1.0,18.0,17.0,1.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.7647058823529411,0.17647058823529413,0.058823529411764705,0.7227942341200697,0.24473309044828132,0.03247267543164898,0.055599556470774594,0.06118327261207033,0.03247267543164898,12626.0,3.0,,,,,,,,,,,,,,,,,994.0,,,,586.0,,11046.0,,,,12626.0,,,0.0787264375099002,,,,0.04641216537303976,,0.87486139711706,,,,1.0,,,0.0787264375099002,,,,0.04641216537303976,,0.05467883731981625,,,,,,1.0,,,,1.0,,16.0,,,,,,1.0,,,,1.0,,15.0,,,
高畠町議会議員選挙（2015年08月09日投票）,高畠町議会議員選挙,山形県,高畠町,20150809.0,2015.0,8.0,9.0,20150804.0,,15.0,18.0,1.2,,,,,任期満了,61.99,,,,高畠町議会議員選挙（2015年08月09日投票）,1.0,18.0,15.0,1.2,0.0,0.0,0.0,0.05555555555555555,0.06666666666666667,0.6666666666666666,0.3333333333333333,0.0,0.6,0.4,0.0,0.5753086419753086,0.4246913580246914,,0.04794238683127572,0.07078189300411523,,12555.0,3.0,,,,,,,,,,,,,,,,,870.0,,,,508.0,,11177.0,,,,12555.0,,,0.06929510155316607,,,,0.040461967343687774,,0.8902429311031461,,,,1.0,,,0.06929510155316607,,,,0.040461967343687774,,0.05564018319394663,,,,,,1.0,,,,1.0,,16.0,,,,,,1.0,,,,1.0,,13.0,,,
高畠町議会議員選挙（2019年08月04日投票）,高畠町議会議員選挙,山形県,高畠町,20190804.0,2019.0,8.0,4.0,20190730.0,63.63,15.0,20.0,1.3333333333333333,,,,,任期満了,,,,,高畠町議会議員選挙（2019年08月04日投票）,1.0,20.0,15.0,1.3333333333333333,0.0,0.0,0.0,0.1,0.13333333333333333,0.7,0.2,0.1,0.8,0.13333333333333333,0.06666666666666667,0.7268219813053045,0.19353119518441733,0.07964682351027813,0.05191585580752175,0.04838279879610433,0.039823411755139065,12321.998,3.0,63.1,8.354040938372279,44.0,58.75,66.5,69.0,74.0,62.0,8.981462390204987,44.0,54.5,66.0,69.0,73.0,,,672.0,,,,398.0,,11251.998,,,,12321.998,,,0.05453661005301251,,,,0.03229995654925443,,0.9131634333977331,,,,1.0,,,0.05453661005301251,,,,0.03229995654925443,,0.050731301855429616,,,,,,1.0,,,,1.0,,18.0,,,,,,1.0,,,,0.0,,14.0,,,
鮭川村議会議員補欠選挙（2018年03月25日投票）,鮭川村議会議員補欠選挙,山形県,鮭川村,20180325.0,2018.0,3.0,25.0,20180320.0,無投票,1.0,1.0,1.0,,,,,退職/矢口秀資議員の辞職による,,,,,鮭川村議会議員補欠選挙（2018年03月25日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鮭川村議会議員選挙（2007年11月11日投票）,鮭川村議会議員選挙,山形県,鮭川村,20071111.0,2007.0,11.0,11.0,20071106.0,87.38,10.0,11.0,1.1,4405.0,,,,任期満了,,,,,鮭川村議会議員選挙（2007年11月11日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.7272727272727273,0.2727272727272727,0.0,0.7,0.3,0.0,0.6633726724364017,0.3366273275635982,,0.08292158405455022,0.11220910918786607,,3813.0,1.0,65.36363636363636,7.100226978096959,54.0,58.5,67.0,71.0,76.0,64.8,7.2083285163760396,54.0,58.25,65.0,71.0,76.0,,,,,,,,,3813.0,,,,3813.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.09090909090909091,,,,,,,,,,,,11.0,,,,,,,,,,,,10.0,,,
鮭川村議会議員選挙（2011年11月13日投票）,鮭川村議会議員選挙,山形県,鮭川村,20111113.0,2011.0,11.0,13.0,20111108.0,87.28,10.0,11.0,1.1,4112.0,,,-293.0,任期満了,87.38,,,,鮭川村議会議員選挙（2011年11月13日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.45454545454545453,0.5454545454545454,0.0,0.4,0.6,0.0,0.42423390497610347,0.5757660950238965,,0.0848467809952207,0.09596101583731609,,3557.0,1.0,,,,,,,,,,,,,,,,,,,,,,,3557.0,,,,3557.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.09090909090909091,,,,,,,,,,,,11.0,,,,,,,,,,,,10.0,,,
鮭川村議会議員選挙（2015年11月15日投票）,鮭川村議会議員選挙,山形県,鮭川村,20151115.0,2015.0,11.0,15.0,20151110.0,無投票,10.0,10.0,1.0,,,,,任期満了,87.28,,,,鮭川村議会議員選挙（2015年11月15日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.9,0.0,0.1,0.9,0.0,0.1,,,,,,,0.0,1.0,65.4,5.0635955604688645,58.0,61.25,66.5,67.75,74.0,65.4,5.0635955604688645,58.0,61.25,66.5,67.75,74.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,10.0,,,
鮭川村議会議員選挙（2019年11月17日投票）,鮭川村議会議員選挙,山形県,鮭川村,20191117.0,2019.0,11.0,17.0,20191112.0,79.08,10.0,11.0,1.1,3624.0,,,,任期満了,,,,,鮭川村議会議員選挙（2019年11月17日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.8,0.1,0.1,0.7262824055806063,0.1581167105118449,0.11560088390754882,0.09078530069757579,0.07905835525592245,0.11560088390754882,2845.999,1.0,61.0,14.807860320543522,25.0,60.0,64.0,70.5,78.0,64.6,9.93176721434811,40.0,62.0,66.5,70.75,78.0,,,,,,,,,2845.999,,,,2845.999,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.09090909090909091,,,,,,,,,,,,11.0,,,,,,,,,,,,10.0,,,
鶴岡市議会議員補欠選挙（2007年02月11日投票）,鶴岡市議会議員補欠選挙,山形県,鶴岡市,20070211.0,2007.0,2.0,11.0,20070204.0,72.06,1.0,2.0,2.0,6672.0,,,,その他,,,,,鶴岡市議会議員補欠選挙（2007年02月11日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,4765.0,2.0,61.5,7.5,54.0,57.75,61.5,65.25,69.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,,,,,,,2066.0,,2699.0,,,,4765.0,,,,,,,0.4335781741867786,,0.5664218258132214,,,,1.0,,,,,,,0.4335781741867786,,0.5664218258132214,,,,,,,,,,1.0,,1.0,,,,,,,,,,0.0,,1.0,,,
鶴岡市議会議員補欠選挙（2009年05月24日投票）,鶴岡市議会議員補欠選挙,山形県,鶴岡市,20090524.0,2009.0,5.0,24.0,20090517.0,54.61,1.0,2.0,2.0,7629.0,,,957.0,その他,72.06,,,,鶴岡市議会議員補欠選挙（2009年05月24日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,4057.0,1.0,44.5,12.5,32.0,38.25,44.5,50.75,57.0,32.0,0.0,32.0,32.0,32.0,32.0,32.0,,,,,,,,,4057.0,,,,4057.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,
鶴岡市議会議員選挙（2005年10月23日投票）,鶴岡市議会議員選挙,山形県,鶴岡市,20051023.0,2005.0,10.0,23.0,20051016.0,72.42,0.0,66.0,,115724.0,,,,その他,,,,,鶴岡市議会議員選挙（2005年10月23日投票）,6.0,66.0,38.0,1.736842105263158,0.0,0.0,0.0,0.06060606060606061,0.0,0.015151515151515152,0.9848484848484849,0.0,0.0,1.0,0.0,0.002771885846509834,0.9972281141534902,,0.002771885846509834,0.015341970986976773,,82976.0,4.0,54.878787878787875,8.793101896089036,28.0,52.0,56.0,59.75,70.0,55.421052631578945,6.430321179452402,37.0,54.0,56.0,59.0,70.0,,,4569.0,,,,8377.0,1549.0,68481.0,,,,82976.0,,,0.055064114924797535,,,,0.10095690320092557,0.018668048592364057,0.8253109332819129,,,,1.0,,,0.027532057462398767,,,,0.012619612900115696,0.018668048592364057,0.015005653332398415,,,,,,2.0,,,,8.0,1.0,55.0,,,,,,2.0,,,,3.0,1.0,32.0,,,
鶴岡市議会議員選挙（2009年10月11日投票）,鶴岡市議会議員選挙,山形県,鶴岡市,20091011.0,2009.0,10.0,11.0,20091004.0,73.85,34.0,40.0,1.1764705882352942,113575.0,,,-2149.0,任期満了,72.42,,,,鶴岡市議会議員選挙（2009年10月11日投票）,1.0,40.0,34.0,1.1764705882352942,0.0,0.0,0.0,0.025,0.029411764705882353,0.825,0.175,0.0,0.8529411764705882,0.14705882352941177,0.0,0.8281093808789795,0.17189061912102052,,0.025094223662999376,0.02455580273157436,,82391.0,4.0,57.275,7.409411245166513,32.0,55.0,59.0,62.0,68.0,57.0,7.966843053261067,32.0,54.25,59.0,62.0,68.0,,,5214.0,,,,8509.5,1985.24,66682.26,,,,82391.0,,,0.06328361107402508,,,,0.10328191185930502,0.02409535022029105,0.8093391268463788,,,,1.0,,,0.03164180553701254,,,,0.025820477964826255,0.02409535022029105,0.024525428086253902,,,,,,2.0,,,,4.0,1.0,33.0,,,,,,2.0,,,,4.0,1.0,27.0,,,
鶴岡市議会議員選挙（2013年10月13日投票）,鶴岡市議会議員選挙,山形県,鶴岡市,20131013.0,2013.0,10.0,13.0,20131006.0,62.13,32.0,34.0,1.0625,,,,,任期満了,73.85,,,,鶴岡市議会議員選挙（2013年10月13日投票）,1.0,34.0,32.0,1.0625,0.0,0.0,0.0,0.08823529411764706,0.0625,0.7352941176470589,0.23529411764705882,0.029411764705882353,0.78125,0.1875,0.03125,0.7583674584437243,0.20795068634221703,0.03368185521405859,0.030334698337748975,0.02599383579277713,0.03368185521405859,68011.98999999999,4.0,57.11764705882353,9.103214383432187,36.0,50.75,59.5,64.0,71.0,57.65625,8.865697148983829,36.0,52.25,61.0,64.25,71.0,,,4887.0,,,,7909.31,1636.1,53579.58000000001,,,,68011.99,,,0.07185497733561391,,,,0.11629287718239092,0.024056052469571907,0.7877960930124234,,,,1.0,,,0.035927488667806956,,,,0.02907321929559773,0.024056052469571907,0.0291776330745342,,,,,,2.0,,,,4.0,1.0,27.0,,,,,,2.0,,,,4.0,1.0,25.0,,,
鶴岡市議会議員選挙（2017年10月15日投票）,鶴岡市議会議員選挙,山形県,鶴岡市,20171015.0,2017.0,10.0,15.0,20171008.0,,32.0,34.0,1.0625,109057.0,,,,任期満了,62.13,,,,鶴岡市議会議員選挙（2017年10月15日投票）,1.0,34.0,32.0,1.0625,0.0,0.0,0.0,0.08823529411764706,0.09375,0.6764705882352942,0.29411764705882354,0.029411764705882353,0.71875,0.25,0.03125,0.6789722200372846,0.2521459033843084,0.06888187657840697,0.0295205313059689,0.02521459033843084,0.06888187657840697,72592.97,0.0,57.529411764705884,9.903164360943506,39.0,51.25,58.0,66.75,75.0,58.21875,9.784344558400425,39.0,52.0,59.0,67.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
政党名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHKから国民を守る党,みんなの党,公明党,国民民主党,幸福実現党,新社会党,日本共産党,民主党,無所属,社会民主党,立憲民主党,自由民主党,sum_v,NHKから国民を守る党,みんなの党,公明党,国民民主党,幸福実現党,新社会党,日本共産党,民主党,無所属,社会民主党,立憲民主党,自由民主党,sum_v,NHKから国民を守る党,みんなの党,公明党,国民民主党,幸福実現党,新社会党,日本共産党,民主党,無所属,社会民主党,立憲民主党,自由民主党,NHKから国民を守る党,みんなの党,公明党,国民民主党,幸福実現党,新社会党,日本共産党,民主党,無所属,社会民主党,立憲民主党,自由民主党,NHKから国民を守る党,みんなの党,公明党,国民民主党,幸福実現党,新社会党,日本共産党,民主党,無所属,社会民主党,立憲民主党,自由民主党
