,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_プロジェク：くまもと再生,得票数_公明党,得票数_国の冨源党,得票数_国民新党,得票数_国民民主党,得票数_幸福実現党,得票数_新社会党,得票数_日本共和党,得票数_日本共産党,得票数_日本森海党,得票数_日本維新の会,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_プロジェク：くまもと再生,得票率_公明党,得票率_国の冨源党,得票率_国民新党,得票率_国民民主党,得票率_幸福実現党,得票率_新社会党,得票率_日本共和党,得票率_日本共産党,得票率_日本森海党,得票率_日本維新の会,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_プロジェク：くまもと再生,一人あたり得票率_公明党,一人あたり得票率_国の冨源党,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本共和党,一人あたり得票率_日本共産党,一人あたり得票率_日本森海党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_プロジェク：くまもと再生,立候補者数_公明党,立候補者数_国の冨源党,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本共和党,立候補者数_日本共産党,立候補者数_日本森海党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_プロジェク：くまもと再生,当選者数_公明党,当選者数_国の冨源党,当選者数_国民新党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本共和党,当選者数_日本共産党,当選者数_日本森海党,当選者数_日本維新の会,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
美里町議会議員選挙（2010年04月18日投票）,美里町議会議員選挙,熊本県,美里町,20100418.0,2010.0,4.0,18.0,,81.83,12.0,13.0,1.0833333333333333,10298.0,,,-317.0,任期満了,86.44,,,,美里町議会議員選挙（2010年04月18日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.07692307692307693,,,8313.0,1.0,58.76923076923077,6.941002434295741,42.0,58.0,61.0,63.0,66.0,58.333333333333336,7.051398600435393,42.0,57.25,61.0,62.25,66.0,,,,,,,,,,,,,,,8313.0,,,,,8313.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,12.0,,,,
美里町議会議員選挙（2014年04月20日投票）,美里町議会議員選挙,熊本県,美里町,20140420.0,2014.0,4.0,20.0,20140415.0,,12.0,13.0,1.0833333333333333,,,,,任期満了,81.83,,,,美里町議会議員選挙（2014年04月20日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.23076923076923078,0.0,0.75,0.25,0.0,0.6937665782493369,0.30623342175066315,,0.06937665782493369,0.10207780725022104,,7540.0,1.0,60.23076923076923,8.001479153197442,44.0,59.0,62.0,66.0,70.0,59.416666666666664,7.79378313500931,44.0,56.75,62.0,65.25,67.0,,,,,,,,,,,,,,,7540.0,,,,,7540.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,12.0,,,,
美里町議会議員選挙（2018年04月22日投票）,美里町議会議員選挙,熊本県,美里町,20180422.0,2018.0,4.0,22.0,20180417.0,72.58,12.0,13.0,1.0833333333333333,,,,,任期満了,,,,,美里町議会議員選挙（2018年04月22日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.8461538461538461,0.15384615384615385,0.0,0.9166666666666666,0.08333333333333333,0.0,0.8335910661291472,0.16640893387085276,,0.07578100601174066,0.08320446693542638,,6465.999,1.0,64.53846153846153,7.967389154599417,48.0,66.0,67.0,70.0,73.0,63.833333333333336,7.893386824143079,48.0,63.0,66.5,69.25,71.0,,,,,,,,,,,,,,,6465.999,,,,,6465.999,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,12.0,,,,
芦北町議会議員補欠選挙（2009年01月18日投票）,芦北町議会議員補欠選挙,熊本県,芦北町,20090118.0,2009.0,1.0,18.0,20090113.0,83.83,1.0,2.0,2.0,17256.0,,,,その他,,,,,芦北町議会議員補欠選挙（2009年01月18日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,13577.0,2.0,55.0,6.0,49.0,52.0,55.0,58.0,61.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,,,,,,,,,5176.0,,,,,,8401.0,,,,,13577.0,,,,,,,,,0.38123296751859764,,,,,,0.6187670324814024,,,,,1.0,,,,,,,,,0.38123296751859764,,,,,,0.6187670324814024,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,1.0,,,,
芦北町議会議員補欠選挙（2020年12月27日投票）,芦北町議会議員補欠選挙,熊本県,芦北町,20201227.0,2020.0,12.0,27.0,20201222.0,71.54,2.0,3.0,1.5,,,,,辞職/藤井公輔氏の町長選出馬による辞職、及び、荒川知章氏の県議選出馬による失職のため,83.83,,,,芦北町議会議員補欠選挙（2020年12月27日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,9897.0,1.0,53.0,16.990193249832878,29.0,46.5,64.0,65.0,66.0,65.0,1.0,64.0,64.5,65.0,65.5,66.0,,,,,,,,,,,,,,,9897.0,,,,,9897.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,
芦北町議会議員選挙（2006年03月26日投票）,芦北町議会議員選挙,熊本県,芦北町,20060326.0,2006.0,3.0,26.0,20060321.0,86.05,22.0,25.0,1.1363636363636365,17798.0,,,,任期満了,,,,,芦北町議会議員選挙（2006年03月26日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.04,0.045454545454545456,0.8,0.16,0.04,0.8181818181818182,0.13636363636363635,0.045454545454545456,0.7876264054178447,0.15661713459136037,0.05575645999079493,0.03938132027089224,0.03915428364784009,0.05575645999079493,15209.0,1.0,57.32,8.63814794964754,39.0,55.0,57.0,61.0,78.0,55.90909090909091,7.686523572337443,39.0,53.5,56.5,59.0,73.0,,,,,,,,,,,,,,,15209.0,,,,,15209.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,22.0,,,,
芦北町議会議員選挙（2010年03月22日投票）,芦北町議会議員選挙,熊本県,芦北町,20100322.0,2010.0,3.0,22.0,20100323.0,82.87,16.0,17.0,1.0625,17001.0,,,-797.0,任期満了,86.05,,,,芦北町議会議員選挙（2010年03月22日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.8235294117647058,0.11764705882352941,0.058823529411764705,0.8125,0.125,0.0625,0.7727135104255927,0.12853470437017994,0.09875178520422737,0.05519382217325662,0.06426735218508997,0.09875178520422737,14004.0,2.0,58.705882352941174,7.782066154513081,43.0,55.0,59.0,62.0,77.0,58.6875,8.02121211226832,43.0,54.25,59.5,62.25,77.0,,,,,,,,,1049.0,,,,,,12955.0,,,,,14004.0,,,,,,,,,0.0749071693801771,,,,,,0.925092830619823,,,,,1.0,,,,,,,,,0.0749071693801771,,,,,,0.057818301913738934,,,,,,,,,,,,,1.0,,,,,,16.0,,,,,,,,,,,,,1.0,,,,,,15.0,,,,
芦北町議会議員選挙（2014年03月30日投票）,芦北町議会議員選挙,熊本県,芦北町,20140330.0,2014.0,3.0,30.0,20140325.0,79.72,16.0,19.0,1.1875,16224.0,,,-777.0,任期満了,82.87,,,,芦北町議会議員選挙（2014年03月30日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.10526315789473684,0.0625,0.8421052631578947,0.15789473684210525,0.0,0.9375,0.0625,0.0,0.880093494351383,0.11990650564861706,,0.055005843396961435,0.039968835216205686,,12835.0,3.0,61.0,9.00876765916638,40.0,56.0,62.0,66.0,81.0,61.3125,9.725731013656505,40.0,55.5,63.5,66.25,81.0,,,,,,,,,1042.0,,,,,,10795.0,,,,998.0,12835.0,,,,,,,,,0.08118426178418388,,,,,,0.8410596026490066,,,,0.0777561355668095,1.0,,,,,,,,,0.04059213089209194,,,,,,0.05256622516556291,,,,0.0777561355668095,,,,,,,,,2.0,,,,,,16.0,,,,1.0,,,,,,,,,1.0,,,,,,14.0,,,,1.0
芦北町議会議員選挙（2018年03月25日投票）,芦北町議会議員選挙,熊本県,芦北町,20180325.0,2018.0,3.0,25.0,20180320.0,76.17,16.0,17.0,1.0625,15348.0,,,-876.0,任期満了,79.72,,,,芦北町議会議員選挙（2018年03月25日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.8235294117647058,0.11764705882352941,0.058823529411764705,0.875,0.0625,0.0625,0.8058134321924303,0.10210966462626088,0.09207690318130873,0.057558102299459304,0.05105483231313044,0.09207690318130873,11599.000000000002,0.0,63.470588235294116,10.000692017578075,44.0,58.0,66.0,69.0,85.0,63.1875,10.242184520403837,44.0,57.25,65.5,69.25,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苓北町議会議員選挙（1999年01月17日投票）,苓北町議会議員選挙,熊本県,苓北町,19990117.0,1999.0,1.0,17.0,19990112.0,91.6,16.0,17.0,1.0625,7371.0,,,,任期満了,,,,,苓北町議会議員選挙（1999年01月17日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.7058823529411765,0.23529411764705882,0.058823529411764705,0.6875,0.25,0.0625,0.6515238153535613,0.30323873281387403,0.045237451832564696,0.054293651279463444,0.07580968320346851,0.045237451832564696,6697.99,2.0,59.05882352941177,8.320566922393848,46.0,52.0,60.0,62.0,73.0,58.9375,8.562043783466656,46.0,51.75,59.5,63.0,73.0,,,,,,,,,290.0,,,,,,6407.99,,,,,6697.99,,,,,,,,,0.0432965710608705,,,,,,0.9567034289391295,,,,,1.0,,,,,,,,,0.0432965710608705,,,,,,0.059793964308695595,,,,,,,,,,,,,1.0,,,,,,16.0,,,,,,,,,,,,,1.0,,,,,,15.0,,,,
苓北町議会議員選挙（2003年01月19日投票）,苓北町議会議員選挙,熊本県,苓北町,20030119.0,2003.0,1.0,19.0,20030114.0,89.22,16.0,17.0,1.0625,7313.0,,,-58.0,任期満了,91.6,,,,苓北町議会議員選挙（2003年01月19日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.7058823529411765,0.29411764705882354,0.0,0.6875,0.3125,0.0,0.6877800092692724,0.31221999073072765,,0.05731500077243937,0.06244399814614553,,6473.0,2.0,60.411764705882355,6.651482130538424,50.0,56.0,60.0,64.0,77.0,59.375,5.360445410597892,50.0,55.75,59.5,62.5,70.0,,,,,,,,,335.0,,,,,,6138.0,,,,,6473.0,,,,,,,,,0.05175343735516762,,,,,,0.9482465626448324,,,,,1.0,,,,,,,,,0.05175343735516762,,,,,,0.05926541016530203,,,,,,,,,,,,,1.0,,,,,,16.0,,,,,,,,,,,,,1.0,,,,,,15.0,,,,
苓北町議会議員選挙（2007年01月21日投票）,苓北町議会議員選挙,熊本県,苓北町,20070121.0,2007.0,1.0,21.0,20070116.0,91.77,14.0,16.0,1.1428571428571428,7147.0,,,-166.0,任期満了,89.22,,,,苓北町議会議員選挙（2007年01月21日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.875,0.125,0.0,0.9285714285714286,0.07142857142857142,0.0,0.8845939577067249,0.11540604229327515,,0.0631852826933375,0.05770302114663758,,6479.99,2.0,62.4375,6.864480588507772,44.0,59.75,62.5,66.5,74.0,62.5,7.326566141690897,44.0,59.25,63.0,67.5,74.0,,,,,,,,,423.0,,,,,,6056.99,,,,,6479.99,,,,,,,,,0.06527787851524462,,,,,,0.9347221214847554,,,,,1.0,,,,,,,,,0.06527787851524462,,,,,,0.062314808098983696,,,,,,,,,,,,,1.0,,,,,,15.0,,,,,,,,,,,,,1.0,,,,,,13.0,,,,
苓北町議会議員選挙（2011年01月16日投票）,苓北町議会議員選挙,熊本県,苓北町,20110116.0,2011.0,1.0,16.0,20110111.0,86.03,12.0,17.0,1.4166666666666667,6834.0,,,-313.0,任期満了,91.77,,,,苓北町議会議員選挙（2011年01月16日投票）,1.0,17.0,12.0,1.4166666666666667,0.0,0.0,0.0,0.058823529411764705,0.0,0.7647058823529411,0.17647058823529413,0.058823529411764705,0.75,0.16666666666666666,0.08333333333333333,0.7778348749571771,0.16820829051044878,0.0539568345323741,0.05983345191978285,0.05606943017014959,0.0539568345323741,5838.0,2.0,,,,,,,,,,,,,,,,,,,,,,,226.0,,,,,,5612.0,,,,,5838.0,,,,,,,,,0.03871188763275094,,,,,,0.9612881123672491,,,,,1.0,,,,,,,,,0.03871188763275094,,,,,,0.06008050702295307,,,,,,,,,,,,,1.0,,,,,,16.0,,,,,,,,,,,,,0.0,,,,,,12.0,,,,
苓北町議会議員選挙（2015年01月18日投票）,苓北町議会議員選挙,熊本県,苓北町,20150118.0,2015.0,1.0,18.0,20150113.0,80.91,12.0,13.0,1.0833333333333333,6553.0,,,-281.0,任期満了,86.03,,,,苓北町議会議員選挙（2015年01月18日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.6923076923076923,0.3076923076923077,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6751519756838906,0.32484802431610943,,0.07501688618709895,0.08121200607902736,,5264.0,2.0,65.3076923076923,7.193850101992731,51.0,61.0,67.0,70.0,76.0,66.5,6.13052471924984,52.0,64.0,68.0,70.25,76.0,,,,,,,,,411.0,,,,,,4853.0,,,,,5264.0,,,,,,,,,0.0780775075987842,,,,,,0.9219224924012158,,,,,1.0,,,,,,,,,0.0780775075987842,,,,,,0.07682687436676798,,,,,,,,,,,,,1.0,,,,,,12.0,,,,,,,,,,,,,1.0,,,,,,11.0,,,,
苓北町議会議員選挙（2019年01月13日投票）,苓北町議会議員選挙,熊本県,苓北町,20190113.0,2019.0,1.0,13.0,20190108.0,無投票,12.0,12.0,1.0,,,,,任期満了,80.91,,,,苓北町議会議員選挙（2019年01月13日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.08333333333333333,,,,,,,0.0,2.0,67.41666666666667,7.017339635186227,55.0,63.0,70.0,73.25,76.0,67.41666666666667,7.017339635186227,55.0,63.0,70.0,73.25,76.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,11.0,,,,,,,,,,,,,1.0,,,,,,11.0,,,,
荒尾市議会議員選挙（2003年04月27日投票）,荒尾市議会議員選挙,熊本県,荒尾市,20030427.0,2003.0,4.0,27.0,20030420.0,72.83,26.0,29.0,1.1153846153846154,46119.0,,,,その他,,,,,荒尾市議会議員選挙（2003年04月27日投票）,1.0,29.0,26.0,1.1153846153846154,0.0,0.0,0.0,0.10344827586206896,0.11538461538461539,0.5517241379310345,0.41379310344827586,0.034482758620689655,0.5384615384615384,0.4230769230769231,0.038461538461538464,0.5210693467940628,0.43444143981731864,0.04448921338861848,0.032566834174628925,0.03620345331810989,0.04448921338861848,33282.0,5.0,57.03448275862069,8.260762086496786,38.0,53.0,57.0,63.0,71.0,57.73076923076923,8.281386414529004,38.0,53.25,59.0,63.0,71.0,,3199.91,,,,,6104.01,,1726.23,,,,,,20514.850000000002,1737.0,,,,33282.0,,0.09614536386034493,,,,,0.18340274021993871,,0.051866774833243194,,,,,,0.6163947479117842,0.05219037317468902,,,,1.0,,0.048072681930172466,,,,,0.030567123369989787,,0.025933387416621597,,,,,,0.03625851458304613,0.02609518658734451,,,,,2.0,,,,,6.0,,2.0,,,,,,17.0,2.0,,,,,2.0,,,,,4.0,,2.0,,,,,,16.0,2.0,,,
荒尾市議会議員選挙（2007年04月22日投票）,荒尾市議会議員選挙,熊本県,荒尾市,20070422.0,2007.0,4.0,22.0,20070415.0,67.27,22.0,25.0,1.1363636363636365,46002.0,,,-117.0,任期満了,72.83,,,,荒尾市議会議員選挙（2007年04月22日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.2,0.13636363636363635,0.76,0.2,0.04,0.8181818181818182,0.13636363636363635,0.045454545454545456,0.7772743570520552,0.1744841748427263,0.04824146810521855,0.04090917668695027,0.03489683496854526,0.04824146810521855,30679.0,5.0,58.2,8.337865434270332,42.0,54.0,59.0,64.0,75.0,58.22727272727273,8.82111010423713,42.0,53.5,59.0,64.75,75.0,,3507.6099999999997,,,,,5087.0,,1956.0,,,,,,19050.39,1078.0,,,,30679.0,,0.11433260536523354,,,,,0.16581374881841,,0.06375696730662668,,,,,,0.6209586362006584,0.03513804230907135,,,,1.0,,0.05716630268261677,,,,,0.0414534372046025,,0.03187848365331334,,,,,,0.03880991476254115,0.03513804230907135,,,,,2.0,,,,,4.0,,2.0,,,,,,16.0,1.0,,,,,2.0,,,,,4.0,,1.0,,,,,,14.0,1.0,,,
荒尾市議会議員選挙（2011年04月24日投票）,荒尾市議会議員選挙,熊本県,荒尾市,20110424.0,2011.0,4.0,24.0,20110417.0,61.38,22.0,25.0,1.1363636363636365,45649.0,,,-353.0,任期満了,67.27,,,,荒尾市議会議員選挙（2011年04月24日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.24,0.18181818181818182,0.76,0.24,0.0,0.8181818181818182,0.18181818181818182,0.0,0.820390627820499,0.17960937217950107,,0.043178454095815735,0.02993489536325018,,27699.0,4.0,,,,,,,,,,,,,,,,3340.66,,,,,5030.0,,1086.0,,,,,,18242.34,,,,,27699.0,,0.12060579804325065,,,,,0.1815950034297267,,0.039207191595364455,,,,,,0.6585920069316582,,,,,1.0,,0.06030289902162533,,,,,0.03631900068594534,,0.039207191595364455,,,,,,0.03874070629009754,,,,,,2.0,,,,,5.0,,1.0,,,,,,17.0,,,,,,2.0,,,,,4.0,,1.0,,,,,,15.0,,,,
荒尾市議会議員選挙（2015年04月26日投票）,荒尾市議会議員選挙,熊本県,荒尾市,20150426.0,2015.0,4.0,26.0,20150419.0,58.45,18.0,22.0,1.2222222222222223,44217.0,,,-1432.0,任期満了,61.38,,,,荒尾市議会議員選挙（2015年04月26日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.13636363636363635,0.1111111111111111,0.6363636363636364,0.3181818181818182,0.045454545454545456,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.6245793880585335,0.31778699428750296,0.057633617653963534,0.0446128134327524,0.04539814204107185,0.057633617653963534,25558.0,4.0,58.13636363636363,8.833281355426886,33.0,51.25,61.5,64.5,72.0,58.166666666666664,9.364531191920099,33.0,51.25,61.5,64.5,72.0,,2922.0,,,,,4460.0,,1378.0,,,,,,16798.0,,,,,25558.0,,0.11432819469442053,,,,,0.1745050473432976,,0.05391658189216684,,,,,,0.657250176070115,,,,,1.0,,0.057164097347210265,,,,,0.0436262618358244,,0.05391658189216684,,,,,,0.043816678404674334,,,,,,2.0,,,,,4.0,,1.0,,,,,,15.0,,,,,,2.0,,,,,4.0,,1.0,,,,,,11.0,,,,
荒尾市議会議員選挙（2019年04月21日投票）,荒尾市議会議員選挙,熊本県,荒尾市,20190421.0,2019.0,4.0,21.0,20190414.0,53.59,18.0,22.0,1.2222222222222223,43595.0,,,-622.0,任期満了,58.45,,,,荒尾市議会議員選挙（2019年04月21日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.13636363636363635,0.16666666666666666,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.7777777777777778,0.16666666666666666,0.05555555555555555,0.7338688779476549,0.18338084132331348,0.0827502807290317,0.04586680487172843,0.04584521033082837,0.04137514036451585,23154.0,4.0,62.36363636363637,7.074573257579534,49.0,56.0,62.0,68.5,76.0,62.55555555555556,6.7595382996689475,54.0,56.0,62.0,66.75,76.0,,2665.0,,,,,4221.0,,1089.0,,,,,,15179.0,,,,,23154.0,,0.11509890299732228,,,,,0.18230111427831044,,0.04703291008033169,,,,,,0.6555670726440356,,,,,1.0,,0.05754945149866114,,,,,0.04557527856957761,,0.04703291008033169,,,,,,0.04370447150960237,,,,,,2.0,,,,,4.0,,1.0,,,,,,15.0,,,,,,2.0,,,,,4.0,,1.0,,,,,,11.0,,,,
菊池市議会議員再選挙（2009年04月12日投票）,菊池市議会議員再選挙,熊本県,菊池市,20090412.0,2009.0,4.0,12.0,20090405.0,67.31,1.0,3.0,3.0,41639.0,,,,選挙犯罪による当選無効,,,,,菊池市議会議員再選挙（2009年04月12日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.6638408868601239,0.3361591131398761,,0.33192044343006194,0.3361591131398761,24536.0,1.0,55.333333333333336,10.143416036468626,41.0,51.5,62.0,62.5,63.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,,,,,,,,,,,,,,,24536.0,,,,,24536.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,
菊池市議会議員補欠選挙（2013年04月14日投票）,菊池市議会議員補欠選挙,熊本県,菊池市,20130414.0,2013.0,4.0,14.0,20130407.0,65.21,2.0,3.0,1.5,,,,,その他,,,,,菊池市議会議員補欠選挙（2013年04月14日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,25480.0,1.0,52.666666666666664,10.338708279513881,39.0,47.0,55.0,59.5,64.0,51.5,12.5,39.0,45.25,51.5,57.75,64.0,,,,,,,,,,,,,,,25480.0,,,,,25480.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,
菊池市議会議員補欠選挙（2017年04月09日投票）,菊池市議会議員補欠選挙,熊本県,菊池市,20170409.0,2017.0,4.0,9.0,20170402.0,55.99,1.0,2.0,2.0,40897.0,,,,その他,65.21,,,,菊池市議会議員補欠選挙（2017年04月09日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,20432.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菊池市議会議員選挙（2006年05月21日投票）,菊池市議会議員選挙,熊本県,菊池市,20060521.0,2006.0,5.0,21.0,20060514.0,80.69,28.0,36.0,1.2857142857142858,41659.0,,,,任期満了,,,,,菊池市議会議員選挙（2006年05月21日投票）,1.0,36.0,28.0,1.2857142857142858,0.0,0.0,0.0,0.05555555555555555,0.03571428571428571,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.027777777777777776,,33171.0,4.0,57.361111111111114,8.788100470325952,29.0,52.75,59.0,64.25,69.0,58.107142857142854,7.752139270247028,38.0,53.75,59.0,65.0,69.0,,1423.0,,,,,,,982.93,,,220.0,,,30545.07,,,,,33171.0,,0.042898917729341894,,,,,,,0.029632208857134242,,,0.006632299297579211,,,0.9208365741159447,,,,,1.0,,0.042898917729341894,,,,,,,0.029632208857134242,,,0.006632299297579211,,,0.02790413860957408,,,,,,1.0,,,,,,,1.0,,,1.0,,,33.0,,,,,,1.0,,,,,,,1.0,,,0.0,,,26.0,,,,
菊池市議会議員選挙（2010年05月23日投票）,菊池市議会議員選挙,熊本県,菊池市,20100523.0,2010.0,5.0,23.0,20100516.0,72.76,23.0,26.0,1.1304347826086956,41608.0,,,-51.0,任期満了,80.69,,,,菊池市議会議員選挙（2010年05月23日投票）,1.0,26.0,23.0,1.1304347826086956,0.0,0.0,0.0,0.038461538461538464,0.043478260869565216,0.6923076923076923,0.2692307692307692,0.038461538461538464,0.7391304347826086,0.21739130434782608,0.043478260869565216,0.7075462235447524,0.2570129392490555,0.035440837206192115,0.03930812353026402,0.0367161341784365,0.035440837206192115,29909.0,3.0,,,,,,,,,,,,,,,,3110.0,,,,,,,1157.02,,,,,,25641.98,,,,,29909.0,,0.10398207897288442,,,,,,,0.03868467685312113,,,,,,0.8573332441739945,,,,,1.0,,0.05199103948644221,,,,,,,0.03868467685312113,,,,,,0.037275358442347584,,,,,,2.0,,,,,,,1.0,,,,,,23.0,,,,,,2.0,,,,,,,1.0,,,,,,20.0,,,,
