,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_プロジェク：くまもと再生,得票数_公明党,得票数_国の冨源党,得票数_国民新党,得票数_国民民主党,得票数_幸福実現党,得票数_新社会党,得票数_日本共和党,得票数_日本共産党,得票数_日本森海党,得票数_日本維新の会,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_プロジェク：くまもと再生,得票率_公明党,得票率_国の冨源党,得票率_国民新党,得票率_国民民主党,得票率_幸福実現党,得票率_新社会党,得票率_日本共和党,得票率_日本共産党,得票率_日本森海党,得票率_日本維新の会,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_プロジェク：くまもと再生,一人あたり得票率_公明党,一人あたり得票率_国の冨源党,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本共和党,一人あたり得票率_日本共産党,一人あたり得票率_日本森海党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_プロジェク：くまもと再生,立候補者数_公明党,立候補者数_国の冨源党,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本共和党,立候補者数_日本共産党,立候補者数_日本森海党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_プロジェク：くまもと再生,当選者数_公明党,当選者数_国の冨源党,当選者数_国民新党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本共和党,当選者数_日本共産党,当選者数_日本森海党,当選者数_日本維新の会,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
あさぎり町議会議員補欠選挙（2011年04月24日投票）,あさぎり町議会議員補欠選挙,熊本県,あさぎり町,20110424.0,2011.0,4.0,24.0,20110419.0,83.46,2.0,3.0,1.5,13479.0,,,,その他,,,,,あさぎり町議会議員補欠選挙（2011年04月24日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,10636.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10636.0,,,,,10636.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,
あさぎり町議会議員補欠選挙（2019年04月21日投票）,あさぎり町議会議員補欠選挙,熊本県,あさぎり町,20190421.0,2019.0,4.0,21.0,20190416.0,75.21,1.0,3.0,3.0,12601.0,,,-878.0,その他,83.46,,,,あさぎり町議会議員補欠選挙（2019年04月21日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,8577.0,1.0,60.666666666666664,4.921607686744467,55.0,57.5,60.0,63.5,67.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,,,,,,,,,,,,,,,8577.0,,,,,8577.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,
あさぎり町議会議員選挙（2004年04月25日投票）,あさぎり町議会議員選挙,熊本県,あさぎり町,20040425.0,2004.0,4.0,25.0,20040420.0,89.95,22.0,36.0,1.6363636363636365,14079.0,,,,任期満了,,,,,あさぎり町議会議員選挙（2004年04月25日投票）,1.0,36.0,22.0,1.6363636363636365,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.7727272727272727,0.18181818181818182,0.045454545454545456,0.711989816214496,0.24632031187843106,0.041689871907072955,0.02738422370055754,0.030790038984803883,0.020844935953536477,12569.0,1.0,57.083333333333336,5.950606878480735,45.0,54.0,56.0,60.0,71.0,55.45454545454545,4.3768738608039,45.0,52.25,55.0,58.5,64.0,,,,,,,,,,,,,,,12569.0,,,,,12569.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.027777777777777776,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,22.0,,,,
あさぎり町議会議員選挙（2008年04月27日投票）,あさぎり町議会議員選挙,熊本県,あさぎり町,20080427.0,2008.0,4.0,27.0,20080422.0,84.99,18.0,21.0,1.1666666666666667,13833.0,,,-246.0,任期満了,89.95,,,,あさぎり町議会議員選挙（2008年04月27日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.05555555555555555,0.6666666666666666,0.3333333333333333,0.0,0.7222222222222222,0.2777777777777778,0.0,0.6809295146630081,0.31907048533699195,,0.04863782247592915,0.04558149790528456,,11662.0,1.0,58.285714285714285,6.655773413202342,47.0,56.0,58.0,60.0,78.0,57.22222222222222,5.370242654930921,47.0,56.0,58.0,60.0,68.0,,,,,,,,,,,,,,,11662.0,,,,,11662.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.047619047619047616,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,18.0,,,,
あさぎり町議会議員選挙（2012年04月22日投票）,あさぎり町議会議員選挙,熊本県,あさぎり町,20120422.0,2012.0,4.0,22.0,20120417.0,80.24,16.0,17.0,1.0625,13484.0,,,-349.0,任期満了,84.99,,,,あさぎり町議会議員選挙（2012年04月22日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.5882352941176471,0.29411764705882354,0.11764705882352941,0.5625,0.3125,0.125,0.5422102124487514,0.29043980618710397,0.1673499813641446,0.05422102124487514,0.05808796123742079,0.0836749906820723,10732.0,1.0,58.588235294117645,5.168442973291482,50.0,54.0,60.0,62.0,68.0,58.25,5.141740950300783,50.0,53.75,59.5,62.0,68.0,,,,,,,,,,,,,,,10732.0,,,,,10732.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.058823529411764705,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,16.0,,,,
あさぎり町議会議員選挙（2016年04月24日投票）,あさぎり町議会議員選挙,熊本県,あさぎり町,20160424.0,2016.0,4.0,24.0,20160419.0,77.84,16.0,20.0,1.25,12853.0,,,-631.0,任期満了,80.24,,,,あさぎり町議会議員選挙（2016年04月24日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.15,0.1875,0.7,0.3,0.0,0.875,0.125,0.0,0.7807459677419355,0.21925403225806453,,0.05576756912442397,0.03654233870967742,,9920.0,0.0,58.6,6.476109943476872,42.0,54.75,59.0,64.0,68.0,59.3125,6.89853924755089,42.0,55.0,61.0,64.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あさぎり町議会議員選挙（2020年04月26日投票）,あさぎり町議会議員選挙,熊本県,あさぎり町,20200426.0,2020.0,4.0,26.0,20200421.0,70.87,14.0,17.0,1.2142857142857142,,,,,任期満了,77.84,,,,あさぎり町議会議員選挙（2020年04月26日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.23529411764705882,0.21428571428571427,0.7058823529411765,0.23529411764705882,0.058823529411764705,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.7479571872482449,0.161583611462769,0.09045920128898607,0.062329765604020405,0.04039590286569225,0.09045920128898607,8689.0,1.0,62.294117647058826,7.135369283343966,43.0,59.0,63.0,68.0,72.0,63.357142857142854,5.6265587409451365,53.0,59.0,63.5,67.75,72.0,,,,,,,,,,,,,,,8689.0,,,,,8689.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.058823529411764705,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,14.0,,,,
上天草市議会議員補欠選挙（2007年04月22日投票）,上天草市議会議員補欠選挙,熊本県,上天草市,20070422.0,2007.0,4.0,22.0,20070415.0,81.88,2.0,5.0,2.5,27615.0,,,,その他,,,,,上天草市議会議員補欠選挙（2007年04月22日投票）,1.0,5.0,2.0,2.5,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.4,0.0,1.0,0.0,,0.6701848181776282,0.32981518182237174,,0.22339493939254274,0.16490759091118587,21697.0,2.0,49.2,7.547184905645283,36.0,49.0,49.0,53.0,59.0,42.5,6.5,36.0,39.25,42.5,45.75,49.0,,,,,,,,,3943.0,,,,,,17754.0,,,,,21697.0,,,,,,,,,0.18173019311425542,,,,,,0.8182698068857446,,,,,1.0,,,,,,,,,0.18173019311425542,,,,,,0.20456745172143614,,,,,,,,,,,,,1.0,,,,,,4.0,,,,,,,,,,,,,0.0,,,,,,2.0,,,,
上天草市議会議員補欠選挙（2011年04月25日投票）,上天草市議会議員補欠選挙,熊本県,上天草市,20110425.0,2011.0,4.0,25.0,20110417.0,80.83,1.0,3.0,3.0,26076.0,,,-1539.0,その他,81.88,,,,上天草市議会議員補欠選挙（2011年04月25日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,,,0.3333333333333333,20010.0,1.0,53.0,6.377042156569663,48.0,48.5,49.0,55.5,62.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,,,20010.0,,,,,20010.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,
上天草市議会議員補欠選挙（2014年12月14日投票）,上天草市議会議員補欠選挙,熊本県,上天草市,20141214.0,2014.0,12.0,14.0,20141207.0,無投票,3.0,3.0,1.0,,,,,その他,80.83,,,,上天草市議会議員補欠選挙（2014年12月14日投票）,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,
上天草市議会議員補欠選挙（2018年11月18日投票）,上天草市議会議員補欠選挙,熊本県,上天草市,20181118.0,2018.0,11.0,18.0,20181111.0,42.81,1.0,3.0,3.0,,,,,死亡/切通英博氏の死去による,,,,,上天草市議会議員補欠選挙（2018年11月18日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,,0.4573027989821883,0.5426972010178117,,0.22865139949109414,0.5426972010178117,9825.0,1.0,56.333333333333336,9.285592184789412,47.0,50.0,53.0,61.0,69.0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,,,,,,,,,,,,,,,9825.0,,,,,9825.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,
上天草市議会議員選挙（2005年04月24日投票）,上天草市議会議員選挙,熊本県,上天草市,20050424.0,2005.0,4.0,24.0,20050417.0,86.22,26.0,38.0,1.4615384615384617,28234.0,,,,任期満了,,,,,上天草市議会議員選挙（2005年04月24日投票）,1.0,38.0,26.0,1.4615384615384615,0.0,0.0,0.0,0.07894736842105263,0.07692307692307693,0.9473684210526315,0.05263157894736842,0.0,0.9615384615384616,0.038461538461538464,0.0,0.950272794573555,0.049727205426445,,0.026396466515932082,0.0248636027132225,,24111.55,1.0,55.28947368421053,10.143465344579035,31.0,51.0,57.0,62.5,72.0,53.76923076923077,10.892155583466382,31.0,47.25,56.0,60.5,71.0,,,,,,,,,,,,,,,24111.55,,,,,24111.55,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.02631578947368421,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,26.0,,,,
上天草市議会議員選挙（2009年04月19日投票）,上天草市議会議員選挙,熊本県,上天草市,20090419.0,2009.0,4.0,19.0,20090412.0,83.93,22.0,26.0,1.181818181818182,26843.0,,,-1391.0,任期満了,86.22,,,,上天草市議会議員選挙（2009年04月19日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.15384615384615385,0.18181818181818182,0.7307692307692307,0.19230769230769232,0.07692307692307693,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.7046989246059442,0.1899387984937495,0.10536227690030632,0.03708941708452338,0.0379877596987499,0.05268113845015316,22322.980000000003,3.0,53.5,11.33832846180125,27.0,46.75,55.5,61.5,72.0,52.90909090909091,11.866335464471412,27.0,43.0,55.0,61.5,72.0,,,,,,,,,1581.0,,,744.0,,,19997.98,,,,,22322.98,,,,,,,,,0.07082387745722121,,,0.03332888350928057,,,0.8958472390334982,,,,,1.0,,,,,,,,,0.07082387745722121,,,0.03332888350928057,,,0.037326968293062424,,,,,,,,,,,,,1.0,,,1.0,,,24.0,,,,,,,,,,,,,1.0,,,1.0,,,20.0,,,,
上天草市議会議員選挙（2013年04月21日投票）,上天草市議会議員選挙,熊本県,上天草市,20130421.0,2013.0,4.0,21.0,20130414.0,80.75,18.0,21.0,1.1666666666666667,,,,,任期満了,83.93,,,,上天草市議会議員選挙（2013年04月21日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.8095238095238095,0.14285714285714285,0.047619047619047616,0.8888888888888888,0.05555555555555555,0.05555555555555555,0.8206717189114708,0.11781556025786133,0.061512720830667784,0.048274806994792405,0.03927185341928711,0.061512720830667784,20321.000000000004,3.0,55.04761904761905,10.237541513265167,31.0,48.0,55.0,63.0,72.0,54.77777777777778,10.726683009908596,31.0,46.5,54.5,63.5,72.0,,,,,,,,,916.0,,,811.0,,,18594.0,,,,,20321.0,,,,,,,,,0.04507652182471335,,,0.03990945327493726,,,0.9150140249003494,,,,,1.0,,,,,,,,,0.04507652182471335,,,0.03990945327493726,,,0.04815863288949208,,,,,,,,,,,,,1.0,,,1.0,,,19.0,,,,,,,,,,,,,1.0,,,0.0,,,17.0,,,,
上天草市議会議員選挙（2017年04月23日投票）,上天草市議会議員選挙,熊本県,上天草市,20170423.0,2017.0,4.0,23.0,20170416.0,75.3,16.0,19.0,1.1875,24282.0,,,,任期満了,80.75,,,,上天草市議会議員選挙（2017年04月23日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.10526315789473684,0.125,0.7368421052631579,0.10526315789473684,0.15789473684210525,0.75,0.0625,0.1875,0.7010143784728539,0.06917577397880095,0.22980984754834516,0.05007245560520385,0.034587886989400476,0.07660328251611505,18040.998,2.0,,,,,,,,61.3125,7.337563883878627,46.0,57.0,63.0,67.25,72.0,,,,,,,,,1049.0,,,,,,16991.998,,,,,18040.998,,,,,,,,,0.05814534207032228,,,,,,0.9418546579296777,,,,,1.0,,,,,,,,,0.05814534207032228,,,,,,0.05232525877387098,,,,,,,,,,,,,1.0,,,,,,18.0,,,,,,,,,,,,,1.0,,,,,,15.0,,,,
上天草市議会議員選挙（2021年04月25日投票）,上天草市議会議員選挙,熊本県,上天草市,20210425.0,2021.0,4.0,25.0,20210418.0,68.59,16.0,17.0,1.0625,22519.0,10601.0,11918.0,-1763.0,任期満了,75.3,,,,上天草市議会議員選挙（2021年04月25日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.7647058823529411,0.17647058823529413,0.058823529411764705,0.8125,0.125,0.0625,0.7936508186378366,0.15702475869567598,0.049324422666487476,0.06105006297214128,0.052341586231891994,0.049324422666487476,15245.997,2.0,61.705882352941174,9.246714557279587,41.0,58.0,62.0,67.0,76.0,61.125,9.22547424255252,41.0,56.5,61.5,67.0,76.0,,,,,,,,,967.0,,,,,,14278.997,,,,,15245.997,,,,,,,,,0.06342648499799652,,,,,,0.9365735150020035,,,,,1.0,,,,,,,,,0.06342648499799652,,,,,,0.05853584468762522,,,,,,,,,,,,,1.0,,,,,,16.0,,,,,,,,,,,,,1.0,,,,,,15.0,,,,
五木村議会議員補欠選挙（2007年10月21日投票）,五木村議会議員補欠選挙,熊本県,五木村,20071021.0,2007.0,10.0,21.0,20071016.0,92.01,2.0,3.0,1.5,1214.0,,,,その他,,,,,五木村議会議員補欠選挙（2007年10月21日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,1077.0,1.0,53.333333333333336,5.557777333511022,48.0,49.5,51.0,56.0,61.0,54.5,6.5,48.0,51.25,54.5,57.75,61.0,,,,,,,,,,,,,,,1077.0,,,,,1077.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,
五木村議会議員補欠選挙（2011年10月16日投票）,五木村議会議員補欠選挙,熊本県,五木村,20111016.0,2011.0,10.0,16.0,20111011.0,無投票,1.0,1.0,1.0,1181.0,,,-33.0,その他,92.01,,,,五木村議会議員補欠選挙（2011年10月16日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,
五木村議会議員補欠選挙（2015年10月11日投票）,五木村議会議員補欠選挙,熊本県,五木村,20151011.0,2015.0,10.0,11.0,20151006.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,五木村議会議員補欠選挙（2015年10月11日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,
五木村議会議員選挙（2001年07月29日投票）,五木村議会議員選挙,熊本県,五木村,20010729.0,2001.0,7.0,29.0,20010724.0,93.9,10.0,14.0,1.4,1393.0,,,,任期満了,,,,,五木村議会議員選挙（2001年07月29日投票）,1.0,14.0,10.0,1.4,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.6,0.3,0.1,0.5724244771494965,0.29666924864446165,0.13090627420604184,0.07155305964368706,0.05933384972889233,0.13090627420604184,1291.0,1.0,52.5,10.335445252693692,40.0,42.0,51.0,62.5,69.0,54.7,11.036756769993621,40.0,43.75,55.0,64.75,69.0,,,,,,,,,,,,,,,1291.0,,,,,1291.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,10.0,,,,
五木村議会議員選挙（2005年07月31日投票）,五木村議会議員選挙,熊本県,五木村,20050731.0,2005.0,7.0,31.0,20050726.0,95.19,10.0,11.0,1.1,1310.0,,,-83.0,任期満了,93.9,,,,五木村議会議員選挙（2005年07月31日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0.0,0.8,0.2,0.0,0.7851307189542484,0.21486928104575165,,0.09814133986928104,0.07162309368191722,,1224.0,1.0,57.90909090909091,9.885292522958682,44.0,49.5,56.0,65.0,73.0,59.1,9.585927185202275,44.0,53.5,59.0,66.5,73.0,,,,,,,,,,,,,,,1224.0,,,,,1224.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,10.0,,,,
五木村議会議員選挙（2009年07月26日投票）,五木村議会議員選挙,熊本県,五木村,20090726.0,2009.0,7.0,26.0,20090721.0,92.71,10.0,11.0,1.1,1180.0,,,-130.0,任期満了,95.19,,,,五木村議会議員選挙（2009年07月26日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.6,0.3,0.1,0.5787292817679558,0.28314917127071826,0.13812154696132597,0.08267561168113655,0.09438305709023942,0.13812154696132597,1086.0,1.0,60.45454545454545,8.23919277117978,48.0,54.5,60.0,65.0,77.0,60.6,8.627861844049198,48.0,53.25,61.5,65.5,77.0,,,,,,,,,,,,,,,1086.0,,,,,1086.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,10.0,,,,
五木村議会議員選挙（2013年07月21日投票）,五木村議会議員選挙,熊本県,五木村,20130721.0,2013.0,7.0,21.0,20130716.0,無投票,10.0,10.0,1.0,,,,,任期満了,92.71,,,,五木村議会議員選挙（2013年07月21日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.9,0.1,0.0,0.9,0.1,0.0,,,,,,,0.0,1.0,63.5,7.684399781375251,52.0,57.25,63.5,67.75,77.0,63.5,7.684399781375251,52.0,57.25,63.5,67.75,77.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,10.0,,,,
五木村議会議員選挙（2017年07月23日投票）,五木村議会議員選挙,熊本県,五木村,20170723.0,2017.0,7.0,23.0,20170718.0,87.35,8.0,10.0,1.25,1020.0,,,,任期満了,,,,,五木村議会議員選挙（2017年07月23日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.2,0.125,0.9,0.1,0.0,0.875,0.125,0.0,0.9130925507900677,0.08690744920993228,,0.10145472786556307,0.08690744920993228,,886.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五木村議会議員選挙（2021年07月25日投票）,五木村議会議員選挙,熊本県,五木村,20210725.0,2021.0,7.0,25.0,20210720.0,85.74,8.0,9.0,1.125,933.0,448.0,485.0,-87.0,任期満了,87.35,,,,五木村議会議員選挙（2021年07月25日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.0,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.75,0.125,0.125,0.7931904161412359,0.09583858764186633,0.11097099621689786,0.11331291659160513,0.09583858764186633,0.11097099621689786,793.0,1.0,66.11111111111111,13.084719200013803,39.0,60.0,65.0,76.0,85.0,69.5,9.447221813845593,58.0,61.5,67.0,77.25,85.0,,,,,,,,,,,,,,,793.0,,,,,793.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,8.0,,,,
人吉市議会議員選挙（2003年04月27日投票）,人吉市議会議員選挙,熊本県,人吉市,20030427.0,2003.0,4.0,27.0,20030420.0,84.97,22.0,26.0,1.181818181818182,29543.0,,,,任期満了,,,,,人吉市議会議員選挙（2003年04月27日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.038461538461538464,0.045454545454545456,0.5384615384615384,0.46153846153846156,0.0,0.6363636363636364,0.36363636363636365,0.0,0.5934207870837538,0.4065792129162462,,0.04238719907741099,0.03388160107635385,,24775.0,4.0,56.61538461538461,7.4888477242287665,42.0,50.5,57.5,62.0,68.0,56.86363636363637,7.858379745940315,42.0,50.5,56.5,62.75,68.0,,1294.0,,,,,,,877.0,,,,,,19923.0,2681.0,,,,24775.0,,0.05223007063572149,,,,,,,0.03539858728557013,,,,,,0.8041574167507568,0.10821392532795156,,,,1.0,,0.05223007063572149,,,,,,,0.03539858728557013,,,,,,0.03655260985230713,0.05410696266397578,,,,,1.0,,,,,,,1.0,,,,,,22.0,2.0,,,,,1.0,,,,,,,1.0,,,,,,18.0,2.0,,,
人吉市議会議員選挙（2007年04月22日投票）,人吉市議会議員選挙,熊本県,人吉市,20070422.0,2007.0,4.0,22.0,20070415.0,79.86,20.0,23.0,1.15,29352.0,,,-191.0,任期満了,84.97,,,,人吉市議会議員選挙（2007年04月22日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.043478260869565216,0.05,0.6521739130434783,0.30434782608695654,0.043478260869565216,0.65,0.3,0.05,0.6201175250604909,0.33222433460076045,0.047658140338748704,0.041341168337366056,0.047460619228680063,0.047658140338748704,23144.0,4.0,53.73913043478261,11.299162690426485,29.0,47.0,51.0,62.5,72.0,53.35,10.780885863415863,29.0,47.5,51.0,61.75,72.0,,1528.0,,,,,,,1104.0,,,,,,19043.0,1469.0,,,,23144.0,,0.06602143104044245,,,,,,,0.047701348081576216,,,,,,0.8228050466643623,0.06347217421361909,,,,1.0,,0.06602143104044245,,,,,,,0.047701348081576216,,,,,,0.041140252333218115,0.06347217421361909,,,,,1.0,,,,,,,1.0,,,,,,20.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,17.0,1.0,,,
