,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_たちあがれ日本,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_新社会党,得票数_日本共産党,得票数_民主党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_たちあがれ日本,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_新社会党,得票率_日本共産党,得票率_民主党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_たちあがれ日本,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_たちあがれ日本,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_たちあがれ日本,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本共産党,当選者数_民主党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
観音寺市議会議員選挙（2013年11月10日投票）,観音寺市議会議員選挙,香川県,観音寺市,20131110.0,2013.0,11.0,10.0,20131103.0,,20.0,23.0,1.15,,,,,任期満了,72.73,,,,観音寺市議会議員選挙（2013年11月10日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.043478260869565216,0.05,0.782608695652174,0.17391304347826086,0.043478260869565216,0.8,0.15,0.05,0.8009929345129438,0.16027132681576142,0.03873573867129477,0.04449960747294132,0.040067831703940356,0.03873573867129477,31701.99,4.0,,,,,,,,,,,,,,,,,3683.46,,,,1227.0,,,24886.46,1905.07,,,31701.989999999998,,,0.1161901823828725,,,,0.03870419491016179,,,0.7850125496853668,0.06009307302159896,,,1.0,,,0.05809509119143625,,,,0.03870419491016179,,,0.04131644998344036,0.06009307302159896,,,,,2.0,,,,1.0,,,19.0,1.0,,,,,2.0,,,,1.0,,,16.0,1.0,,
観音寺市議会議員選挙（2017年11月12日投票）,観音寺市議会議員選挙,香川県,観音寺市,20171112.0,2017.0,11.0,12.0,20171105.0,無投票,20.0,20.0,1.0,,,,,任期満了,,,,,観音寺市議会議員選挙（2017年11月12日投票）,1.0,20.0,20.0,1.0,1.0,1.0,0.0,0.05,0.05,0.9,0.1,0.0,0.9,0.1,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高松市議会議員再選挙（2006年03月26日投票）,高松市議会議員再選挙,香川県,高松市,20060326.0,2006.0,3.0,26.0,20060319.0,71.07,1.0,4.0,4.0,5402.0,,,,その他,,,,,高松市議会議員再選挙（2006年03月26日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.25,,,3782.0,2.0,57.75,5.2141634036535525,50.0,54.5,59.0,62.25,63.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,,,,,,,489.0,,,3293.0,,,,3782.0,,,,,,,0.12929666842940243,,,0.8707033315705975,,,,1.0,,,,,,,0.12929666842940243,,,0.29023444385686586,,,,,,,,,,1.0,,,3.0,,,,,,,,,,0.0,,,1.0,,,
高松市議会議員増員選挙（2005年11月06日投票）,高松市議会議員増員選挙,香川県,高松市,20051106.0,2005.0,11.0,6.0,20051030.0,78.66,1.0,2.0,2.0,2962.0,,,,増員,,,,,高松市議会議員増員選挙（2005年11月06日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,2294.0,2.0,56.0,3.0,53.0,54.5,56.0,57.5,59.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,,,,,,,1235.0,,,1059.0,,,,2294.0,,,,,,,0.5383609415867481,,,0.461639058413252,,,,1.0,,,,,,,0.5383609415867481,,,0.461639058413252,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,0.0,,,
高松市議会議員増員選挙（2006年02月12日投票）,高松市議会議員増員選挙,香川県,高松市,20060212.0,2006.0,2.0,12.0,20060205.0,,10.0,27.0,2.7,65975.0,,,63013.0,その他,78.66,,,,高松市議会議員増員選挙（2006年02月12日投票）,5.0,27.0,10.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.037037037037037035,,38996.0,3.0,59.148148148148145,6.132510232835319,41.0,55.0,60.0,63.5,69.0,61.1,4.968903299521938,55.0,56.5,61.0,65.0,69.0,,,,,,,3404.0,689.0,,34903.0,,,,38996.0,,,,,,,0.08729100420555955,0.01766847881834034,,0.8950405169761001,,,,1.0,,,,,,,0.029097001401853183,0.01766847881834034,,0.038914805085917395,,,,,,,,,,3.0,1.0,,23.0,,,,,,,,,,1.0,0.0,,9.0,,,
高松市議会議員選挙（1999年04月25日投票）,高松市議会議員選挙,香川県,高松市,19990425.0,1999.0,4.0,25.0,19990418.0,59.0,40.0,50.0,1.25,257832.0,,,,その他,,,,,高松市議会議員選挙（1999年04月25日投票）,1.0,50.0,40.0,1.25,0.0,0.0,0.0,0.12,0.125,0.72,0.26,0.02,0.75,0.25,0.0,0.735527998295061,0.25144520219510896,0.01302679950983004,0.020431333285973918,0.019341938630392998,0.01302679950983004,150152.0,6.0,55.5,8.98276126811795,26.0,51.0,55.5,60.0,75.0,56.425,7.8098895638798895,41.0,51.0,56.0,60.25,75.0,,,17056.4,,,,9999.41,3432.0,,33437.99,6803.0,,79423.20000000001,150152.0,,,0.11359422451915394,,,,0.0665952501465182,0.022856838403750867,,0.22269426980659596,0.04530742181256327,,0.5289519953114178,1.0,,,0.022718844903830786,,,,0.013319050029303638,0.022856838403750867,,0.01855785581721633,0.015102473937521088,,0.022039666471309075,,,5.0,,,,5.0,1.0,,12.0,3.0,,24.0,,,5.0,,,,2.0,1.0,,8.0,1.0,,23.0
高松市議会議員選挙（2003年04月27日投票）,高松市議会議員選挙,香川県,高松市,20030427.0,2003.0,4.0,27.0,20030420.0,55.08,40.0,43.0,1.075,262356.0,,,4524.0,その他,59.0,,,,高松市議会議員選挙（2003年04月27日投票）,1.0,43.0,40.0,1.075,0.0,0.0,0.0,0.20930232558139536,0.175,0.7674418604651163,0.20930232558139536,0.023255813953488372,0.825,0.175,0.0,0.7860475961674345,0.1990558491845906,0.0148965546479749,0.023819624126285893,0.022117316576065624,0.0148965546479749,141524.00000000003,6.0,55.81395348837209,8.161896194280393,27.0,52.0,56.0,61.0,72.0,56.3,8.124653838779839,27.0,52.0,56.5,61.0,72.0,,,17846.96,,,,10238.22,3559.0,,30628.48,3280.0,,75971.34,141524.0,,,0.1261055368700715,,,,0.0723426415307651,0.025147678132330913,,0.21641898193945902,0.023176281054803426,,0.53680888047257,1.0,,,0.021017589478345252,,,,0.018085660382691274,0.025147678132330913,,0.02404655354882878,0.023176281054803426,,0.024400403657844093,,,6.0,,,,4.0,1.0,,9.0,1.0,,22.0,,,6.0,,,,2.0,1.0,,9.0,1.0,,21.0
高松市議会議員選挙（2007年04月22日投票）,高松市議会議員選挙,香川県,高松市,20070422.0,2007.0,4.0,22.0,20070415.0,52.23,0.0,62.0,,335774.0,,,73418.0,任期満了,55.08,,,,高松市議会議員選挙（2007年04月22日投票）,7.0,62.0,51.0,1.2156862745098038,0.016129032258064516,0.14285714285714285,0.14285714285714285,0.12903225806451613,0.13725490196078433,0.6451612903225806,0.3548387096774194,0.0,0.6470588235294118,0.35294117647058826,0.0,0.666071523288091,0.33392847671190895,,0.01707875700738695,0.015178567123268588,,169679.0,6.0,56.306451612903224,9.674690475464619,31.0,51.0,58.5,63.75,71.0,56.470588235294116,9.240475628995386,31.0,51.5,59.0,63.5,71.0,,,17930.65,,,,11625.0,10498.0,,65888.02,2983.0,,,108924.67000000001,,,0.16461514182232545,,,,0.10672513398479884,0.09637853389870264,,0.6048952913972564,0.027385898896916554,,,1.0,,,0.027435856970387574,,,,0.02134502679695977,0.032126177966234216,,0.021603403264187727,0.027385898896916554,,,,,6.0,,,,5.0,3.0,,28.0,1.0,,19.0,,,6.0,,,,4.0,2.0,,19.0,1.0,,19.0
高松市議会議員選挙（2011年04月24日投票）,高松市議会議員選挙,香川県,高松市,20110424.0,2011.0,4.0,24.0,20110417.0,48.82,40.0,57.0,1.425,338689.0,,,2915.0,任期満了,52.23,,,,高松市議会議員選挙（2011年04月24日投票）,1.0,57.0,40.0,1.425,0.0,0.0,0.0,0.15789473684210525,0.15,0.7017543859649122,0.22807017543859648,0.07017543859649122,0.85,0.125,0.025,0.7920224114965845,0.15829714173988488,0.0496804467635306,0.01980056028741461,0.012176703210760375,0.01242011169088265,163666.0,7.0,,,,,,,,,,,,,,,1205.0,,19144.15,,,,9193.41,11721.86,,29210.0,2893.14,,90298.44,163666.0,0.007362555448291032,,0.11697084305842387,,,,0.05617177666711473,0.07162061759925703,,0.17847323207019172,0.017677098481052877,,0.5517238766756688,1.0,0.007362555448291032,,0.019495140509737312,,,,0.014042944166778683,0.014324123519851406,,0.013728710159245518,0.017677098481052877,,0.0204342176546544,1.0,,6.0,,,,4.0,5.0,,13.0,1.0,,27.0,0.0,,6.0,,,,1.0,2.0,,6.0,1.0,,24.0
高松市議会議員選挙（2015年04月26日投票）,高松市議会議員選挙,香川県,高松市,20150426.0,2015.0,4.0,26.0,20150419.0,47.63,40.0,50.0,1.25,,,,,任期満了,48.82,,,,高松市議会議員選挙（2015年04月26日投票）,1.0,50.0,40.0,1.25,0.0,0.0,0.0,0.16,0.175,0.66,0.26,0.08,0.775,0.2,0.025,0.7072353737537325,0.23185965888961996,0.0609049673566476,0.021431374962234316,0.017835358376124613,0.0152262418391619,158072.0,6.0,60.24,11.2241881666337,34.0,52.75,62.0,69.75,78.0,59.4,11.78303865732435,34.0,50.25,60.0,71.0,77.0,,,19511.21,,892.0,,8054.0,4499.0,,30147.0,,,94968.79,158072.0,,,0.12343242319955462,,0.005642998127435599,,0.05095146515511918,0.028461713649476188,,0.19071688850650337,,,0.600794511361911,1.0,,,0.020572070533259105,,0.005642998127435599,,0.016983821718373062,0.028461713649476188,,0.01733789895513667,,,0.021456946834353962,,,6.0,,1.0,,3.0,1.0,,11.0,,,28.0,,,6.0,,0.0,,2.0,1.0,,7.0,,,24.0
高松市議会議員選挙（2019年04月21日投票）,高松市議会議員選挙,香川県,高松市,20190421.0,2019.0,4.0,21.0,20190414.0,40.09,40.0,48.0,1.2,348316.0,,,,任期満了,47.63,,,,高松市議会議員選挙（2019年04月21日投票）,1.0,48.0,40.0,1.2,0.0,0.0,0.0,0.20833333333333334,0.2,,,,,,,,,,,,,137590.995,6.0,58.0,12.677079053683201,26.0,48.75,58.5,68.0,81.0,59.625,11.490621175550086,38.0,50.75,59.0,68.5,81.0,,,17981.042,2644.0,,,6900.0,,,28120.785,,4381.0,77564.168,137590.995,,,0.1306847297673805,0.019216373862257483,,,0.05014863072979449,,,0.20437954533289043,,0.031840746554670965,0.5637299737530062,1.0,,,0.021780788294563414,0.019216373862257483,,,0.01671621024326483,,,0.01703162877774087,,0.031840746554670965,0.022549198950120246,,,6.0,1.0,,,3.0,,,12.0,,1.0,25.0,,,6.0,1.0,,,2.0,,,7.0,,1.0,23.0
政党名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,たちあがれ日本,みんなの党,公明党,国民民主党,幸福実現党,新社会党,日本共産党,民主党,減税日本,無所属,社会民主党,立憲民主党,自由民主党,sum_v,たちあがれ日本,みんなの党,公明党,国民民主党,幸福実現党,新社会党,日本共産党,民主党,減税日本,無所属,社会民主党,立憲民主党,自由民主党,sum_v,たちあがれ日本,みんなの党,公明党,国民民主党,幸福実現党,新社会党,日本共産党,民主党,減税日本,無所属,社会民主党,立憲民主党,自由民主党,たちあがれ日本,みんなの党,公明党,国民民主党,幸福実現党,新社会党,日本共産党,民主党,減税日本,無所属,社会民主党,立憲民主党,自由民主党,たちあがれ日本,みんなの党,公明党,国民民主党,幸福実現党,新社会党,日本共産党,民主党,減税日本,無所属,社会民主党,立憲民主党,自由民主党
