,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_たちあがれ日本,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_新社会党,得票数_日本共産党,得票数_民主党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_たちあがれ日本,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_新社会党,得票率_日本共産党,得票率_民主党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_たちあがれ日本,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_たちあがれ日本,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_たちあがれ日本,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本共産党,当選者数_民主党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
さぬき市議会議員補欠選挙（2006年04月23日投票）,さぬき市議会議員補欠選挙,香川県,さぬき市,20060423.0,2006.0,4.0,23.0,20060416.0,25.69,1.0,3.0,3.0,45441.0,,,,その他,,,,,さぬき市議会議員補欠選挙（2006年04月23日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,11040.0,1.0,60.333333333333336,2.8674417556808756,57.0,58.5,60.0,62.0,64.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,,,,,,,,,,11040.0,,,,11040.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,,,
さぬき市議会議員補欠選挙（2014年04月27日投票）,さぬき市議会議員補欠選挙,香川県,さぬき市,20140427.0,2014.0,4.0,27.0,20140420.0,18.33,1.0,3.0,3.0,,,,,その他,25.69,,,,さぬき市議会議員補欠選挙（2014年04月27日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,,0.5325314379442319,0.4674685620557682,,0.26626571897211593,0.4674685620557682,7316.0,2.0,52.333333333333336,8.055363982396381,41.0,49.0,57.0,58.0,59.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,,,,,,,1943.0,,,5373.0,,,,7316.0,,,,,,,0.26558228540185896,,,0.7344177145981411,,,,1.0,,,,,,,0.26558228540185896,,,0.36720885729907055,,,,,,,,,,1.0,,,2.0,,,,,,,,,,0.0,,,1.0,,,
さぬき市議会議員選挙（2007年04月22日投票）,さぬき市議会議員選挙,香川県,さぬき市,20070422.0,2007.0,4.0,22.0,20070415.0,71.09,26.0,29.0,1.1153846153846154,45285.0,,,,任期満了,,,,,さぬき市議会議員選挙（2007年04月22日投票）,1.0,29.0,26.0,1.1153846153846154,0.0,0.0,0.0,0.06896551724137931,0.038461538461538464,0.7586206896551724,0.13793103448275862,0.10344827586206896,0.8076923076923077,0.11538461538461539,0.07692307692307693,0.7766593268323372,0.12223969801824473,0.10110097514941806,0.035302696674197144,0.030559924504561183,0.03370032504980602,31790.0,4.0,56.58620689655172,8.723797185658558,30.0,53.0,58.0,62.0,72.0,57.57692307692308,7.448144203155973,43.0,53.25,58.0,62.75,72.0,,,2670.0,,,,665.0,986.0,,27469.0,,,,31790.0,,,0.08398867568417741,,,,0.020918527838943064,0.031016042780748664,,0.8640767536961309,,,,1.0,,,0.041994337842088704,,,,0.020918527838943064,0.031016042780748664,,0.03456307014784524,,,,,,2.0,,,,1.0,1.0,,25.0,,,,,,2.0,,,,0.0,1.0,,23.0,,,
さぬき市議会議員選挙（2011年04月24日投票）,さぬき市議会議員選挙,香川県,さぬき市,20110424.0,2011.0,4.0,24.0,20110417.0,63.02,22.0,25.0,1.1363636363636365,43981.0,,,-1304.0,任期満了,71.09,,,,さぬき市議会議員選挙（2011年04月24日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.08,0.09090909090909091,0.72,0.28,0.0,0.7727272727272727,0.22727272727272727,0.0,0.7592422078159909,0.24075779218400908,,0.04218012265644394,0.034393970312001296,,27303.0,4.0,,,,,,,,,,,,,,,,,2569.0,,,,,2229.0,,21029.59,1475.41,,,27303.0,,,0.09409222429769622,,,,,0.08163938028788045,,0.7702300113540637,0.05403838406035967,,,1.0,,,0.04704611214884811,,,,,0.04081969014394023,,0.03851150056770318,0.05403838406035967,,,,,2.0,,,,,2.0,,20.0,1.0,,,,,2.0,,,,,2.0,,17.0,1.0,,
さぬき市議会議員選挙（2015年04月26日投票）,さぬき市議会議員選挙,香川県,さぬき市,20150426.0,2015.0,4.0,26.0,20150419.0,57.7,21.0,22.0,1.0476190476190477,42473.0,,,-1508.0,任期満了,63.02,,,,さぬき市議会議員選挙（2015年04月26日投票）,1.0,22.0,21.0,1.0476190476190477,0.0,0.0,0.0,0.09090909090909091,0.09523809523809523,0.8181818181818182,0.18181818181818182,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8396702450589153,0.16032975494108473,,0.046648346947717516,0.04008243873527118,,24143.989999999998,4.0,59.5,10.69303086551746,34.0,52.5,63.0,66.75,73.0,60.333333333333336,10.222912330052356,34.0,54.0,63.0,67.0,73.0,,,2508.0,,,,733.0,,,19716.5,1186.49,,,24143.99,,,0.1038767825864739,,,,0.03035952218336737,,,0.8166214449227323,0.0491422503074264,,,1.0,,,0.05193839129323695,,,,0.03035952218336737,,,0.0453678580512629,0.0491422503074264,,,,,2.0,,,,1.0,,,18.0,1.0,,,,,2.0,,,,0.0,,,18.0,1.0,,
さぬき市議会議員選挙（2019年04月21日投票）,さぬき市議会議員選挙,香川県,さぬき市,20190421.0,2019.0,4.0,21.0,20190414.0,54.35,20.0,22.0,1.1,41556.0,,,-917.0,任期満了,57.7,,,,さぬき市議会議員選挙（2019年04月21日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.045454545454545456,0.05,0.7272727272727273,0.2727272727272727,0.0,0.7,0.3,0.0,0.6862075025268612,0.3137924974731387,,0.04288796890792883,0.05229874957885645,,22243.999,5.0,59.22727272727273,11.167858988193096,38.0,49.0,60.0,68.5,77.0,58.7,11.554652742510266,38.0,49.0,57.0,69.25,77.0,,,2547.0,2723.0,,,671.0,,,15340.688,962.311,,,22243.999000000003,,,0.1145027924160579,0.12241503877068145,,,0.030165439227002298,,,0.6896551290080528,0.04326160057820538,,,1.0,,,0.05725139620802895,0.061207519385340727,,,0.030165439227002298,,,0.0431034455630033,0.04326160057820538,,,,,2.0,2.0,,,1.0,,,16.0,1.0,,,,,2.0,2.0,,,1.0,,,14.0,1.0,,
まんのう町議会議員選挙（2006年04月23日投票）,まんのう町議会議員選挙,香川県,まんのう町,20060423.0,2006.0,4.0,23.0,20060418.0,,0.0,29.0,,17192.0,,,,その他,,,,,まんのう町議会議員選挙（2006年04月23日投票）,3.0,29.0,21.0,1.380952380952381,0.0,0.0,0.0,0.06896551724137931,0.047619047619047616,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.034482758620689655,,13828.0,2.0,59.793103448275865,8.615860716483883,30.0,58.0,61.0,65.0,70.0,59.0,9.191092996819828,30.0,58.0,61.0,65.0,70.0,,,,,,,705.46,,,13122.54,,,,13828.0,,,,,,,0.05101677755279144,,,0.9489832224472087,,,,1.0,,,,,,,0.05101677755279144,,,0.03389225794454317,,,,,,,,,,1.0,,,28.0,,,,,,,,,,1.0,,,20.0,,,
まんのう町議会議員選挙（2010年04月18日投票）,まんのう町議会議員選挙,香川県,まんのう町,20100418.0,2010.0,4.0,18.0,20100413.0,77.15,18.0,25.0,1.3888888888888888,17010.0,,,-182.0,任期満了,,,,,まんのう町議会議員選挙（2010年04月18日投票）,1.0,25.0,18.0,1.3888888888888888,0.0,0.0,0.0,0.08,0.05555555555555555,0.6,0.4,0.0,0.7222222222222222,0.2777777777777778,0.0,0.6226942326942327,0.37730576730576726,,0.041512948846282184,0.037730576730576726,,12987.0,4.0,,,,,,,,59.72222222222222,8.503630306819653,34.0,57.25,61.5,65.75,69.0,,,648.0,,,,323.0,,,11583.0,433.0,,,12987.0,,,0.0498960498960499,,,,0.024871024871024872,,,0.8918918918918919,0.03334103334103334,,,1.0,,,0.0498960498960499,,,,0.024871024871024872,,,0.04054054054054054,0.03334103334103334,,,,,1.0,,,,1.0,,,22.0,1.0,,,,,1.0,,,,0.0,,,16.0,1.0,,
まんのう町議会議員選挙（2014年04月13日投票）,まんのう町議会議員選挙,香川県,まんのう町,20140413.0,2014.0,4.0,13.0,20140408.0,,16.0,18.0,1.125,,,,,任期満了,77.15,,,,まんのう町議会議員選挙（2014年04月13日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.0625,0.7222222222222222,0.16666666666666666,0.1111111111111111,0.8125,0.125,0.0625,0.7647380635585714,0.14523655317307618,0.09002538326835238,0.05882600488912088,0.0484121843910254,0.04501269163417619,10736.994,3.0,63.333333333333336,8.459051693633013,38.0,61.25,64.5,68.0,77.0,62.4375,8.245974396637429,38.0,60.0,64.5,68.0,73.0,,,754.0,,,,357.602,,,9625.392,,,,10736.993999999999,,,0.0702244967259924,,,,0.033305597451204684,,,0.8964699058228031,,,,1.0,,,0.0702244967259924,,,,0.033305597451204684,,,0.05602936911392519,,,,,,1.0,,,,1.0,,,16.0,,,,,,1.0,,,,0.0,,,15.0,,,
まんのう町議会議員選挙（2018年04月15日投票）,まんのう町議会議員選挙,香川県,まんのう町,20180415.0,2018.0,4.0,15.0,20180410.0,63.42,16.0,18.0,1.125,,,,,任期満了,,,,,まんのう町議会議員選挙（2018年04月15日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,,,,,,,,,,,,,9884.997000000001,3.0,65.88888888888889,7.943473134095612,43.0,61.0,68.0,71.75,77.0,65.375,8.252840420122032,43.0,60.25,67.5,71.25,77.0,,,695.0,,,,364.0,,,8825.997,,,,9884.997,,,0.0703085696434708,,,,0.03682348107945809,,,0.8928679492770711,,,,1.0,,,0.0703085696434708,,,,0.03682348107945809,,,0.055804246829816946,,,,,,1.0,,,,1.0,,,16.0,,,,,,1.0,,,,1.0,,,14.0,,,
三木町議会議員補欠選挙（2006年10月08日投票）,三木町議会議員補欠選挙,香川県,三木町,20061008.0,2006.0,10.0,8.0,20061003.0,58.21,2.0,3.0,1.5,23862.0,,,,その他,,,,,三木町議会議員補欠選挙（2006年10月08日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,,0.6500956022944551,0.34990439770554493,,0.32504780114722753,0.34990439770554493,12552.0,1.0,49.0,14.514360704718161,29.0,42.0,55.0,59.0,63.0,46.0,17.0,29.0,37.5,46.0,54.5,63.0,,,,,,,,,,12552.0,,,,12552.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,3.0,,,,,,,,,,,,,2.0,,,
三木町議会議員補欠選挙（2010年10月10日投票）,三木町議会議員補欠選挙,香川県,三木町,20101010.0,2010.0,10.0,10.0,20101005.0,62.07,1.0,2.0,2.0,23631.0,,,-231.0,その他,58.21,,,,三木町議会議員補欠選挙（2010年10月10日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,12516.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,12516.0,,,,12516.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,
三木町議会議員補欠選挙（2018年09月30日投票）,三木町議会議員補欠選挙,香川県,三木町,20180930.0,2018.0,9.0,30.0,20180925.0,44.06,1.0,3.0,3.0,,,,,死亡/十川治郎氏の死去による,62.07,,,,三木町議会議員補欠選挙（2018年09月30日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,,0.5287501313991381,0.471249868600862,,0.26437506569956903,0.471249868600862,9513.0,2.0,56.333333333333336,19.362047641943473,31.0,45.5,60.0,69.0,78.0,78.0,0.0,78.0,78.0,78.0,78.0,78.0,,,,,1051.0,,,,,8462.0,,,,9513.0,,,,,0.11048039524860717,,,,,0.8895196047513928,,,,1.0,,,,,0.11048039524860717,,,,,0.4447598023756964,,,,,,,,1.0,,,,,2.0,,,,,,,,0.0,,,,,1.0,,,
三木町議会議員選挙（2007年04月22日投票）,三木町議会議員選挙,香川県,三木町,20070422.0,2007.0,4.0,22.0,20070417.0,64.97,18.0,19.0,1.0555555555555556,23666.0,,,,任期満了,,,,,三木町議会議員選挙（2007年04月22日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.15789473684210525,0.0,0.8888888888888888,0.1111111111111111,0.0,0.8477657324167107,0.15223426758328926,,0.05298535827604442,0.05074475586109642,,15128.0,3.0,59.8421052631579,10.673445445268841,29.0,54.5,60.0,66.5,75.0,60.44444444444444,10.646972559904436,29.0,55.5,62.0,66.75,75.0,,,1113.0,,,,932.0,,,13083.0,,,,15128.0,,,0.07357218402961396,,,,0.06160761501850873,,,0.8648202009518773,,,,1.0,,,0.07357218402961396,,,,0.06160761501850873,,,0.050871776526581015,,,,,,1.0,,,,1.0,,,17.0,,,,,,1.0,,,,1.0,,,16.0,,,
三木町議会議員選挙（2011年04月24日投票）,三木町議会議員選挙,香川県,三木町,20110424.0,2011.0,4.0,24.0,20110419.0,,16.0,21.0,1.3125,23842.0,,,176.0,任期満了,64.97,,,,三木町議会議員選挙（2011年04月24日投票）,1.0,21.0,16.0,1.3125,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.38095238095238093,0.047619047619047616,0.75,0.1875,0.0625,0.6804532986863,0.2571820412877147,0.06236466002598527,0.05670444155719167,0.03214775516096434,0.06236466002598527,13854.0,4.0,,,,,,,,,,,,,,,,260.0,1076.0,,,,684.0,,,11834.0,,,,13854.0,,0.018767143063375197,0.07766709975458351,,,,0.04937202252057168,,,0.8541937346614696,,,,1.0,,0.018767143063375197,0.07766709975458351,,,,0.04937202252057168,,,0.04745520748119276,,,,,1.0,1.0,,,,1.0,,,18.0,,,,,0.0,1.0,,,,1.0,,,14.0,,,
三木町議会議員選挙（2015年04月26日投票）,三木町議会議員選挙,香川県,三木町,20150426.0,2015.0,4.0,26.0,20150421.0,,16.0,17.0,1.0625,,,,,任期満了,,,,,三木町議会議員選挙（2015年04月26日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.7647058823529411,0.23529411764705882,0.0,0.75,0.25,0.0,0.7336208200938115,0.26637917990618853,,0.056432370776447034,0.06659479497654713,,13218.0,4.0,64.41176470588235,6.2690540005876265,49.0,62.0,65.0,68.0,75.0,63.75,5.8576872569299905,49.0,61.75,65.0,67.25,73.0,,,1093.0,,,,690.0,,,10351.0,1084.0,,,13218.0,,,0.08269027084279014,,,,0.05220154334997731,,,0.7830988046603117,0.08200938114692087,,,1.0,,,0.08269027084279014,,,,0.05220154334997731,,,0.05593562890430798,0.08200938114692087,,,,,1.0,,,,1.0,,,14.0,1.0,,,,,1.0,,,,1.0,,,13.0,1.0,,
三木町議会議員選挙（2019年04月21日投票）,三木町議会議員選挙,香川県,三木町,20190421.0,2019.0,4.0,21.0,20190416.0,,16.0,20.0,1.25,,,,,任期満了,,,,,三木町議会議員選挙（2019年04月21日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.05,0.0625,,,,,,,,,,,,,13091.0,6.0,,,,,,,,,,,,,,,,,1249.0,1395.0,170.0,,545.0,,,9178.0,554.0,,,13091.0,,,0.09540905965930792,0.10656175998777787,0.012986020930410205,,0.04163165533572683,,,0.7010923535253227,0.04231915056145443,,,1.0,,,0.09540905965930792,0.10656175998777787,0.012986020930410205,,0.04163165533572683,,,0.04673949023502152,0.04231915056145443,,,,,1.0,1.0,1.0,,1.0,,,15.0,1.0,,,,,1.0,1.0,0.0,,1.0,,,12.0,1.0,,
三豊市議会議員選挙（2006年02月12日投票）,三豊市議会議員選挙,香川県,三豊市,20060212.0,2006.0,2.0,12.0,20060205.0,100.0,0.0,49.0,,59838.0,,,,その他,,,,,三豊市議会議員選挙（2006年02月12日投票）,7.0,49.0,30.0,1.6333333333333333,0.0,0.0,0.0,0.04081632653061224,0.03333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.02040816326530612,,47604.58,3.0,57.87755102040816,7.181701955810391,36.0,54.0,58.0,63.0,72.0,57.93333333333333,5.488978856662583,48.0,54.0,58.0,63.0,68.0,,,,,,,3285.02,,,43299.03999999999,1020.52,,,47604.57999999999,,,,,,,0.06900638552004872,,,0.9095561813590206,0.021437433120930806,,,1.0,,,,,,,0.023002128506682904,,,0.020212359585756012,0.021437433120930806,,,,,,,,,3.0,,,45.0,1.0,,,,,,,,,2.0,,,27.0,1.0,,
三豊市議会議員選挙（2010年01月24日投票）,三豊市議会議員選挙,香川県,三豊市,20100124.0,2010.0,1.0,24.0,20100117.0,74.63,26.0,35.0,1.3461538461538465,58806.0,,,-1032.0,任期満了,100.0,,,,三豊市議会議員選挙（2010年01月24日投票）,1.0,35.0,26.0,1.3461538461538463,0.0,0.0,0.0,0.08571428571428572,0.07692307692307693,0.8,0.2,0.0,0.8076923076923077,0.19230769230769232,0.0,0.8309928917477357,0.1690071082522643,,0.02967831756241913,0.02414387260746633,,43426.99,4.0,59.714285714285715,7.485496180028716,36.0,56.5,61.0,64.0,72.0,59.42307692307692,6.422155622548918,40.0,56.25,60.0,62.75,72.0,,,2472.0,,,,1129.43,,,36680.990000000005,3144.5699999999997,,,43426.990000000005,,,0.05692312545723292,,,,0.026007558893674187,,,0.8446588170167907,0.07241049863230216,,,1.0,,,0.02846156272861646,,,,0.026007558893674187,,,0.02815529390055969,0.03620524931615108,,,,,2.0,,,,1.0,,,30.0,2.0,,,,,2.0,,,,1.0,,,21.0,2.0,,
三豊市議会議員選挙（2014年01月26日投票）,三豊市議会議員選挙,香川県,三豊市,20140126.0,2014.0,1.0,26.0,20140119.0,,22.0,25.0,1.1363636363636365,,,,,任期満了,74.63,,,,三豊市議会議員選挙（2014年01月26日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.08,0.09090909090909091,0.76,0.12,0.12,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.7625265207834638,0.1353186431859784,0.10215483603055765,0.04013297477807704,0.04510621439532613,0.03405161201018588,37710.990000000005,4.0,61.56,6.299714279235209,44.0,58.0,61.0,66.0,71.0,61.22727272727273,5.853761946442632,44.0,58.25,61.0,64.75,71.0,,,3075.0,,,,1285.41,,,30069.0,3281.58,,,37710.990000000005,,,0.08154121649948727,,,,0.0340858195449125,,,0.797353768755474,0.08701919520012599,,,1.0,,,0.040770608249743635,,,,0.0340858195449125,,,0.039867688437773705,0.043509597600062996,,,,,2.0,,,,1.0,,,20.0,2.0,,,,,2.0,,,,1.0,,,17.0,2.0,,
三豊市議会議員選挙（2018年01月28日投票）,三豊市議会議員選挙,香川県,三豊市,20180128.0,2018.0,1.0,28.0,20180121.0,,22.0,24.0,1.0909090909090908,56032.0,,,,任期満了,,,,,三豊市議会議員選挙（2018年01月28日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.7083333333333334,0.25,0.041666666666666664,0.7727272727272727,0.18181818181818182,0.045454545454545456,0.7210544991356564,0.24318897279592394,0.03575652806841961,0.04241497053739156,0.040531495465987326,0.03575652806841961,32973.0,0.0,60.875,8.728843470548279,41.0,57.75,62.0,67.0,75.0,61.09090909090909,9.084998078296143,41.0,57.75,63.0,67.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
丸亀市議会議員選挙（2005年04月24日投票）,丸亀市議会議員選挙,香川県,丸亀市,20050424.0,2005.0,4.0,24.0,20050417.0,,0.0,47.0,,87394.0,,,,その他,,,,,丸亀市議会議員選挙（2005年04月24日投票）,3.0,47.0,34.0,1.3823529411764706,0.0,0.0,0.0,0.06382978723404255,0.08823529411764706,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.02127659574468085,,59842.0,5.0,56.4468085106383,8.120917332729963,31.0,53.0,57.0,62.0,71.0,54.76470588235294,8.153161867821991,31.0,49.75,55.0,60.75,71.0,,,5209.0,,,,5565.0,,1432.0,45040.0,2596.0,,,59842.0,,,0.0870458875037599,,,,0.09299488653454095,,0.023929681494602454,0.7526486414224124,0.04338090304468434,,,1.0,,,0.04352294375187995,,,,0.023248721633635238,,0.023929681494602454,0.019806543195326643,0.02169045152234217,,,,,2.0,,,,4.0,,1.0,38.0,2.0,,,,,2.0,,,,3.0,,1.0,26.0,2.0,,
丸亀市議会議員選挙（2009年04月19日投票）,丸亀市議会議員選挙,香川県,丸亀市,20090419.0,2009.0,4.0,19.0,20090412.0,65.84,30.0,36.0,1.2,88400.0,,,1006.0,任期満了,,,,,丸亀市議会議員選挙（2009年04月19日投票）,1.0,36.0,30.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.7222222222222222,0.2777777777777778,0.0,0.8,0.2,0.0,0.7045481546572935,0.29545184534270647,,0.027098005948357443,0.029545184534270647,,56899.99999999999,5.0,57.666666666666664,7.828012377211586,35.0,53.0,58.0,63.0,73.0,56.46666666666667,7.766309004640207,35.0,53.0,57.0,61.0,71.0,,,5655.0,,,1487.0,4681.57,,,40738.219999999994,4338.21,,,56899.99999999999,,,0.09938488576449914,,,0.02613356766256591,0.08227715289982426,,,0.7159616871704745,0.07624270650263622,,,1.0,,,0.04969244288224957,,,0.02613356766256591,0.020569288224956066,,,0.026517099524832388,0.03812135325131811,,,,,2.0,,,1.0,4.0,,,27.0,2.0,,,,,2.0,,,1.0,3.0,,,22.0,2.0,,
丸亀市議会議員選挙（2013年04月14日投票）,丸亀市議会議員選挙,香川県,丸亀市,20130414.0,2013.0,4.0,14.0,20130407.0,56.54,27.0,28.0,1.037037037037037,88894.0,,,494.0,任期満了,65.84,,,,丸亀市議会議員選挙（2013年04月14日投票）,1.0,28.0,27.0,1.037037037037037,0.0,0.0,0.0,0.10714285714285714,0.1111111111111111,0.7142857142857143,0.2857142857142857,0.0,0.7407407407407407,0.25925925925925924,0.0,0.7849539921012989,0.21504600789870118,,0.03924769960506495,0.026880750987337648,,49122.0,4.0,58.07142857142857,9.576491198422802,30.0,55.25,59.0,63.25,75.0,58.25925925925926,9.70144163625559,30.0,56.5,60.0,63.5,75.0,,,5819.0,,,,3243.0,,,36674.0,3386.0,,,49122.0,,,0.11846016041692113,,,,0.06601929888848174,,,0.7465901225520134,0.06893041814258377,,,1.0,,,0.059230080208460566,,,,0.03300964944424087,,,0.03393591466145515,0.034465209071291886,,,,,2.0,,,,2.0,,,22.0,2.0,,,,,2.0,,,,2.0,,,21.0,2.0,,
丸亀市議会議員選挙（2017年04月16日投票）,丸亀市議会議員選挙,香川県,丸亀市,20170416.0,2017.0,4.0,16.0,20170409.0,54.89,25.0,32.0,1.28,91170.0,,,2276.0,任期満了,56.54,,,,丸亀市議会議員選挙（2017年04月16日投票）,1.0,32.0,25.0,1.28,0.0,0.0,0.0,0.09375,0.12,0.65625,0.3125,0.03125,0.76,0.2,0.04,0.6882664200191084,0.25951070274226007,0.05222287723863151,0.03277459142948135,0.025951070274226006,0.05222287723863151,49193.0,0.0,57.25,10.099504938362077,34.0,53.75,60.5,64.25,75.0,58.36,9.574466042552974,35.0,55.0,61.0,65.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
丸亀市議会議員選挙（2021年04月18日投票）,丸亀市議会議員選挙,香川県,丸亀市,20210418.0,2021.0,4.0,18.0,20210411.0,54.23,24.0,28.0,1.1666666666666667,91068.0,43768.0,47300.0,-102.0,任期満了,54.89,,,,丸亀市議会議員選挙（2021年04月18日投票）,1.0,28.0,24.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.7142857142857143,0.2857142857142857,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7910496923509875,0.20895030764901248,,0.03955248461754938,0.02611878845612656,,48489.998,6.0,56.285714285714285,11.420086135705754,26.0,46.75,60.0,65.25,72.0,57.166666666666664,10.237458451957476,39.0,46.75,60.0,65.25,72.0,,,5460.0,1041.0,,,2830.467,,,14227.0,,4218.0,20713.531,48489.998,,,0.11260054083730835,0.021468344873926373,,,0.05837218223848968,,,0.29340071327699374,,0.08698701121827228,0.4271712075550096,1.0,,,0.05630027041865417,0.021468344873926373,,,0.02918609111924484,,,0.032600079252999306,,0.02899567040609076,0.038833746141364506,,,2.0,1.0,,,2.0,,,9.0,,3.0,11.0,,,2.0,0.0,,,1.0,,,8.0,,2.0,11.0
善通寺市議会議員補欠選挙（2010年04月18日投票）,善通寺市議会議員補欠選挙,香川県,善通寺市,20100418.0,2010.0,4.0,18.0,20100411.0,無投票,1.0,1.0,1.0,28235.0,,,,その他,,,,,善通寺市議会議員補欠選挙（2010年04月18日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,
