,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_　,得票数_かりゆしクラブ,得票数_公務員を変える,得票数_公明党,得票数_命どぅ宝！琉球の自己決定権の会,得票数_幸福実現党,得票数_政党そうぞう,得票数_新しい風・にぬふぁぶし,得票数_日本共産党,得票数_日本社会党,得票数_日本維新の会,得票数_民主党,得票数_沖縄社会大衆党,得票数_無所属,得票数_社会民主党,得票数_社会民主党（沖縄県連合）,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_　,得票率_かりゆしクラブ,得票率_公務員を変える,得票率_公明党,得票率_命どぅ宝！琉球の自己決定権の会,得票率_幸福実現党,得票率_政党そうぞう,得票率_新しい風・にぬふぁぶし,得票率_日本共産党,得票率_日本社会党,得票率_日本維新の会,得票率_民主党,得票率_沖縄社会大衆党,得票率_無所属,得票率_社会民主党,得票率_社会民主党（沖縄県連合）,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_　,一人あたり得票率_かりゆしクラブ,一人あたり得票率_公務員を変える,一人あたり得票率_公明党,一人あたり得票率_命どぅ宝！琉球の自己決定権の会,一人あたり得票率_幸福実現党,一人あたり得票率_政党そうぞう,一人あたり得票率_新しい風・にぬふぁぶし,一人あたり得票率_日本共産党,一人あたり得票率_日本社会党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_沖縄社会大衆党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_社会民主党（沖縄県連合）,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_　,立候補者数_かりゆしクラブ,立候補者数_公務員を変える,立候補者数_公明党,立候補者数_命どぅ宝！琉球の自己決定権の会,立候補者数_幸福実現党,立候補者数_政党そうぞう,立候補者数_新しい風・にぬふぁぶし,立候補者数_日本共産党,立候補者数_日本社会党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_沖縄社会大衆党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_社会民主党（沖縄県連合）,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_　,当選者数_かりゆしクラブ,当選者数_公務員を変える,当選者数_公明党,当選者数_命どぅ宝！琉球の自己決定権の会,当選者数_幸福実現党,当選者数_政党そうぞう,当選者数_新しい風・にぬふぁぶし,当選者数_日本共産党,当選者数_日本社会党,当選者数_日本維新の会,当選者数_民主党,当選者数_沖縄社会大衆党,当選者数_無所属,当選者数_社会民主党,当選者数_社会民主党（沖縄県連合）,当選者数_立憲民主党,当選者数_自由民主党
うるま市議会議員補欠選挙（2009年04月19日投票）,うるま市議会議員補欠選挙,沖縄県,うるま市,20090419.0,2009.0,4.0,19.0,20090412.0,62.5,3.0,6.0,2.0,86893.0,,,,その他,,,,,うるま市議会議員補欠選挙（2009年04月19日投票）,1.0,6.0,4.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,,0.42491785106298746,,,0.1416392836876625,,50518.0,3.0,55.833333333333336,8.532617157446802,39.0,55.0,57.0,59.75,67.0,55.0,10.198039027185569,39.0,51.0,57.0,61.0,67.0,,,,,,,,,,,,9915.0,9724.0,30879.0,,,,,50518.0,,,,,,,,,,,,0.19626667722395977,0.19248584662892435,0.6112474761471158,,,,,1.0,,,,,,,,,,,,0.19626667722395977,0.19248584662892435,0.15281186903677896,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,
うるま市議会議員補欠選挙（2013年04月21日投票）,うるま市議会議員補欠選挙,沖縄県,うるま市,20130421.0,2013.0,4.0,21.0,20130414.0,無投票,1.0,1.0,1.0,,,,,その他,62.5,,,,うるま市議会議員補欠選挙（2013年04月21日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,
うるま市議会議員補欠選挙（2021年04月25日投票）,うるま市議会議員補欠選挙,沖縄県,うるま市,20210425.0,2021.0,4.0,25.0,20210418.0,55.48,1.0,2.0,2.0,97000.0,48138.0,48862.0,,その他/市長選出馬に伴う辞職,,,,,うるま市議会議員補欠選挙（2021年04月25日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,52478.0,1.0,42.0,3.0,39.0,40.5,42.0,43.5,45.0,39.0,0.0,39.0,39.0,39.0,39.0,39.0,,,,,,,,,,,,,,52478.0,,,,,52478.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,
うるま市議会議員選挙（2006年10月08日投票）,うるま市議会議員選挙,沖縄県,うるま市,20061008.0,2006.0,10.0,8.0,20061001.0,74.65,34.0,58.0,1.7058823529411764,86036.0,,,,任期満了,,,,,うるま市議会議員選挙（2006年10月08日投票）,1.0,58.0,34.0,1.7058823529411764,0.0,0.0,0.0,0.06896551724137931,0.08823529411764706,0.8275862068965517,0.1206896551724138,0.017241379310344827,0.7647058823529411,0.17647058823529413,0.0,0.806434491862538,0.13757510540581475,0.005563392733225217,0.016800718580469543,0.019653586486544965,0.005563392733225217,63117.96,4.0,55.44827586206897,7.073925929908452,35.0,50.25,56.0,61.0,70.0,53.470588235294116,7.092810337060245,35.0,50.0,53.0,58.0,66.0,,,,4499.93,,,,,2358.0,,,,,54113.15,2146.88,,,,63117.96,,,,0.0712939708444316,,,,,0.03735862185659993,,,,,0.8573336337232699,0.03401377357569858,,,,1.0,,,,0.0356469854222158,,,,,0.018679310928299966,,,,,0.01617610629666547,0.03401377357569858,,,,,,,2.0,,,,,2.0,,,,,53.0,1.0,,,,,,,2.0,,,,,2.0,,,,,29.0,1.0,,,
うるま市議会議員選挙（2010年09月26日投票）,うるま市議会議員選挙,沖縄県,うるま市,20100926.0,2010.0,9.0,26.0,20100919.0,67.61,34.0,43.0,1.2647058823529411,88578.0,,,2542.0,任期満了,74.65,,,,うるま市議会議員選挙（2010年09月26日投票）,1.0,43.0,34.0,1.2647058823529411,0.0,0.0,0.0,0.046511627906976744,0.058823529411764705,0.7441860465116279,0.2558139534883721,0.0,0.7058823529411765,0.29411764705882354,0.0,0.7267433503266706,0.2732566496733295,,0.022710729697708456,0.02484151360666632,,59132.979999999996,5.0,,,,,,,,55.3235294117647,10.051984259003422,14.0,53.25,56.5,60.75,68.0,,,,3656.0,,,,,2895.54,,,,1806.0,49277.77,1497.67,,,,59132.979999999996,,,,0.061826750486784196,,,,,0.04896658345309166,,,,0.03054133243411714,0.8333381811638785,0.02532715246212858,,,,1.0,,,,0.030913375243392098,,,,,0.02448329172654583,,,,0.03054133243411714,0.022522653544969688,0.02532715246212858,,,,,,,2.0,,,,,2.0,,,,1.0,37.0,1.0,,,,,,,2.0,,,,,2.0,,,,1.0,28.0,1.0,,,
うるま市議会議員選挙（2014年10月05日投票）,うるま市議会議員選挙,沖縄県,うるま市,20141005.0,2014.0,10.0,5.0,20140928.0,62.75,30.0,35.0,1.1666666666666667,,,,,任期満了,67.61,,,,うるま市議会議員選挙（2014年10月05日投票）,1.0,35.0,30.0,1.1666666666666667,0.0,0.0,0.0,0.08571428571428572,0.1,0.7714285714285715,0.2,0.02857142857142857,0.7666666666666667,0.2,0.03333333333333333,0.7562275167535075,0.21140360266703287,0.03236888057945963,0.028008426546426206,0.03020051466671898,0.03236888057945963,56473.99500000001,5.0,57.114285714285714,9.855444988348692,18.0,53.5,59.0,63.5,71.0,57.2,10.492537030353207,18.0,54.75,59.5,64.0,71.0,,,,3840.0,,,,,3870.8070000000002,,2213.0,,,44792.917,1757.271,,,,56473.995,,,,0.06799589793496989,,,,,0.06854140565051224,,0.03918617763804384,,,0.7931600553493692,0.03111646342710481,,,,1.0,,,,0.033997948967484946,,,,,0.03427070282525612,,0.03918617763804384,,,0.027350346736185145,0.03111646342710481,,,,,,,2.0,,,,,2.0,,1.0,,,29.0,1.0,,,,,,,2.0,,,,,2.0,,1.0,,,24.0,1.0,,,
うるま市議会議員選挙（2018年09月30日投票）,うるま市議会議員選挙,沖縄県,うるま市,20180930.0,2018.0,9.0,30.0,20180923.0,64.06,30.0,34.0,1.1333333333333333,,,,,任期満了,62.75,,,,うるま市議会議員選挙（2018年09月30日投票）,1.0,34.0,30.0,1.1333333333333333,0.0,0.0,0.0,0.058823529411764705,0.06666666666666667,0.6764705882352942,0.29411764705882354,0.029411764705882353,0.7333333333333333,0.23333333333333334,0.03333333333333333,0.7103989402353901,0.2548360252033763,0.03476503456123368,0.03088691044501696,0.025483602520337628,0.03476503456123368,58881.0,5.0,57.64705882352941,9.89022795473086,35.0,51.25,59.5,65.75,75.0,57.46666666666667,10.098624768859482,35.0,51.25,57.5,65.75,75.0,,,,3539.0,,,,,4888.0,,2852.0,,,45599.0,2003.0,,,,58881.0,,,,0.06010427812027649,,,,,0.08301489444812418,,0.04843667736621321,,,0.7744263854214433,0.03401776464394287,,,,1.0,,,,0.030052139060138244,,,,,0.04150744722406209,,0.04843667736621321,,,0.027658085193622974,0.03401776464394287,,,,,,,2.0,,,,,2.0,,1.0,,,28.0,1.0,,,,,,,2.0,,,,,2.0,,1.0,,,24.0,1.0,,,
与那原町議会議員補欠選挙（2006年04月16日投票）,与那原町議会議員補欠選挙,沖縄県,与那原町,20060416.0,2006.0,4.0,16.0,20060411.0,無投票,2.0,2.0,1.0,11458.0,,,,その他,,,,,与那原町議会議員補欠選挙（2006年04月16日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,58.0,6.0,52.0,55.0,58.0,61.0,64.0,58.0,6.0,52.0,55.0,58.0,61.0,64.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,
与那原町議会議員選挙（2009年04月19日投票）,与那原町議会議員選挙,沖縄県,与那原町,20090419.0,2009.0,4.0,19.0,20090414.0,64.85,14.0,16.0,1.1428571428571428,11634.0,,,,任期満了,,,,,与那原町議会議員選挙（2009年04月19日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.07142857142857142,0.75,0.1875,0.0625,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.756463496316142,0.18325519089082384,0.06028131279303416,0.06303862469301183,0.06108506363027461,0.06028131279303416,7465.0,3.0,56.25,6.722164829874376,37.0,54.75,57.0,59.25,67.0,55.714285714285715,6.648615016125769,37.0,55.0,57.0,59.0,67.0,,,,671.0,,,,,523.0,,,,,6271.0,,,,,7465.0,,,,0.0898861352980576,,,,,0.07006028131279303,,,,,0.8400535833891494,,,,,1.0,,,,0.0898861352980576,,,,,0.07006028131279303,,,,,0.06000382738493924,,,,,,,,1.0,,,,,1.0,,,,,14.0,,,,,,,,1.0,,,,,1.0,,,,,12.0,,,,
与那原町議会議員選挙（2013年04月21日投票）,与那原町議会議員選挙,沖縄県,与那原町,20130421.0,2013.0,4.0,21.0,20130416.0,60.99,14.0,18.0,1.2857142857142858,13611.0,,,1977.0,任期満了,64.85,,,,与那原町議会議員選挙（2013年04月21日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.1111111111111111,0.07142857142857142,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.8571428571428571,0.14285714285714285,0.0,0.719993915054156,0.24485822076183522,0.03514786418400876,0.05538414731185815,0.061214555190458805,0.03514786418400876,8217.0,3.0,,,,,,,,56.285714285714285,10.612853200776145,36.0,53.0,60.5,63.0,71.0,,,,659.0,,,,,499.0,,,,,7059.0,,,,,8217.0,,,,0.0801995862236826,,,,,0.060727759522940246,,,,,0.8590726542533772,,,,,1.0,,,,0.0801995862236826,,,,,0.060727759522940246,,,,,0.053692040890836075,,,,,,,,1.0,,,,,1.0,,,,,16.0,,,,,,,,1.0,,,,,1.0,,,,,12.0,,,,
与那原町議会議員選挙（2017年04月23日投票）,与那原町議会議員選挙,沖縄県,与那原町,20170423.0,2017.0,4.0,23.0,20170418.0,53.29,14.0,15.0,1.0714285714285714,14495.0,,,884.0,任期満了,60.99,,,,与那原町議会議員選挙（2017年04月23日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.2,0.06666666666666667,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.7298323729701415,0.21411733892090098,0.05605028810895757,0.06634839754274013,0.071372446306967,0.05605028810895757,7636.0,0.0,56.93333333333333,11.991478455784987,29.0,50.5,62.0,66.5,68.0,56.142857142857146,12.028876820011934,29.0,47.75,61.0,65.75,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
与那原町議会議員選挙（2021年04月18日投票）,与那原町議会議員選挙,沖縄県,与那原町,20210418.0,2021.0,4.0,18.0,20210413.0,52.1,14.0,18.0,1.2857142857142858,15156.0,7288.0,7868.0,661.0,任期満了,53.29,,,,与那原町議会議員選挙（2021年04月18日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.1111111111111111,0.14285714285714285,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.7142857142857143,0.2857142857142857,0.0,0.7173885268940846,0.26165836207997956,0.020953111025935865,0.05978237724117372,0.052331672415995914,0.020953111025935865,7827.0,4.0,58.55555555555556,12.539813139765956,33.0,50.5,63.0,68.75,72.0,58.0,11.282097069504157,33.0,50.5,61.0,67.75,71.0,,,,685.0,,,,,618.0,,,,,5895.0,,,,629.0,7827.0,,,,0.08751756739491504,,,,,0.07895745496358758,,,,,0.7531621310847068,,,,0.0803628465567906,1.0,,,,0.08751756739491504,,,,,0.07895745496358758,,,,,0.05021080873898045,,,,0.0803628465567906,,,,1.0,,,,,1.0,,,,,15.0,,,,1.0,,,,1.0,,,,,1.0,,,,,11.0,,,,1.0
与那国町議会議員補欠選挙（2017年08月06日投票）,与那国町議会議員補欠選挙,沖縄県,与那国町,20170806.0,2017.0,8.0,6.0,20170801.0,無投票,1.0,1.0,1.0,,,,,任期満了,,,,,与那国町議会議員補欠選挙（2017年08月06日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
与那国町議会議員補欠選挙（2021年08月08日投票）,与那国町議会議員補欠選挙,沖縄県,与那国町,20210808.0,2021.0,8.0,8.0,20210803.0,90.66,1.0,2.0,2.0,1327.0,727.0,600.0,,辞職/現職議員の辞職に伴う,,,,,与那国町議会議員補欠選挙（2021年08月08日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,1072.0,1.0,37.5,6.5,31.0,34.25,37.5,40.75,44.0,31.0,0.0,31.0,31.0,31.0,31.0,31.0,,,,,,,,,,,,,,1072.0,,,,,1072.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,
与那国町議会議員選挙（2006年09月10日投票）,与那国町議会議員選挙,沖縄県,与那国町,20060910.0,2006.0,9.0,10.0,20060905.0,97.45,6.0,8.0,1.3333333333333333,1256.0,,,,任期満了,,,,,与那国町議会議員選挙（2006年09月10日投票）,1.0,8.0,6.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.6666666666666666,0.3333333333333333,0.0,0.7493837304847987,0.25061626951520133,,0.12489728841413311,0.12530813475760066,,1217.0,3.0,52.875,9.102712507818755,35.0,50.0,53.0,60.0,64.0,50.0,8.679477710861024,35.0,46.0,52.5,53.0,63.0,,,,,,,,,,,,,116.0,435.0,,,,666.0,1217.0,,,,,,,,,,,,,0.09531635168447,0.3574363188167625,,,,0.5472473294987674,1.0,,,,,,,,,,,,,0.09531635168447,0.1191454396055875,,,,0.13681183237469186,,,,,,,,,,,,,1.0,3.0,,,,4.0,,,,,,,,,,,,,0.0,2.0,,,,4.0
与那国町議会議員選挙（2010年09月10日投票）,与那国町議会議員選挙,沖縄県,与那国町,20100910.0,2010.0,9.0,10.0,20100905.0,94.9,6.0,8.0,1.3333333333333333,1235.0,,,-21.0,任期満了,97.45,,,,与那国町議会議員選挙（2010年09月10日投票）,1.0,8.0,6.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.375,0.125,0.6666666666666666,0.3333333333333333,0.0,0.5180102915951973,0.3687821612349914,0.11320754716981132,0.12950257289879932,0.12292738707833047,0.11320754716981132,1166.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.0,,,,604.0,1166.0,,,,,,,,,,,,,,0.48198970840480276,,,,0.5180102915951973,1.0,,,,,,,,,,,,,,0.12049742710120069,,,,0.12950257289879932,,,,,,,,,,,,,,4.0,,,,4.0,,,,,,,,,,,,,,2.0,,,,4.0
与那国町議会議員選挙（2014年09月07日投票）,与那国町議会議員選挙,沖縄県,与那国町,20140907.0,2014.0,9.0,7.0,20140902.0,97.14,6.0,7.0,1.1666666666666667,1119.0,,,-116.0,任期満了,94.9,,,,与那国町議会議員選挙（2014年09月07日投票）,1.0,7.0,6.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.7286245353159851,0.15985130111524162,0.11152416356877323,0.14572490706319702,0.15985130111524162,0.11152416356877323,1076.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.0,,,,583.0,1076.0,,,,,,,,,,,,,,0.45817843866171004,,,,0.54182156133829,1.0,,,,,,,,,,,,,,0.15272614622057,,,,0.1354553903345725,,,,,,,,,,,,,,3.0,,,,4.0,,,,,,,,,,,,,,3.0,,,,3.0
与那国町議会議員選挙（2018年09月09日投票）,与那国町議会議員選挙,沖縄県,与那国町,20180909.0,2018.0,9.0,9.0,20180904.0,94.81,10.0,12.0,1.2,1329.0,,,210.0,任期満了,97.14,,,,与那国町議会議員選挙（2018年09月09日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.5,0.4166666666666667,0.08333333333333333,0.6,0.3,0.1,0.5728004582403666,0.3407994726395781,0.0864000691200553,0.0954667430400611,0.06815989452791563,0.0864000691200553,1249.999,2.0,57.583333333333336,5.219488054929866,44.0,56.0,58.0,60.25,65.0,57.4,5.695612346359258,44.0,56.0,57.5,60.75,65.0,,,,,,,,,,,,,,792.999,,,,457.0,1249.999,,,,,,,,,,,,,,0.634399707519766,,,,0.36560029248023396,1.0,,,,,,,,,,,,,,0.07929996343997076,,,,0.09140007312005849,,,,,,,,,,,,,,8.0,,,,4.0,,,,,,,,,,,,,,6.0,,,,4.0
中城村議会議員補欠選挙（2008年06月22日投票）,中城村議会議員補欠選挙,沖縄県,中城村,20080622.0,2008.0,6.0,22.0,20080617.0,72.75,1.0,2.0,2.0,12398.0,,,,その他,,,,,中城村議会議員補欠選挙（2008年06月22日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,7908.0,1.0,58.0,7.0,51.0,54.5,58.0,61.5,65.0,51.0,0.0,51.0,51.0,51.0,51.0,51.0,,,,,,,,,,,,,,7908.0,,,,,7908.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,
中城村議会議員補欠選挙（2016年06月05日投票）,中城村議会議員補欠選挙,沖縄県,中城村,20160605.0,2016.0,6.0,5.0,20160531.0,無投票,2.0,2.0,1.0,,,,,その他,72.75,,,,中城村議会議員補欠選挙（2016年06月05日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,0.0,0.0,54.5,12.5,42.0,48.25,54.5,60.75,67.0,54.5,12.5,42.0,48.25,54.5,60.75,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中城村議会議員補欠選挙（2020年06月07日投票）,中城村議会議員補欠選挙,沖縄県,中城村,20200607.0,2020.0,6.0,7.0,20200602.0,47.78,1.0,4.0,4.0,,,,,その他/外間博則氏の辞職による,,,,,中城村議会議員補欠選挙（2020年06月07日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,7030.0,1.0,55.75,11.098986440211556,41.0,47.75,56.0,64.0,70.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,,7030.0,,,,,7030.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,1.0,,,,
中城村議会議員選挙（2006年09月10日投票）,中城村議会議員選挙,沖縄県,中城村,20060910.0,2006.0,9.0,10.0,20060905.0,68.95,16.0,18.0,1.125,12240.0,,,,任期満了,,,,,中城村議会議員選挙（2006年09月10日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.7222222222222222,0.2777777777777778,0.0,0.75,0.25,0.0,0.7459440531767036,0.25405594682329635,,0.05738031178282336,0.05081118936465927,,8338.99,3.0,56.72222222222222,6.487642574374725,43.0,56.25,57.5,60.0,65.0,56.1875,6.540439109876339,43.0,56.0,57.5,60.0,65.0,,,,,,,617.0,,493.0,,,,,7228.99,,,,,8338.99,,,,,,,0.07398977574022754,,0.05911986943262913,,,,,0.8668903548271434,,,,,1.0,,,,,,,0.07398977574022754,,0.05911986943262913,,,,,0.05418064717669646,,,,,,,,,,,1.0,,1.0,,,,,16.0,,,,,,,,,,,1.0,,1.0,,,,,14.0,,,,
中城村議会議員選挙（2010年09月12日投票）,中城村議会議員選挙,沖縄県,中城村,20100912.0,2010.0,9.0,12.0,20100907.0,,16.0,19.0,1.1875,,,,,任期満了,68.95,,,,中城村議会議員選挙（2010年09月12日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.05263157894736842,0.0625,0.631578947368421,0.21052631578947367,0.0,0.75,0.125,0.0,0.6569816304478329,0.17709208788570058,,0.05474846920398607,0.044273021971425144,,8329.0,2.0,,,,,,,,59.5625,5.883969217288615,47.0,55.75,61.0,62.5,69.0,,,,,,,,,457.0,,,,,7872.0,,,,,8329.0,,,,,,,,,0.05486853163645095,,,,,0.945131468363549,,,,,1.0,,,,,,,,,0.05486853163645095,,,,,0.05250730379797494,,,,,,,,,,,,,1.0,,,,,18.0,,,,,,,,,,,,,1.0,,,,,15.0,,,,
中城村議会議員選挙（2014年09月07日投票）,中城村議会議員選挙,沖縄県,中城村,20140907.0,2014.0,9.0,7.0,20140902.0,無投票,16.0,16.0,1.0,,,,,任期満了,,,,,中城村議会議員選挙（2014年09月07日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.0625,0.0625,0.625,0.375,0.0,0.625,0.375,0.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,15.0,,,,,,,,,,,,,1.0,,,,,15.0,,,,
中城村議会議員選挙（2018年09月09日投票）,中城村議会議員選挙,沖縄県,中城村,20180909.0,2018.0,9.0,9.0,20180904.0,55.37,16.0,19.0,1.1875,16150.0,,,,任期満了,,,,,中城村議会議員選挙（2018年09月09日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.15789473684210525,0.1875,0.631578947368421,0.3684210526315789,0.0,0.6875,0.3125,0.0,0.6775913051071901,0.32240869489281,,0.056465942092265846,0.04605838498468714,,8805.997,2.0,62.31578947368421,7.97398818249852,44.0,59.5,64.0,67.5,77.0,62.125,7.465545860819556,44.0,59.75,63.5,65.25,77.0,,,,,,,,,463.74300000000005,,,,,8342.254,,,,,8805.997000000001,,,,,,,,,0.05266218010294575,,,,,0.9473378198970542,,,,,1.0,,,,,,,,,0.05266218010294575,,,,,0.05262987888316968,,,,,,,,,,,,,1.0,,,,,18.0,,,,,,,,,,,,,1.0,,,,,15.0,,,,
久米島町議会議員選挙（2003年11月16日投票）,久米島町議会議員選挙,沖縄県,久米島町,20031116.0,2003.0,11.0,16.0,20031111.0,86.8,1.0,24.0,24.0,7153.0,,,,任期満了,,,,,久米島町議会議員選挙（2003年11月16日投票）,1.0,24.0,18.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.7083333333333334,0.2916666666666667,0.0,0.7777777777777778,0.2222222222222222,0.0,0.7136280193236715,0.28637198067632846,,0.04197811878374538,0.04091028295376121,,6210.0,2.0,58.333333333333336,7.498147919467994,37.0,53.75,60.0,63.0,71.0,59.72222222222222,6.706593402147501,48.0,53.25,61.0,64.5,71.0,,,,,,,,,255.0,,,,,5955.0,,,,,6210.0,,,,,,,,,0.04106280193236715,,,,,0.9589371980676329,,,,,1.0,,,,,,,,,0.04106280193236715,,,,,0.04169292165511447,,,,,,,,,,,,,1.0,,,,,23.0,,,,,,,,,,,,,1.0,,,,,17.0,,,,
