,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_　,得票数_かりゆしクラブ,得票数_公務員を変える,得票数_公明党,得票数_命どぅ宝！琉球の自己決定権の会,得票数_幸福実現党,得票数_政党そうぞう,得票数_新しい風・にぬふぁぶし,得票数_日本共産党,得票数_日本社会党,得票数_日本維新の会,得票数_民主党,得票数_沖縄社会大衆党,得票数_無所属,得票数_社会民主党,得票数_社会民主党（沖縄県連合）,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_　,得票率_かりゆしクラブ,得票率_公務員を変える,得票率_公明党,得票率_命どぅ宝！琉球の自己決定権の会,得票率_幸福実現党,得票率_政党そうぞう,得票率_新しい風・にぬふぁぶし,得票率_日本共産党,得票率_日本社会党,得票率_日本維新の会,得票率_民主党,得票率_沖縄社会大衆党,得票率_無所属,得票率_社会民主党,得票率_社会民主党（沖縄県連合）,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_　,一人あたり得票率_かりゆしクラブ,一人あたり得票率_公務員を変える,一人あたり得票率_公明党,一人あたり得票率_命どぅ宝！琉球の自己決定権の会,一人あたり得票率_幸福実現党,一人あたり得票率_政党そうぞう,一人あたり得票率_新しい風・にぬふぁぶし,一人あたり得票率_日本共産党,一人あたり得票率_日本社会党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_沖縄社会大衆党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_社会民主党（沖縄県連合）,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_　,立候補者数_かりゆしクラブ,立候補者数_公務員を変える,立候補者数_公明党,立候補者数_命どぅ宝！琉球の自己決定権の会,立候補者数_幸福実現党,立候補者数_政党そうぞう,立候補者数_新しい風・にぬふぁぶし,立候補者数_日本共産党,立候補者数_日本社会党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_沖縄社会大衆党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_社会民主党（沖縄県連合）,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_　,当選者数_かりゆしクラブ,当選者数_公務員を変える,当選者数_公明党,当選者数_命どぅ宝！琉球の自己決定権の会,当選者数_幸福実現党,当選者数_政党そうぞう,当選者数_新しい風・にぬふぁぶし,当選者数_日本共産党,当選者数_日本社会党,当選者数_日本維新の会,当選者数_民主党,当選者数_沖縄社会大衆党,当選者数_無所属,当選者数_社会民主党,当選者数_社会民主党（沖縄県連合）,当選者数_立憲民主党,当選者数_自由民主党
糸満市議会議員補欠選挙（2016年06月05日投票）,糸満市議会議員補欠選挙,沖縄県,糸満市,20160605.0,2016.0,6.0,5.0,20160529.0,59.4,2.0,4.0,2.0,44699.0,,,4219.0,任期満了,67.68,,,,糸満市議会議員補欠選挙（2016年06月05日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.25,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,25503.0,0.0,52.25,13.141061600951424,31.0,46.75,56.5,62.0,65.0,46.0,15.0,31.0,38.5,46.0,53.5,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
糸満市議会議員補欠選挙（2020年06月07日投票）,糸満市議会議員補欠選挙,沖縄県,糸満市,20200607.0,2020.0,6.0,7.0,20200531.0,54.53,1.0,3.0,3.0,47087.0,,,13.0,辞職/当銘シンエイ氏の市長選出馬に伴う辞職による。,57.7,,,,糸満市議会議員補欠選挙（2020年06月07日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,22682.0,1.0,50.0,9.93310961716756,36.0,46.0,56.0,57.0,58.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,,,,,,,,,,,,,,22682.0,,,,,22682.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,
糸満市議会議員選挙（1973年11月18日投票）,糸満市議会議員選挙,沖縄県,糸満市,19731118.0,1973.0,11.0,18.0,19731111.0,86.57,27.0,31.0,1.148148148148148,20875.0,,,,任期満了,,,,,糸満市議会議員選挙（1973年11月18日投票）,1.0,31.0,27.0,1.1481481481481481,0.0,0.0,0.0,0.03225806451612903,0.037037037037037035,0.3870967741935484,0.5806451612903226,0.03225806451612903,0.4074074074074074,0.5555555555555556,0.037037037037037035,0.38642192662145713,0.5835032122559921,0.030074861122550766,0.032201827218454764,0.032416845125332897,0.030074861122550766,17483.039999999997,5.0,46.25806451612903,10.077018702539037,26.0,37.5,46.0,54.5,63.0,45.111111111111114,10.195617552848411,26.0,36.0,45.0,53.5,63.0,,,,914.0,,,,,2404.7,2165.8,,,,10435.230000000001,,,,1563.31,17483.04,,,,0.05227923747815025,,,,,0.13754472906313775,0.12388005747284225,,,,0.5968773165307636,,,,0.0894186594551062,1.0,,,,0.05227923747815025,,,,,0.03438618226578444,0.030970014368210563,,,,0.02984386582653818,,,,0.0447093297275531,,,,1.0,,,,,4.0,4.0,,,,20.0,,,,2.0,,,,1.0,,,,,4.0,4.0,,,,16.0,,,,2.0
糸満市議会議員選挙（1977年11月13日投票）,糸満市議会議員選挙,沖縄県,糸満市,19771113.0,1977.0,11.0,13.0,19771106.0,87.83,27.0,39.0,1.4444444444444444,24589.0,,,3714.0,任期満了,86.57,,,,糸満市議会議員選挙（1977年11月13日投票）,1.0,39.0,27.0,1.4444444444444444,0.0,0.0,0.0,0.05128205128205128,0.07407407407407407,0.46153846153846156,0.5384615384615384,0.0,0.5555555555555556,0.4444444444444444,0.0,0.5086085820971263,0.4913914179028736,,0.02825603233872924,0.023399591328708266,,20690.98,5.0,44.0,11.229539799233274,26.0,35.5,45.0,51.0,67.0,43.074074074074076,10.431170971964983,27.0,34.5,46.0,50.5,63.0,,,,799.0,,,,,3040.22,2868.54,,,,13341.49,,,,641.73,20690.98,,,,0.03861586063105759,,,,,0.1469345579571388,0.13863722259651307,,,,0.6447973948068192,,,,0.031014964008471327,1.0,,,,0.03861586063105759,,,,,0.029386911591427763,0.02772744451930261,,,,0.023881384992845155,,,,0.031014964008471327,,,,1.0,,,,,5.0,5.0,,,,27.0,,,,1.0,,,,1.0,,,,,5.0,3.0,,,,17.0,,,,1.0
糸満市議会議員選挙（1981年11月22日投票）,糸満市議会議員選挙,沖縄県,糸満市,19811122.0,1981.0,11.0,22.0,19811115.0,88.34,27.0,35.0,1.2962962962962965,26935.0,,,2346.0,任期満了,87.83,,,,糸満市議会議員選挙（1981年11月22日投票）,1.0,35.0,27.0,1.2962962962962963,0.0,0.0,0.0,0.05714285714285714,0.037037037037037035,0.6285714285714286,0.3142857142857143,0.05714285714285714,0.7037037037037037,0.25925925925925924,0.037037037037037035,0.6423125866748145,0.30402678968548014,0.0536606236397053,0.029196026667037023,0.027638799062316376,0.02683031181985265,23629.989999999998,5.0,45.97142857142857,10.459406468508115,31.0,36.5,43.0,54.0,67.0,44.18518518518518,9.04325833215013,31.0,36.5,43.0,51.5,60.0,,,,937.0,,,,,3025.6299999999997,714.0,,,,14738.1,,,,4215.26,23629.989999999998,,,,0.039653000276343754,,,,,0.1280419500812315,0.03021584012519684,,,,0.623703183962414,,,,0.17838602555481406,1.0,,,,0.039653000276343754,,,,,0.0256083900162463,0.03021584012519684,,,,0.028350144725564273,,,,0.029731004259135677,,,,1.0,,,,,5.0,1.0,,,,22.0,,,,6.0,,,,1.0,,,,,3.0,1.0,,,,17.0,,,,5.0
糸満市議会議員選挙（1985年11月17日投票）,糸満市議会議員選挙,沖縄県,糸満市,19851117.0,1985.0,11.0,17.0,19851110.0,86.49,27.0,33.0,1.2222222222222223,29228.0,,,2293.0,任期満了,88.34,,,,糸満市議会議員選挙（1985年11月17日投票）,1.0,33.0,27.0,1.2222222222222223,0.0,0.0,0.0,0.06060606060606061,0.07407407407407407,0.696969696969697,0.24242424242424243,0.06060606060606061,0.7407407407407407,0.2222222222222222,0.037037037037037035,0.6891582536141214,0.23781391245907743,0.07302783392680118,0.029963402331048758,0.02972673905738468,0.03651391696340059,25087.010000000002,5.0,47.18181818181818,8.20736751600047,35.0,41.0,46.0,53.0,64.0,47.851851851851855,8.796900564040023,35.0,41.0,47.0,54.0,64.0,,,,1103.0,,,,,3362.7400000000002,707.51,,,,16064.519999999999,,,,3849.24,25087.009999999995,,,,0.04396697733209339,,,,,0.13404307647663077,0.02820224490682629,,,,0.6403521184868185,,,,0.15343558279763114,1.0,,,,0.04396697733209339,,,,,0.03351076911915769,0.02820224490682629,,,,0.02910691447667357,,,,0.030687116559526228,,,,1.0,,,,,4.0,1.0,,,,22.0,,,,5.0,,,,1.0,,,,,3.0,1.0,,,,17.0,,,,5.0
糸満市議会議員選挙（1989年11月19日投票）,糸満市議会議員選挙,沖縄県,糸満市,19891119.0,1989.0,11.0,19.0,19891112.0,84.42,27.0,36.0,1.3333333333333333,32081.0,,,2853.0,任期満了,86.49,,,,糸満市議会議員選挙（1989年11月19日投票）,1.0,36.0,27.0,1.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.5833333333333334,0.3888888888888889,0.027777777777777776,0.5555555555555556,0.4074074074074074,0.037037037037037035,0.5918598324164147,0.38344514752699954,0.024695020056585696,0.028183801543638795,0.027388939109071395,0.024695020056585696,26868.980000000007,5.0,48.02777777777778,7.7620376445274815,35.0,40.0,47.0,55.0,68.0,47.22222222222222,7.3198529297780475,35.0,40.0,47.0,54.5,60.0,,,,1149.46,,,,,2762.89,1817.33,,,,19075.3,,,,2064.0,26868.98,,,,0.042780187413143336,,,,,0.1028282428287192,0.06763673202332206,,,,0.7099376306804351,,,,0.07681720705438018,1.0,,,,0.042780187413143336,,,,,0.0257070607071798,0.02254557734110735,,,,0.027305293487709045,,,,0.03840860352719009,,,,1.0,,,,,4.0,3.0,,,,26.0,,,,2.0,,,,1.0,,,,,3.0,1.0,,,,20.0,,,,2.0
糸満市議会議員選挙（1993年11月14日投票）,糸満市議会議員選挙,沖縄県,糸満市,19931114.0,1993.0,11.0,14.0,19931109.0,76.5,27.0,28.0,1.037037037037037,34679.0,,,2598.0,任期満了,84.42,,,,糸満市議会議員選挙（1993年11月14日投票）,1.0,28.0,27.0,1.037037037037037,0.0,0.0,0.0,0.10714285714285714,0.1111111111111111,0.7142857142857143,0.17857142857142858,0.10714285714285714,0.7037037037037037,0.18518518518518517,0.1111111111111111,0.726117708481186,0.17149555595553714,0.10238673556327697,0.0363058854240593,0.03429911119110743,0.03412891185442566,26278.99,4.0,51.67857142857143,7.046040283270412,42.0,44.0,51.5,58.25,64.0,51.96296296296296,7.015757299116735,42.0,44.5,52.0,58.5,64.0,,,,1783.8,,,,,2990.51,1086.0,,,,20418.68,,,,,26278.99,,,,0.06787932108501886,,,,,0.11379851356539958,0.04132578915704142,,,,0.7769963761925401,,,,,1.0,,,,0.06787932108501886,,,,,0.03793283785513319,0.04132578915704142,,,,0.03378245113880609,,,,,,,,1.0,,,,,3.0,1.0,,,,23.0,,,,,,,,1.0,,,,,3.0,1.0,,,,22.0,,,,
糸満市議会議員選挙（1997年11月23日投票）,糸満市議会議員選挙,沖縄県,糸満市,19971123.0,1997.0,11.0,23.0,19971116.0,74.93,27.0,35.0,1.2962962962962965,37263.0,,,2584.0,任期満了,76.5,,,,糸満市議会議員選挙（1997年11月23日投票）,1.0,35.0,27.0,1.2962962962962963,0.0,0.0,0.0,0.11428571428571428,0.14814814814814814,0.5714285714285714,0.37142857142857144,0.05714285714285714,0.7407407407407407,0.2222222222222222,0.037037037037037035,0.6418725692992885,0.3173338255813322,0.04079360511937919,0.03209362846496443,0.024410294275487094,0.020396802559689595,27628.350000000006,3.0,53.714285714285715,6.3045173308914135,43.0,48.0,53.0,57.5,68.0,52.888888888888886,6.505458297024198,43.0,48.0,51.0,56.0,68.0,,,,2272.0,,,,,3410.73,,,,,21945.620000000003,,,,,27628.350000000002,,,,0.08223437157846922,,,,,0.12345036891453887,,,,,0.794315259506992,,,,,1.0,,,,0.04111718578923461,,,,,0.030862592228634717,,,,,0.02739018136231007,,,,,,,,2.0,,,,,4.0,,,,,29.0,,,,,,,,2.0,,,,,4.0,,,,,21.0,,,,
糸満市議会議員選挙（2001年11月18日投票）,糸満市議会議員選挙,沖縄県,糸満市,20011118.0,2001.0,11.0,18.0,20011111.0,75.97,27.0,35.0,1.2962962962962965,39579.0,,,2316.0,任期満了,74.93,,,,糸満市議会議員選挙（2001年11月18日投票）,1.0,35.0,27.0,1.2962962962962963,0.0,0.0,0.0,0.05714285714285714,0.07407407407407407,0.5142857142857142,0.4857142857142857,0.0,0.5185185185185185,0.48148148148148145,0.0,0.488552989848634,0.511447010151366,,0.027141832769368556,0.030085118244197996,,29795.99,5.0,51.22857142857143,8.00030611659227,26.0,49.0,52.0,55.5,68.0,50.851851851851855,8.208864692124465,26.0,49.0,52.0,55.5,66.0,,,,3019.7,,,,,2537.08,,,,,22304.21,1111.0,,,824.0,29795.989999999998,,,,0.10134585224387577,,,,,0.08514837063645142,,,,,0.7485641524245377,0.03728689665958406,,,0.027654728035551093,1.0,,,,0.03378195074795859,,,,,0.028382790212150472,,,,,0.02772459823794584,0.03728689665958406,,,0.027654728035551093,,,,3.0,,,,,3.0,,,,,27.0,1.0,,,1.0,,,,3.0,,,,,3.0,,,,,19.0,1.0,,,1.0
糸満市議会議員選挙（2005年11月13日投票）,糸満市議会議員選挙,沖縄県,糸満市,20051113.0,2005.0,11.0,13.0,20051106.0,71.22,24.0,33.0,1.375,41512.0,,,1933.0,任期満了,75.97,,,,糸満市議会議員選挙（2005年11月13日投票）,1.0,33.0,24.0,1.375,0.0,0.0,0.0,0.06060606060606061,0.08333333333333333,0.6666666666666666,0.2727272727272727,0.06060606060606061,0.6666666666666666,0.2916666666666667,0.041666666666666664,0.6899973702218144,0.2536186807951984,0.05638394898298714,0.03136351682826429,0.02817985342168871,0.02819197449149357,29242.01,5.0,54.81818181818182,7.509406406168383,30.0,52.0,56.0,59.0,68.0,54.291666666666664,7.311401864363785,30.0,52.5,55.5,57.25,68.0,,,,2360.98,,,,,2627.38,,,,,21774.63,1145.0,,,1334.02,29242.010000000002,,,,0.08073931990311199,,,,,0.08984950076961194,,,,,0.7446352012053891,0.03915599509062475,,,0.04561998303126221,1.0,,,,0.040369659951555996,,,,,0.029949833589870647,,,,,0.028639815430976504,0.03915599509062475,,,0.04561998303126221,,,,2.0,,,,,3.0,,,,,26.0,1.0,,,1.0,,,,2.0,,,,,2.0,,,,,18.0,1.0,,,1.0
糸満市議会議員選挙（2009年11月15日投票）,糸満市議会議員選挙,沖縄県,糸満市,20091115.0,2009.0,11.0,15.0,20091108.0,67.66,24.0,30.0,1.25,43205.0,,,1693.0,任期満了,71.22,,,,糸満市議会議員選挙（2009年11月15日投票）,1.0,30.0,24.0,1.25,0.0,0.0,0.0,0.06666666666666667,0.041666666666666664,0.7,0.2,0.1,0.7083333333333334,0.16666666666666666,0.125,0.6856630745105736,0.19294356608284052,0.12139335940658585,0.0326506225957416,0.032157261013806754,0.04046445313552862,28938.979999999996,6.0,57.8,7.81622244651042,34.0,54.25,59.5,62.0,72.0,56.958333333333336,8.131621233732476,34.0,53.5,59.5,62.0,72.0,,,,2097.69,,,,,2856.64,,,1867.54,,19544.8,1063.0,,,1509.31,28938.98,,,,0.07248665986154315,,,,,0.09871253236983474,,,0.06453371888020933,,0.6753797127611271,0.03673246258161138,,,0.05215491354567438,1.0,,,,0.036243329930771576,,,,,0.03290417745661158,,,0.03226685944010466,,0.03216093870291081,0.03673246258161138,,,0.05215491354567438,,,,2.0,,,,,3.0,,,2.0,,21.0,1.0,,,1.0,,,,2.0,,,,,1.0,,,2.0,,17.0,1.0,,,1.0
糸満市議会議員選挙（2013年11月17日投票）,糸満市議会議員選挙,沖縄県,糸満市,20131117.0,2013.0,11.0,17.0,20131110.0,60.7,21.0,26.0,1.238095238095238,,,,,任期満了,67.66,,,,糸満市議会議員選挙（2013年11月17日投票）,1.0,26.0,21.0,1.2380952380952381,0.0,0.0,0.0,0.11538461538461539,0.047619047619047616,,,,,,,,,,,,,26757.0,5.0,,,,,,,,,,,,,,,,,,2407.31,,,,,2359.2200000000003,,,,,19058.48,1068.0,,,1863.99,26757.000000000004,,,,0.08996935381395521,,,,,0.08817206712262211,,,,,0.7122801509885263,0.03991478865343648,,,0.0696636394214598,1.0,,,,0.044984676906977605,,,,,0.04408603356131106,,,,,0.03561400754942631,0.03991478865343648,,,0.0696636394214598,,,,2.0,,,,,2.0,,,,,20.0,1.0,,,1.0,,,,2.0,,,,,2.0,,,,,15.0,1.0,,,1.0
糸満市議会議員選挙（2017年11月19日投票）,糸満市議会議員選挙,沖縄県,糸満市,20171119.0,2017.0,11.0,19.0,20171112.0,57.7,21.0,28.0,1.3333333333333333,47074.0,,,,任期満了,60.7,,,,糸満市議会議員選挙（2017年11月19日投票）,1.0,28.0,21.0,1.3333333333333333,0.0,0.0,0.0,0.07142857142857142,0.09523809523809523,0.6071428571428571,0.39285714285714285,0.0,0.7142857142857143,0.2857142857142857,0.0,0.652048661429619,0.34795133857038096,,0.038355803613507,0.03163193987003463,,26766.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西原町議会議員補欠選挙（2012年09月09日投票）,西原町議会議員補欠選挙,沖縄県,西原町,20120909.0,2012.0,9.0,9.0,20120904.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,西原町議会議員補欠選挙（2012年09月09日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,
西原町議会議員補欠選挙（2016年09月11日投票）,西原町議会議員補欠選挙,沖縄県,西原町,20160911.0,2016.0,9.0,11.0,20160906.0,50.0,1.0,3.0,3.0,27191.0,,,,任期満了/仲松勤議員の沖縄県議会議員選出馬による辞職のため,,,,,西原町議会議員補欠選挙（2016年09月11日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.8631317444297802,0.1368682555702197,,0.4315658722148901,0.1368682555702197,12881.0,0.0,56.0,8.831760866327848,47.0,50.0,53.0,60.5,68.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西原町議会議員補欠選挙（2020年07月05日投票）,西原町議会議員補欠選挙,沖縄県,西原町,20200705.0,2020.0,7.0,5.0,20200630.0,34.4,4.0,5.0,1.25,,,,,辞職/崎原盛秀氏の町長選出馬のための辞職、与那嶺義雄、仲松勤、上里善清各氏の沖縄県議選出馬による自動失職のため,50.0,,,,西原町議会議員補欠選挙（2020年07月05日投票）,1.0,5.0,4.0,1.25,0.0,0.0,0.0,0.2,0.25,,,,,,,,,,,,,9102.999,1.0,53.4,17.46539435569664,27.0,42.0,56.0,65.0,77.0,52.75,19.472737352514155,27.0,38.25,53.5,68.0,77.0,,,,,,,,,,,,,,9102.999,,,,,9102.999,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,4.0,,,,
西原町議会議員選挙（2006年09月10日投票）,西原町議会議員選挙,沖縄県,西原町,20060910.0,2006.0,9.0,10.0,20060905.0,67.14,19.0,23.0,1.2105263157894737,24516.0,,,,任期満了,,,,,西原町議会議員選挙（2006年09月10日投票）,1.0,23.0,19.0,1.2105263157894737,0.0,0.0,0.0,0.13043478260869565,0.10526315789473684,0.782608695652174,0.13043478260869565,0.08695652173913043,0.7894736842105263,0.10526315789473684,0.10526315789473684,0.7700844407164137,0.13151360030327516,0.09840195898031112,0.04278246892868965,0.04383786676775839,0.04920097949015556,16249.27,4.0,56.0,8.57194615414523,29.0,51.5,57.0,62.0,69.0,57.10526315789474,8.632220772029855,29.0,52.5,59.0,63.0,69.0,,,,2242.0,,,,,848.0,,,510.0,,12649.27,,,,,16249.27,,,,0.13797542905004348,,,,,0.052186959783424115,,,0.031386025341446105,,0.7784515858250863,,,,,1.0,,,,0.06898771452502174,,,,,0.052186959783424115,,,0.031386025341446105,,0.040971136096057174,,,,,,,,2.0,,,,,1.0,,,1.0,,19.0,,,,,,,,2.0,,,,,1.0,,,0.0,,16.0,,,,
西原町議会議員選挙（2010年09月12日投票）,西原町議会議員選挙,沖縄県,西原町,20100912.0,2010.0,9.0,12.0,20100907.0,57.1,19.0,21.0,1.1052631578947372,25704.0,,,1188.0,任期満了,67.14,,,,西原町議会議員選挙（2010年09月12日投票）,1.0,21.0,19.0,1.105263157894737,0.0,0.0,0.0,0.09523809523809523,0.10526315789473684,0.6666666666666666,0.2857142857142857,0.0,0.7368421052631579,0.21052631578947367,0.0,0.7013322509557813,0.25310002288758326,,0.05009516078255581,0.042183337147930544,,14461.99,5.0,,,,,,,,,,,,,,,,,,1420.0,,,837.5,,900.0,,,,,10336.49,968.0,,,,14461.99,,,,0.09818842358485935,,,0.057910425881915285,,0.06223209945519254,,,,,0.7147349707751146,0.0669340803029182,,,,1.0,,,,0.09818842358485935,,,0.057910425881915285,,0.06223209945519254,,,,,0.04204323357500674,0.0669340803029182,,,,,,,1.0,,,1.0,,1.0,,,,,17.0,1.0,,,,,,,1.0,,,1.0,,1.0,,,,,15.0,1.0,,,
西原町議会議員選挙（2014年09月07日投票）,西原町議会議員選挙,沖縄県,西原町,20140907.0,2014.0,9.0,7.0,20140902.0,59.79,19.0,25.0,1.3157894736842106,26127.0,,,423.0,任期満了,57.1,,,,西原町議会議員選挙（2014年09月07日投票）,1.0,25.0,19.0,1.3157894736842106,0.0,0.0,0.0,0.12,0.15789473684210525,0.64,0.32,0.04,0.6842105263157895,0.2631578947368421,0.05263157894736842,0.6328834309646781,0.32072529479215134,0.04639127424317051,0.039555214435292384,0.04009066184901892,0.04639127424317051,15410.01,6.0,,,,,,,,,,,,,,,,,,1289.0,,,788.56,,999.0,,,,,9582.41,1071.83,,,1679.21,15410.009999999998,,,,0.08364692819797002,,,0.05117193304871314,,0.06482799167554078,,,,,0.6218302259375562,0.06955414045805292,,,0.10896878068216699,1.0,,,,0.08364692819797002,,,0.05117193304871314,,0.06482799167554078,,,,,0.034546123663197564,0.03477707022902646,,,0.054484390341083495,,,,1.0,,,1.0,,1.0,,,,,18.0,2.0,,,2.0,,,,1.0,,,1.0,,1.0,,,,,13.0,1.0,,,2.0
西原町議会議員選挙（2018年09月09日投票）,西原町議会議員選挙,沖縄県,西原町,20180909.0,2018.0,9.0,9.0,20180904.0,56.51,19.0,21.0,1.1052631578947372,,,,,任期満了,59.79,,,,西原町議会議員選挙（2018年09月09日投票）,1.0,21.0,19.0,1.105263157894737,0.0,0.0,0.0,0.14285714285714285,0.10526315789473684,0.8095238095238095,0.14285714285714285,0.047619047619047616,0.8421052631578947,0.10526315789473684,0.05263157894736842,0.769635829733029,0.17993291721624222,0.0504312530507287,0.04527269586664877,0.059977639072080736,0.0504312530507287,15188.994,6.0,61.38095238095238,11.569566771640446,31.0,59.0,63.0,70.0,76.0,62.05263157894737,10.054973549184117,31.0,59.5,63.0,70.0,76.0,,,,1093.0,802.4019999999999,,,,1152.0,,,,,8418.042,807.0,,,2916.55,15188.993999999999,,,,0.07195999945750194,0.05282785680210289,,,,0.07584439101101759,,,,,0.554219851558306,0.05313057599469722,,,0.19201732517637446,1.0,,,,0.07195999945750194,0.05282785680210289,,,,0.07584439101101759,,,,,0.039587132254164714,0.05313057599469722,,,0.06400577505879149,,,,1.0,1.0,,,,1.0,,,,,14.0,1.0,,,3.0,,,,1.0,1.0,,,,1.0,,,,,12.0,1.0,,,3.0
読谷村議会議員補欠選挙（2006年02月05日投票）,読谷村議会議員補欠選挙,沖縄県,読谷村,20060205.0,2006.0,2.0,5.0,20060131.0,無投票,2.0,2.0,1.0,28273.0,,,,任期満了,,,,,読谷村議会議員補欠選挙（2006年02月05日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,42.0,0.0,42.0,42.0,42.0,42.0,42.0,42.0,0.0,42.0,42.0,42.0,42.0,42.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,
読谷村議会議員補欠選挙（2010年02月07日投票）,読谷村議会議員補欠選挙,沖縄県,読谷村,20100207.0,2010.0,2.0,7.0,20100202.0,48.02,1.0,3.0,3.0,29346.0,,,1073.0,その他,,,,,読谷村議会議員補欠選挙（2010年02月07日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.6181926101795518,0.38180738982044815,,0.3090963050897759,0.38180738982044815,13478.0,1.0,58.333333333333336,3.8586123009300755,53.0,56.5,60.0,61.0,62.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,,13478.0,,,,,13478.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,
