,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_みんなの党,得票数_上野原市民オンブズマン,得票数_全国市民連合会,得票数_公明党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_甲斐市の明日を考える会,得票数_社会民主党,得票数_自由民主党,得票数_通信・放送と医療を考える市民の会,得票数_sum_v,得票率_みんなの党,得票率_上野原市民オンブズマン,得票率_全国市民連合会,得票率_公明党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_甲斐市の明日を考える会,得票率_社会民主党,得票率_自由民主党,得票率_通信・放送と医療を考える市民の会,得票率_sum_v,一人あたり得票率_みんなの党,一人あたり得票率_上野原市民オンブズマン,一人あたり得票率_全国市民連合会,一人あたり得票率_公明党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_甲斐市の明日を考える会,一人あたり得票率_社会民主党,一人あたり得票率_自由民主党,一人あたり得票率_通信・放送と医療を考える市民の会,立候補者数_みんなの党,立候補者数_上野原市民オンブズマン,立候補者数_全国市民連合会,立候補者数_公明党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_甲斐市の明日を考える会,立候補者数_社会民主党,立候補者数_自由民主党,立候補者数_通信・放送と医療を考える市民の会,当選者数_みんなの党,当選者数_上野原市民オンブズマン,当選者数_全国市民連合会,当選者数_公明党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_甲斐市の明日を考える会,当選者数_社会民主党,当選者数_自由民主党,当選者数_通信・放送と医療を考える市民の会
甲州市議会議員選挙（2013年11月10日投票）,甲州市議会議員選挙,山梨県,甲州市,20131110.0,2013.0,11.0,10.0,20131103.0,72.04,18.0,21.0,1.1666666666666667,20197.0,,,-8893.0,任期満了,72.77,,,,甲州市議会議員選挙（2013年11月10日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.09523809523809523,0.1111111111111111,0.5714285714285714,0.42857142857142855,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6589859437751004,0.3410140562248996,,0.0549154953145917,0.03789045069165551,,19920.0,3.0,60.523809523809526,9.50998997355161,35.0,58.0,64.0,66.0,74.0,59.72222222222222,9.954371209315005,35.0,55.0,64.0,66.0,74.0,,,,1441.0,,961.0,,17518.0,,,,,19920.0,,,,0.07233935742971888,,0.0482429718875502,,0.8794176706827309,,,,,1.0,,,,0.07233935742971888,,0.0482429718875502,,0.04628514056224899,,,,,,,,1.0,,1.0,,19.0,,,,,,,,1.0,,1.0,,16.0,,,,
甲州市議会議員選挙（2017年11月12日投票）,甲州市議会議員選挙,山梨県,甲州市,20171112.0,2017.0,11.0,12.0,20171105.0,無投票,18.0,18.0,1.0,,,,,任期満了,72.04,,,,甲州市議会議員選挙（2017年11月12日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.3888888888888889,0.05555555555555555,0.5555555555555556,0.3888888888888889,0.05555555555555555,,,,,,,0.0,0.0,58.27777777777778,11.9201302917728,37.0,49.0,58.5,68.75,78.0,58.27777777777778,11.9201302917728,37.0,49.0,58.5,68.75,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
甲府市議会議員増員選挙（2006年04月09日投票）,甲府市議会議員増員選挙,山梨県,甲府市,20060409.0,2006.0,4.0,9.0,20060402.0,,0.0,4.0,,4774.0,,,,その他,,,,,甲府市議会議員増員選挙（2006年04月09日投票）,2.0,4.0,3.0,1.3333333333333333,0.25,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,2133.0,1.0,55.5,16.070158679988197,28.0,52.75,63.0,65.75,68.0,64.66666666666667,2.8674417556808756,61.0,63.0,65.0,66.5,68.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,3.0,,,,
甲府市議会議員選挙（1999年04月25日投票）,甲府市議会議員選挙,山梨県,甲府市,19990425.0,1999.0,4.0,25.0,19990418.0,55.67,34.0,40.0,1.1764705882352942,151627.0,,,,任期満了,,,,,甲府市議会議員選挙（1999年04月25日投票）,1.0,40.0,34.0,1.1764705882352942,0.0,0.0,0.0,0.1,0.11764705882352941,0.75,0.225,0.025,0.7941176470588235,0.17647058823529413,0.029411764705882353,0.7623790344593543,0.20946933575289522,0.02815162978775045,0.025412634481978478,0.02327437063921058,0.02815162978775045,82979.20999999999,5.0,56.05,9.82585874109739,35.0,49.5,55.0,63.25,84.0,56.8235294117647,9.754246701807537,35.0,50.25,55.5,63.75,84.0,,,,8753.0,,7447.91,4493.93,58234.96,,4049.41,,,82979.21,,,,0.10548425322439198,,0.08975633776219367,0.05415730036475402,0.7018018127673183,,0.04880029588134184,,,1.0,,,,0.026371063306097994,,0.02243908444054842,0.02707865018237701,0.025064350455975656,,0.02440014794067092,,,,,,4.0,,4.0,2.0,28.0,,2.0,,,,,,4.0,,3.0,2.0,24.0,,1.0,,
甲府市議会議員選挙（2007年04月22日投票）,甲府市議会議員選挙,山梨県,甲府市,20070422.0,2007.0,4.0,22.0,20070415.0,54.41,32.0,40.0,1.25,155218.0,,,,任期満了,54.29,,,,甲府市議会議員選挙（2007年04月22日投票）,1.0,40.0,32.0,1.25,0.0,0.0,0.0,0.075,0.09375,0.65,0.35,0.0,0.75,0.25,0.0,0.6841346514655153,0.3158653485344846,,0.026312871210212127,0.022561810609606044,,83412.98000000001,4.0,57.425,10.256430909434334,34.0,51.0,56.5,64.0,77.0,59.15625,10.084360958310645,34.0,52.0,59.0,68.0,77.0,,,,10866.03,,7848.09,,59845.840000000004,,4853.02,,,83412.98000000001,,,,0.1302678551947191,,0.09408715526048822,,0.7174643562668543,,0.05818063327793828,,,1.0,,,,0.026053571038943818,,0.023521788815122055,,0.024740150216098426,,0.02909031663896914,,,,,,5.0,,4.0,,29.0,,2.0,,,,,,5.0,,2.0,,23.0,,2.0,,
甲府市議会議員選挙（2011年04月24日投票）,甲府市議会議員選挙,山梨県,甲府市,20110424.0,2011.0,4.0,24.0,20110417.0,44.15,32.0,35.0,1.09375,154571.0,,,-647.0,任期満了,54.41,,,,甲府市議会議員選挙（2011年04月24日投票）,1.0,35.0,32.0,1.09375,0.0,0.0,0.0,0.02857142857142857,0.03125,0.5142857142857142,0.45714285714285713,0.02857142857142857,0.5625,0.40625,0.03125,0.5680199839167066,0.4018927286920565,0.030087287391237068,0.03155666577315037,0.02511829554325353,0.030087287391237068,67137.98999999999,5.0,54.714285714285715,10.971577379943216,28.0,48.0,55.0,60.5,78.0,55.4375,10.897068126335634,28.0,49.75,55.0,61.0,78.0,1998.0,,,10850.83,,6374.9,,44887.84,,3026.42,,,67137.99,0.029759604063213686,,,0.1616198221007212,,0.09495220217346392,,0.6685907635900329,,0.04507760807256815,,,1.0,0.029759604063213686,,,0.03232396442014424,,0.03165073405782131,,0.026743630543601314,,0.04507760807256815,,,1.0,,,5.0,,3.0,,25.0,,1.0,,,1.0,,,5.0,,3.0,,22.0,,1.0,,
甲府市議会議員選挙（2015年04月26日投票）,甲府市議会議員選挙,山梨県,甲府市,20150426.0,2015.0,4.0,26.0,20150419.0,46.69,32.0,44.0,1.375,,,,,任期満了,44.15,,,,甲府市議会議員選挙（2015年04月26日投票）,1.0,44.0,32.0,1.375,0.0,0.0,0.0,0.09090909090909091,0.09375,0.5681818181818182,0.4090909090909091,0.022727272727272728,0.6875,0.28125,0.03125,0.5734176050482251,0.36436414584867755,0.06221824910309727,0.022936704201929007,0.02024245254714875,0.06221824910309727,70316.99000000002,5.0,53.40909090909091,11.294242664090937,30.0,46.75,55.0,59.25,76.0,54.03125,11.560937394411406,30.0,47.75,56.5,62.25,72.0,,,,9310.0,450.0,6642.1900000000005,,51465.47,,2449.33,,,70316.99,,,,0.132400434091391,0.006399591336318576,0.09446067017373753,,0.7319066131812525,,0.0348326912173004,,,1.0,,,,0.0264800868182782,0.006399591336318576,0.023615167543434384,,0.022178988278219774,,0.0348326912173004,,,,,,5.0,1.0,4.0,,33.0,,1.0,,,,,,5.0,0.0,4.0,,22.0,,1.0,,
甲府市議会議員選挙（2019年04月21日投票）,甲府市議会議員選挙,山梨県,甲府市,20190421.0,2019.0,4.0,21.0,20190414.0,43.45,32.0,40.0,1.25,153011.0,,,,任期満了,46.69,,,,甲府市議会議員選挙（2019年04月21日投票）,1.0,40.0,32.0,1.25,0.0,0.0,0.0,0.1,0.125,0.7,0.25,0.05,0.84375,0.09375,0.0625,0.80183480049301,0.15469193758504685,0.04347326192194301,0.028636957160464643,0.015469193758504685,0.021736630960971504,65665.995,4.0,56.35,10.57012298887766,36.0,49.75,57.5,63.25,76.0,56.53125,10.911531672386788,36.0,50.0,58.0,63.25,76.0,,,,9306.0,,5746.728,,48457.488,,2155.779,,,65665.995,,,,0.14171718558441093,,0.08751451950130354,,0.7379388372931835,,0.032829457621102065,,,1.0,,,,0.028343437116882187,,0.021878629875325885,,0.024597961243106117,,0.032829457621102065,,,,,,5.0,,4.0,,30.0,,1.0,,,,,,5.0,,2.0,,24.0,,1.0,,
甲斐市議会議員補欠選挙（2012年09月23日投票）,甲斐市議会議員補欠選挙,山梨県,甲斐市,20120923.0,2012.0,9.0,23.0,20120916.0,無投票,1.0,1.0,1.0,58405.0,,,,その他,,,,,甲斐市議会議員補欠選挙（2012年09月23日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
甲斐市議会議員補欠選挙（2016年09月18日投票）,甲斐市議会議員補欠選挙,山梨県,甲斐市,20160918.0,2016.0,9.0,18.0,20160911.0,15.09,1.0,2.0,2.0,60464.0,,,2059.0,任期満了,,,,,甲斐市議会議員補欠選挙（2016年09月18日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,8638.0,0.0,47.0,9.0,38.0,42.5,47.0,51.5,56.0,38.0,0.0,38.0,38.0,38.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
甲斐市議会議員選挙（2006年04月16日投票）,甲斐市議会議員選挙,山梨県,甲斐市,20060416.0,2006.0,4.0,16.0,20060406.0,63.95,28.0,31.0,1.1071428571428572,56028.0,,,,任期満了,,,,,甲斐市議会議員選挙（2006年04月16日投票）,1.0,31.0,28.0,1.1071428571428572,0.0,0.0,0.0,0.0967741935483871,0.10714285714285714,0.9032258064516129,0.0967741935483871,0.0,0.8928571428571429,0.10714285714285714,0.0,0.867481508981352,0.13251849101864807,,0.030981482463619713,0.04417283033954936,,35017.0,3.0,60.645161290322584,10.215574406652637,33.0,57.5,62.0,69.0,77.0,61.32142857142857,9.300743332154276,33.0,57.75,62.0,69.0,77.0,,,,4020.16,,2268.0,,28728.84,,,,,35017.0,,,,0.11480595139503669,,0.06476854099437417,,0.8204255076105892,,,,,1.0,,,,0.03826865046501223,,0.03238427049718708,,0.03155482721579189,,,,,,,,3.0,,2.0,,26.0,,,,,,,,3.0,,2.0,,23.0,,,,
甲斐市議会議員選挙（2010年04月16日投票）,甲斐市議会議員選挙,山梨県,甲斐市,20100416.0,2010.0,4.0,16.0,20100411.0,59.77,22.0,25.0,1.1363636363636365,57032.0,,,1004.0,任期満了,63.95,,,,甲斐市議会議員選挙（2010年04月16日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.08,0.09090909090909091,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.04,,,33657.0,0.0,,,,,,,,58.59090909090909,8.726444089449092,37.0,54.0,61.0,64.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
甲斐市議会議員選挙（2014年04月20日投票）,甲斐市議会議員選挙,山梨県,甲斐市,20140420.0,2014.0,4.0,20.0,20140413.0,51.79,22.0,24.0,1.0909090909090908,,,,,任期満了,59.77,,,,甲斐市議会議員選挙（2014年04月20日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.125,0.13636363636363635,0.75,0.25,0.0,0.8181818181818182,0.18181818181818182,0.0,0.7706984783271766,0.2293015216728234,,0.04281658212928759,0.0382169202788039,,29507.0,4.0,62.541666666666664,8.470434693030157,40.0,60.25,65.0,67.0,76.0,62.86363636363637,8.646047202705116,40.0,61.25,65.0,67.0,76.0,,,,3642.893,,1808.0,,23559.107,497.0,,,,29507.0,,,,0.12345860304334565,,0.06127359609584167,,0.7984243399871217,0.01684346087369099,,,,1.0,,,,0.06172930152167282,,0.030636798047920834,,0.04202233368353272,0.01684346087369099,,,,,,,2.0,,2.0,,19.0,1.0,,,,,,,2.0,,2.0,,18.0,0.0,,,
甲斐市議会議員選挙（2018年04月22日投票）,甲斐市議会議員選挙,山梨県,甲斐市,20180422.0,2018.0,4.0,22.0,20180415.0,45.35,22.0,23.0,1.0454545454545454,,,,,任期満了,51.79,,,,甲斐市議会議員選挙（2018年04月22日投票）,1.0,23.0,22.0,1.0454545454545454,0.0,0.0,0.0,0.08695652173913043,0.09090909090909091,0.7391304347826086,0.2608695652173913,0.0,0.7727272727272727,0.22727272727272727,0.0,0.7351419574841886,0.2648580425158114,,0.04324364455789345,0.04414300708596857,,26947.998,4.0,62.69565217391305,9.888222166706583,40.0,60.0,68.0,69.5,74.0,62.90909090909091,10.058506535217258,40.0,62.0,68.0,69.75,74.0,,,,3782.036,,1651.0,,20970.962,544.0,,,,26947.998,,,,0.14034571325112907,,0.06126614674678245,,0.7782011116373098,0.020187028364778713,,,,1.0,,,,0.046781904417043024,,0.030633073373391224,,0.04577653597866528,0.020187028364778713,,,,,,,3.0,,2.0,,17.0,1.0,,,,,,,3.0,,2.0,,17.0,0.0,,,
笛吹市議会議員選挙（2008年10月26日投票）,笛吹市議会議員選挙,山梨県,笛吹市,20081026.0,2008.0,10.0,26.0,20081019.0,72.21,24.0,29.0,1.2083333333333333,56869.0,,,,任期満了,,,,,笛吹市議会議員選挙（2008年10月26日投票）,1.0,29.0,24.0,1.2083333333333333,0.0,0.0,0.0,0.20689655172413793,0.16666666666666666,0.7241379310344828,0.27586206896551724,0.0,0.7916666666666666,0.20833333333333334,0.0,0.7663938784129587,0.23360612158704133,,0.03649494659109327,0.029200765198380167,,40251.0,3.0,58.10344827586207,7.992862452110577,38.0,54.0,60.0,64.0,70.0,57.833333333333336,8.522845117030398,38.0,52.0,60.5,64.5,70.0,,,,4293.48,,2322.52,,33635.0,,,,,40251.0,,,,0.10666766043079674,,0.0577009266850513,,0.835631412884152,,,,,1.0,,,,0.03555588681026558,,0.02885046334252565,,0.034817975536839664,,,,,,,,3.0,,2.0,,24.0,,,,,,,,3.0,,2.0,,19.0,,,,
笛吹市議会議員選挙（2012年10月21日投票）,笛吹市議会議員選挙,山梨県,笛吹市,20121021.0,2012.0,10.0,21.0,20121014.0,68.85,21.0,25.0,1.1904761904761905,57141.0,,,272.0,任期満了,72.21,,,,笛吹市議会議員選挙（2012年10月21日投票）,1.0,25.0,21.0,1.1904761904761905,0.0,0.0,0.0,0.12,0.14285714285714285,0.6,0.36,0.04,0.6190476190476191,0.3333333333333333,0.047619047619047616,0.5813321373759386,0.38088204792512703,0.037785814698934383,0.03875547582506257,0.042320227547236335,0.037785814698934383,38618.990000000005,3.0,58.92,8.442369335678226,37.0,56.0,61.0,63.0,70.0,59.285714285714285,7.426739700907392,42.0,56.0,61.0,63.0,70.0,,,,4888.5599999999995,,2555.44,,31174.989999999998,,,,,38618.99,,,,0.12658435655619166,,0.06617055495236929,,0.8072450884914391,,,,,1.0,,,,0.04219478551873055,,0.033085277476184644,,0.040362254424571954,,,,,,,,3.0,,2.0,,20.0,,,,,,,,3.0,,2.0,,16.0,,,,
笛吹市議会議員選挙（2016年10月23日投票）,笛吹市議会議員選挙,山梨県,笛吹市,20161023.0,2016.0,10.0,23.0,20161016.0,62.79,21.0,23.0,1.0952380952380951,58230.0,,,1089.0,任期満了,68.85,,,,笛吹市議会議員選挙（2016年10月23日投票）,1.0,23.0,21.0,1.0952380952380953,0.0,0.0,0.0,0.17391304347826086,0.14285714285714285,0.782608695652174,0.21739130434782608,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8645458518895446,0.13545414811045536,,0.0480303251049747,0.027090829622091073,,35583.997,3.0,62.26086956521739,7.875208161800069,46.0,58.0,64.0,67.0,80.0,61.80952380952381,7.0347372619502435,46.0,59.0,64.0,67.0,74.0,,,,5398.192,,2835.806,,27349.999,,,,,35583.997,,,,0.15170280055947621,,0.07969329583745187,,0.7686039036030718,,,,,1.0,,,,0.05056760018649207,,0.039846647918725935,,0.04270021686683732,,,,,,,,3.0,,2.0,,18.0,,,,,,,,3.0,,2.0,,16.0,,,,
笛吹市議会議員選挙（2020年10月25日投票）,笛吹市議会議員選挙,山梨県,笛吹市,20201025.0,2020.0,10.0,25.0,20201018.0,53.9,19.0,20.0,1.0526315789473684,,,,,任期満了,62.79,,,,笛吹市議会議員選挙（2020年10月25日投票）,1.0,20.0,19.0,1.0526315789473684,0.0,0.0,0.0,0.15,0.15789473684210525,0.8,0.2,0.0,0.7894736842105263,0.21052631578947367,0.0,0.8062722064886372,0.19372779351136293,,0.050392012905539824,0.04843194837784073,,30138.995000000003,3.0,65.85,6.428646824954689,52.0,63.25,67.5,70.25,78.0,65.89473684210526,6.592617376893363,52.0,62.5,69.0,70.5,78.0,,,,4197.405000000001,,2375.081,,23566.509000000002,,,,,30138.995000000003,,,,0.13926824700027324,,0.07880425342649945,,0.7819274995732273,,,,,1.0,,,,0.06963412350013662,,0.039402126713249726,,0.048870468723326704,,,,,,,,2.0,,2.0,,16.0,,,,,,,,2.0,,2.0,,15.0,,,,
西桂町議会議員選挙（1999年04月25日投票）,西桂町議会議員選挙,山梨県,西桂町,19990425.0,1999.0,4.0,25.0,19990420.0,92.07,12.0,14.0,1.1666666666666667,3681.0,,,,任期満了,,,,,西桂町議会議員選挙（1999年04月25日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.5714285714285714,0.07142857142857142,0.4166666666666667,0.5833333333333334,0.0,0.34928656361474436,0.6230677764565993,0.027645659928656363,0.06985731272294887,0.07788347205707491,0.027645659928656363,3364.0,1.0,64.42857142857143,4.2378277069118075,58.0,62.25,64.0,65.75,75.0,64.58333333333333,4.517712056143266,58.0,62.5,64.0,66.5,75.0,,,,,,,,3364.0,,,,,3364.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.07142857142857142,,,,,,,,,,,,14.0,,,,,,,,,,,,12.0,,,,
西桂町議会議員選挙（2003年04月27日投票）,西桂町議会議員選挙,山梨県,西桂町,20030427.0,2003.0,4.0,27.0,20030422.0,91.03,10.0,12.0,1.2,3745.0,,,64.0,任期満了,92.07,,,,西桂町議会議員選挙（2003年04月27日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.4,0.6,0.0,0.2904303626491785,0.6676560060900655,0.041913631260756104,0.07260759066229462,0.09537942944143793,0.041913631260756104,3375.99,1.0,65.91666666666667,5.0408057116122045,54.0,62.75,67.0,69.0,73.0,65.4,5.370288632839021,54.0,62.25,66.0,68.75,73.0,,,,,,,,3375.99,,,,,3375.99,,,,,,,,1.0,,,,,1.0,,,,,,,,0.08333333333333333,,,,,,,,,,,,12.0,,,,,,,,,,,,10.0,,,,
西桂町議会議員選挙（2007年04月22日投票）,西桂町議会議員選挙,山梨県,西桂町,20070422.0,2007.0,4.0,22.0,20070417.0,86.49,10.0,11.0,1.1,3722.0,,,-23.0,任期満了,91.03,,,,西桂町議会議員選挙（2007年04月22日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.6,0.4,0.0,0.534130776485382,0.4030462118830556,0.0628230116315624,0.089021796080897,0.1007615529707639,0.0628230116315624,3181.0,1.0,68.18181818181819,5.781132034758054,57.0,65.5,67.0,73.0,77.0,67.7,5.848931526355904,57.0,65.25,67.0,71.5,77.0,,,,,,,,3181.0,,,,,3181.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.09090909090909091,,,,,,,,,,,,11.0,,,,,,,,,,,,10.0,,,,
西桂町議会議員選挙（2011年04月24日投票）,西桂町議会議員選挙,山梨県,西桂町,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,10.0,10.0,1.0,,,,,任期満了,86.49,,,,西桂町議会議員選挙（2011年04月24日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.2,0.2,0.6,0.4,0.0,0.6,0.4,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,10.0,,,,
西桂町議会議員選挙（2012年11月25日投票）,西桂町議会議員選挙,山梨県,西桂町,20121125.0,2012.0,11.0,25.0,20121120.0,83.43,10.0,12.0,1.2,3699.0,,,,その他,,,,,西桂町議会議員選挙（2012年11月25日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.0,0.6666666666666666,0.3333333333333333,0.0,0.7,0.3,,0.6639317361339022,0.3360682638660978,,0.08299146701673778,0.08401706596652445,3047.0,1.0,60.0,6.843488389215937,47.0,53.75,61.5,64.25,71.0,59.8,6.794115100585211,47.0,54.75,61.5,63.75,71.0,,,,,,,,3047.0,,,,,3047.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.08333333333333333,,,,,,,,,,,,12.0,,,,,,,,,,,,10.0,,,,
西桂町議会議員選挙（2016年11月13日投票）,西桂町議会議員選挙,山梨県,西桂町,20161113.0,2016.0,11.0,13.0,20161108.0,,10.0,12.0,1.2,,,,,その他,83.43,,,,西桂町議会議員選挙（2016年11月13日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.0,0.5,0.5,0.0,0.4,0.6,0.0,,,,,,,0.0,0.0,62.0,4.509249752822894,51.0,60.25,64.0,64.0,68.0,62.6,3.0724582991474434,57.0,61.25,64.0,64.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西桂町議会議員選挙（2020年11月15日投票）,西桂町議会議員選挙,山梨県,西桂町,20201115.0,2020.0,11.0,15.0,20201110.0,82.4,10.0,12.0,1.2,,,,,任期満了,,,,,西桂町議会議員選挙（2020年11月15日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.4,0.4,0.2,0.40937798805313597,0.43672271798575507,0.15389929396110905,0.0818755976106272,0.08734454359715102,0.07694964698055452,2897.999,1.0,65.33333333333333,4.853406592853679,55.0,63.75,65.5,68.5,72.0,64.8,5.075431016179809,55.0,63.25,64.5,68.0,72.0,,,,,,,,2897.999,,,,,2897.999,,,,,,,,1.0,,,,,1.0,,,,,,,,0.08333333333333333,,,,,,,,,,,,12.0,,,,,,,,,,,,10.0,,,,
身延町議会議員補欠選挙（2012年09月30日投票）,身延町議会議員補欠選挙,山梨県,身延町,20120930.0,2012.0,9.0,30.0,20120925.0,無投票,2.0,2.0,1.0,12673.0,,,,その他,,,,,身延町議会議員補欠選挙（2012年09月30日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,60.0,4.0,56.0,58.0,60.0,62.0,64.0,60.0,4.0,56.0,58.0,60.0,62.0,64.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
身延町議会議員選挙（2005年10月23日投票）,身延町議会議員選挙,山梨県,身延町,20051023.0,2005.0,10.0,23.0,20051018.0,86.26,0.0,25.0,,14269.0,,,,任期満了,,,,,身延町議会議員選挙（2005年10月23日投票）,3.0,25.0,20.0,1.25,0.0,0.0,0.0,0.04,0.05,0.72,0.28,0.0,0.7,0.3,0.0,0.6863618114628994,0.3136381885371005,,0.038131211747938855,0.044805455505300074,,12179.99,2.0,61.44,6.806349976308886,47.0,58.0,63.0,66.0,73.0,62.3,6.892749814116279,47.0,58.75,64.0,67.0,73.0,,,,,,535.0,,11644.99,,,,,12179.99,,,,,,0.04392450240106929,,0.9560754975989307,,,,,1.0,,,,,,0.04392450240106929,,0.03983647906662211,,,,,,,,,,1.0,,24.0,,,,,,,,,,1.0,,19.0,,,,
身延町議会議員選挙（2009年10月25日投票）,身延町議会議員選挙,山梨県,身延町,20091025.0,2009.0,10.0,25.0,20091020.0,82.27,16.0,19.0,1.1875,13342.0,,,-927.0,任期満了,86.26,,,,身延町議会議員選挙（2009年10月25日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.05263157894736842,0.0625,0.7368421052631579,0.10526315789473684,0.15789473684210525,0.8125,0.0625,0.125,0.8102501153668666,0.09441624365482232,0.09533364097831101,0.05787500824049047,0.04720812182741116,0.03177788032610367,10835.0,2.0,63.78947368421053,7.273448088177488,51.0,57.5,68.0,68.5,75.0,64.8125,6.884936001881209,51.0,59.75,68.0,69.5,75.0,,,,,,581.0,,10254.0,,,,,10835.0,,,,,,0.05362251961236733,,0.9463774803876327,,,,,1.0,,,,,,0.05362251961236733,,0.05257652668820181,,,,,,,,,,1.0,,18.0,,,,,,,,,,1.0,,15.0,,,,
