,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_みんなの党,得票数_公明党,得票数_公明政治連,得票数_国民民主党,得票数_希望の風那須,得票数_幸福実現党,得票数_政治結社憂思会総本部,得票数_日本共産党,得票数_日本民主,得票数_日本社会党,得票数_民主党,得票数_民主社会,得票数_民社,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由党,得票数_自由民主党,得票数_諸,得票数_足利市政刷新連盟,得票数_sum_v,得票率_NHKから国民を守る党,得票率_みんなの党,得票率_公明党,得票率_公明政治連,得票率_国民民主党,得票率_希望の風那須,得票率_幸福実現党,得票率_政治結社憂思会総本部,得票率_日本共産党,得票率_日本民主,得票率_日本社会党,得票率_民主党,得票率_民主社会,得票率_民社,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由党,得票率_自由民主党,得票率_諸,得票率_足利市政刷新連盟,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_公明政治連,一人あたり得票率_国民民主党,一人あたり得票率_希望の風那須,一人あたり得票率_幸福実現党,一人あたり得票率_政治結社憂思会総本部,一人あたり得票率_日本共産党,一人あたり得票率_日本民主,一人あたり得票率_日本社会党,一人あたり得票率_民主党,一人あたり得票率_民主社会,一人あたり得票率_民社,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_諸,一人あたり得票率_足利市政刷新連盟,立候補者数_NHKから国民を守る党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_公明政治連,立候補者数_国民民主党,立候補者数_希望の風那須,立候補者数_幸福実現党,立候補者数_政治結社憂思会総本部,立候補者数_日本共産党,立候補者数_日本民主,立候補者数_日本社会党,立候補者数_民主党,立候補者数_民主社会,立候補者数_民社,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由党,立候補者数_自由民主党,立候補者数_諸,立候補者数_足利市政刷新連盟,当選者数_NHKから国民を守る党,当選者数_みんなの党,当選者数_公明党,当選者数_公明政治連,当選者数_国民民主党,当選者数_希望の風那須,当選者数_幸福実現党,当選者数_政治結社憂思会総本部,当選者数_日本共産党,当選者数_日本民主,当選者数_日本社会党,当選者数_民主党,当選者数_民主社会,当選者数_民社,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由党,当選者数_自由民主党,当選者数_諸,当選者数_足利市政刷新連盟
塩谷町議会議員選挙（2013年04月14日投票）,塩谷町議会議員選挙,栃木県,塩谷町,20130414.0,2013.0,4.0,14.0,20130409.0,無投票,12.0,12.0,1.0,10681.0,,,-373.0,任期満了,71.44,,,,塩谷町議会議員選挙（2013年04月14日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.75,0.08333333333333333,0.16666666666666666,0.75,0.08333333333333333,0.16666666666666666,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,11.0,,,,,,,,,,,,,,,1.0,,,,,,11.0,,,,,,
塩谷町議会議員選挙（2017年04月16日投票）,塩谷町議会議員選挙,栃木県,塩谷町,20170416.0,2017.0,4.0,16.0,20170411.0,73.33,12.0,22.0,1.8333333333333333,10142.0,,,-539.0,任期満了,,,,,塩谷町議会議員選挙（2017年04月16日投票）,1.0,22.0,12.0,1.8333333333333333,0.0,0.0,0.0,0.18181818181818182,0.0,0.5,0.45454545454545453,0.045454545454545456,0.5833333333333334,0.4166666666666667,0.0,0.5390341673392521,0.4499354317998385,0.011030400860909336,0.04900310612175019,0.04499354317998385,0.011030400860909336,7433.999999999999,0.0,64.5909090909091,7.444699706435999,46.0,61.25,65.5,67.75,81.0,63.083333333333336,7.330965526829024,46.0,60.25,63.0,67.25,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
塩谷町議会議員選挙（2021年04月25日投票）,塩谷町議会議員選挙,栃木県,塩谷町,20210425.0,2021.0,4.0,25.0,20210420.0,63.64,12.0,14.0,1.1666666666666667,9436.0,4679.0,4757.0,-706.0,任期満了,73.33,,,,塩谷町議会議員選挙（2021年04月25日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.75,0.16666666666666666,0.08333333333333333,0.7105926022793028,0.20348373517730498,0.08592366254339226,0.07105926022793027,0.06782791172576833,0.08592366254339226,5956.996999999999,3.0,68.64285714285714,5.1493015179195885,59.0,66.25,68.0,71.0,81.0,67.5,4.092676385936225,59.0,65.75,67.0,71.0,74.0,,,,,,,,,455.0,,,,,,5046.871000000001,,455.126,,,,,5956.997000000001,,,,,,,,,0.0763807670206985,,,,,,0.8472173143615819,,0.07640191861771961,,,,,1.0,,,,,,,,,0.0763807670206985,,,,,,0.07060144286346516,,0.07640191861771961,,,,,,,,,,,,,1.0,,,,,,12.0,,1.0,,,,,,,,,,,,,1.0,,,,,,10.0,,1.0,,,,
壬生町議会議員選挙（2002年03月24日投票）,壬生町議会議員選挙,栃木県,壬生町,20020324.0,2002.0,3.0,24.0,20020319.0,68.53,22.0,25.0,1.1363636363636365,31279.0,,,,任期満了,,,,,壬生町議会議員選挙（2002年03月24日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.04,0.045454545454545456,0.6,0.28,0.12,0.6818181818181818,0.22727272727272727,0.09090909090909091,0.6764853171612893,0.22815676518576022,0.09535791765295039,0.045099021144085955,0.03259382359796575,0.03178597255098346,21047.02,4.0,58.56,9.329866022617903,37.0,53.0,59.0,65.0,75.0,58.81818181818182,9.24237456519188,37.0,54.0,59.5,64.5,75.0,,,1355.0,,,,,,2042.0,,,871.0,,,16779.02,,,,,,,21047.02,,,0.06437966039847921,,,,,,0.09702086091047568,,,0.04138353078012944,,,0.7972159479109157,,,,,,,1.0,,,0.06437966039847921,,,,,,0.04851043045523784,,,0.04138353078012944,,,0.03796266418623408,,,,,,,,,1.0,,,,,,2.0,,,1.0,,,21.0,,,,,,,,,1.0,,,,,,2.0,,,1.0,,,18.0,,,,,,
壬生町議会議員選挙（2006年03月26日投票）,壬生町議会議員選挙,栃木県,壬生町,20060326.0,2006.0,3.0,26.0,20060321.0,59.45,16.0,19.0,1.1875,32399.0,,,1120.0,任期満了,68.53,,,,壬生町議会議員選挙（2006年03月26日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.0,0.0,0.6842105263157895,0.21052631578947367,0.10526315789473684,0.6875,0.1875,0.125,0.6011147334104533,0.2564828057629614,0.14240246082658534,0.04623959487772718,0.06412070144074035,0.07120123041329267,19018.0,3.0,58.526315789473685,8.89333529910923,41.0,54.0,58.0,63.0,79.0,58.1875,9.111934138809389,41.0,54.5,58.0,63.0,79.0,,,1378.0,,,,,,891.0,,,,,,16749.0,,,,,,,19018.0,,,0.07245767167946156,,,,,,0.04685035229782312,,,,,,0.8806919760227153,,,,,,,1.0,,,0.07245767167946156,,,,,,0.04685035229782312,,,,,,0.051805410354277374,,,,,,,,,1.0,,,,,,1.0,,,,,,17.0,,,,,,,,,1.0,,,,,,1.0,,,,,,14.0,,,,,,
壬生町議会議員選挙（2010年03月28日投票）,壬生町議会議員選挙,栃木県,壬生町,20100328.0,2010.0,3.0,28.0,20100323.0,64.02,16.0,18.0,1.125,32066.0,,,-333.0,任期満了,59.45,,,,壬生町議会議員選挙（2010年03月28日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.5,0.5,0.0,0.5625,0.4375,0.0,0.5216790933492395,0.47832090665076055,,0.05796434370547105,0.05314676740564006,,20118.0,4.0,57.27777777777778,7.36210685089198,42.0,55.25,58.0,61.75,70.0,57.1875,7.731580934711865,42.0,55.0,58.0,62.0,70.0,,,1324.0,,,,,,807.0,,,1550.0,,,16437.0,,,,,,,20118.0,,,0.06581171090565663,,,,,,0.04011333134506412,,,0.07704543195148623,,,0.817029525797793,,,,,,,1.0,,,0.06581171090565663,,,,,,0.04011333134506412,,,0.07704543195148623,,,0.0544686350531862,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,15.0,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,13.0,,,,,,
壬生町議会議員選挙（2014年03月23日投票）,壬生町議会議員選挙,栃木県,壬生町,20140323.0,2014.0,3.0,23.0,20140318.0,51.33,16.0,17.0,1.0625,,,,,任期満了,64.02,,,,壬生町議会議員選挙（2014年03月23日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.9411764705882353,0.058823529411764705,0.0,0.9375,0.0625,0.0,0.933116682881733,0.06688331711826699,,0.05831979268010831,0.06688331711826699,,16311.989999999998,4.0,59.529411764705884,10.012448998526628,33.0,56.0,61.0,66.0,74.0,58.625,9.623376486452143,33.0,54.25,61.0,65.25,73.0,,,1149.0,,,,,,751.0,,,1584.0,,,12827.99,,,,,,,16311.99,,,0.07043898383949475,,,,,,0.0460397535800353,,,0.09710648424870295,,,0.786414778331767,,,,,,,1.0,,,0.07043898383949475,,,,,,0.0460397535800353,,,0.09710648424870295,,,0.056172484166554786,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,14.0,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,13.0,,,,,,
壬生町議会議員選挙（2018年03月25日投票）,壬生町議会議員選挙,栃木県,壬生町,20180325.0,2018.0,3.0,25.0,20180320.0,,16.0,17.0,1.0625,32725.0,,,,任期満了,51.33,,,,壬生町議会議員選挙（2018年03月25日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.17647058823529413,0.1875,0.7058823529411765,0.23529411764705882,0.058823529411764705,0.75,0.1875,0.0625,0.7927727676870316,0.18010923409119775,0.02711799822177061,0.06606439730725264,0.04502730852279944,0.02711799822177061,15746.0,0.0,60.35294117647059,10.53253322118489,37.0,53.0,63.0,67.0,82.0,60.375,10.856305771301765,37.0,53.0,63.5,67.25,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大田原市議会議員増員選挙（2005年11月06日投票）,大田原市議会議員増員選挙,栃木県,大田原市,20051106.0,2005.0,11.0,6.0,20051030.0,,8.0,15.0,1.875,16609.0,,,,その他,,,,,大田原市議会議員増員選挙（2005年11月06日投票）,2.0,15.0,8.0,1.875,0.0,0.0,0.0,0.13333333333333333,0.25,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.06666666666666667,,12886.0,1.0,59.333333333333336,6.404859266386906,53.0,54.5,58.0,61.5,78.0,58.0,3.968626966596886,54.0,54.75,57.0,59.75,66.0,,,,,,,,,,,,,,,12886.0,,,,,,,12886.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,
大田原市議会議員補欠選挙（2006年03月12日投票）,大田原市議会議員補欠選挙,栃木県,大田原市,20060312.0,2006.0,3.0,12.0,20060305.0,53.05,1.0,2.0,2.0,43574.0,,,,その他,,,,,大田原市議会議員補欠選挙（2006年03月12日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.5686865408688395,0.4313134591311605,,0.5686865408688395,0.4313134591311605,21569.0,1.0,59.0,2.0,57.0,58.0,59.0,60.0,61.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,,,,,,,,,,,,,,,21569.0,,,,,,,21569.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
大田原市議会議員補欠選挙（2014年03月09日投票）,大田原市議会議員補欠選挙,栃木県,大田原市,20140309.0,2014.0,3.0,9.0,20140302.0,40.02,1.0,3.0,3.0,59373.0,,,15799.0,死亡,53.05,,,,大田原市議会議員補欠選挙（2014年03月09日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.698610027982935,0.301389972017065,,0.3493050139914675,0.301389972017065,21799.0,2.0,51.0,14.854853303438128,30.0,45.5,61.0,61.5,62.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,,,,,,,,,3403.0,,,,,,18396.0,,,,,,,21799.0,,,,,,,,,0.156108078352218,,,,,,0.843891921647782,,,,,,,1.0,,,,,,,,,0.156108078352218,,,,,,0.421945960823891,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,
大田原市議会議員選挙（2007年11月18日投票）,大田原市議会議員選挙,栃木県,大田原市,20071118.0,2007.0,11.0,18.0,20071111.0,64.84,29.0,31.0,1.0689655172413792,60270.0,,,,任期満了,,,,,大田原市議会議員選挙（2007年11月18日投票）,1.0,31.0,29.0,1.0689655172413792,0.0,0.0,0.0,0.12903225806451613,0.13793103448275862,0.8387096774193549,0.12903225806451613,0.03225806451612903,0.8620689655172413,0.10344827586206896,0.034482758620689655,0.8534720422863658,0.12012488987925585,0.026403067834378402,0.03282584778024484,0.030031222469813962,0.026403067834378402,38594.00000000001,3.0,60.03225806451613,5.3308830653076,47.0,56.0,59.0,63.5,70.0,59.96551724137931,5.346495846431533,47.0,56.0,59.0,63.0,70.0,,,3646.7,,,,,,613.0,,,,,,34334.3,,,,,,,38594.0,,,0.09448878063947763,,,,,,0.01588329792195678,,,,,,0.8896279214385656,,,,,,,1.0,,,0.047244390319738816,,,,,,0.01588329792195678,,,,,,0.03177242576566306,,,,,,,,,2.0,,,,,,1.0,,,,,,28.0,,,,,,,,,2.0,,,,,,0.0,,,,,,27.0,,,,,,
大田原市議会議員選挙（2011年11月20日投票）,大田原市議会議員選挙,栃木県,大田原市,20111120.0,2011.0,11.0,20.0,20111113.0,64.49,26.0,33.0,1.2692307692307692,59815.0,,,-455.0,任期満了,64.84,,,,大田原市議会議員選挙（2011年11月20日投票）,1.0,33.0,26.0,1.2692307692307692,0.0,0.0,0.0,0.15151515151515152,0.15384615384615385,0.6363636363636364,0.3333333333333333,0.030303030303030304,0.6538461538461539,0.34615384615384615,0.0,0.6069596598514475,0.37493057924988843,0.018109760898664076,0.028902840945307023,0.03408459811362622,0.018109760898664076,38101.0,3.0,,,,,,,,59.5,9.37775600515964,27.0,58.25,61.0,64.0,74.0,,,3375.9300000000003,,,,,,504.0,,,,,,34221.07,,,,,,,38101.0,,,0.08860476102989423,,,,,,0.013227999265111152,,,,,,0.8981672397049946,,,,,,,1.0,,,0.044302380514947115,,,,,,0.013227999265111152,,,,,,0.029938907990166484,,,,,,,,,2.0,,,,,,1.0,,,,,,30.0,,,,,,,,,2.0,,,,,,0.0,,,,,,24.0,,,,,,
大田原市議会議員選挙（2015年11月15日投票）,大田原市議会議員選挙,栃木県,大田原市,20151115.0,2015.0,11.0,15.0,20151108.0,無投票,26.0,26.0,1.0,,,,,任期満了,64.49,,,,大田原市議会議員選挙（2015年11月15日投票）,1.0,26.0,26.0,1.0,1.0,1.0,0.0,0.15384615384615385,0.15384615384615385,0.7307692307692307,0.15384615384615385,0.11538461538461539,0.7307692307692307,0.15384615384615385,0.11538461538461539,,,,,,,0.0,3.0,59.96153846153846,11.298334694277086,31.0,54.25,63.0,68.0,78.0,59.96153846153846,11.298334694277086,31.0,54.25,63.0,68.0,78.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,23.0,,,,,,,,,2.0,,,,,,1.0,,,,,,23.0,,,,,,
大田原市議会議員選挙（2019年11月17日投票）,大田原市議会議員選挙,栃木県,大田原市,20191117.0,2019.0,11.0,17.0,20191110.0,52.17,21.0,26.0,1.238095238095238,,,,,任期満了,,,,,大田原市議会議員選挙（2019年11月17日投票）,1.0,26.0,21.0,1.2380952380952381,0.0,0.0,0.0,0.15384615384615385,0.14285714285714285,0.6538461538461539,0.34615384615384615,0.0,0.6190476190476191,0.38095238095238093,0.0,0.6700090366513762,0.3299909633486238,,0.03941229627361037,0.036665662594291534,,30394.002,5.0,60.80769230769231,8.686945248560008,35.0,57.25,60.5,66.75,75.0,61.142857142857146,8.453152211626453,35.0,58.0,61.0,67.0,75.0,323.0,,2493.0,,,,,,882.0,,,,,,25381.002,,1315.0,,,,,30394.002,0.010627096754155638,,0.08202276225421055,,,,,,0.02901888339679651,,,,,,0.8350661423263709,,0.04326511526846646,,,,,1.0,0.010627096754155638,,0.04101138112710528,,,,,,0.02901888339679651,,,,,,0.03976505439649385,,0.04326511526846646,,,,,1.0,,2.0,,,,,,1.0,,,,,,21.0,,1.0,,,,,0.0,,2.0,,,,,,1.0,,,,,,17.0,,1.0,,,,
宇都宮市議会議員補欠選挙（2009年08月09日投票）,宇都宮市議会議員補欠選挙,栃木県,宇都宮市,20090809.0,2009.0,8.0,9.0,20090802.0,57.61,1.0,3.0,3.0,7986.0,,,,その他,,,,,宇都宮市議会議員補欠選挙（2009年08月09日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,4557.0,1.0,61.333333333333336,3.6817870057290873,57.0,59.0,61.0,63.5,66.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,,,,,,,,,,,,,,,4557.0,,,,,,,4557.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
宇都宮市議会議員選挙（2003年04月27日投票）,宇都宮市議会議員選挙,栃木県,宇都宮市,20030427.0,2003.0,4.0,27.0,20030420.0,50.42,45.0,58.0,1.2888888888888892,349907.0,,,,任期満了,,,,,宇都宮市議会議員選挙（2003年04月27日投票）,1.0,58.0,45.0,1.288888888888889,0.0,0.0,0.0,0.08620689655172414,0.044444444444444446,0.5344827586206896,0.39655172413793105,0.06896551724137931,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.5914040933837872,0.3386309632597706,0.06996494335644211,0.019077551399477005,0.014723085359120461,0.01749123583911053,172572.13999999998,6.0,54.10344827586207,10.243062673682115,28.0,46.25,55.0,60.75,79.0,54.37777777777778,10.849042740954694,28.0,46.0,56.0,63.0,79.0,,,22145.55,,,,,,7038.209999999999,,,13367.9,,,112151.62,981.0,,,16887.86,,,172572.14,,,0.12832633355534676,,,,,,0.04078416133681832,,,0.07746267734757185,,,0.6498825360802734,0.0056845792142346955,,,0.0978597124657549,,,1.0,,,0.025665266711069352,,,,,,0.013594720445606107,,,0.019365669336892963,,,0.016247063402006833,0.0056845792142346955,,,0.01957194249315098,,,,,5.0,,,,,,3.0,,,4.0,,,40.0,1.0,,,5.0,,,,,5.0,,,,,,2.0,,,4.0,,,29.0,0.0,,,5.0,,
宇都宮市議会議員選挙（2007年04月22日投票）,宇都宮市議会議員選挙,栃木県,宇都宮市,20070422.0,2007.0,4.0,22.0,20070415.0,48.47,0.0,60.0,,396328.0,,,46421.0,任期満了,50.42,,,,宇都宮市議会議員選挙（2007年04月22日投票）,3.0,60.0,50.0,1.2,0.016666666666666666,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.1,0.5833333333333334,0.4,0.016666666666666666,0.66,0.32,0.02,0.5948735327262042,0.3863194815138329,0.0188069857599629,0.01699638664932012,0.016796499196253603,0.0188069857599629,185463.0,5.0,55.03333333333333,9.3148030336425,32.0,48.75,57.0,60.25,74.0,55.68,9.334752273092201,32.0,50.0,57.0,61.0,74.0,,,22671.8,,,,,,7750.030000000001,,,22669.97,,,,,,,42806.37,,,95898.17000000001,,,0.23641535599688707,,,,,,0.08081520220875955,,,0.23639627325526646,,,,,,,0.4463731685390868,,,1.0,,,0.03940255933281451,,,,,,0.026938400736253185,,,0.039399378875877744,,,,,,,0.029758211235939122,,,,,6.0,,,,,,3.0,,,6.0,,,30.0,,,,15.0,,,,,6.0,,,,,,2.0,,,6.0,,,24.0,,,,12.0,,
宇都宮市議会議員選挙（2011年04月24日投票）,宇都宮市議会議員選挙,栃木県,宇都宮市,20110424.0,2011.0,4.0,24.0,20110417.0,41.27,47.0,58.0,1.2340425531914894,408268.0,,,11940.0,任期満了,48.47,,,,宇都宮市議会議員選挙（2011年04月24日投票）,1.0,58.0,47.0,1.2340425531914894,0.0,0.0,0.0,0.13793103448275862,0.1276595744680851,0.7068965517241379,0.27586206896551724,0.017241379310344827,0.8085106382978723,0.1702127659574468,0.02127659574468085,0.7495712079937162,0.22820919357857045,0.0222195984277133,0.01828222458521259,0.014263074598660653,0.0222195984277133,165493.99,7.0,,,,,,,,56.361702127659576,10.611967415230335,36.0,49.0,59.0,64.0,74.0,,10943.0,19334.13,,,,,,5796.23,,,17748.98,,,68609.81,1774.0,,,41287.84,,,165493.99,,0.06612324713423129,0.1168267802353427,,,,,,0.03502380962595681,,,0.10724848678794922,,,0.4145758404882256,0.010719422499874467,,,0.24948241322841994,,,1.0,,0.022041082378077097,0.019471130039223784,,,,,,0.017511904812978405,,,0.017874747797991537,,,0.015945224634162522,0.010719422499874467,,,0.01782017237345857,,,,3.0,6.0,,,,,,2.0,,,6.0,,,26.0,1.0,,,14.0,,,,3.0,6.0,,,,,,2.0,,,4.0,,,18.0,0.0,,,14.0,,
宇都宮市議会議員選挙（2015年04月26日投票）,宇都宮市議会議員選挙,栃木県,宇都宮市,20150426.0,2015.0,4.0,26.0,20150419.0,40.73,45.0,57.0,1.2666666666666666,,,,,任期満了,41.27,,,,宇都宮市議会議員選挙（2015年04月26日投票）,1.0,57.0,45.0,1.2666666666666666,0.0,0.0,0.0,0.15789473684210525,0.13333333333333333,0.6140350877192983,0.3333333333333333,0.05263157894736842,0.6888888888888889,0.26666666666666666,0.044444444444444446,0.671797627917771,0.2826149702573624,0.04558740182486656,0.01919421794050774,0.014874472118808546,0.015195800608288852,163738.0,6.0,55.12280701754386,11.217264537292499,33.0,46.0,56.0,65.0,78.0,56.888888888888886,10.855049459372909,36.0,50.0,57.0,67.0,78.0,,,18915.64,,,,,,9088.61,,,8835.04,,,85938.26,2052.0,,,38908.450000000004,,,163738.0,,,0.11552382464669166,,,,,,0.05550702952277419,,,0.053958396951226964,,,0.524852263982704,0.012532216101332616,,,0.23762626879527052,,,1.0,,,0.019253970774448608,,,,,,0.027753514761387096,,,0.026979198475613482,,,0.0149957789709344,0.012532216101332616,,,0.02160238807229732,,,,,6.0,,,,,,2.0,,,2.0,,,35.0,1.0,,,11.0,,,,,6.0,,,,,,2.0,,,2.0,,,23.0,1.0,,,11.0,,
宇都宮市議会議員選挙（2019年04月21日投票）,宇都宮市議会議員選挙,栃木県,宇都宮市,20190421.0,2019.0,4.0,21.0,20190414.0,30.36,45.0,57.0,1.2666666666666666,421655.0,,,,任期満了,40.73,,,,宇都宮市議会議員選挙（2019年04月21日投票）,1.0,57.0,45.0,1.2666666666666666,0.0,0.0,0.0,,0.2222222222222222,,,,,,,,,,,,,158678.992,9.0,,,,,,,,55.422222222222224,10.491242673749673,25.0,49.0,57.0,62.0,76.0,2131.0,,16474.386,,5745.0,,847.0,,8213.749,,,,,,75928.54,1781.0,7855.0,,39703.316999999995,,,158678.99199999997,0.013429629046294928,,0.10382209889510768,,0.036205170751273746,,0.005337820648621212,,0.05176330462195022,,,,,,0.4785040479712652,0.01122391803446798,0.04950245713685906,,0.2502115528941601,,,1.0,0.013429629046294928,,0.017303683149184613,,0.018102585375636873,,0.005337820648621212,,0.017254434873983406,,,,,,0.017089430284688043,0.01122391803446798,0.02475122856842953,,0.019247042530320006,,,1.0,,6.0,,2.0,,1.0,,3.0,,,,,,28.0,1.0,2.0,,13.0,,,1.0,,6.0,,2.0,,0.0,,3.0,,,,,,21.0,0.0,2.0,,10.0,,
小山市議会議員補欠選挙（2008年07月27日投票）,小山市議会議員補欠選挙,栃木県,小山市,20080727.0,2008.0,7.0,27.0,20080720.0,39.72,1.0,2.0,2.0,125383.0,,,,その他,,,,,小山市議会議員補欠選挙（2008年07月27日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,45986.0,2.0,42.0,13.0,29.0,35.5,42.0,48.5,55.0,29.0,0.0,29.0,29.0,29.0,29.0,29.0,,,,,,,,,,,,23975.0,,,22011.0,,,,,,,45986.0,,,,,,,,,,,,0.5213543252294176,,,0.47864567477058234,,,,,,,1.0,,,,,,,,,,,,0.5213543252294176,,,0.47864567477058234,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,
小山市議会議員補欠選挙（2012年07月22日投票）,小山市議会議員補欠選挙,栃木県,小山市,20120722.0,2012.0,7.0,22.0,20120715.0,51.42,2.0,4.0,2.0,128035.0,,,2652.0,その他,39.72,,,,小山市議会議員補欠選挙（2012年07月22日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.25,0.5,0.0,0.75,0.25,0.0,0.5,0.5,,0.6790342359062739,0.3209657640937262,,0.22634474530209128,0.3209657640937262,60346.0,2.0,56.0,10.488088481701515,38.0,54.5,61.0,62.5,64.0,50.0,12.0,38.0,44.0,50.0,56.0,62.0,,20799.0,,,,,,,,,,,,,39547.0,,,,,,,60346.0,,0.3446624465581812,,,,,,,,,,,,,0.6553375534418189,,,,,,,1.0,,0.3446624465581812,,,,,,,,,,,,,0.21844585114727297,,,,,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,
