,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_みんなの党,得票数_公明党,得票数_公明政治連,得票数_国民民主党,得票数_希望の風那須,得票数_幸福実現党,得票数_政治結社憂思会総本部,得票数_日本共産党,得票数_日本民主,得票数_日本社会党,得票数_民主党,得票数_民主社会,得票数_民社,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由党,得票数_自由民主党,得票数_諸,得票数_足利市政刷新連盟,得票数_sum_v,得票率_NHKから国民を守る党,得票率_みんなの党,得票率_公明党,得票率_公明政治連,得票率_国民民主党,得票率_希望の風那須,得票率_幸福実現党,得票率_政治結社憂思会総本部,得票率_日本共産党,得票率_日本民主,得票率_日本社会党,得票率_民主党,得票率_民主社会,得票率_民社,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由党,得票率_自由民主党,得票率_諸,得票率_足利市政刷新連盟,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_公明政治連,一人あたり得票率_国民民主党,一人あたり得票率_希望の風那須,一人あたり得票率_幸福実現党,一人あたり得票率_政治結社憂思会総本部,一人あたり得票率_日本共産党,一人あたり得票率_日本民主,一人あたり得票率_日本社会党,一人あたり得票率_民主党,一人あたり得票率_民主社会,一人あたり得票率_民社,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_諸,一人あたり得票率_足利市政刷新連盟,立候補者数_NHKから国民を守る党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_公明政治連,立候補者数_国民民主党,立候補者数_希望の風那須,立候補者数_幸福実現党,立候補者数_政治結社憂思会総本部,立候補者数_日本共産党,立候補者数_日本民主,立候補者数_日本社会党,立候補者数_民主党,立候補者数_民主社会,立候補者数_民社,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由党,立候補者数_自由民主党,立候補者数_諸,立候補者数_足利市政刷新連盟,当選者数_NHKから国民を守る党,当選者数_みんなの党,当選者数_公明党,当選者数_公明政治連,当選者数_国民民主党,当選者数_希望の風那須,当選者数_幸福実現党,当選者数_政治結社憂思会総本部,当選者数_日本共産党,当選者数_日本民主,当選者数_日本社会党,当選者数_民主党,当選者数_民主社会,当選者数_民社,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由党,当選者数_自由民主党,当選者数_諸,当選者数_足利市政刷新連盟
さくら市議会議員補欠選挙（2009年04月19日投票）,さくら市議会議員補欠選挙,栃木県,さくら市,20090419.0,2009.0,4.0,19.0,20090412.0,58.07,1.0,2.0,2.0,34020.0,,,,その他,,,,,さくら市議会議員補欠選挙（2009年04月19日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.5562634989200864,0.4437365010799136,,0.5562634989200864,0.4437365010799136,18520.0,1.0,41.0,6.0,35.0,38.0,41.0,44.0,47.0,35.0,0.0,35.0,35.0,35.0,35.0,35.0,,,,,,,,,,,,,,,18520.0,,,,,,,18520.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
さくら市議会議員選挙（2006年11月19日投票）,さくら市議会議員選挙,栃木県,さくら市,20061119.0,2006.0,11.0,19.0,20061112.0,71.52,24.0,34.0,1.4166666666666667,33176.0,,,,任期満了,,,,,さくら市議会議員選挙（2006年11月19日投票）,1.0,34.0,24.0,1.4166666666666667,0.0,0.0,0.0,0.058823529411764705,0.041666666666666664,0.7352941176470589,0.23529411764705882,0.029411764705882353,0.7083333333333334,0.25,0.041666666666666664,0.6532885106382978,0.28472340425531917,0.06198808510638298,0.026131540425531914,0.035590425531914896,0.06198808510638298,23500.0,4.0,56.029411764705884,9.510011115592091,33.0,54.25,58.0,62.0,73.0,56.625,7.532222447591415,37.0,55.5,58.0,62.0,67.0,,,1610.0,,,,,,372.0,,,,,,20669.0,,,,849.0,,,23500.0,,,0.06851063829787234,,,,,,0.015829787234042554,,,,,,0.879531914893617,,,,0.036127659574468084,,,1.0,,,0.06851063829787234,,,,,,0.015829787234042554,,,,,,0.028371997254632807,,,,0.036127659574468084,,,,,1.0,,,,,,1.0,,,,,,31.0,,,,1.0,,,,,1.0,,,,,,0.0,,,,,,22.0,,,,1.0,,
さくら市議会議員選挙（2010年11月21日投票）,さくら市議会議員選挙,栃木県,さくら市,20101121.0,2010.0,11.0,21.0,20101114.0,62.18,21.0,23.0,1.0952380952380951,34753.0,,,1577.0,任期満了,71.52,,,,さくら市議会議員選挙（2010年11月21日投票）,1.0,23.0,21.0,1.0952380952380953,0.0,0.0,0.0,0.08695652173913043,0.09523809523809523,0.782608695652174,0.17391304347826086,0.043478260869565216,0.7619047619047619,0.19047619047619047,0.047619047619047616,0.8007298928554718,0.16095073223225564,0.03831937491227249,0.04448499404752621,0.04023768305806391,0.03831937491227249,21373.0,3.0,,,,,,,,,,,,,,,,,1465.0,,,,,,,,,,,,18306.0,,,,1602.0,,,21373.0,,,0.06854442520937631,,,,,,,,,,,,0.8565011930940907,,,,0.07495438169653301,,,1.0,,,0.06854442520937631,,,,,,,,,,,,0.04282505965470453,,,,0.037477190848266506,,,,,1.0,,,,,,,,,,,,20.0,,,,2.0,,,,,1.0,,,,,,,,,,,,19.0,,,,1.0,,
さくら市議会議員選挙（2014年11月16日投票）,さくら市議会議員選挙,栃木県,さくら市,20141116.0,2014.0,11.0,16.0,20141109.0,56.06,18.0,20.0,1.1111111111111112,,,,,任期満了,62.18,,,,さくら市議会議員選挙（2014年11月16日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.1111111111111111,0.8,0.2,0.0,0.7777777777777778,0.2222222222222222,0.0,0.7828056628056628,0.2171943371943372,,0.04892535392535392,0.0542985842985843,,19425.0,2.0,57.0,10.14889156509222,31.0,52.0,61.0,65.0,71.0,56.333333333333336,10.46687897873839,31.0,50.0,59.0,64.75,71.0,,,1715.0,,,,,,,,,,,,17710.0,,,,,,,19425.0,,,0.08828828828828829,,,,,,,,,,,,0.9117117117117117,,,,,,,1.0,,,0.08828828828828829,,,,,,,,,,,,0.04798482693219536,,,,,,,,,1.0,,,,,,,,,,,,19.0,,,,,,,,,1.0,,,,,,,,,,,,17.0,,,,,,
さくら市議会議員選挙（2018年11月18日投票）,さくら市議会議員選挙,栃木県,さくら市,20181118.0,2018.0,11.0,18.0,20181111.0,51.06,18.0,20.0,1.1111111111111112,,,,,任期満了,56.06,,,,さくら市議会議員選挙（2018年11月18日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.15,0.1111111111111111,0.75,0.2,0.05,0.8333333333333334,0.1111111111111111,0.05555555555555555,0.8472743323769587,0.09777091149856544,0.05495475612447583,0.056484955491797245,0.02444272787464136,0.05495475612447583,18124.0,2.0,57.95,11.088169371000786,35.0,48.75,60.0,67.25,75.0,59.666666666666664,10.24152766382481,35.0,51.75,62.5,67.75,75.0,,,1573.0,,,,,,,,,,,,16551.0,,,,,,,18124.0,,,0.08679099536526153,,,,,,,,,,,,0.9132090046347384,,,,,,,1.0,,,0.08679099536526153,,,,,,,,,,,,0.04806363182288097,,,,,,,,,1.0,,,,,,,,,,,,19.0,,,,,,,,,1.0,,,,,,,,,,,,17.0,,,,,,
上三川町議会議員補欠選挙（2003年04月27日投票）,上三川町議会議員補欠選挙,栃木県,上三川町,20030427.0,2003.0,4.0,27.0,20030422.0,61.15,1.0,2.0,2.0,22810.0,,,,その他,,,,,上三川町議会議員補欠選挙（2003年04月27日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,12464.0,2.0,44.5,8.5,36.0,40.25,44.5,48.75,53.0,36.0,0.0,36.0,36.0,36.0,36.0,36.0,,,,,,,,,5264.0,,,,,,7200.0,,,,,,,12464.0,,,,,,,,,0.42233632862644416,,,,,,0.5776636713735558,,,,,,,1.0,,,,,,,,,0.42233632862644416,,,,,,0.5776636713735558,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,
上三川町議会議員補欠選挙（2007年04月22日投票）,上三川町議会議員補欠選挙,栃木県,上三川町,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,2.0,2.0,1.0,24447.0,,,1637.0,その他,61.15,,,,上三川町議会議員補欠選挙（2007年04月22日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,58.5,3.5,55.0,56.75,58.5,60.25,62.0,58.5,3.5,55.0,56.75,58.5,60.25,62.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
上三川町議会議員選挙（1999年12月26日投票）,上三川町議会議員選挙,栃木県,上三川町,19991226.0,1999.0,12.0,26.0,19991221.0,68.85,22.0,23.0,1.0454545454545454,21563.0,,,,任期満了,,,,,上三川町議会議員選挙（1999年12月26日投票）,1.0,23.0,22.0,1.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.7391304347826086,0.2608695652173913,0.0,0.7727272727272727,0.22727272727272727,0.0,0.6720854305536662,0.32791456944633385,,0.03953443709139213,0.054652428241055644,,14702.0,3.0,58.91304347826087,7.862475788188399,46.0,53.0,60.0,64.5,75.0,58.27272727272727,7.429559011639789,46.0,52.5,58.0,63.75,75.0,,,971.0,,,,,,619.0,,,,,,13112.0,,,,,,,14702.0,,,0.06604543599510271,,,,,,0.04210311522241872,,,,,,0.8918514487824786,,,,,,,1.0,,,0.06604543599510271,,,,,,0.04210311522241872,,,,,,0.042469116608689454,,,,,,,,,1.0,,,,,,1.0,,,,,,21.0,,,,,,,,,1.0,,,,,,1.0,,,,,,20.0,,,,,,
上三川町議会議員選挙（2003年12月23日投票）,上三川町議会議員選挙,栃木県,上三川町,20031223.0,2003.0,12.0,23.0,20031218.0,61.37,20.0,21.0,1.05,23236.0,,,1673.0,任期満了,68.85,,,,上三川町議会議員選挙（2003年12月23日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.047619047619047616,0.05,0.8095238095238095,0.19047619047619047,0.0,0.8,0.2,0.0,0.7407199943418913,0.25928000565810877,,0.04357176437305243,0.06482000141452719,,14139.0,3.0,58.76190476190476,8.847408885709404,37.0,53.0,58.0,66.0,71.0,58.2,8.692525524840292,37.0,53.0,57.0,66.0,71.0,,,1070.0,,,,,,463.0,,,,,,12606.0,,,,,,,14139.0,,,0.07567720489426409,,,,,,0.03274630454770493,,,,,,0.891576490558031,,,,,,,1.0,,,0.07567720489426409,,,,,,0.03274630454770493,,,,,,0.04692507845042269,,,,,,,,,1.0,,,,,,1.0,,,,,,19.0,,,,,,,,,1.0,,,,,,1.0,,,,,,18.0,,,,,,
上三川町議会議員選挙（2007年12月23日投票）,上三川町議会議員選挙,栃木県,上三川町,20071223.0,2007.0,12.0,23.0,20071218.0,58.55,16.0,19.0,1.1875,24263.0,,,1027.0,任期満了,61.37,,,,上三川町議会議員選挙（2007年12月23日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.05263157894736842,0.0625,0.7368421052631579,0.21052631578947367,0.05263157894736842,0.8125,0.125,0.0625,0.7821220083800866,0.15041545344790852,0.06746253817200483,0.05586585774143476,0.03760386336197713,0.06746253817200483,14081.0,3.0,57.78947368421053,6.970456055218234,40.0,55.5,59.0,61.0,71.0,59.5,5.488624600025037,48.0,56.0,59.5,62.0,71.0,,,1192.0,,,,,,540.0,,,,,,12349.0,,,,,,,14081.0,,,0.08465307861657553,,,,,,0.03834954903771039,,,,,,0.8769973723457141,,,,,,,1.0,,,0.08465307861657553,,,,,,0.03834954903771039,,,,,,0.051588080726218476,,,,,,,,,1.0,,,,,,1.0,,,,,,17.0,,,,,,,,,1.0,,,,,,1.0,,,,,,14.0,,,,,,
上三川町議会議員選挙（2011年12月25日投票）,上三川町議会議員選挙,栃木県,上三川町,20111225.0,2011.0,12.0,25.0,20111220.0,53.77,16.0,18.0,1.125,24547.0,,,284.0,任期満了,58.55,,,,上三川町議会議員選挙（2011年12月25日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.6111111111111112,0.2777777777777778,0.1111111111111111,0.6875,0.1875,0.125,0.701531393568147,0.18843797856049005,0.11003062787136295,0.06377558123346791,0.03768759571209801,0.05501531393568147,13060.0,3.0,58.22222222222222,11.197993647452881,30.0,58.0,60.5,64.0,74.0,61.75,5.390964663211956,52.0,58.75,61.0,64.5,74.0,,,1246.0,,,,,,536.0,,,,,,11278.0,,,,,,,13060.0,,,0.09540581929555896,,,,,,0.04104134762633997,,,,,,0.863552833078101,,,,,,,1.0,,,0.09540581929555896,,,,,,0.04104134762633997,,,,,,0.053972052067381315,,,,,,,,,1.0,,,,,,1.0,,,,,,16.0,,,,,,,,,1.0,,,,,,1.0,,,,,,14.0,,,,,,
上三川町議会議員選挙（2015年12月27日投票）,上三川町議会議員選挙,栃木県,上三川町,20151227.0,2015.0,12.0,27.0,20151222.0,55.54,16.0,21.0,1.3125,,,,,任期満了/貝賀芳夫議員の死去により、しのづか啓一氏が繰り上げ当選しました。,53.77,,,,上三川町議会議員選挙（2015年12月27日投票）,1.0,21.0,16.0,1.3125,0.0,0.0,0.0,0.047619047619047616,0.0625,0.5714285714285714,0.42857142857142855,0.0,0.6875,0.3125,0.0,0.5703211145879898,0.4296788854120101,,0.04752675954899915,0.04774209837911223,,13421.999999999998,3.0,58.476190476190474,10.576789717377554,34.0,56.0,62.0,65.0,73.0,61.875,7.381353195722313,42.0,58.0,63.5,67.25,73.0,,,1129.0,,,,,,475.31,,,,,,11817.69,,,,,,,13422.0,,,0.08411563105349426,,,,,,0.035412755178065865,,,,,,0.88047161376844,,,,,,,1.0,,,0.08411563105349426,,,,,,0.035412755178065865,,,,,,0.046340611250970526,,,,,,,,,1.0,,,,,,1.0,,,,,,19.0,,,,,,,,,1.0,,,,,,1.0,,,,,,14.0,,,,,,
上三川町議会議員選挙（2019年12月22日投票）,上三川町議会議員選挙,栃木県,上三川町,20191222.0,2019.0,12.0,22.0,20191217.0,47.48,14.0,16.0,1.1428571428571428,,,,,任期満了,55.54,,,,上三川町議会議員選挙（2019年12月22日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.8125,0.1875,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8428871170793117,0.1571128829206882,,0.06483747054456244,0.05237096097356273,,11915.0,2.0,61.3125,8.296977989002984,46.0,55.5,62.0,67.25,77.0,62.142857142857146,8.192829119394096,46.0,56.25,63.0,67.75,77.0,,,1174.0,,,,,,,,,,,,10741.0,,,,,,,11915.0,,,0.09853126311372219,,,,,,,,,,,,0.9014687368862778,,,,,,,1.0,,,0.09853126311372219,,,,,,,,,,,,0.06009791579241852,,,,,,,,,1.0,,,,,,,,,,,,15.0,,,,,,,,,1.0,,,,,,,,,,,,13.0,,,,,,
下野市議会議員選挙（2006年04月23日投票）,下野市議会議員選挙,栃木県,下野市,20060423.0,2006.0,4.0,23.0,20060416.0,67.8,24.0,37.0,1.5416666666666667,45711.0,,,,任期満了,,,,,下野市議会議員選挙（2006年04月23日投票）,1.0,37.0,24.0,1.5416666666666667,0.0,0.0,0.0,0.16216216216216217,0.125,0.918918918918919,0.08108108108108109,0.0,0.9583333333333334,0.041666666666666664,0.0,0.9272590803772477,0.07274091962275234,,0.02727232589344846,0.02424697320758411,,30643.000000000004,3.0,57.513513513513516,10.207632601680885,31.0,55.0,59.0,64.0,74.0,59.166666666666664,8.319989316232457,31.0,55.75,59.0,64.0,72.0,,,1555.0,,,,,,979.0,,,,,,28109.0,,,,,,,30643.0,,,0.05074568416930457,,,,,,0.03194856900434031,,,,,,0.9173057468263551,,,,,,,1.0,,,0.05074568416930457,,,,,,0.015974284502170154,,,,,,0.026979580789010443,,,,,,,,,1.0,,,,,,2.0,,,,,,34.0,,,,,,,,,1.0,,,,,,0.0,,,,,,23.0,,,,,,
下野市議会議員選挙（2010年04月25日投票）,下野市議会議員選挙,栃木県,下野市,20100425.0,2010.0,4.0,25.0,20100418.0,57.7,21.0,22.0,1.0476190476190477,46618.0,,,907.0,任期満了,67.8,,,,下野市議会議員選挙（2010年04月25日投票）,1.0,22.0,21.0,1.0476190476190477,0.0,0.0,0.0,0.13636363636363635,0.14285714285714285,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.045454545454545456,,,26613.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
下野市議会議員選挙（2014年04月20日投票）,下野市議会議員選挙,栃木県,下野市,20140420.0,2014.0,4.0,20.0,20140413.0,無投票,18.0,18.0,1.0,,,,,任期満了,57.7,,,,下野市議会議員選挙（2014年04月20日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,0.2222222222222222,0.2222222222222222,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,,,,,,,0.0,2.0,63.05555555555556,7.538583879853049,45.0,60.0,65.0,67.0,75.0,63.05555555555556,7.538583879853049,45.0,60.0,65.0,67.0,75.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,17.0,,,,,,,,,1.0,,,,,,,,,,,,17.0,,,,,,
下野市議会議員選挙（2018年04月22日投票）,下野市議会議員選挙,栃木県,下野市,20180422.0,2018.0,4.0,22.0,20180415.0,46.33,18.0,22.0,1.2222222222222223,,,,,任期満了,,,,,下野市議会議員選挙（2018年04月22日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.13636363636363635,0.16666666666666666,0.5,0.5,0.0,0.5555555555555556,0.4444444444444444,0.0,0.6010575290221296,0.39894247097787044,,0.05464159354746633,0.03626749736162459,,22346.999000000003,4.0,61.13636363636363,9.16661657887643,38.0,54.0,62.0,69.0,74.0,61.77777777777778,9.034228464601572,38.0,57.5,62.0,69.0,74.0,,,1713.0,,,,826.0,,906.0,,,,,,18901.999,,,,,,,22346.999,,,0.07665458793818355,,,,0.036962457464646596,,0.040542356492699536,,,,,,0.8458405981044703,,,,,,,1.0,,,0.07665458793818355,,,,0.036962457464646596,,0.040542356492699536,,,,,,0.04451792621602475,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,19.0,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,15.0,,,,,,
佐野市議会議員選挙（2005年04月17日投票）,佐野市議会議員選挙,栃木県,佐野市,20050417.0,2005.0,4.0,17.0,20050410.0,70.81,32.0,42.0,1.3125,100848.0,,,,その他,,,,,佐野市議会議員選挙（2005年04月17日投票）,1.0,42.0,32.0,1.3125,0.0,0.0,0.0,0.09523809523809523,0.09375,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.023809523809523808,,70100.0,5.0,57.5,7.780470055575966,43.0,52.0,57.0,64.0,72.0,57.96875,7.090858441507629,43.0,52.0,57.5,64.0,71.0,,,9112.0,,,,,,4455.0,,,1998.0,,,44246.0,,,,10289.0,,,70100.0,,,0.12998573466476462,,,,,,0.06355206847360913,,,0.028502139800285306,,,0.6311840228245363,,,,0.14677603423680458,,,1.0,,,0.032496433666191156,,,,,,0.021184022824536377,,,0.028502139800285306,,,0.022542286529447727,,,,0.024462672372800764,,,,,4.0,,,,,,3.0,,,1.0,,,28.0,,,,6.0,,,,,4.0,,,,,,3.0,,,1.0,,,20.0,,,,4.0,,
佐野市議会議員選挙（2009年04月12日投票）,佐野市議会議員選挙,栃木県,佐野市,20090412.0,2009.0,4.0,12.0,20090405.0,63.14,28.0,34.0,1.2142857142857142,100279.0,,,-569.0,任期満了,70.81,,,,佐野市議会議員選挙（2009年04月12日投票）,1.0,34.0,28.0,1.2142857142857142,0.0,0.0,0.0,0.08823529411764706,0.10714285714285714,0.7941176470588235,0.20588235294117646,0.0,0.8928571428571429,0.10714285714285714,0.0,0.8452556441921444,0.1547443558078557,,0.03130576459970905,0.022106336543979387,,62267.990000000005,5.0,58.5,9.117694497030291,26.0,55.0,58.5,63.5,76.0,59.42857142857143,6.640936742382549,47.0,55.0,59.5,62.5,71.0,,,9527.0,,,,,,5557.7,,,2142.0,,,41829.32000000001,,,,3211.97,,,62267.990000000005,,,0.1529999603327488,,,,,,0.08925452708526482,,,0.034399697179883275,,,0.6717628110366177,,,,0.05158300436548537,,,1.0,,,0.0382499900831872,,,,,,0.029751509028421608,,,0.034399697179883275,,,0.02799011712652574,,,,0.025791502182742686,,,,,4.0,,,,,,3.0,,,1.0,,,24.0,,,,2.0,,,,,4.0,,,,,,3.0,,,1.0,,,19.0,,,,1.0,,
佐野市議会議員選挙（2013年04月14日投票）,佐野市議会議員選挙,栃木県,佐野市,20130414.0,2013.0,4.0,14.0,20130407.0,56.57,26.0,32.0,1.2307692307692308,,,,,任期満了,63.14,,,,佐野市議会議員選挙（2013年04月14日投票）,1.0,32.0,26.0,1.2307692307692308,0.0,0.0,0.0,0.09375,0.038461538461538464,0.5625,0.4375,0.0,0.6538461538461539,0.34615384615384615,0.0,0.5853087866712346,0.41469121332876535,,0.03251715481506859,0.029620800952054667,,55459.0,4.0,59.40625,7.684641236746189,36.0,54.5,60.0,66.0,74.0,59.69230769230769,8.103983971665896,36.0,56.0,60.0,66.0,74.0,,,8521.15,,,,,,4207.0,,,,,,39005.75,,,,3725.1,,,55459.0,,,0.15364773977172325,,,,,,0.07585784092753205,,,,,,0.7033258803801006,,,,0.06716853892064407,,,1.0,,,0.03841193494293081,,,,,,0.025285946975844017,,,,,,0.030579386103482632,,,,0.03358426946032204,,,,,4.0,,,,,,3.0,,,,,,23.0,,,,2.0,,,,,4.0,,,,,,2.0,,,,,,18.0,,,,2.0,,
佐野市議会議員選挙（2017年04月09日投票）,佐野市議会議員選挙,栃木県,佐野市,20170409.0,2017.0,4.0,9.0,20170402.0,51.09,26.0,29.0,1.1153846153846154,99558.0,,,,任期満了,56.57,,,,佐野市議会議員選挙（2017年04月09日投票）,1.0,29.0,24.0,1.2083333333333333,0.0,0.0,0.0,0.06896551724137931,0.041666666666666664,0.7931034482758621,0.20689655172413793,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8016928898625771,0.19830711013742283,,0.034856212602720746,0.03305118502290381,,50210.0,4.0,60.206896551724135,10.14848149111508,37.0,55.0,63.0,68.0,74.0,59.333333333333336,10.620995977569878,37.0,54.75,63.0,66.5,74.0,,,7868.0,,,,,,3732.0,,,,,,32951.0,,,,5659.0,,,50210.0,,,0.15670185222067318,,,,,,0.07432782314280025,,,,,,0.6562636924915356,,,,0.11270663214499103,,,1.0,,,0.039175463055168294,,,,,,0.03716391157140012,,,,,,0.03281318462457678,,,,0.03756887738166368,,,,,4.0,,,,,,2.0,,,,,,20.0,,,,3.0,,,,,4.0,,,,,,2.0,,,,,,15.0,,,,3.0,,
佐野市議会議員選挙（2021年04月11日投票）,佐野市議会議員選挙,栃木県,佐野市,20210411.0,2021.0,4.0,11.0,20210404.0,55.35,24.0,25.0,1.0416666666666667,97228.0,47907.0,49321.0,-2330.0,任期満了,51.09,,,,佐野市議会議員選挙（2021年04月11日投票）,1.0,25.0,24.0,1.0416666666666667,0.0,0.0,0.0,0.04,0.041666666666666664,0.72,0.28,0.0,0.75,0.25,0.0,0.7217801070917251,0.2782198929082749,,0.040098894838429176,0.039745698986896415,,52494.998999999996,5.0,59.8,11.832159566199234,30.0,54.0,62.0,68.0,78.0,60.416666666666664,11.675889211913962,30.0,57.0,62.0,68.0,78.0,,,6499.846,,,,,,3770.0,,,,,,33318.153,,1821.0,,7086.0,,,52494.998999999996,,,0.12381838506178465,,,,,,0.07181636483124802,,,,,,0.634691944655528,,0.034689018662520596,,0.1349842867889187,,,1.0,,,0.04127279502059488,,,,,,0.03590818241562401,,,,,,0.0396682465409705,,0.034689018662520596,,0.044994762262972894,,,,,3.0,,,,,,2.0,,,,,,16.0,,1.0,,3.0,,,,,3.0,,,,,,2.0,,,,,,15.0,,1.0,,3.0,,
塩谷町議会議員補欠選挙（2008年08月03日投票）,塩谷町議会議員補欠選挙,栃木県,塩谷町,20080803.0,2008.0,8.0,3.0,20080729.0,77.29,1.0,2.0,2.0,11137.0,,,,その他,,,,,塩谷町議会議員補欠選挙（2008年08月03日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,6510.0,1.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,,,,,,,,,,,,,,,6510.0,,,,,,,6510.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
塩谷町議会議員選挙（2009年04月12日投票）,塩谷町議会議員選挙,栃木県,塩谷町,20090412.0,2009.0,4.0,12.0,20090407.0,71.44,12.0,13.0,1.0833333333333333,11054.0,,,,任期満了,,,,,塩谷町議会議員選挙（2009年04月12日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.08333333333333333,0.8461538461538461,0.15384615384615385,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8267811378780112,0.17321886212198873,,0.07516192162527374,0.08660943106099436,,7804.0,2.0,61.30769230769231,6.6377083091706535,50.0,57.0,60.0,66.0,73.0,61.666666666666664,6.786424357167444,50.0,57.25,61.0,66.75,73.0,,,,,,,,,743.0,,,,,,7061.0,,,,,,,7804.0,,,,,,,,,0.09520758585340851,,,,,,0.9047924141465915,,,,,,,1.0,,,,,,,,,0.09520758585340851,,,,,,0.07539936784554929,,,,,,,,,,,,,,,1.0,,,,,,12.0,,,,,,,,,,,,,,,1.0,,,,,,11.0,,,,,,
