,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公共,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_無所属,得票数_福井県をよくする会,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_公共,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_無所属,得票率_福井県をよくする会,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公共,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_福井県をよくする会,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_公共,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_無所属,立候補者数_福井県をよくする会,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_公共,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_無所属,当選者数_福井県をよくする会,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
あわら市議会議員補欠選挙（2015年04月26日投票）,あわら市議会議員補欠選挙,福井県,あわら市,20150426.0,2015.0,4.0,26.0,20150419.0,62.08,1.0,2.0,2.0,,,,,その他,,,,,あわら市議会議員補欠選挙（2015年04月26日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,13093.0,1.0,51.0,18.0,33.0,42.0,51.0,60.0,69.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,,,,,,,,,13093.0,,,,,13093.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,
あわら市議会議員選挙（2009年06月21日投票）,あわら市議会議員選挙,福井県,あわら市,20090621.0,2009.0,6.0,21.0,20090614.0,78.47,18.0,21.0,1.1666666666666667,24970.0,,,,任期満了,,,,,あわら市議会議員選挙（2009年06月21日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.05555555555555555,0.7619047619047619,0.23809523809523808,0.0,0.7222222222222222,0.2777777777777778,0.0,0.730901834287248,0.26909816571275214,,0.045681364642953,0.05381963314255043,,19412.989999999998,4.0,60.904761904761905,7.1307834466037665,39.0,60.0,61.0,65.0,74.0,60.111111111111114,7.286889969808708,39.0,57.0,61.0,63.75,74.0,,1005.0,,,936.29,707.0,,,16764.7,,,,,19412.99,,0.0517694595216914,,,0.048230076871208394,0.036418913315259524,,,0.8635815502918406,,,,,1.0,,0.0517694595216914,,,0.048230076871208394,0.036418913315259524,,,0.04797675279399114,,,,,,1.0,,,1.0,1.0,,,18.0,,,,,,1.0,,,1.0,1.0,,,15.0,,,,
あわら市議会議員選挙（2013年06月16日投票）,あわら市議会議員選挙,福井県,あわら市,20130616.0,2013.0,6.0,16.0,20130609.0,70.61,18.0,20.0,1.1111111111111112,,,,,任期満了,78.47,,,,あわら市議会議員選挙（2013年06月16日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.05,0.05555555555555555,0.8,0.2,0.0,0.8888888888888888,0.1111111111111111,0.0,0.8386214470991448,0.16137855290085515,,0.05241384044369655,0.04034463822521379,,16989.99,3.0,61.1,10.568348972285122,31.0,56.75,64.0,66.25,78.0,63.611111111111114,7.402243570468565,43.0,60.75,64.5,66.75,78.0,,1058.0,,,614.8,,,,15317.189999999999,,,,,16989.989999999998,,0.062271961313691185,,,0.03618601305827726,,,,0.9015420256280315,,,,,1.0,,0.062271961313691185,,,0.03618601305827726,,,,0.0500856680904462,,,,,,1.0,,,1.0,,,,18.0,,,,,,1.0,,,1.0,,,,16.0,,,,
あわら市議会議員選挙（2017年06月18日投票）,あわら市議会議員選挙,福井県,あわら市,20170618.0,2017.0,6.0,18.0,20170611.0,69.06,18.0,22.0,1.2222222222222223,24159.0,,,,任期満了,70.61,,,,あわら市議会議員選挙（2017年06月18日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.09090909090909091,0.1111111111111111,0.7727272727272727,0.22727272727272727,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8119051948839183,0.1880948051160817,,0.04775912911081873,0.03761896102321634,,16497.0,0.0,65.22727272727273,9.539067126972771,35.0,64.0,68.0,69.75,82.0,66.88888888888889,5.791650013298733,47.0,64.75,68.0,69.75,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あわら市議会議員選挙（2021年06月20日投票）,あわら市議会議員選挙,福井県,あわら市,20210620.0,2021.0,6.0,20.0,20210613.0,63.98,16.0,19.0,1.1875,23185.0,10952.0,12233.0,-974.0,任期満了,69.06,,,,あわら市議会議員選挙（2021年06月20日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.10526315789473684,0.125,0.631578947368421,0.3684210526315789,0.0,0.6875,0.3125,0.0,0.6478210461706335,0.3521789538293664,,0.05398508718088613,0.05031127911848092,,14663.0,3.0,64.3157894736842,11.374267502517979,39.0,63.0,69.0,72.0,77.0,65.375,10.427577618987067,40.0,64.0,69.0,72.0,77.0,,850.0,,,614.0,,,,13199.0,,,,,14663.0,,0.05796903771397395,,,0.04187410488985883,,,,0.9001568573961672,,,,,1.0,,0.05796903771397395,,,0.04187410488985883,,,,0.05295040337624513,,,,,,1.0,,,1.0,,,,17.0,,,,,,1.0,,,1.0,,,,14.0,,,,
おおい町議会議員補欠選挙（2014年03月23日投票）,おおい町議会議員補欠選挙,福井県,おおい町,20140323.0,2014.0,3.0,23.0,20140318.0,81.09,2.0,3.0,1.5,,,,,その他,,,,,おおい町議会議員補欠選挙（2014年03月23日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.7400823353293413,0.2599176646706587,,0.37004116766467066,0.2599176646706587,5344.0,1.0,53.333333333333336,9.533566430716727,43.0,47.0,51.0,58.5,66.0,47.0,4.0,43.0,45.0,47.0,49.0,51.0,,,,,,,,,5344.0,,,,,5344.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,3.0,,,,,,,,,,,,,2.0,,,,
おおい町議会議員補欠選挙（2018年03月25日投票）,おおい町議会議員補欠選挙,福井県,おおい町,20180325.0,2018.0,3.0,25.0,20180320.0,無投票,14.0,1.0,0.07142857142857142,,,,,その他,81.09,,,,おおい町議会議員補欠選挙（2018年03月25日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,0.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
おおい町議会議員選挙（2007年04月22日投票）,おおい町議会議員選挙,福井県,おおい町,20070422.0,2007.0,4.0,22.0,20070417.0,89.44,14.0,18.0,1.2857142857142858,7160.0,,,,任期満了,,,,,おおい町議会議員選挙（2007年04月22日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.05555555555555555,0.07142857142857142,0.7777777777777778,0.2222222222222222,0.0,0.7142857142857143,0.2857142857142857,0.0,0.768503937007874,0.231496062992126,,0.05489313835770528,0.0578740157480315,,6350.0,2.0,62.333333333333336,6.641619615057091,46.0,59.75,64.0,66.5,71.0,61.92857142857143,7.459072000057434,46.0,58.25,64.0,67.75,71.0,,,,,318.0,,,,6032.0,,,,,6350.0,,,,,0.05007874015748032,,,,0.9499212598425197,,,,,1.0,,,,,0.05007874015748032,,,,0.055877721167207045,,,,,,,,,1.0,,,,17.0,,,,,,,,,1.0,,,,13.0,,,,
おおい町議会議員選挙（2011年04月24日投票）,おおい町議会議員選挙,福井県,おおい町,20110424.0,2011.0,4.0,24.0,20110419.0,83.56,14.0,15.0,1.0714285714285714,6978.0,,,-182.0,任期満了,89.44,,,,おおい町議会議員選挙（2011年04月24日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.5333333333333333,0.4,0.06666666666666667,0.5,0.42857142857142855,0.07142857142857142,0.4667040358744394,0.44360986547085207,0.08968609865470852,0.05833800448430493,0.07393497757847535,0.08968609865470852,5798.0,2.0,,,,,,,,,,,,,,,,,,,266.95,,,,5531.05,,,,,5798.0,,,,,0.046041738530527766,,,,0.9539582614694723,,,,,1.0,,,,,0.046041738530527766,,,,0.06813987581924802,,,,,,,,,1.0,,,,14.0,,,,,,,,,1.0,,,,13.0,,,,
おおい町議会議員選挙（2015年04月26日投票）,おおい町議会議員選挙,福井県,おおい町,20150426.0,2015.0,4.0,26.0,20150421.0,,14.0,16.0,1.1428571428571428,,,,,任期満了,83.56,,,,おおい町議会議員選挙（2015年04月26日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.14285714285714285,0.75,0.25,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6840228245363766,0.3159771754636234,,0.05700190204469805,0.07899429386590585,,5608.0,2.0,60.875,10.129628571670336,36.0,55.0,65.5,67.0,72.0,61.5,10.547511554864494,36.0,57.75,66.0,67.0,72.0,,,,,214.0,,,,5394.0,,,,,5608.0,,,,,0.03815977175463623,,,,0.9618402282453637,,,,,1.0,,,,,0.03815977175463623,,,,0.06412268188302425,,,,,,,,,1.0,,,,15.0,,,,,,,,,0.0,,,,14.0,,,,
おおい町議会議員選挙（2019年04月21日投票）,おおい町議会議員選挙,福井県,おおい町,20190421.0,2019.0,4.0,21.0,20190416.0,,14.0,15.0,1.0714285714285714,,,,,任期満了,,,,,おおい町議会議員選挙（2019年04月21日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.14285714285714285,0.7333333333333333,0.26666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6863738150101005,0.3136261849898996,,0.062397619546372775,0.0784065462474749,,5327.999,2.0,61.06666666666667,11.07830713100557,37.0,57.0,64.0,70.0,74.0,60.642857142857146,11.349053723027453,37.0,55.5,63.5,70.0,74.0,,,,,299.483,,,,5028.516,,,,,5327.999,,,,,0.056209282321562,,,,0.9437907176784379,,,,,1.0,,,,,0.056209282321562,,,,0.067413622691317,,,,,,,,,1.0,,,,14.0,,,,,,,,,1.0,,,,13.0,,,,
勝山市議会議員補欠選挙（2016年11月27日投票）,勝山市議会議員補欠選挙,福井県,勝山市,20161127.0,2016.0,11.0,27.0,20161120.0,無投票,1.0,1.0,1.0,,,,,退職,,,,,勝山市議会議員補欠選挙（2016年11月27日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
勝山市議会議員選挙（2007年08月12日投票）,勝山市議会議員選挙,福井県,勝山市,20070812.0,2007.0,8.0,12.0,20070805.0,78.15,16.0,20.0,1.25,22195.0,,,,任期満了,,,,,勝山市議会議員選挙（2007年08月12日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.05,0.0625,0.7,0.3,0.0,0.625,0.375,0.0,0.6889431745477811,0.3110568254522189,,0.04921022675341293,0.05184280424203649,,17193.0,4.0,60.55,9.568045777482462,39.0,55.5,63.0,67.25,79.0,61.1875,10.50130200260901,39.0,52.75,63.5,68.25,79.0,,1085.0,,,1916.0,,,,13329.0,,,,863.0,17193.0,,0.06310707846216483,,,0.11144070261152794,,,,0.7752573721863549,,,,0.05019484673995231,1.0,,0.06310707846216483,,,0.05572035130576397,,,,0.04845358576164718,,,,0.05019484673995231,,1.0,,,2.0,,,,16.0,,,,1.0,,1.0,,,2.0,,,,12.0,,,,1.0
勝山市議会議員選挙（2011年08月07日投票）,勝山市議会議員選挙,福井県,勝山市,20110807.0,2011.0,8.0,7.0,20110731.0,無投票,16.0,16.0,1.0,21705.0,,,-490.0,任期満了,78.15,,,,勝山市議会議員選挙（2011年08月07日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.125,0.125,0.75,0.1875,0.0625,0.75,0.1875,0.0625,,,,,,,0.0,4.0,61.3125,8.41664088279879,43.0,55.25,60.5,67.25,75.0,61.3125,8.41664088279879,43.0,55.25,60.5,67.25,75.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,12.0,,,,1.0,,1.0,,,2.0,,,,12.0,,,,1.0
勝山市議会議員選挙（2015年08月02日投票）,勝山市議会議員選挙,福井県,勝山市,20150802.0,2015.0,8.0,2.0,20150726.0,71.25,16.0,19.0,1.1875,20524.0,,,-1181.0,任期満了,,,,,勝山市議会議員選挙（2015年08月02日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.10526315789473684,0.125,0.6842105263157895,0.3157894736842105,0.0,0.6875,0.3125,0.0,0.6380215529151699,0.36197844708483007,,0.04907858099347461,0.06032974118080501,,14476.0,4.0,61.94736842105263,7.4655255690514295,47.0,57.0,60.0,67.0,76.0,62.0,8.100925873009825,47.0,56.75,59.0,70.25,76.0,,954.0,,,1267.0,,,,11499.0,,,,756.0,14476.0,,0.06590218292345952,,,0.08752417794970986,,,,0.7943492677535231,,,,0.05222437137330754,1.0,,0.06590218292345952,,,0.04376208897485493,,,,0.05295661785023487,,,,0.05222437137330754,,1.0,,,2.0,,,,15.0,,,,1.0,,1.0,,,1.0,,,,13.0,,,,1.0
勝山市議会議員選挙（2019年08月04日投票）,勝山市議会議員選挙,福井県,勝山市,20190804.0,2019.0,8.0,4.0,20190728.0,63.7,16.0,17.0,1.0625,,,,,任期満了,71.25,,,,勝山市議会議員選挙（2019年08月04日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.6470588235294118,0.35294117647058826,0.0,0.6875,0.3125,0.0,0.6842317299170091,0.3157682700829909,,0.06220288453790992,0.052628045013831816,,12411.0,3.0,61.470588235294116,11.115001241347466,34.0,61.0,63.0,67.0,75.0,60.875,11.190816547508945,34.0,60.75,62.0,65.5,75.0,,987.0,,,1253.0,,,,10171.0,,,,,12411.0,,0.07952622673434856,,,0.10095882684715173,,,,0.8195149464184998,,,,,1.0,,0.07952622673434856,,,0.05047941342357586,,,,0.0585367818870357,,,,,,1.0,,,2.0,,,,14.0,,,,,,1.0,,,2.0,,,,13.0,,,,
南越前町議会議員補欠選挙（2009年01月25日投票）,南越前町議会議員補欠選挙,福井県,南越前町,20090125.0,2009.0,1.0,25.0,20090120.0,無投票,2.0,2.0,1.0,9948.0,,,,その他,,,,,南越前町議会議員補欠選挙（2009年01月25日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,63.0,2.0,61.0,62.0,63.0,64.0,65.0,63.0,2.0,61.0,62.0,63.0,64.0,65.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,
南越前町議会議員選挙（2006年04月23日投票）,南越前町議会議員選挙,福井県,南越前町,20060423.0,2006.0,4.0,23.0,20060418.0,84.74,18.0,21.0,1.1666666666666667,10117.0,,,,任期満了,,,,,南越前町議会議員選挙（2006年04月23日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.05555555555555555,0.8571428571428571,0.14285714285714285,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8347417840375587,0.1652582159624413,,0.04637454355764215,0.05508607198748044,,8520.0,1.0,73.61904761904762,3.860374895144999,63.0,72.0,74.0,75.0,80.0,73.5,4.0722639076235385,63.0,71.5,74.0,75.0,80.0,,,,,,,,,8520.0,,,,,8520.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.047619047619047616,,,,,,,,,,,,,21.0,,,,,,,,,,,,,18.0,,,,
南越前町議会議員選挙（2010年04月18日投票）,南越前町議会議員選挙,福井県,南越前町,20100418.0,2010.0,4.0,18.0,20100413.0,無投票,14.0,14.0,1.0,,,,,任期満了,84.74,,,,南越前町議会議員選挙（2010年04月18日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.07142857142857142,0.07142857142857142,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,14.0,,,,
南越前町議会議員選挙（2014年04月20日投票）,南越前町議会議員選挙,福井県,南越前町,20140420.0,2014.0,4.0,20.0,20140415.0,無投票,14.0,14.0,1.0,,,,,任期満了,,,,,南越前町議会議員選挙（2014年04月20日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.07142857142857142,0.07142857142857142,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.0,,,,,,,0.0,1.0,66.0,7.367883976130073,47.0,65.25,68.5,70.0,74.0,66.0,7.367883976130073,47.0,65.25,68.5,70.0,74.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,14.0,,,,
南越前町議会議員選挙（2018年04月22日投票）,南越前町議会議員選挙,福井県,南越前町,20180422.0,2018.0,4.0,22.0,20180417.0,79.71,14.0,20.0,1.4285714285714286,,,,,任期満了,,,,,南越前町議会議員選挙（2018年04月22日投票）,1.0,20.0,14.0,1.4285714285714286,0.0,0.0,0.0,0.05,0.07142857142857142,0.65,0.35,0.0,0.5714285714285714,0.42857142857142855,0.0,0.542715508827308,0.45728449117269204,,0.04174734683286985,0.06532635588181315,,7217.999,2.0,65.75,9.374833331851825,41.0,63.25,68.5,73.0,77.0,66.42857142857143,9.393875555870627,41.0,64.25,69.5,72.75,75.0,,,,,,,,,6581.999,,,,636.0,7217.999,,,,,,,,,0.9118869370860262,,,,0.0881130629139738,1.0,,,,,,,,,0.05066038539366812,,,,0.0440565314569869,,,,,,,,,18.0,,,,2.0,,,,,,,,,12.0,,,,2.0
坂井市議会議員選挙（2006年04月23日投票）,坂井市議会議員選挙,福井県,坂井市,20060423.0,2006.0,4.0,23.0,20060416.0,80.59,30.0,42.0,1.4,72890.0,,,,その他,,,,,坂井市議会議員選挙（2006年04月23日投票）,1.0,42.0,30.0,1.4,0.0,0.0,0.0,0.07142857142857142,0.06666666666666667,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.023809523809523808,,57929.990000000005,4.0,57.642857142857146,8.565771943006176,31.0,50.0,58.0,63.0,73.0,56.56666666666667,8.957988365451003,31.0,48.25,57.0,63.0,73.0,,2110.0,,,2932.0,1332.0,,,51555.990000000005,,,,,57929.990000000005,,0.03642327575060862,,,0.05061281729894999,0.022993271706071412,,,0.88997063524437,,,,,1.0,,0.03642327575060862,,,0.025306408649474994,0.022993271706071412,,,0.023420279874851842,,,,,,1.0,,,2.0,1.0,,,38.0,,,,,,1.0,,,2.0,1.0,,,26.0,,,,
坂井市議会議員選挙（2010年04月18日投票）,坂井市議会議員選挙,福井県,坂井市,20100418.0,2010.0,4.0,18.0,20100411.0,64.11,26.0,27.0,1.0384615384615383,73486.0,,,596.0,任期満了,80.59,,,,坂井市議会議員選挙（2010年04月18日投票）,1.0,27.0,26.0,1.0384615384615385,0.0,0.0,0.0,0.1111111111111111,0.11538461538461539,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.037037037037037035,,,46600.99,4.0,56.77777777777778,8.73194786861711,34.0,52.0,60.0,62.0,70.0,56.57692307692308,8.836868036040288,34.0,52.0,59.5,61.75,70.0,,2145.51,,,2714.0,3473.0,,,38268.479999999996,,,,,46600.99,,0.04604000902126758,,,0.05823910607907686,0.07452631371136106,,,0.8211945711882944,,,,,1.0,,0.04604000902126758,,,0.02911955303953843,0.03726315685568053,,,0.03732702596310429,,,,,,1.0,,,2.0,2.0,,,22.0,,,,,,1.0,,,2.0,2.0,,,21.0,,,,
坂井市議会議員選挙（2014年04月20日投票）,坂井市議会議員選挙,福井県,坂井市,20140420.0,2014.0,4.0,20.0,20140413.0,,26.0,27.0,1.0384615384615383,,,,,任期満了,64.11,,,,坂井市議会議員選挙（2014年04月20日投票）,1.0,27.0,26.0,1.0384615384615385,0.0,0.0,0.0,0.07407407407407407,0.07692307692307693,0.6666666666666666,0.3333333333333333,0.0,0.6923076923076923,0.3076923076923077,0.0,0.6620401690987242,0.33795983090127585,,0.036780009394373564,0.037551092322363984,,43548.998,5.0,55.888888888888886,9.342588004256848,25.0,54.0,56.0,63.5,70.0,56.46153846153846,9.043615551786836,25.0,54.25,56.0,63.75,70.0,,2122.0,,,2391.0,1571.1870000000001,,,35383.811,,,,2081.0,43548.998,,0.0487267238617063,,,0.05490367424756822,0.036078602772904214,,,0.8125057435305401,,,,0.04778525558728125,1.0,,0.0487267238617063,,,0.02745183712378411,0.036078602772904214,,,0.03693207925138819,,,,0.04778525558728125,,1.0,,,2.0,1.0,,,22.0,,,,1.0,,1.0,,,2.0,1.0,,,21.0,,,,1.0
坂井市議会議員選挙（2018年04月15日投票）,坂井市議会議員選挙,福井県,坂井市,20180415.0,2018.0,4.0,15.0,20180408.0,52.39,26.0,27.0,1.0384615384615383,,,,,任期満了,,,,,坂井市議会議員選挙（2018年04月15日投票）,1.0,27.0,26.0,1.0384615384615385,0.0,0.0,0.0,0.1111111111111111,0.11538461538461539,0.8518518518518519,0.14814814814814814,0.0,0.8846153846153846,0.11538461538461539,0.0,0.8916269933576284,0.1083730066423716,,0.03876639101554906,0.0270932516605929,,38691.0,5.0,60.77777777777778,6.23213496105785,45.0,58.0,60.0,65.5,70.0,60.65384615384615,6.318119898613387,45.0,58.0,60.0,66.25,70.0,,1871.0,,,2422.0,,1300.16,,27710.84,,,,5387.0,38691.0,,0.04835749916001137,,,0.06259853712749736,,0.03360368044248017,,0.7162089374790003,,,,0.13923134579101082,1.0,,0.04835749916001137,,,0.03129926856374868,,0.03360368044248017,,0.03581044687395001,,,,0.046410448597003606,,1.0,,,2.0,,1.0,,20.0,,,,3.0,,1.0,,,2.0,,1.0,,19.0,,,,3.0
大野市議会議員補欠選挙（2010年06月13日投票）,大野市議会議員補欠選挙,福井県,大野市,20100613.0,2010.0,6.0,13.0,20100606.0,無投票,1.0,1.0,1.0,,,,,任期満了,,,,,大野市議会議員補欠選挙（2010年06月13日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,
大野市議会議員選挙（2007年02月18日投票）,大野市議会議員選挙,福井県,大野市,20070218.0,2007.0,2.0,18.0,20070211.0,74.27,20.0,22.0,1.1,31542.0,,,,任期満了,,,,,大野市議会議員選挙（2007年02月18日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.6818181818181818,0.18181818181818182,0.13636363636363635,0.7,0.2,0.1,0.6783171521035599,0.1666450916936354,0.15503775620280474,0.04522114347357066,0.04166127292340885,0.05167925206760158,23175.0,3.0,57.86363636363637,8.192543475322015,33.0,54.0,59.0,63.0,72.0,56.75,7.699837660626359,33.0,53.75,58.5,62.25,66.0,,1404.0,,,2571.0,,,,19200.0,,,,,23175.0,,0.060582524271844664,,,0.11093851132686085,,,,0.8284789644012945,,,,,1.0,,0.060582524271844664,,,0.055469255663430424,,,,0.04360415602112076,,,,,,1.0,,,2.0,,,,19.0,,,,,,1.0,,,2.0,,,,17.0,,,,
大野市議会議員選挙（2011年02月13日投票）,大野市議会議員選挙,福井県,大野市,20110213.0,2011.0,2.0,13.0,20110206.0,68.12,18.0,19.0,1.0555555555555556,30402.0,,,-1140.0,任期満了,74.27,,,,大野市議会議員選挙（2011年02月13日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.10526315789473684,0.1111111111111111,0.6842105263157895,0.2631578947368421,0.05263157894736842,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.6066415611092092,0.3159387685234998,0.07741967036729104,0.04666473546993917,0.06318775370469995,0.07741967036729104,20447.0,3.0,,,,,,,,58.611111111111114,8.693157519240117,37.0,54.75,60.5,64.0,69.0,,1144.0,,,1987.0,,,,17316.0,,,,,20447.0,,0.05594952804812442,,,0.09717807013253778,,,,0.8468724018193378,,,,,1.0,,0.05594952804812442,,,0.04858903506626889,,,,0.05292952511370861,,,,,,1.0,,,2.0,,,,16.0,,,,,,1.0,,,2.0,,,,15.0,,,,
大野市議会議員選挙（2015年02月15日投票）,大野市議会議員選挙,福井県,大野市,20150215.0,2015.0,2.0,15.0,20150208.0,無投票,18.0,18.0,1.0,,,,,任期満了,68.12,,,,大野市議会議員選挙（2015年02月15日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,0.05555555555555555,0.05555555555555555,0.7777777777777778,0.2222222222222222,0.0,0.7777777777777778,0.2222222222222222,0.0,,,,,,,0.0,4.0,60.22222222222222,9.964133209531271,41.0,55.0,63.0,68.0,73.0,60.22222222222222,9.964133209531271,41.0,55.0,63.0,68.0,73.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,14.0,,,,1.0,,1.0,,,2.0,,,,14.0,,,,1.0
