,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公共,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_無所属,得票数_福井県をよくする会,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_公共,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_無所属,得票率_福井県をよくする会,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公共,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_福井県をよくする会,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_公共,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_無所属,立候補者数_福井県をよくする会,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_公共,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_無所属,当選者数_福井県をよくする会,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
福井市議会議員補欠選挙（2006年03月05日投票）,福井市議会議員補欠選挙,福井県,福井市,20060305.0,2006.0,3.0,5.0,20060226.0,52.53,1.0,2.0,2.0,199035.0,,,,その他,,,,,福井市議会議員補欠選挙（2006年03月05日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,86325.0,1.0,43.0,15.0,28.0,35.5,43.0,50.5,58.0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,,,,,,,,,86325.0,,,,,86325.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,
福井市議会議員選挙（2003年04月27日投票）,福井市議会議員選挙,福井県,福井市,20030427.0,2003.0,4.0,27.0,20030420.0,60.78,36.0,43.0,1.1944444444444444,195915.0,,,,その他,,,,,福井市議会議員選挙（2003年04月27日投票）,1.0,43.0,36.0,1.1944444444444444,0.0,0.0,0.0,0.09302325581395349,0.1111111111111111,0.5813953488372093,0.3953488372093023,0.023255813953488372,0.6388888888888888,0.3611111111111111,0.0,0.6317064221738283,0.350998788269089,0.017294789557082694,0.025268256886953132,0.02064698754524053,0.017294789557082694,118013.0,4.0,57.093023255813954,8.293494097682615,42.0,52.5,58.0,62.5,79.0,57.27777777777778,8.691027017406167,42.0,52.75,58.0,63.0,79.0,,9421.77,,,6370.01,,,,94137.18,,,,8084.040000000001,118013.0,,0.07983671290451053,,,0.05397718895375933,,,,0.7976848313321413,,,,0.06850126680958878,1.0,,0.026612237634836843,,,0.017992396317919778,,,,0.02346131856859239,,,,0.022833755603196258,,3.0,,,3.0,,,,34.0,,,,3.0,,3.0,,,1.0,,,,29.0,,,,3.0
福井市議会議員選挙（2007年04月22日投票）,福井市議会議員選挙,福井県,福井市,20070422.0,2007.0,4.0,22.0,20070415.0,58.93,36.0,44.0,1.2222222222222223,212259.0,,,16344.0,任期満了,60.78,,,,福井市議会議員選挙（2007年04月22日投票）,1.0,44.0,36.0,1.2222222222222223,0.0,0.0,0.0,0.09090909090909091,0.1111111111111111,0.75,0.25,0.0,0.8611111111111112,0.1388888888888889,0.0,0.7819398839050166,0.21806011609498338,,0.023695147997121715,0.01982364691772576,,123696.98999999999,5.0,57.18181818181818,10.808819478203747,27.0,49.75,59.0,64.0,81.0,57.72222222222222,10.87456540922469,27.0,51.5,59.0,64.0,81.0,,9689.380000000001,,,6388.0,4930.0,,,97228.29000000001,,,,5461.32,123696.99000000002,,0.07833157460015801,,,0.05164232371377831,0.03985545646664482,,,0.7860198538379956,,,,0.044150791381423256,1.0,,0.026110524866719335,,,0.025821161856889156,0.01992772823332241,,,0.022457710109657015,,,,0.022075395690711628,,3.0,,,2.0,2.0,,,35.0,,,,2.0,,3.0,,,2.0,2.0,,,27.0,,,,2.0
福井市議会議員選挙（2011年04月24日投票）,福井市議会議員選挙,福井県,福井市,20110424.0,2011.0,4.0,24.0,20110417.0,52.88,32.0,36.0,1.125,212513.0,,,254.0,任期満了,58.93,,,,福井市議会議員選挙（2011年04月24日投票）,1.0,36.0,32.0,1.125,0.0,0.0,0.0,0.08333333333333333,0.09375,0.6111111111111112,0.3611111111111111,0.027777777777777776,0.6875,0.28125,0.03125,0.6176126547653326,0.35759789807083214,0.024789447163835302,0.028073302489333297,0.02750753062083324,0.024789447163835302,111136.0,5.0,,,,,,,,55.5625,12.53479532142428,27.0,50.0,56.0,63.0,85.0,,9809.55,,,6170.0,2580.0,,,86946.0,,,,5630.45,111136.0,,0.08826617837604377,,,0.0555175640656493,0.0232147998848258,,,0.7823387561186295,,,,0.05066270155485171,1.0,,0.029422059458681257,,,0.02775878203282465,0.0232147998848258,,,0.027940669861379625,,,,0.025331350777425855,,3.0,,,2.0,1.0,,,28.0,,,,2.0,,3.0,,,2.0,1.0,,,24.0,,,,2.0
福井市議会議員選挙（2015年04月26日投票）,福井市議会議員選挙,福井県,福井市,20150426.0,2015.0,4.0,26.0,20150419.0,48.7,32.0,39.0,1.21875,,,,,任期満了,52.88,,,,福井市議会議員選挙（2015年04月26日投票）,1.0,39.0,32.0,1.21875,0.0,0.0,0.0,0.07692307692307693,0.09375,0.6923076923076923,0.3076923076923077,0.0,0.78125,0.21875,0.0,0.7584295827716451,0.24157041722835493,,0.028089984547097966,0.02013086810236291,,102139.99000000002,6.0,55.15384615384615,12.298714674428302,26.0,47.0,57.0,65.0,75.0,56.40625,11.19112196955694,29.0,53.0,58.0,65.0,75.0,,7867.65,,,5136.51,2610.0,,,64815.479999999996,,,1865.0,19845.35,102139.98999999999,,0.07702810622949934,,,0.050288922096037025,0.02555316482799734,,,0.6345749593278793,,,0.01825925379471841,0.1942955937238686,1.0,,0.02567603540983311,,,0.025144461048018513,0.02555316482799734,,,0.025382998373115175,,,0.01825925379471841,0.027756513389124084,,3.0,,,2.0,1.0,,,25.0,,,1.0,7.0,,3.0,,,2.0,1.0,,,20.0,,,0.0,6.0
福井市議会議員選挙（2019年04月21日投票）,福井市議会議員選挙,福井県,福井市,20190421.0,2019.0,4.0,21.0,20190414.0,46.73,32.0,36.0,1.125,215082.0,,,,任期満了,48.7,,,,福井市議会議員選挙（2019年04月21日投票）,1.0,36.0,32.0,1.125,0.0,0.0,0.0,,,,,,,,,,,,,,,99369.998,5.0,,,,,,,,,,,,,,,,8441.0,,669.335,5464.879000000001,,,,56557.78399999999,,,,28237.0,99369.99799999999,,0.08494515618285511,,0.0067357855838942465,0.054995261245753484,,,,0.5691635819495537,,,,0.28416021503794336,1.0,,0.028315052060951706,,0.0067357855838942465,0.027497630622876742,,,,0.028458179097477686,,,,0.028416021503794336,,3.0,,1.0,2.0,,,,20.0,,,,10.0,,3.0,,0.0,2.0,,,,17.0,,,,10.0
美浜町議会議員補欠選挙（2015年02月22日投票）,美浜町議会議員補欠選挙,福井県,美浜町,20150222.0,2015.0,2.0,22.0,20150217.0,,1.0,2.0,2.0,,,,,その他,,,,,美浜町議会議員補欠選挙（2015年02月22日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,5275.0,1.0,63.0,1.0,62.0,62.5,63.0,63.5,64.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,5275.0,,,,,5275.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,
美浜町議会議員選挙（2006年03月05日投票）,美浜町議会議員選挙,福井県,美浜町,20060305.0,2006.0,3.0,5.0,20060228.0,84.88,16.0,20.0,1.25,9206.0,,,,任期満了,,,,,美浜町議会議員選挙（2006年03月05日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.1,0.125,0.65,0.3,0.05,0.8125,0.1875,0.0,0.747348465308228,0.2240211503740005,0.028630384317771474,0.057488343485248304,0.03733685839566675,0.028630384317771474,7754.0,1.0,59.15,5.552251795442999,49.0,57.0,59.0,62.25,70.0,59.5,5.361902647381804,50.0,57.0,59.0,62.25,70.0,,,,,,,,,7754.0,,,,,7754.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.05,,,,,,,,,,,,,20.0,,,,,,,,,,,,,16.0,,,,
美浜町議会議員選挙（2010年03月07日投票）,美浜町議会議員選挙,福井県,美浜町,20100307.0,2010.0,3.0,7.0,20100302.0,82.44,16.0,17.0,1.0625,8977.0,,,-229.0,任期満了,84.88,,,,美浜町議会議員選挙（2010年03月07日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.7647058823529411,0.23529411764705882,0.0,0.8125,0.1875,0.0,0.7896744312763928,0.21032556872360714,,0.060744187021260984,0.052581392180901784,,7341.0,2.0,60.588235294117645,8.296411864594816,35.0,58.0,62.0,65.0,74.0,60.4375,8.529132063111698,35.0,57.0,62.0,65.0,74.0,,,,,196.0,,,,7145.0,,,,,7341.0,,,,,0.026699359760250646,,,,0.9733006402397494,,,,,1.0,,,,,0.026699359760250646,,,,0.060831290014984336,,,,,,,,,1.0,,,,16.0,,,,,,,,,0.0,,,,16.0,,,,
美浜町議会議員選挙（2014年03月09日投票）,美浜町議会議員選挙,福井県,美浜町,20140309.0,2014.0,3.0,9.0,20140304.0,無投票,14.0,14.0,1.0,,,,,任期満了,82.44,,,,美浜町議会議員選挙（2014年03月09日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.07142857142857142,0.07142857142857142,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.0,,,,,,,0.0,2.0,59.357142857142854,10.58710228031625,36.0,57.0,60.0,65.75,78.0,59.357142857142854,10.58710228031625,36.0,57.0,60.0,65.75,78.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,13.0,,,,,,,,,1.0,,,,13.0,,,,
美浜町議会議員選挙（2018年03月04日投票）,美浜町議会議員選挙,福井県,美浜町,20180304.0,2018.0,3.0,4.0,20180227.0,無投票,14.0,14.0,1.0,,,,,任期満了,,,,,美浜町議会議員選挙（2018年03月04日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6428571428571429,0.21428571428571427,0.14285714285714285,0.6428571428571429,0.21428571428571427,0.14285714285714285,,,,,,,0.0,0.0,63.785714285714285,7.494555847209278,40.0,61.25,65.5,68.75,71.0,63.785714285714285,7.494555847209278,40.0,61.25,65.5,68.75,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
若狭町議会議員選挙（2005年05月01日投票）,若狭町議会議員選挙,福井県,若狭町,20050501.0,2005.0,5.0,1.0,20050426.0,86.88,18.0,19.0,1.0555555555555556,13584.0,,,,その他,,,,,若狭町議会議員選挙（2005年05月01日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.05263157894736842,,11689.0,2.0,59.05263157894737,7.133860578887337,37.0,57.5,61.0,62.0,69.0,59.111111111111114,7.324910988377559,37.0,57.25,61.0,62.0,69.0,801.0,,,,,,,,10888.0,,,,,11689.0,0.06852596458208572,,,,,,,,0.9314740354179143,,,,,1.0,0.06852596458208572,,,,,,,,0.05174855752321746,,,,,1.0,,,,,,,,18.0,,,,,1.0,,,,,,,,17.0,,,,
若狭町議会議員選挙（2009年04月12日投票）,若狭町議会議員選挙,福井県,若狭町,20090412.0,2009.0,4.0,12.0,20090407.0,無投票,18.0,18.0,1.0,13450.0,,,-134.0,任期満了,86.88,,,,若狭町議会議員選挙（2009年04月12日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,0.05555555555555555,0.05555555555555555,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,,,,,,,0.0,3.0,60.666666666666664,6.887992773257275,41.0,60.0,63.0,64.75,68.0,60.666666666666664,6.887992773257275,41.0,60.0,63.0,64.75,68.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,16.0,,,,,,1.0,,,1.0,,,,16.0,,,,
若狭町議会議員選挙（2013年04月14日投票）,若狭町議会議員選挙,福井県,若狭町,20130414.0,2013.0,4.0,14.0,20130409.0,無投票,16.0,16.0,1.0,,,,,任期満了,,,,,若狭町議会議員選挙（2013年04月14日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.625,0.375,0.0,0.625,0.375,0.0,,,,,,,0.0,3.0,62.1875,9.580049256136421,32.0,59.25,65.0,68.0,72.0,62.1875,9.580049256136421,32.0,59.25,65.0,68.0,72.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,14.0,,,,,,1.0,,,1.0,,,,14.0,,,,
若狭町議会議員選挙（2017年04月16日投票）,若狭町議会議員選挙,福井県,若狭町,20170416.0,2017.0,4.0,16.0,20170411.0,無投票,14.0,14.0,1.0,,,,,任期満了,,,,,若狭町議会議員選挙（2017年04月16日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
若狭町議会議員選挙（2021年04月11日投票）,若狭町議会議員選挙,福井県,若狭町,20210411.0,2021.0,4.0,11.0,20210406.0,無投票,14.0,14.0,1.0,12140.0,5835.0,6305.0,,任期満了,,,,,若狭町議会議員選挙（2021年04月11日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,,,,,,,0.0,3.0,67.42857142857143,6.726432781139174,53.0,64.0,66.5,71.25,78.0,67.42857142857143,6.726432781139174,53.0,64.0,66.5,71.25,78.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,12.0,,,,,,1.0,,,1.0,,,,12.0,,,,
越前市議会議員補欠選挙（2009年10月18日投票）,越前市議会議員補欠選挙,福井県,越前市,20091018.0,2009.0,10.0,18.0,20091011.0,27.43,1.0,4.0,4.0,66256.0,,,,その他,,,,,越前市議会議員補欠選挙（2009年10月18日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.25,0.0,1.0,0.0,,0.7114048466361633,0.2885951533638366,,0.2371349488787211,0.2885951533638366,17703.0,2.0,57.0,5.70087712549569,50.0,52.25,57.0,61.75,64.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,,,,,,4756.0,,,12947.0,,,,,17703.0,,,,,,0.2686550302208665,,,0.7313449697791334,,,,,1.0,,,,,,0.2686550302208665,,,0.2437816565930445,,,,,,,,,,1.0,,,3.0,,,,,,,,,,0.0,,,1.0,,,,
越前市議会議員選挙（2006年07月09日投票）,越前市議会議員選挙,福井県,越前市,20060709.0,2006.0,7.0,9.0,20060702.0,73.95,24.0,30.0,1.25,66615.0,,,,任期満了,,,,,越前市議会議員選挙（2006年07月09日投票）,1.0,30.0,24.0,1.25,0.0,0.0,0.0,0.13333333333333333,0.125,0.8,0.16666666666666666,0.03333333333333333,0.8333333333333334,0.125,0.041666666666666664,0.7989646902128202,0.17030365624561836,0.030731653541561325,0.03329019542553418,0.03406073124912367,0.030731653541561325,48711.990000000005,4.0,55.5,6.979732564122115,39.0,50.0,56.0,58.0,70.0,55.916666666666664,7.488416981504762,39.0,50.0,56.0,60.25,70.0,,4022.21,,,2868.08,5050.26,,,36771.44,,,,,48711.990000000005,,0.08257125196486531,,,0.058878317227442356,0.10367591223433902,,,0.7548745185733533,,,,,1.0,,0.041285625982432655,,,0.029439158613721178,0.05183795611716951,,,0.031453104940556385,,,,,,2.0,,,2.0,2.0,,,24.0,,,,,,2.0,,,2.0,2.0,,,18.0,,,,
越前市議会議員選挙（2010年07月11日投票）,越前市議会議員選挙,福井県,越前市,20100711.0,2010.0,7.0,11.0,20100704.0,73.93,22.0,26.0,1.181818181818182,66060.0,,,-555.0,任期満了,73.95,,,,越前市議会議員選挙（2010年07月11日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.15384615384615385,0.13636363636363635,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.038461538461538464,,,47746.0,6.0,,,,,,,,60.0,6.142253066039588,49.0,54.75,60.0,62.0,72.0,,3242.0,,,3262.26,5191.5599999999995,,859.0,31427.18,,,,3764.0,47746.0,,0.06790097599798936,,,0.06832530473756965,0.10873287814686046,,0.017991035898295146,0.658215976207431,,,,0.0788338290118544,1.0,,0.03395048799899468,,,0.034162652368784824,0.05436643907343023,,0.017991035898295146,0.038718586835731233,,,,0.0394169145059272,,2.0,,,2.0,2.0,,1.0,17.0,,,,2.0,,2.0,,,2.0,2.0,,0.0,14.0,,,,2.0
越前市議会議員選挙（2014年07月13日投票）,越前市議会議員選挙,福井県,越前市,20140713.0,2014.0,7.0,13.0,20140706.0,63.17,22.0,25.0,1.1363636363636365,65286.0,,,-774.0,任期満了,73.93,,,,越前市議会議員選挙（2014年07月13日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.12,0.09090909090909091,0.56,0.44,0.0,0.6363636363636364,0.36363636363636365,0.0,0.5588700890730754,0.4411299109269245,,0.039919292076648245,0.04010271917517495,,40714.996999999996,5.0,60.6,7.8434686204510315,40.0,57.0,61.0,65.0,76.0,60.63636363636363,7.795951481643034,40.0,57.25,62.5,65.0,76.0,,2774.0,,,2390.696,2269.0,,,25160.301,,,,8121.0,40714.997,,0.06813214305284118,,,0.05871782331213238,0.05572885096860009,,,0.6179615093671749,,,,0.19945967329925138,1.0,,0.06813214305284118,,,0.02935891165606619,0.05572885096860009,,,0.03862259433544843,,,,0.039891934659850276,,1.0,,,2.0,1.0,,,16.0,,,,5.0,,1.0,,,2.0,1.0,,,13.0,,,,5.0
越前市議会議員選挙（2018年07月08日投票）,越前市議会議員選挙,福井県,越前市,20180708.0,2018.0,7.0,8.0,20180701.0,57.39,22.0,25.0,1.1363636363636365,,,,,任期満了,63.17,,,,越前市議会議員選挙（2018年07月08日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.12,0.13636363636363635,0.56,0.36,0.08,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.5884076614499231,0.3455316458722115,0.06606069267786542,0.0420291186749945,0.03839240509691239,0.03303034633893271,37272.997,5.0,60.68,9.379637519648613,38.0,59.0,62.0,68.0,76.0,62.36363636363637,7.5531176858870355,41.0,60.5,62.5,68.0,76.0,,2179.0,,,2111.706,,,,25398.572,,2663.0,,4920.719,37272.996999999996,,0.05846055255497701,,,0.05665511683967888,,,,0.681420171283785,,0.07144582443960705,,0.13201833488195222,1.0,,0.05846055255497701,,,0.02832755841983944,,,,0.0378566761824325,,0.07144582443960705,,0.04400611162731741,,1.0,,,2.0,,,,18.0,,1.0,,3.0,,1.0,,,2.0,,,,15.0,,1.0,,3.0
越前町議会議員選挙（2005年03月13日投票）,越前町議会議員選挙,福井県,越前町,20050313.0,2005.0,3.0,13.0,20050308.0,,0.0,35.0,,20176.0,,,,その他,,,,,越前町議会議員選挙（2005年03月13日投票）,4.0,35.0,26.0,1.3461538461538463,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.02857142857142857,,17508.0,2.0,61.0,6.828511655446699,46.0,57.5,62.0,66.0,72.0,60.46153846153846,7.110289235871596,46.0,56.25,61.5,65.75,72.0,,,,,,369.0,,,17139.0,,,,,17508.0,,,,,,0.02107607950651131,,,0.9789239204934886,,,,,1.0,,,,,,0.02107607950651131,,,0.02879188001451437,,,,,,,,,,1.0,,,34.0,,,,,,,,,,0.0,,,26.0,,,,
越前町議会議員選挙（2009年03月01日投票）,越前町議会議員選挙,福井県,越前町,20090301.0,2009.0,3.0,1.0,20090224.0,79.04,20.0,21.0,1.05,19753.0,,,-423.0,任期満了,,,,,越前町議会議員選挙（2009年03月01日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.75,0.25,0.0,0.7538311688311689,0.24616883116883118,,0.050255411255411254,0.04102813852813853,,15400.0,2.0,63.23809523809524,5.6812537340739935,52.0,60.0,64.0,68.0,71.0,63.15,5.807538204781782,52.0,59.75,63.0,68.25,71.0,,,,,,591.0,,,14809.0,,,,,15400.0,,,,,,0.03837662337662338,,,0.9616233766233766,,,,,1.0,,,,,,0.03837662337662338,,,0.04808116883116883,,,,,,,,,,1.0,,,20.0,,,,,,,,,,1.0,,,19.0,,,,
越前町議会議員選挙（2013年03月03日投票）,越前町議会議員選挙,福井県,越前町,20130303.0,2013.0,3.0,3.0,20130226.0,78.27,14.0,16.0,1.1428571428571428,19188.0,,,-565.0,任期満了,79.04,,,,越前町議会議員選挙（2013年03月03日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.6875,0.25,0.0625,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6435408322585024,0.26121783992940056,0.09524132781209693,0.05850371202350022,0.06530445998235014,0.09524132781209693,14731.0,1.0,65.875,6.836254456937659,52.0,62.25,66.5,70.5,75.0,65.42857142857143,6.831798400696197,52.0,61.0,66.5,69.75,75.0,,,,,,,,,14731.0,,,,,14731.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.0625,,,,,,,,,,,,,16.0,,,,,,,,,,,,,14.0,,,,
越前町議会議員選挙（2017年03月05日投票）,越前町議会議員選挙,福井県,越前町,20170305.0,2017.0,3.0,5.0,20170228.0,71.98,14.0,16.0,1.1428571428571428,18724.0,,,-464.0,任期満了,78.27,,,,越前町議会議員選挙（2017年03月05日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.1875,0.07142857142857142,0.5625,0.4375,0.0,0.6428571428571429,0.35714285714285715,0.0,0.5571116632783676,0.4428883367216324,,0.06190129591981862,0.06326976238880463,,13281.0,0.0,60.6875,12.746169767816527,32.0,56.0,62.5,70.25,79.0,62.285714285714285,11.022240966263047,40.0,56.5,62.5,70.75,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
越前町議会議員選挙（2021年03月07日投票）,越前町議会議員選挙,福井県,越前町,20210307.0,2021.0,3.0,7.0,20210302.0,74.36,14.0,18.0,1.2857142857142858,17648.0,8525.0,9123.0,-1076.0,任期満了,71.98,,,,越前町議会議員選挙（2021年03月07日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.05555555555555555,0.07142857142857142,0.6111111111111112,0.3888888888888889,0.0,0.5714285714285714,0.42857142857142855,0.0,0.6181452548534303,0.38185474514656975,,0.05619502316849367,0.05455067787808139,,12929.0,3.0,66.77777777777777,9.60645359210588,44.0,60.0,69.0,73.75,83.0,66.07142857142857,9.323275679060181,44.0,60.5,69.0,72.75,78.0,,,,,528.0,,,,12335.0,66.0,,,,12929.0,,,,,0.04083842524557197,,,,0.9540567715987315,0.005104803155696496,,,,1.0,,,,,0.04083842524557197,,,,0.05962854822492072,0.005104803155696496,,,,,,,,1.0,,,,16.0,1.0,,,,,,,,1.0,,,,13.0,0.0,,,
高浜町議会議員選挙（2003年04月27日投票）,高浜町議会議員選挙,福井県,高浜町,20030427.0,2003.0,4.0,27.0,20030422.0,85.84,16.0,18.0,1.125,9146.0,,,,任期満了,,,,,高浜町議会議員選挙（2003年04月27日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.6111111111111112,0.3888888888888889,0.0,0.5625,0.4375,0.0,0.5538027446453764,0.44619725535462357,,0.05034570405867058,0.06374246505066052,,7797.0,3.0,54.388888888888886,10.209684339928813,38.0,46.25,53.0,59.75,74.0,53.6875,10.016977775257365,38.0,44.75,53.0,59.25,74.0,,423.0,,,382.0,,,,6992.0,,,,,7797.0,,0.05425163524432474,,,0.04899320251378735,,,,0.8967551622418879,,,,,1.0,,0.05425163524432474,,,0.04899320251378735,,,,0.05604719764011799,,,,,,1.0,,,1.0,,,,16.0,,,,,,1.0,,,1.0,,,,14.0,,,,
高浜町議会議員選挙（2007年04月22日投票）,高浜町議会議員選挙,福井県,高浜町,20070422.0,2007.0,4.0,22.0,20070417.0,82.58,16.0,17.0,1.0625,9039.0,,,-107.0,任期満了,85.84,,,,高浜町議会議員選挙（2007年04月22日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.8235294117647058,0.17647058823529413,0.0,0.875,0.125,0.0,0.8679525222551929,0.13204747774480713,,0.06199660873251378,0.04401582591493571,,7414.0,0.0,,,,,,,,55.375,7.457169369137327,42.0,48.75,57.0,62.25,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高浜町議会議員選挙（2011年04月24日投票）,高浜町議会議員選挙,福井県,高浜町,20110424.0,2011.0,4.0,24.0,20110419.0,78.59,14.0,18.0,1.2857142857142858,8812.0,,,-227.0,任期満了,82.58,,,,高浜町議会議員選挙（2011年04月24日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.1111111111111111,0.14285714285714285,0.7777777777777778,0.2222222222222222,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7214306484443153,0.2785693515556848,,0.051530760603165374,0.0696423378889212,,6878.0,4.0,,,,,,,,,,,,,,,,416.0,,,360.0,564.0,,,5538.0,,,,,6878.0,,0.06048269845885432,,,0.05234079674323931,0.08200058156440826,,,0.8051759232334981,,,,,1.0,,0.06048269845885432,,,0.05234079674323931,0.08200058156440826,,,0.05367839488223321,,,,,,1.0,,,1.0,1.0,,,15.0,,,,,,1.0,,,1.0,1.0,,,11.0,,,,
